"","Team","Competition Level","Gender Division","Competition Division","College Region","College Conference","Wins","Losses","Links","Rating"
"12","Southern California","College","Women","Division I","Southwest","SoCal DI","14","9","/teams/events/Eventteam/?TeamId=kYEAvqM6osoedNBKIjIgFJ7YmKzbwypoaisrdUYJ3k0%3d",6.29751050665586
"13","Michigan","College","Women","Division I","Great Lakes","Eastern Great Lakes DI","9","11","/teams/events/Eventteam/?TeamId=VKxIKXEDdQLYPNLiXn0FibYcbr625nQBtm2CLlApId8%3d",6.17852545517216
"14","North Carolina","College","Women","Division I","Atlantic Coast","Carolina DI","13","6","/teams/events/Eventteam/?TeamId=gUiWjT9ywZbw1fX%2fupfcfpLQtBXRn%2bkZHPLcLj%2f5g8w%3d",6.13990969817902
"15","Ohio State","College","Women","Division I","Ohio Valley","Ohio DI","16","10","/teams/events/Eventteam/?TeamId=Wmb6gNGRpntGn1S3HGYdc6MliHJ1KaUc4NkMTm%2bOadg%3d",5.5741449955251
"16","Carleton College","College","Women","Division I","North Central","Western North Central DI","11","8","/teams/events/Eventteam/?TeamId=NwrqWq7T52otvyL5c9Wsgq8nWWuA6j3c9jcVFfaUhNE%3d",5.33688971230247
"17","Georgetown","College","Women","Division I","Atlantic Coast","Colonial DI","22","4","/teams/events/Eventteam/?TeamId=41GYrlDvmTeKymN9bt9oThwTqkV%2bzbvS%2fyhHFluWNlE%3d",4.88126978416634
"18","California-San Diego","College","Women","Division I","Southwest","SoCal DI","13","9","/teams/events/Eventteam/?TeamId=4cRw9FDJ9oW5ffiKGabttFznjbbxQjlkLM9CmN%2fLa7k%3d",4.71279945408352
"19","Florida","College","Women","Division I","Southeast","Florida DI","18","10","/teams/events/Eventteam/?TeamId=o2%2bgz5kZ4fEUJVq2NBLCaNWBn6DXEl6DRUkaIPd4bqA%3d",4.67289792587514
"20","Colorado","College","Women","Division I","South Central","Rocky Mountain DI","7","10","/teams/events/Eventteam/?TeamId=gusM8XMge2EY2DPbF8NPCjtiszB7UuMTxRwXBD0dJVc%3d",4.60232334320791
"21","Kansas","College","Women","Division I","South Central","Ozarks DI","22","6","/teams/events/Eventteam/?TeamId=SJEwN6h039xYkq571Ag%2b6CaXtiMtHuwE2RNbj4dM8jY%3d",3.51975132434085
"22","Liberty","College","Women","Division I","Atlantic Coast","Virginia DI","14","3","/teams/events/Eventteam/?TeamId=2KtfN4%2f1SybgbVEiL4BgCHwU%2fMt6UUhr2U99VtwS8gQ%3d",3.35697709320257
"23","Whitman","College","Women","Division I","Northwest","Big Sky DI","9","10","/teams/events/Eventteam/?TeamId=1uJ5zDTH88%2fhgLMZuxhunRtHhOkN%2ftD5V4YVm3aQgqU%3d",3.22993992065402
"24","North Carolina-Wilmington","College","Women","Division I","Atlantic Coast","Carolina DI","10","9","/teams/events/Eventteam/?TeamId=Svc7GD5ciYxSWUqtNiL4cLKPAHwbd2oHPX7pzv67rnI%3d",3.10073600785222
"25","California-Davis","College","Women","Division I","Southwest","NorCal DI","16","10","/teams/events/Eventteam/?TeamId=9oWJlSxruUXZ5mlv%2ffljz7%2bjIEXyOft3F3nd1xt8dRI%3d",2.83911045810281
"26","Vermont","College","Women","Division I","New England","Greater New England DI","13","6","/teams/events/Eventteam/?TeamId=tnSj9MDVfXpvFsGoAdunXjjhz4lGWDc0MjzUbRh3n5I%3d",2.73025168581522
"27","Cornell","College","Women","Division I","Metro East","Western NY DI","18","2","/teams/events/Eventteam/?TeamId=z3eFI7xFYmutBzFzercqYtBoddv8p8SD9xT%2fuSyenkE%3d",2.64608257744071
"28","Colorado State","College","Women","Division I","South Central","Rocky Mountain DI","16","4","/teams/events/Eventteam/?TeamId=%2bXYlWj%2fs0LB%2f7GD0pgbUG7HQuDjd0CcmTehQxIz3HFs%3d",2.45433303555382
"29","Iowa State","College","Women","Division I","North Central","Western North Central DI","14","5","/teams/events/Eventteam/?TeamId=%2brbxZekO2c0nzlhiafO3HcIDdynbCestG6MixMijxUk%3d",2.1260505046425
"30","Georgia Tech","College","Women","Division I","Southeast","Southern Appalachian DI","12","12","/teams/events/Eventteam/?TeamId=DtIkXqr2fcyHHJBWO2ns59w6%2bSp8mxYkyTyUVOAlCu0%3d",2.00352349341648
"31","Duke","College","Women","Division I","Atlantic Coast","Carolina DI","7","0","/teams/events/Eventteam/?TeamId=H0uZQmihXxCKUXgWlkzCXx5G%2fXPHpts6WN1HLnsXyek%3d",1.71407877752975
"32","North Carolina State","College","Women","Division I","Atlantic Coast","Carolina DI","6","6","/teams/events/Eventteam/?TeamId=U3CpEGnLUG%2f8JDXI0pkPpdfrjLKb%2fyp2Ee0Nh1vDQSs%3d",1.58851524124204
"33","West Chester","College","Women","Division I","Ohio Valley","Pennsylvania DI","10","3","/teams/events/Eventteam/?TeamId=l956kZyz0JpZ5LX%2bn6e0RfghY9QIumLsK6X218BRmYM%3d",1.52163004789686
"34","Western Washington","College","Women","Division I","Northwest","Cascadia DI","4","8","/teams/events/Eventteam/?TeamId=PUsywval7dv8Gpn8URBwtPJx0bimD74i1mIOA7RYAzU%3d",1.48747331607373
"35","Boston College","College","Women","Division I","New England","Metro Boston DI","6","1","/teams/events/Eventteam/?TeamId=0DKZAY%2fClTUlcMJNV3ErO3mO58jDb9XDosf9Qieitw0%3d",1.48450500256932
"36","Minnesota","College","Women","Division I","North Central","Western North Central DI","6","7","/teams/events/Eventteam/?TeamId=8j5IDNJ2mmTGHEB4J6akgvGmZ8yE2cNy5JBF8u4xkFM%3d",1.42363496160846
"37","Williams","College","Women","Division III","New England","South New England DIII","17","1","/teams/events/Eventteam/?TeamId=eFylP9zG4UAbOBCLlGiSOfrJQ8A1VY8UTp8Dk72Y2Ao%3d",1.35260032918578
"38","Penn State","College","Women","Division I","Ohio Valley","Pennsylvania DI","8","10","/teams/events/Eventteam/?TeamId=orJfAYX9d9xX5aNHwn6ARbtRoljCE%2byc1OR9fWc%2bH0c%3d",1.34149250158102
"39","Kennesaw State","College","Women","Division I","Southeast","Southern Appalachian DI","16","4","/teams/events/Eventteam/?TeamId=SsDArHe7imZC0wDTMqr4zR7HCndeywtem5EJ8BadDeg%3d",1.292791683332
"40","Washington","College","Women","Division I","Northwest","Cascadia DI","6","13","/teams/events/Eventteam/?TeamId=IdzlN7L1l6MEgyweYTbtLfoXm5eOhDnr%2fbrKUDrh8oU%3d",1.19247636441172
"41","Florida State","College","Women","Division I","Southeast","Florida DI","14","12","/teams/events/Eventteam/?TeamId=jmdXQMKsoEqlx%2fndlWxqZBHFZdN2arSj%2f2sZBXI8DRw%3d",1.13267368548508
"42","Colorado College","College","Women","Division I","South Central","Rocky Mountain DI","6","12","/teams/events/Eventteam/?TeamId=shxGM7ge4qsLfJqbKelBfpY9r18Q46xoRk%2fFK19%2bMTU%3d",1.10756628495106
"43","Wisconsin","College","Women","Division I","North Central","Lake Superior DI","7","13","/teams/events/Eventteam/?TeamId=s7xC%2f2JqXAnPXLgnWZds6lD4Xh62tSZbI6PBAr2tEsk%3d",0.888094524103023
"44","Delaware","College","Women","Division I","Atlantic Coast","Colonial DI","7","6","/teams/events/Eventteam/?TeamId=aLhdH%2bEG4J1Z74u6Uku9dzsribdKZiM1EWzcxU2rYYA%3d",0.834852030076499
"45","Georgia","College","Women","Division I","Southeast","Southern Appalachian DI","6","8","/teams/events/Eventteam/?TeamId=bv0piAGJ2T9Ulg9%2b2sCDhNKmdutHSSEi2i%2bOOiBQi%2bQ%3d",0.774745071582423
"46","Clemson","College","Women","Division I","Atlantic Coast","Carolina DI","6","6","/teams/events/Eventteam/?TeamId=A%2fGcWvr8lK3AqaY31RTjqGpSrTNEzkjXh8ouRi%2bSqEM%3d",0.760745684220599
"47","Auburn","College","Women","Division I","Southeast","Gulf Coast DI","16","4","/teams/events/Eventteam/?TeamId=Itxp5yUgi7zE4VdHsGbImiqfb0PKZnjdDCsLW3cTj38%3d",0.718777758352133
"48","Columbia","College","Women","Division I","Metro East","Eastern Metro East DI","9","3","/teams/events/Eventteam/?TeamId=xtcmP99PffxjvtIyS%2bClt6%2fpSpsjbnF7TEqh3uZ9fhw%3d",0.704154222638891
"49","Northeastern","College","Women","Division I","New England","Metro Boston DI","6","14","/teams/events/Eventteam/?TeamId=ULMADbe8rb3kbp2F%2bq8VcYK7N3CyYNSTUrRhhBajqEI%3d",0.662288167154941
"50","Cincinnati","College","Women","Division I","Ohio Valley","Ohio DI","9","4","/teams/events/Eventteam/?TeamId=EKcCmU1buLMPwucVJ41IhnLUPJjh4t0WpX7p780w67s%3d",0.617934229034955
"51","Central Florida","College","Women","Division I","Southeast","Florida DI","10","8","/teams/events/Eventteam/?TeamId=Fau2WHfLb7iXwh2CX%2fZRdzDu%2bK0SGFkO9nChSfiku38%3d",0.550883490403923
"52","Carleton College-Eclipse","College","Women","Division III","North Central","North Central DIII","14","5","/teams/events/Eventteam/?TeamId=m1DkV3n9%2fo6kLW3AWLG7dSvPceEGoEnC07SgyHdhOK0%3d",0.548954587207588
"53","South Carolina","College","Women","Division I","Atlantic Coast","Carolina DI","9","3","/teams/events/Eventteam/?TeamId=Ec801WfT2iJGXPljM5d9a1n%2fDibbrJRchytByoIGi%2b4%3d",0.521875570192973
"54","Cal Poly-SLO","College","Women","Division I","Southwest","SoCal DI","11","6","/teams/events/Eventteam/?TeamId=zeFWx%2f3rImfgKOs0kwsvgR2NRLIxtgYapZk6iqVi8Wo%3d",0.510243534148844
"55","Northwestern","College","Women","Division I","Great Lakes","Illinois DI","9","10","/teams/events/Eventteam/?TeamId=uFEJJHpXo%2bfg21QK51DzML51WaHXso20o%2bnS2oItlEI%3d",0.499183919952559
"56","Maryland","College","Women","Division I","Atlantic Coast","Colonial DI","10","8","/teams/events/Eventteam/?TeamId=W1rKBAklwdksFfw8T6J9s4%2bxJKknScR1Ch%2fjCxUT3lk%3d",0.498966252760621
"57","Connecticut","College","Women","Division I","Metro East","Eastern Metro East DI","5","1","/teams/events/Eventteam/?TeamId=Bw4X5kH8%2blNFkm5DaoSpE5jxLAuEIme1R0yGOLdU40c%3d",0.479803483068791
"58","Harvard","College","Women","Division I","New England","Metro Boston DI","8","4","/teams/events/Eventteam/?TeamId=hUSGGPgTIUluMR1pCr5MFkf08km7d8twZk9M7y%2fIkXc%3d",0.47212977400078
"59","Middlebury","College","Women","Division I","New England","Greater New England DI","4","2","/teams/events/Eventteam/?TeamId=ismDmdHInaC%2bEln9S7%2f35aQnU2KtA4BK%2b0pFjpVhnQw%3d",0.469579299859111
"60","Victoria","College","Women","Division I","Northwest","Cascadia DI","6","8","/teams/events/Eventteam/?TeamId=UFP4dGqMw9CL%2fXnILhJSGCjhepT4PajAMtAv0G%2bHVcg%3d",0.442051822591809
"61","Chicago","College","Women","Division I","Great Lakes","Illinois DI","11","7","/teams/events/Eventteam/?TeamId=agCGUT6w3uLl52%2boCeMfULuFyIJNEZVN2aIIzIKG3Zg%3d",0.437064378442072
"62","Illinois","College","Women","Division I","Great Lakes","Illinois DI","6","7","/teams/events/Eventteam/?TeamId=JSxn5P2QdOHgK8bbGkZKmRGsGfa9vnfIpy%2bL7zmaV3Q%3d",0.430596270147722
"63","California-Santa Barbara","College","Women","Division I","Southwest","SoCal DI","9","11","/teams/events/Eventteam/?TeamId=DJU6wjdQQDTsL30jYJPTxbDqfQKHf0CfbILG%2f2T%2bR2w%3d",0.424821623388903
"64","West Virginia","College","Women","Division I","Ohio Valley","Pennsylvania DI","5","1","/teams/events/Eventteam/?TeamId=UcqpwvFK6qHgsIMb1%2bQ0RQQ4t3UI0sGqH9pI2SuYtZg%3d",0.407815776391005
"65","Case Western Reserve","College","Women","Division I","Ohio Valley","Ohio DI","5","2","/teams/events/Eventteam/?TeamId=kNe%2fJLR%2bW0SBoryXfzjmdrmGKfe16ctQxrfLF5S6TKE%3d",0.403444576873997
"66","Bowdoin","College","Women","Division III","New England","North New England DIII","5","2","/teams/events/Eventteam/?TeamId=8wF5GL2mV8K8mXy8Et985w2ZPG%2fg6XXKx7l0kuoRxgo%3d",0.386490040397934
"67","Carnegie Mellon","College","Women","Division I","Ohio Valley","Pennsylvania DI","9","5","/teams/events/Eventteam/?TeamId=2pz1%2fq7NMIFoTZztaRm7%2fG5t3F0nBgKYyKtI%2b4WCKvU%3d",0.360015317272044
"68","Pennsylvania","College","Women","Division I","Ohio Valley","Pennsylvania DI","6","6","/teams/events/Eventteam/?TeamId=KsbbG3e9hjvAPR2z6FSEWQzX%2fcviJhYoJV1DW0lq8J8%3d",0.339139407960615
"69","Brigham Young","College","Women","Division I","Northwest","Big Sky DI","8","7","/teams/events/Eventteam/?TeamId=GyIWE10yaReEHY1YEkoUTP7LiB%2bwS%2fGAo%2bK8ykiHGeE%3d",0.311944100374402
"70","Vanderbilt","College","Women","Division I","Southeast","Gulf Coast DI","8","4","/teams/events/Eventteam/?TeamId=Gjdks5Kn%2fHZp8OehEx6z61TWqGyQ5vL4MZqTxqmqfac%3d",0.299183412246647
"71","George Mason","College","Women","Division I","Atlantic Coast","Virginia DI","10","3","/teams/events/Eventteam/?TeamId=yJdYfZOkNxNg9xjDxGi2v5CRYZImONJavWr5UBkehso%3d",0.270386428140775
"72","Towson","College","Women","Division I","Atlantic Coast","Colonial DI","10","4","/teams/events/Eventteam/?TeamId=r%2bkga8S3ZWaK9BH7Gt%2fLJsN%2bID90K4uVopcWvNeVwJ8%3d",0.26814161701942
"73","American","College","Women","Division I","Atlantic Coast","Colonial DI","8","6","/teams/events/Eventteam/?TeamId=CR0FpeYVM%2bYJIcfmKkeghScWAbp9GrMeSaJoWNdSXWg%3d",0.265277057338369
"74","Portland","College","Women","Division III","Northwest","Northwest DIII","15","3","/teams/events/Eventteam/?TeamId=boldYMSHhHP%2fZnPS3hRcZoFizEykg5NrAUy8Le16Ij0%3d",0.261664738616954
"75","Chico State","College","Women","Division I","Southwest","NorCal DI","14","4","/teams/events/Eventteam/?TeamId=u62GZSQFWTchsABWE%2blS%2fvEhyhFdrsDImTA25vuNNSA%3d",0.25969537578593
"76","Washington University","College","Women","Division I","South Central","Ozarks DI","6","13","/teams/events/Eventteam/?TeamId=AUu2RJq%2fMZhVFRQ%2bgXi45cGambK9DC4ICUIW5EXpf9E%3d",0.246630529258191
"77","Missouri State","College","Women","Division I","South Central","Ozarks DI","9","3","/teams/events/Eventteam/?TeamId=lQi4946YJw5WX0JUGsWbg7u6O1AGwvMzgWpfvN6XWtM%3d",0.231829711481813
"78","Emory","College","Women","Division I","Southeast","Southern Appalachian DI","9","9","/teams/events/Eventteam/?TeamId=YjH5Be5SmJItq9F6JJEz0uJmsB1dnEmdrcQeSWjuQrU%3d",0.231131195612245
"79","Indiana","College","Women","Division I","Great Lakes","Eastern Great Lakes DI","9","4","/teams/events/Eventteam/?TeamId=aAUiRYJmi6fw7gapfnv1FuUHeQxTcbKFVsaQVRX9poU%3d",0.22033938907438
"80","Akron","College","Women","Division I","Ohio Valley","Ohio DI","8","5","/teams/events/Eventteam/?TeamId=b6POmTmChPnl0QrwX47ca3ZTz7NInHZIfPtXzFS7seU%3d",0.213064949914406
"81","Princeton","College","Women","Division I","Metro East","Eastern Metro East DI","8","3","/teams/events/Eventteam/?TeamId=M4c6NyH72wgD7XUnMNbMsdoZ6EgQKLymSYLik7QJxSE%3d",0.212965027498755
"82","Tennessee","College","Women","Division I","Southeast","Southern Appalachian DI","9","10","/teams/events/Eventteam/?TeamId=tOJG0nZoYyy9evPyp1X2K4ARJJqDEwGyV8uBP77OFxA%3d",0.199512628382841
"83","St Olaf","College","Women","Division III","North Central","North Central DIII","6","7","/teams/events/Eventteam/?TeamId=L%2bnaiOICsvpoS48z0cK2A4y5EqRNtneUxyv3GkY%2fTAo%3d",0.199443192258837
"84","Truman State","College","Women","Division III","South Central","South Central DIII","10","3","/teams/events/Eventteam/?TeamId=4dGkX7XixfnEBcwY0prdutLhYCSbw4%2bsWkRMSjvap%2fQ%3d",0.194659516908559
"85","Amherst","College","Women","Division III","New England","South New England DIII","5","3","/teams/events/Eventteam/?TeamId=sZdp9PlEFWU%2frLprBgUM8B7hFFTSm3o0bW%2fPg3wr2Xw%3d",0.193331442458056
"86","Tulane","College","Women","Division I","Southeast","Gulf Coast DI","5","8","/teams/events/Eventteam/?TeamId=2O31tH2qw7RJ%2b7Px1WgeZNK7%2bmtQkbk7T%2bkm6QvmVRg%3d",0.18780983233962
"87","Brown","College","Women","Division I","New England","Greater New England DI","9","11","/teams/events/Eventteam/?TeamId=lnRQKGhhWqRexTEXdHbQUe6cnZF%2fJcwaIxUwEjNwvKE%3d",0.18754631252341
"88","Bates","College","Women","Division III","New England","North New England DIII","7","1","/teams/events/Eventteam/?TeamId=hONT5IoYyMOej8m%2fgVn5s2Q7Pvd%2bknoOF5NeCCUZj8I%3d",0.183371471631235
"89","Rutgers","College","Women","Division I","Metro East","Eastern Metro East DI","9","6","/teams/events/Eventteam/?TeamId=ZZNJwc4iiudiN5Om3Ws%2beqaK4p3IhqoGVlPOM9mMNNk%3d",0.177374735122561
"90","James Madison","College","Women","Division I","Atlantic Coast","Virginia DI","8","4","/teams/events/Eventteam/?TeamId=WFUpgjT3pvD6aoINFhtL0TeJWbGmy3nwazzUUQCGiM4%3d",0.170486297283722
"91","Iowa","College","Women","Division I","North Central","Western North Central DI","12","8","/teams/events/Eventteam/?TeamId=RzDNayJWB2ePNdEnK1FH06lYuuLybCNh%2fKB2mk0OzQo%3d",0.161146457489422
"92","Skidmore","College","Women","Division III","Metro East","Eastern Metro East DIII","10","2","/teams/events/Eventteam/?TeamId=9g%2fJ3kuVswmmR0dJI%2byhKObxGUmF0Y8Dxy9WKYxHRdc%3d",0.149883458975458
"93","Denver","College","Women","Division I","South Central","Rocky Mountain DI","9","4","/teams/events/Eventteam/?TeamId=iqD37pXMEw%2bbep2hg73k0Dmy4f%2fW8iB2A1kScChAPks%3d",0.144407031801266
"94","Allegheny College","College","Women","Division III","Ohio Valley","Pennsylvania DIII","4","3","/teams/events/Eventteam/?TeamId=GinWetxm%2fZvZ0N%2fUTK%2bWtlzBHHljo7gF5JVni%2fRSsKM%3d",0.142732398709738
"95","San Diego State","College","Women","Division I","Southwest","SoCal DI","6","8","/teams/events/Eventteam/?TeamId=ZX33qMLWLJpIN8Fwl2GmKbFrK9uy%2bf48Lpc5GHGCZ9o%3d",0.138548412347317
"96","Humboldt State","College","Women","Division I","Southwest","NorCal DI","2","4","/teams/events/Eventteam/?TeamId=fimUsGqNxS9OVlqfE1JIrq20ZyOplYViF9wpHtTbdhQ%3d",0.132741554362769
"97","Puget Sound","College","Women","Division III","Northwest","Northwest DIII","9","6","/teams/events/Eventteam/?TeamId=wp3pykW%2f%2bMusNgMn%2fqmhWXbVCwKKbLZPsolU3A2HUY0%3d",0.128752649665103
"98","Massachusetts","College","Women","Division I","New England","Greater New England DI","6","12","/teams/events/Eventteam/?TeamId=%2fNwIx0WpSu9ZujXwVbVps7GeOjB1Rn8z9DGw6%2bQDga8%3d",0.128728612546098
"99","LSU","College","Women","Division I","Southeast","Gulf Coast DI","10","7","/teams/events/Eventteam/?TeamId=vvoDLhQNZW88z2QwVnJSES1zhstejPuhlzZfRm10Fi0%3d",0.119195698124658
"100","Winona State","College","Women","Division I","North Central","Western North Central DI","8","4","/teams/events/Eventteam/?TeamId=9I5u8GMaMXrdSNJXxjjGXqJRDY%2feUJRZnqFeetZTj38%3d",0.114060859444923
"101","Boston University","College","Women","Division I","New England","Metro Boston DI","10","4","/teams/events/Eventteam/?TeamId=WV8hpuEUdoOM%2bSCQhvx3JRA5eB6Hi%2bQh8Tg28Ooch6g%3d",0.11321906409455
"102","Utah","College","Women","Division I","Northwest","Big Sky DI","10","7","/teams/events/Eventteam/?TeamId=m73fSOCvwN44i%2bdz5xhcrmYANr7M%2b367mEqrQV480Jw%3d",0.111749750384815
"103","Wellesley","College","Women","Division III","New England","Metro Boston DIII","11","9","/teams/events/Eventteam/?TeamId=vt84CP34%2fFazTyLOhK1QXJKUAZvQSR86c6kvK86VtwQ%3d",0.108439371354314
"104","Oregon State","College","Women","Division I","Northwest","Cascadia DI","10","4","/teams/events/Eventteam/?TeamId=ceWhAnmm9hJmU5H3pBVY9tSZB3SU0vYtVD263mLD3yo%3d",0.107801325175312
"105","SUNY-Binghamton","College","Women","Division I","Metro East","Western NY DI","5","2","/teams/events/Eventteam/?TeamId=2jwCbVfS5qpHZcr1txN4VuzZUFzEnBVPZR1uEStLFkI%3d",0.10101854850956
"106","Alabama","College","Women","Division I","Southeast","Gulf Coast DI","10","9","/teams/events/Eventteam/?TeamId=nBs0jW40%2fYHvq1%2blK9%2fb9GkEYJB8rmulUoqvctJuD6Y%3d",0.100337237529966
"107","Valparaiso","College","Women","Division III","Great Lakes","Great Lakes DIII","4","2","/teams/events/Eventteam/?TeamId=gvN1mHREvSjJRrohwFOoXwvSgaqraYU7eAfSOE64BMg%3d",0.0977612192941946
"108","Idaho","College","Women","Division I","Northwest","Big Sky DI","9","9","/teams/events/Eventteam/?TeamId=heaBQJF9A6cDlIfU2KSi7kzDoIOFWI7yo8fN1tmS6Q4%3d",0.0948075714467597
"109","Michigan State","College","Women","Division I","Great Lakes","Eastern Great Lakes DI","7","0","/teams/events/Eventteam/?TeamId=TXE8qaKVyTgzR2zFYJaBdy5P4NZSa7uB68qpqGeMFEU%3d",0.0941327227734645
"110","Maryland B","College","Women","Developmental","Atlantic Coast","Atlantic Coast Dev","10","3","/teams/events/Eventteam/?TeamId=N%2fQ8jJSeUMS03GlsdMmW%2bVmcM4yHG1IRKQVnOe%2bhdgk%3d",0.0937102534238576
"111","Lehigh","College","Women","Division III","Ohio Valley","Pennsylvania DIII","5","7","/teams/events/Eventteam/?TeamId=pQBlM8xf4PnlBhv%2bwf73CdEq63KdVknYL1%2fxfZJ2cFU%3d",0.0911179867581196
"112","Santa Clara","College","Women","Division I","Southwest","NorCal DI","5","6","/teams/events/Eventteam/?TeamId=fXsHBrvEI2JiOxJlZpAPzgDzHgT%2fRn8ozlHpu1Swu1Y%3d",0.0905710900274321
"113","Rochester","College","Women","Division I","Metro East","Western NY DI","4","3","/teams/events/Eventteam/?TeamId=D%2bwhutq9Ty0zZXGinjjOv95wohSCiQ8f4Cw%2fmlGfFaw%3d",0.0905379566427022
"114","California-Santa Cruz","College","Women","Division I","Southwest","NorCal DI","6","11","/teams/events/Eventteam/?TeamId=jaq4l3e%2bBkW1BWT%2bIp8Kiv8AHuy%2bKXIEH2llLgEF5Ys%3d",0.0898856040275904
"115","Delaware B","College","Women","Developmental","Atlantic Coast","Atlantic Coast Dev","11","3","/teams/events/Eventteam/?TeamId=y9IFgkb6NzHEmGspnlR0TfD2Cbro0CSMaRFIgAlDQhc%3d",0.0896598136973976
"116","Catholic","College","Women","Division III","Atlantic Coast","Atlantic Coast DIII","5","8","/teams/events/Eventteam/?TeamId=dSGFsvKj6zvGLr%2fhRkna1LNL8d97VCwRnLdpauEMick%3d",0.0877749800399761
"117","Mount Holyoke","College","Women","Division III","New England","South New England DIII","6","2","/teams/events/Eventteam/?TeamId=gHteUx32cCZ0teqOvgZpTvcIRVwxLDJDC17R4rRXoeU%3d",0.0782070312320903
"118","Haverford","College","Women","Division III","Ohio Valley","Pennsylvania DIII","2","6","/teams/events/Eventteam/?TeamId=C9rF5TVDf6p7dt1CLN%2fh70cv1rPoWOTRIMJzA4Ghovw%3d",0.0778974667593438
"119","Hofstra","College","Women","Division I","Metro East","Eastern Metro East DI","7","11","/teams/events/Eventteam/?TeamId=JQPN0gnnw%2fphEiw%2bRusFcakbB9T9wnpolzB9MZgp0%2bY%3d",0.0755307534399112
"120","Mississippi","College","Women","Division I","Southeast","Gulf Coast DI","4","8","/teams/events/Eventteam/?TeamId=hf6gYBOFCjfpkx4O0i3qNp8RNBykLjvv4iKYWu%2b%2fuyQ%3d",0.0735688959350893
"121","College of New Jersey","College","Women","Division III","Metro East","Eastern Metro East DIII","3","3","/teams/events/Eventteam/?TeamId=YTf0guwmOh7uTbvFwtAuq7pQLHB3%2berfA3Px2D3s8wY%3d",0.0712073531620473
"122","Texas Christian","College","Women","Division I","South Central","Texas DI","10","7","/teams/events/Eventteam/?TeamId=BRqsin2RkfHTSmhvvtT%2bNmcIObj4FwArhRoj4Tk7Z%2bk%3d",0.0696411149999207
"123","South Florida","College","Women","Division I","Southeast","Florida DI","6","8","/teams/events/Eventteam/?TeamId=daMfgoV%2fFC3QiRkjRz6JGj0Qdsiq3tRL6OJPXiuJnPA%3d",0.0680839078252204
"124","Boise State","College","Women","Division I","Northwest","Big Sky DI","4","7","/teams/events/Eventteam/?TeamId=%2fmrjSLct5hWpusPeWOwZTJiyMEPJsnI52zcXdqr5WnE%3d",0.0672855523184264
"125","Nebraska","College","Women","Division I","North Central","Western North Central DI","8","11","/teams/events/Eventteam/?TeamId=dIGmJoZvLHtinILYzLm7YGeRIlmrhEieXs07eRyQmK8%3d",0.0633079077838427
"126","John Brown","College","Women","Division III","South Central","South Central DIII","15","4","/teams/events/Eventteam/?TeamId=vCGDnpUUe%2b6vjco%2fixY%2bDyz8sLTg1l%2bvi44Dd52iJis%3d",0.0569919403769122
