"","Team","Competition Level","Gender Division","City","State","Links","Rank","School","Power Rating","Competition Division","College Region","College Conference","Wins","Losses","Index","Rating"
"143","Lewis & Clark (Bacchus )","College","Men","Portland","OR","/teams/events/Eventteam/?TeamId=MYFVLmUmE7W%2bxHrMZk27Y4oimt3x8XO%2bBVdaBvqTlLU%3d",130,"Lewis & Clark",1142,"Division III","Northwest","Northwest DIII",20,12,228,0.38680168484707
"144","Colorado School of Mines (Entropy)","College","Men","Golden","CO","/teams/events/Eventteam/?TeamId=1lHNidtRY3%2fJviPrmGI5MXUTckwp3n0v9HktLJCQnQs%3d",163,"Colorado School of Mines",1034,"Division III","South Central","Northern South Central DIII",13,16,110,0.3859502987732
"145","Northern Arizona (El Ponderoso)","College","Men","Flagstaff","AZ","/teams/events/Eventteam/?TeamId=gBJZqIleakKjm1D4Q66PZpwLZ9WMHqtAaJcfm8vA8dQ%3d",195,"Northern Arizona",903,"Division I","Southwest","Desert DI",12,9,303,0.383851092212195
"146","Bowdoin (Clown)","College","Men","Brunswick","ME","/teams/events/Eventteam/?TeamId=h71qNdruesk4kN%2bBErX6jZmlRl9QgbT7cKA4qGXwBAM%3d",146,"Bowdoin",1096,"Division III","New England","North New England DIII",17,11,40,0.37783073410881
"147","Cal Poly-Pomona (Cow Ultimate)","College","Men","Pomona","CA","/teams/events/Eventteam/?TeamId=gntlJzCFM1RFGts5qarwtqV04eG6eOnqTaaPolZBazo%3d",190,"Cal Poly-Pomona",910,"Division I","Southwest","SoCal DI",15,10,53,0.376439895984983
"148","Duke (Brimstone)","College","Men","Durham","NC","/teams/events/Eventteam/?TeamId=F5D4gEB%2b4TiO507xjaNd9Pd1PpTU7qmXdeQs47VyqQk%3d",145,"Duke",1098,"Division I","Atlantic Coast","Carolina DI",13,14,136,0.375410109932092
"149","Liberty (Flames)","College","Men","Lynchburg","VA","/teams/events/Eventteam/?TeamId=IMuvM5U1f%2fVlS79c%2bVlh9ET2t4hj4oSvNkENt20MJos%3d",125,"Liberty",1174,"Division I","Atlantic Coast","Virginia DI",11,16,229,0.361004605604025
"150","Michigan State (ARC)","College","Men","East Lansing","MI","/teams/events/Eventteam/?TeamId=BbBQpnXbg0B1Rz%2bFPbAQbk0SMuTUbz1Is3KZGfJrHvg%3d",117,"Michigan State",1206,"Division I","Great Lakes","Michigan DI",10,13,258,0.357396355252716
"151","New Mexico (HantaVirus)","College","Men","Albuquerque","NM","/teams/events/Eventteam/?TeamId=GUQvwqzLd60mtE3TU6xjCT3LmYnh0ZANB6OlaK%2b2w%2fM%3d",NA,NA,NA,NA,NA,NA,7,11,287,0.34544167746477
"152","Army (Army West Point)","College","Men","West Point","NY","/teams/events/Eventteam/?TeamId=Bpp7A%2frr05NamJReP8Fsk9NbpdsFWFTFenF9am2Z5V0%3d",197,"Army",890,"Division III","Metro East","Hudson Valley DIII",21,9,23,0.343100759973564
"153","Knox (River Rats)","College","Men","Galesburg","IL","/teams/events/Eventteam/?TeamId=0qfpsFOFzBh3S7DSsowt1Yqccp4WEBMxVkkd8NI%2bCmE%3d",140,"Knox",1110,"Division III","Great Lakes","Illinois DIII",24,9,220,0.34005549381791
"154","Mary Washington (Mother of George)","College","Men","Fredericksburg","VA","/teams/events/Eventteam/?TeamId=tGQ766I0MMdXcqj7JLfgayaCSjaVh9xWAhzOot5T%2fj0%3d",NA,NA,NA,NA,NA,NA,10,12,241,0.339287989678999
"155","Appalachian State (Nomads)","College","Men","Boone","NC","/teams/events/Eventteam/?TeamId=kDpZlPeZtYxuEsBO2Zl6y3JXtvhWfhraWqegorg%2fy78%3d",100,"Appalachian State",1279,"Division I","Atlantic Coast","Carolina DI",14,6,13,0.333327425265429
"156","NYU (New York Ultimate)","College","Men","New York","NY","/teams/events/Eventteam/?TeamId=aufgVHUnmlD4WTDWxCN66q%2fYdWGnWDOeeTqlsx6rNpw%3d",144,"NYU",1099,"Division I","Metro East","Metro NY DI",15,13,311,0.324786035687629
"157","Boise State (Mamu Zaldi)","College","Men","Boise","ID","/teams/events/Eventteam/?TeamId=C4FfvY85qhaiVVBVPce5HJq6DZIrnoCCVcbQTtLXzk4%3d",187,"Boise State",916,"Division I","Northwest","Big Sky DI",8,9,35,0.31966895800841
"158","Minnesota-B (Ugly Duckling)","College","Men","Minneapolis","MN","/teams/events/Eventteam/?TeamId=KdPKYOOWkQuYG2tVEN6Whbr6GEdTQh3ms5OG7V9U7s8%3d",121,"Minnesota B",1187,"Developmental","North Central","Northwoods DI",22,8,264,0.318760263684123
"159","Elon (Elon)","College","Men","Elon","NC","/teams/events/Eventteam/?TeamId=iE5PD33%2bx1FSAMjG7nwviDW%2b%2btM1N371D0GVRySZhJk%3d",181,"Elon",942,"Division III","Atlantic Coast","Carolina DIII",9,17,141,0.302094151697892
"160","Rutgers (Machine)","College","Men","New Brunswick","NJ","/teams/events/Eventteam/?TeamId=oaXE5s9dgIUMtPdknoFWUn%2bq0TTGI4bBiJxaGp6CLvM%3d",139,"Rutgers",1115,"Division I","Metro East","Metro NY DI",13,11,364,0.30140385704784
"161","Syracuse (Doom)","College","Men","Syracuse","NY","/teams/events/Eventteam/?TeamId=9%2fr6VgQx%2b4WsZMrf0jVfiEZ5yzSzLP0UqDdsYPKD3DU%3d",196,"Syracuse",901,"Division I","Metro East","Western NY DI",18,10,424,0.300974212660939
"162","Boston University (Boston University)","College","Men","Boston","MA","/teams/events/Eventteam/?TeamId=XKo1SlHMeQz1Dqo1w9weT%2bxP9pqZFkLtwbG%2bJpWZKwo%3d",202,"Boston University",878,"Division I","New England","Metro Boston DI",8,15,39,0.29911936048367
"163","Cedarville (Swarm)","College","Men","Cedarville","OH","/teams/events/Eventteam/?TeamId=pZUIh3BT98aNKtd1u2eH%2fAsS6shGhki24vAMUVeYxAQ%3d",183,"Cedarville",931,"Division III","Ohio Valley","Ohio DIII",14,13,83,0.296502506173729
"164","Occidental (Detox)","College","Men","Los Angeles","CA","/teams/events/Eventteam/?TeamId=ofp5lL7gSfeN9g1JMez%2bOy897NILIg3WOtfbkm6llGY%3d",184,"Occidental",928,"Division III","Southwest","Southwest DIII",11,8,314,0.283292568520371
"165","Swarthmore (Earthworms)","College","Men","Swarthmore","PA","/teams/events/Eventteam/?TeamId=c3euS7C%2blYGDGW65%2fcLH4EOG7Vcb6U1UaiZRLn27kKM%3d",151,"Swarthmore",1069,"Division III","Ohio Valley","East Penn DIII",24,13,423,0.281530595166521
"166","Marquette  (Birdhouse 2017)","College","Men","Milwaukee","WI","/teams/events/Eventteam/?TeamId=VQztMHq2ylsdj0cfLMz%2b8Hxd5w6fD8jfrUZ1o3kf0ew%3d",114,"Marquette",1233,"Division I","North Central","Lake Superior DI",20,8,239,0.278576485187265
"167","Johns Hopkins (Dangerzone)","College","Men","Baltimore","MD","/teams/events/Eventteam/?TeamId=%2bWTF70g3CHNXwsONnrGF6kboDX8JAZQcpvfIs4yI6Oo%3d",122,"Johns Hopkins",1185,"Division I","Atlantic Coast","Colonial DI",10,16,209,0.277105401688847
"168","Kansas State (Wizards)","College","Men","Manhattan","KS","/teams/events/Eventteam/?TeamId=P5OopdYXgb%2bF8DQuvXVFaQf4UkDGaTG8jm4K05dE9y0%3d",193,"Kansas State",907,"Division I","South Central","Ozarks DI",15,14,213,0.275304278001326
"169","Wisconsin-Milwaukee (Black Cat)","College","Men","Milwaukee","WI","/teams/events/Eventteam/?TeamId=JdCQeGd1ldCORa4kZ2WH27%2bwI%2bNylkCKThazWv28LgE%3d",192,"Wisconsin-Milwaukee",908,"Division I","North Central","Lake Superior DI",13,20,509,0.275141707972883
"170","American (Stall 11)","College","Men","Washington","DC","/teams/events/Eventteam/?TeamId=dONAg4zdJqvI8BPsCrBe6NOvFapyugN6BIFKsKBsm0U%3d",176,"American",968,"Division I","Atlantic Coast","Colonial DI",17,13,10,0.271567974188606
"171","Puget Sound (Postmen)","College","Men","Tacoma","WA","/teams/events/Eventteam/?TeamId=PBzY6DSk%2bsAmPy%2basFL4rFtvp4hpHOHlx402Bcyi7kM%3d",219,"Puget Sound",813,"Division III","Northwest","Northwest DIII",17,16,344,0.271012900912168
"172","Alabama-Birmingham (Inferno)","College","Men","Birmingham","AL","/teams/events/Eventteam/?TeamId=fELZWpSEzioofgXJuroLaxe2iLXkCdO9BAT6owBt3gg%3d",177,"Alabama-Birmingham",955,"Division I","Southeast","Gulf Coast DI",12,24,5,0.269172633236788
"173","Georgia College (Disconnected)","College","Men","Milledgeville","GA","/teams/events/Eventteam/?TeamId=I7jQiLoR4Wi0nHMqyMmdZ7Ut9c4VWldLMoP2HnFxBWg%3d",142,"Georgia College",1104,"Division III","Southeast","Eastern Southeast DIII",15,12,166,0.258010987671379
"174","Rhode Island  (RIUT)","College","Men","Kingston","RI","/teams/events/Eventteam/?TeamId=pfKVCQmOzQUk3sNGxA9dmXLnRiMjNYj9nRwTsnAZJj4%3d",150,"Rhode Island",1081,"Division I","New England","South New England DI",15,11,353,0.25411449321479
"175","Pennsylvania (Void)","College","Men","Philadelphia","PA","/teams/events/Eventteam/?TeamId=N4tGgiijID79HzFUMm1lIFGVQda%2f7PQE%2fkoOcfoL5Wk%3d",175,"Pennsylvania",978,"Division I","Ohio Valley","East Penn DI",12,29,336,0.253915399470645
"176","Grand Valley State (Lakers)","College","Men","Allendale","MI","/teams/events/Eventteam/?TeamId=qqYPxOPF28JSoS9WiQ1wzVl53fAdOWRvB9AWaaI9EDc%3d",109,"Grand Valley State",1248,"Division I","Great Lakes","Michigan DI",14,8,176,0.253067920224615
"177","Clark (Heart of Clarkness)","College","Men","Worcester","MA","/teams/events/Eventteam/?TeamId=0Ciin5bASTbsWvqL%2bpg162ljx0%2f7jSEPyUHev4gMurA%3d",NA,NA,NA,NA,NA,NA,1,7,97,0.250967748826837
"178","Rice (Cloud 9)","College","Men","Houston","TX","/teams/events/Eventteam/?TeamId=8hYqMmABou0kA9%2fT%2fckGrUG9SwtGyk2eOgXawYNWgN8%3d",148,"Rice",1087,"Division III","South Central","Texas DIII",11,9,355,0.25040013618301
"179","Texas Christian (High Noon)","College","Men","Fort Worth","TX","/teams/events/Eventteam/?TeamId=E1MLj45mT5byioM1EbTrgFLod4zfur%2bDg%2fvfUUZgcAs%3d",182,"Texas Christian",939,"Division I","South Central","North Texas DI",17,11,440,0.249434819561595
"180","Mississippi State (Dark Horse)","College","Men","Starkville","MS","/teams/events/Eventteam/?TeamId=AkNJpncB8StV46G%2femh%2fscGD1isVYQvkdD%2bXZT7qvao%3d",172,"Mississippi State",985,"Division I","Southeast","Gulf Coast DI",20,18,270,0.24826834070976
"181","East Carolina (Irates)","College","Men","Greenville","NC","/teams/events/Eventteam/?TeamId=NOfaWwZo%2fsolxl%2bJB17wpFt2SiMCu0UcfzgH9uzgM3c%3d",178,"East Carolina",954,"Division I","Atlantic Coast","Carolina DI",10,20,137,0.247615195582559
"182","Missouri S&T (Miner Threat)","College","Men","Rolla","MO","/teams/events/Eventteam/?TeamId=TcHAao6MQG5yPY00UibMKk15AW%2fIFAf8aKNBOgxbHOY%3d",158,"Missouri S&T",1048,"Division III","South Central","Northern South Central DIII",12,10,272,0.246779770125037
"183","Missouri (Missouri)","College","Men","Columbia","MO","/teams/events/Eventteam/?TeamId=M%2bqHPpOv2pFU1Pv6eNc78su%2fqhLDJy3Yu%2fqCxPLNXs0%3d",164,"Missouri",1034,"Division I","South Central","Ozarks DI",15,16,271,0.240523926749341
"184","Whitworth (Bangarang)","College","Men","Spokane","WA","/teams/events/Eventteam/?TeamId=%2bo7T%2bg%2bWJM9CdQOcV3g4IntHeMQ%2fURW5vuDq5QDXRj4%3d",171,"Whitworth",987,"Division III","Northwest","Northwest DIII",18,9,496,0.238185572078452
"185","Pittsburgh-B (En Sabah Nur-B)","College","Men","Pittsburgh","PA","/teams/events/Eventteam/?TeamId=E5Kfa6ICgOTCiFic4z5LbfkcOvtDj5nOKq%2fC9%2fE10Hc%3d",157,"Pittsburgh B",1048,"Developmental","Ohio Valley","Ohio Valley Dev",24,9,338,0.23158809391008
"186","Washington State (Suspicious Package)","College","Men","Pullman","WA","/teams/events/Eventteam/?TeamId=K5zpnfLtY1aMUku2Wn00vToHKNtXxyYqTyUw77kMi6A%3d",229,"Washington State",747,"Division I","Northwest","Big Sky DI",13,14,479,0.227633737050731
"187","SUNY-Geneseo (Snail)","College","Men","Geneseo","NY","/teams/events/Eventteam/?TeamId=F%2fkgCShzg8avSa7p97Y%2f1BNi4v3yLDeWlOAED7Y47ws%3d",180,"SUNY-Geneseo",945,"Division III","Metro East","Western NY DIII",22,6,417,0.227170169926572
"188","Georgia State (Underground)","College","Men","Atlanta","GA","/teams/events/Eventteam/?TeamId=0JsYDH5zmHzNn%2b9do%2bb53vhchcW5HfS2Ud03Rc7uG2c%3d",191,"Georgia State",909,"Division I","Southeast","Southern Appalachian DI",13,22,169,0.225761137046797
"189","Macalester (Blue Monkeys)","College","Men","St. Paul","MN","/teams/events/Eventteam/?TeamId=RRzpGAIvjSft8vP8JrbFkw%2fndEV%2b4FDGh%2fFCgGWFqq0%3d",169,"Macalester",1001,"Division III","North Central","Northwoods DIII",17,8,236,0.225719029109761
"190","Truman State (JujiTSU )","College","Men","Kirksville","MO","/teams/events/Eventteam/?TeamId=%2f9JHI%2bPjMnwM2z4xVzwmM4jInsNBCYWc8G7tdyqFBoY%3d",220,"Truman State",808,"Division III","South Central","Northern South Central DIII",12,18,450,0.223413254889929
"191","Wentworth Institute of Technology  (Concrete Jungle)","College","Men","Boston","MA","/teams/events/Eventteam/?TeamId=zmiw45DQZ0N7XzOtI0JBJFfzxiZ2bdoiu6TU60C%2f2NI%3d",185,"Wentworth Institute of Technology",923,"Division III","New England","Metro Boston DIII",14,15,482,0.222147322360569
"192","Las Positas (Hawks)","College","Men","Livermore","CA","/teams/events/Eventteam/?TeamId=L4lir6KToi%2ff2%2bXz%2biurt0%2bI92BijdCI1T0tIBi8lJ0%3d",NA,NA,NA,NA,NA,NA,5,6,222,0.214995181771026
"193","New Hampshire (Granite State)","College","Men","Durham","NH","/teams/events/Eventteam/?TeamId=%2b8ai2ns211h94qsKdsCL9LwakpqRxG012zLScfgxidI%3d",167,"New Hampshire",1020,"Division I","New England","North New England DI",7,16,285,0.212278820328853
"194","SUNY-Albany (SCAM)","College","Men","Albany","NY","/teams/events/Eventteam/?TeamId=f243f1wotbGV6h%2bqxtUOUDTk5ad8uWJSJnigT7XyKes%3d",161,"SUNY-Albany",1039,"Division I","Metro East","Hudson Valley DI",16,11,409,0.204539652082921
"195","SUNY-Buffalo (Green Eggs and Ham)","College","Men","Buffalo","NY","/teams/events/Eventteam/?TeamId=rYQUJ9LMmkRVQuXI9IK8NdnVDRRM%2bdvb9ltOj41W%2bfM%3d",186,"SUNY-Buffalo",923,"Division I","Metro East","Western NY DI",9,15,414,0.204501175348124
"196","Drexel (Dragons)","College","Men","Philadelphia","PA","/teams/events/Eventteam/?TeamId=BFzZ6lcyRizoJKyjtIoO9bR7gAd1Im3qow5OnrsdWlU%3d",134,"Drexel",1134,"Division I","Ohio Valley","East Penn DI",16,14,134,0.197027963549427
"197","Hamilton (Hot Saucers)","College","Men","Clinton","NY","/teams/events/Eventteam/?TeamId=oa8c9BZYb6LwyanJknMoscFGDVtThx5FUArLbkDGITg%3d",NA,NA,NA,NA,NA,NA,13,5,178,0.195535713467009
"198","Florida Tech (Florida Tech)","College","Men","Melbourne","FL","/teams/events/Eventteam/?TeamId=72DDvg5sw4THjsj1ljbx7B6x7%2bxhLG8%2fd6E1XB6%2bFos%3d",188,"Florida Tech",914,"Division III","Southeast","Eastern Southeast DIII",18,8,153,0.190259512551989
"199","Edinboro (Haggis)","College","Men","Edinboro","PA","/teams/events/Eventteam/?TeamId=nPpJKdHTD2%2b4KHTtAPACfEyYsOFkq7FS%2bcNRAd8lNgU%3d",160,"Edinboro",1043,"Division I","Ohio Valley","West Penn DI",17,17,140,0.188556207027935
"200","North Georgia (Nighthawks)","College","Men","Dahlonega","GA","/teams/events/Eventteam/?TeamId=O8X%2bwm0r%2fz%2f6iGtcjHP51fZDsYNhL9Ok10TlFvsIsgE%3d",141,"North Georgia",1105,"Division III","Southeast","Eastern Southeast DIII",15,14,297,0.187537686056982
"201","Vanderbilt (Armada)","College","Men","Nashville","TN","/teams/events/Eventteam/?TeamId=viUfnl6I2l%2bFOxFHsrloXazBe60Hv0egAivVhqA8kbI%3d",149,"Vanderbilt",1085,"Division I","Southeast","Gulf Coast DI",15,13,464,0.187463222290042
"202","Miami (UMiami Cartel)","College","Men","Coral Gables","FL","/teams/events/Eventteam/?TeamId=fGa8tvuSpxeV5usYdt04ssudkQ%2bepHquurfsV9X4WPg%3d",211,"Miami",836,"Division I","Southeast","Florida DI",15,14,254,0.18270252942264
"203","St Olaf (Berzerkers)","College","Men","Northfield","MN","/teams/events/Eventteam/?TeamId=cpr7oQe%2bweUva8ycmrdB%2fh2hvNlKTezo9EQ67i7qmiE%3d",247,"St Olaf",660,"Division III","North Central","Northwoods DIII",11,16,398,0.176894220708212
"204","Cal Poly-SLO-B (SLOB)","College","Men","San Luis Obispo","CA","/teams/events/Eventteam/?TeamId=DjAwe9R0raF3J2isgm5ISLgrz3SYJeIVkL4DdMpqT08%3d",NA,NA,NA,NA,NA,NA,14,5,54,0.176458231547967
"205","Rochester (Piggies)","College","Men","Rochester","NY","/teams/events/Eventteam/?TeamId=eJ%2fj76miD9grwGTDBiG1DhxwWlaVlFZ2ppN%2f5k5CB80%3d",179,"Rochester",949,"Division I","Metro East","Western NY DI",13,11,358,0.1712518172769
"206","Wooster (RamJam)","College","Men","Wooster","OH","/teams/events/Eventteam/?TeamId=TIs5hU96REPv9d1XtH2X7BEm%2fk%2fODB40W6LlDzUTdx8%3d",166,"Wooster",1021,"Division III","Ohio Valley","Ohio DIII",12,13,517,0.170079421107194
"207","Idaho (Red Scare)","College","Men","Moscow","ID","/teams/events/Eventteam/?TeamId=XUjmoJ3Gr1IyQpHfYrkrhuATD%2fhqwkha5GQQu86nNpk%3d",209,"Idaho",843,"Division I","Northwest","Big Sky DI",8,18,189,0.169648358535969
"208","Central Florida-B (Havoc)","College","Men","Orlando","FL","/teams/events/Eventteam/?TeamId=drfTqz0ru%2fLEQ75Mwcl12jZ2HSSdDJm%2fKI%2fJyI1Dq2w%3d",201,"Central Florida B",880,"Developmental","Southeast","Southeast Dev",18,3,86,0.169311601797724
"209","Texas-Arlington (Yucca)","College","Men","Arlington","TX","/teams/events/Eventteam/?TeamId=A%2bQQMXyNLxdyQBq%2beceiRNfNGMdV91wgOZffBY1VyzI%3d",279,"Texas-Arlington",480,"Division I","South Central","North Texas DI",9,11,429,0.168260740394604
"210","Colorado-Denver (Frostbite)","College","Men","Denver","CO","/teams/events/Eventteam/?TeamId=U%2bvT9QiTMMwft2MSR9Ewa0u5Wx4m6an%2fpXYxKD3ZExA%3d",212,"Colorado-Denver",834,"Division I","South Central","Rocky Mountain DI",12,12,107,0.168200071978715
"211","Kalamazoo (Ultimate Buzz)","College","Men","Kalamazoo","MI","/teams/events/Eventteam/?TeamId=zFnhRKO8KQSM9jPjpd4%2f5%2fREgK8KvIYT8WjesvrG9m4%3d",168,"Kalamazoo",1010,"Division III","Great Lakes","Michigan DIII",11,12,211,0.166593427775225
"212","Missouri State (Missouri State)","College","Men","Springfield","MO","/teams/events/Eventteam/?TeamId=kxEJbItg861MwPfNSDLDAcY9dlphQ1qeX1gL2%2fyr0Hk%3d",222,"Missouri State",803,"Division I","South Central","Ozarks DI",15,12,273,0.16621676548068
"213","Colorado-B (Mamabird - B)","College","Men","Boulder","CO","/teams/events/Eventteam/?TeamId=8mWZDqnRVi1tBswIciStYB6xmkEOXNmsfh15YxHdaT8%3d",NA,NA,NA,NA,NA,NA,6,9,106,0.164585538652963
"214","Vermont-B (Chill)","College","Men","Burlington","VT","/teams/events/Eventteam/?TeamId=8lTSOHHNMLXJZD%2bX1BUcCmIiDVs1KTP7S7xIQyrwzRg%3d",NA,NA,NA,NA,NA,NA,10,8,466,0.161855575209452
"215","Towson (Pandamonium)","College","Men","Towson","MD","/teams/events/Eventteam/?TeamId=evMkBr3H4vGohZl6eX44eZPcum4VRT3OYLClMHx363w%3d",215,"Towson",822,"Division I","Atlantic Coast","Colonial DI",9,15,447,0.161771782872358
"216","Wesleyan (Nietzsch Factor)","College","Men","Middletown","CT","/teams/events/Eventteam/?TeamId=sMxRl9GE3%2bYObJaginzZTkf67Ma7Ffn%2f74mUlWpKR6c%3d",NA,NA,NA,NA,NA,NA,16,6,483,0.156628228348273
"217","SUNY-Fredonia (Terrifying Turtles)","College","Men","Fredonia","NY","/teams/events/Eventteam/?TeamId=ne%2fKZWOY1pmBfxTSP0HOJJ2CJLviVeSVfbOuJISd5hw%3d",217,"SUNY-Fredonia",818,"Division III","Metro East","Western NY DIII",15,13,416,0.150350674827003
"218","Valparaiso (Deus Vult)","College","Men","Valparaiso","IN","/teams/events/Eventteam/?TeamId=oYbTiU7%2fbOA8Qm89sPQ9pRKyOPR4MI9%2bC7l%2fPvveGOo%3d",207,"Valparaiso",852,"Division III","Great Lakes","East Plains DIII",18,10,463,0.150168380507638
"219","North Carolina-B (BatCH)","College","Men","Chapel Hill","NC","/teams/events/Eventteam/?TeamId=tlxifg%2fv4LhZiXARLbziaYZN9C5sYLi84ELneqZq8cs%3d",162,"North Carolina B",1035,"Developmental","Atlantic Coast","Carolina Dev",11,7,289,0.149309524721446
"220","California-Irvine (Nightlife)","College","Men","Irvine","CA","/teams/events/Eventteam/?TeamId=53l2%2btswgKajABYmjDJ6%2fvmpKSTzyVnZpXU0g3VGw%2fI%3d",288,"California-Irvine",398,"Division I","Southwest","SoCal DI",6,13,62,0.14892315223592
"221","Claremont (Braineaters)","College","Men","Claremont","CA","/teams/events/Eventteam/?TeamId=QPbZXW%2fok%2fTAOvFsSqql2ujIAAPNbMMQlbZEpVajj3E%3d",248,"Claremont",655,"Division III","Southwest","Southwest DIII",6,6,96,0.148609532265384
"222","Oberlin (Flying Horsecows)","College","Men","Oberlin","OH","/teams/events/Eventteam/?TeamId=hJ2GpKPhluWJvUduwtXfbxs6eBFjiHgPchlN17PznCw%3d",189,"Oberlin",911,"Division III","Ohio Valley","Ohio DIII",13,16,313,0.141636201460273
"223","Harding (Harding Apocalypse)","College","Men","Searcy","AR","/teams/events/Eventteam/?TeamId=SRaXosNiWmrB0gF2%2bv6q%2faHVohC0ZABbznwu7QzeRVI%3d",224,"Harding",780,"Division III","South Central","Northern South Central DIII",12,12,179,0.139397482643377
"224","Ithaca (Nawshus Ultimate)","College","Men","Ithaca","NY","/teams/events/Eventteam/?TeamId=rKNEWZFPln%2bY20ZyDrxO%2bmffHs9x1vA0knrbNS0QJyQ%3d",230,"Ithaca",741,"Division III","Metro East","Western NY DIII",15,20,203,0.139246639286435
"225","Xavier (B.L.O.B.)","College","Men","Cincinnati","OH","/teams/events/Eventteam/?TeamId=KxieV8Ws83i8Nrzn3lrtDwjeKgIPEMH2YDLgjYfGO3w%3d",205,"Xavier",858,"Division III","Ohio Valley","Ohio DIII",18,17,520,0.13901522814129
"226","Connecticut College (Dasein)","College","Men","New London","CT","/teams/events/Eventteam/?TeamId=81bPPuTebuoF3n5pw9MlTThm6VQYFbmyTSoV9y1J0g8%3d",165,"Connecticut College",1025,"Division III","Metro East","Hudson Valley DIII",16,12,117,0.138219596668561
"227","Worcester Polytech (Bullets)","College","Men","Worcester","MA","/teams/events/Eventteam/?TeamId=4Iomrvm8grdEGmBjPWufmnrcKNVKprUqmK0fMGpMHho%3d",NA,NA,NA,NA,NA,NA,6,8,518,0.135380866148933
"228","Georgia-B (Chillydawgs)","College","Men","Athens","GA","/teams/events/Eventteam/?TeamId=1%2fCRaYfN2lMge78CCEc%2f%2bybfNsvPl%2fz7cr%2b%2bOLTJB28%3d",227,"Georgia B",764,"Developmental","Southeast","Southeast Dev",15,4,164,0.132367035306659
"229","Washington-B (Washington B)","College","Men","Seattle","WA","/teams/events/Eventteam/?TeamId=3pWrSe6hin2sS5oYr2EXFOPHtrMbT05%2fKQMYmBzQe3A%3d",237,"Washington B",720,"Division I","Northwest","Cascadia DI",13,20,476,0.131940630949552
"230","Michigan-B (Michigan-B)","College","Men","Ann Arbor","MI","/teams/events/Eventteam/?TeamId=mmmvzvuOoNIq2aFGuIRDjNp9bJwO6CEvYNnMazjSzng%3d",NA,NA,NA,NA,NA,NA,15,6,255,0.129905036997759
"231","Sacramento State (Sac State)","College","Men","Sacramento","CA","/teams/events/Eventteam/?TeamId=21QCR8IV%2bp%2fCbbLOgTH9IRfx9aVavnqh41g5v6i613c%3d",NA,NA,NA,NA,NA,NA,6,10,365,0.128223266791847
"232","Colgate (Jabberwock)","College","Men","Hamilton","NY","/teams/events/Eventteam/?TeamId=kn%2fNs86Xhs86YoNMDznGD1%2bJWrfAOXTfYT2bW17y9hA%3d",226,"Colgate",772,"Division III","Metro East","Western NY DIII",14,12,104,0.123076968426118
"233","Arizona State-B (Pleasure Ultimate)","College","Men","Tempe","AZ","/teams/events/Eventteam/?TeamId=ERQ%2bmL3zPire95YHuq4%2bSJxndwgt0T4xCmoQQ0Ci4cQ%3d",269,"Arizona State B",549,"Developmental","Southwest","Southwest Dev",13,11,16,0.122011572628884
"234","Eastern Illinois (Reaper)","College","Men","Charleston","IL","/teams/events/Eventteam/?TeamId=U0j8i9rY7otk4UtHblKiLiPCEiyC%2f32fYkJdrb%2fvB40%3d",234,"Eastern Illinois",731,"Division III","Great Lakes","Illinois DIII",18,17,139,0.115730926729179
"235","SUNY-Stony Brook (Panic)","College","Men","Stony Brook","NY","/teams/events/Eventteam/?TeamId=9p9tiRvLceQJCxEkpk9YM1iqbCkS3jj%2b%2bWIxlbhnKTA%3d",NA,NA,NA,NA,NA,NA,11,5,420,0.115711932867029
"236","Stevens Tech (Stevens Tech)","College","Men","Hoboken","NJ","/teams/events/Eventteam/?TeamId=4nPnkTSjX02rl8hLCS7qWH3AI%2bExX2YvIpgmc90FzDw%3d",214,"Stevens Tech",827,"Division III","Metro East","Metro NY DIII",15,12,404,0.115693346581141
"237","Stephen F Austin (Frontier)","College","Men","Nacogdoches","TX","/teams/events/Eventteam/?TeamId=Aaw7MuoV9F9Fq03MsGSmBMaM6vtc6LSWRioeIGLzbxg%3d",283,"Stephen F Austin",436,"Division I","South Central","North Texas DI",11,19,402,0.110538939426553
"238","Brigham Young-B (CHI B)","College","Men","Provo","UT","/teams/events/Eventteam/?TeamId=eziB45SFRY4l8x%2bMxk8Vr42r9Fi7xtViPQaYaRHD9LM%3d",NA,NA,NA,NA,NA,NA,4,5,45,0.109902620402685
"239","Columbia (Uptown Local)","College","Men","New York","NY","/teams/events/Eventteam/?TeamId=JzpfbD%2fVKBw72WR9YzreGlXvIB6NfdZCdv02IjjSbYQ%3d",NA,NA,NA,NA,NA,NA,7,11,113,0.108439694192705
"240","Central Arkansas (Abduction)","College","Men","Little Rock","AR","/teams/events/Eventteam/?TeamId=jIsk0EurFn9kwiOZ1W9B3M5vYaT9aoB%2boT13nIqviDw%3d",204,"Central Arkansas",859,"Division I","South Central","Ozarks DI",11,13,84,0.107176440938995
"241","Utah Valley (UVU Ultimate)","College","Men","Orem","UT","/teams/events/Eventteam/?TeamId=p1FNzZ%2fJwv760EYQ3rX6vsmBAWBdWyv0jTvJifaRMwI%3d",NA,NA,NA,NA,NA,NA,7,6,462,0.106314466126443
"242","Sonoma State (Grapes of Wrath)","College","Men","Rohnert Park","CA","/teams/events/Eventteam/?TeamId=g6%2bPPGaboI17S%2fpCndIbfG1Yu2QrQsmgozC271Oz19U%3d",239,"Sonoma State",712,"Division I","Southwest","NorCal DI",8,9,381,0.104708437991866
