"","Team","Competition Level","Gender Division","City","State","Links","Rank","School","Power Rating","Competition Division","College Region","College Conference","Wins","Losses","Index","Rating"
"243","Colorado State-B (Hibida)","College","Men","Fort Collins","CO","/teams/events/Eventteam/?TeamId=Q7nRAJlt6RujiYmJvd7HxIOgjCn%2bWVk6GuXOMUK5v1c%3d",282,"Colorado State B",462,"Developmental","South Central","South Central Dev",10,14,111,0.102381666331727
"244","Northern Iowa (AmmUNItion)","College","Men","Cedar Falls","IA","/teams/events/Eventteam/?TeamId=u%2b9ZUjd1uYDenpJyVtC8n3Xi06MzhxPMqebljlnQO5U%3d",218,"Northern Iowa",817,"Division I","North Central","West Plains DI",12,7,305,0.100356311011844
"245","Western Michigan (Dark Horse)","College","Men","Kalamazoo","MI","/teams/events/Eventteam/?TeamId=DuAR%2bKvZN9MQ%2fGirC%2fNni4%2bbjC08tUefqQulpKUe%2fQ4%3d",208,"Western Michigan",848,"Division I","Great Lakes","Michigan DI",9,11,489,0.099836299900117
"246","Maryland-Baltimore County (Booya)","College","Men","Baltimore","MD","/teams/events/Eventteam/?TeamId=Dg7Y9oXzXZiA4u3gGtEoDG%2fJR0Odj0cL9ah0B4FdwUE%3d",203,"Maryland-Baltimore County",864,"Division I","Atlantic Coast","Colonial DI",5,11,244,0.0986812402082005
"247","Toronto (Torontula)","College","Men","Toronto, ON","Ontario","/teams/events/Eventteam/?TeamId=YzrdKffTrn2wgvwoV8RtWnn%2bYY%2be9P1WIGKa43dk5Zg%3d",NA,NA,NA,NA,NA,NA,5,4,445,0.0981917457480249
"248","Houston (Skyline)","College","Men","Houston","TX","/teams/events/Eventteam/?TeamId=6KUlIyn0AGDeqv86qiEtP70grieWPHM4yCdmu9mkS7U%3d",199,"Houston",884,"Division I","South Central","South Texas DI",14,6,187,0.0980859487641296
"249","Dayton (UD Ultimate)","College","Men","Dayton","OH","/teams/events/Eventteam/?TeamId=qSM2O%2fvcOEgI%2ffEEk%2fNkurBYOEZLZR%2bkb9Ci5xo5MCE%3d",251,"Dayton",639,"Division I","Ohio Valley","Ohio DI",14,7,126,0.0970502858208484
"250","Samford (Dogma)","College","Men","Birmingham","AL","/teams/events/Eventteam/?TeamId=6yFAMFSmlm3poQ814nsvYYtE2HDhAUXk5e%2byaoJjnCc%3d",246,"Samford",671,"Division III","Southeast","Western Southeast DIII",11,19,371,0.0963560883193669
"251","Columbus State (Native)","College","Men","Columbus","GA","/teams/events/Eventteam/?TeamId=oWBoGo7UXoGKsL4%2fiTAtIkP4EyD7HYonadUBk2jk1vY%3d",NA,NA,NA,NA,NA,NA,2,13,114,0.096105148418498
"252","North Park (Lost Boys)","College","Men","Chicago","IL","/teams/events/Eventteam/?TeamId=QvO%2fvywq8Ae9foarVJVd9TfLsmBULpXDzAHOqnvoyU0%3d",249,"North Park",654,"Division III","Great Lakes","Illinois DIII",12,19,299,0.0949159389455697
"253","Colby (Dazzlin' Asses)","College","Men","Waterville","ME","/teams/events/Eventteam/?TeamId=HjZ%2b%2bdVJ9vz1ZSuqS1a5XAuuqk8KTANyWO9exaD6CIo%3d",NA,NA,NA,NA,NA,NA,4,11,103,0.0949084480250128
"254","Texas-San Antonio (Velox)","College","Men","San Antonio","TX","/teams/events/Eventteam/?TeamId=%2fEOcqYqq95reYIoOb1bpaF04zhI44sobYoelL76uJRk%3d",238,"Texas-San Antonio",718,"Division I","South Central","South Texas DI",17,17,435,0.0940657750826526
"255","RIT (RIT Spudheds)","College","Men","Rochester","NY","/teams/events/Eventteam/?TeamId=PW2Mc1S24WWlPCXcOH2ZNpLIMk2ECICZe6MkyWaPKrs%3d",228,"RIT",762,"Division I","Metro East","Western NY DI",5,15,357,0.0938041449449896
"256","East Tennessee State (BUC)","College","Men","Johnson City","TN","/teams/events/Eventteam/?TeamId=g%2f3r%2bk5s%2by%2bp75K%2foDpyW7uopqyfVIHn2gH12a8MSUk%3d",NA,NA,NA,NA,NA,NA,2,14,138,0.0931324918891138
"257","Charleston (Palmetto Bums)","College","Men","Charleston","SC","/teams/events/Eventteam/?TeamId=ZyliqI1QEYqfIOiDLJUcNv4rBiSQTyAhF301091AeTE%3d",NA,NA,NA,NA,NA,NA,3,17,89,0.0922944730051352
"258","Miami (Ohio) (Miami Boogiemen)","College","Men","Oxford","OH","/teams/events/Eventteam/?TeamId=sOn7D%2bLOD8zSaeN%2f3%2bekoBUHeqVOWxH9eFCug%2f%2f88gM%3d",284,"Miami (Ohio)",427,"Division I","Ohio Valley","Ohio DI",7,13,253,0.0910673691720144
"259","North Florida (Category 5)","College","Men","Jacksonville","FL","/teams/events/Eventteam/?TeamId=jQ3KKiYvqLgNAzm%2ffPam3EQnYA%2fKVNmzAR6ocECDu%2fc%3d",221,"North Florida",806,"Division I","Southeast","Florida DI",3,14,296,0.0877777868896931
"260","SUNY-Binghamton (SUNY-Binghamton)","College","Men","Binghamton","NY","/teams/events/Eventteam/?TeamId=gY7fLkoHX7HAt7MfDsCpRfU6zYRNgn47rwXwms8q2VI%3d",154,"SUNY-Binghamton",1050,"Division I","Metro East","Western NY DI",10,14,411,0.0853571665924631
"261","Emerson (Skunks)","College","Men","Boston","MA","/teams/events/Eventteam/?TeamId=W%2bI6waSIinfyrGoFR95MqgazTEYL5Vhx7rdozDYLzdk%3d",NA,NA,NA,NA,NA,NA,13,14,143,0.0846579367321459
"262","SUNY-Cortland (Team Rocket)","College","Men","Cortland","NY","/teams/events/Eventteam/?TeamId=aAC7GzF3IslXjlQUMNLdViG7LT2tX7FhKg%2bfWoyNOss%3d",260,"SUNY-Cortland",588,"Division III","Metro East","Western NY DIII",15,26,415,0.0795807050833029
"263","Rensselaer Polytech (Trudge)","College","Men","Troy","NY","/teams/events/Eventteam/?TeamId=1qICPrLxtSSs6rQ4xwzT%2bKSf%2fOCb2fzfXcIVKKadVcA%3d",242,"Rensselaer Polytech",693,"Division III","Metro East","Hudson Valley DIII",9,10,351,0.079411118220435
"264","Holy Cross (Purple Heys)","College","Men","Worcester","MA","/teams/events/Eventteam/?TeamId=W4vWAtrYMeDlkiwFmLy4%2ffpa1ygnwfRfBLvvMSt2hoU%3d",NA,NA,NA,NA,NA,NA,2,4,186,0.0775037596241109
"265","Arkansas State (Red Wolf Ultimate)","College","Men","Jonesboro","AR","/teams/events/Eventteam/?TeamId=akZvRLP4lIePFFE9u%2ftuq7NvtNVsOhlhwe0i41RPWCQ%3d",206,"Arkansas State",853,"Division I","South Central","Ozarks DI",12,7,21,0.0750919695776084
"266","Olivet Nazarene (Black Penguins)","College","Men","Bourbonnais","IL","/teams/events/Eventteam/?TeamId=Ao4nS%2biPWFUcAoyE7lQYV3QMSdnPnuJAWcaV7JuVAiA%3d",225,"Olivet Nazarene",775,"Division III","Great Lakes","Illinois DIII",13,13,324,0.0740230418016813
"267","Wisconsin-B (Pimpdags)","College","Men","Madison","WI","/teams/events/Eventteam/?TeamId=IcHsO8flBN39Ismnj6g3pKtLbNrxXMLioqtLBLKMtqY%3d",200,"Wisconsin B",880,"Developmental","North Central","Lake Superior DI",11,14,504,0.0737721773863931
"268","Denver (Sourdough)","College","Men","Denver","CO","/teams/events/Eventteam/?TeamId=y2hiKmk2Pa0AIOAZ9iYCkxbY3naHeyArC%2fpj4Peza%2fg%3d",256,"Denver",604,"Division I","South Central","Rocky Mountain DI",9,15,130,0.073117468255806
"269","Montana (Smokejump)","College","Men","Missoula","MT","/teams/events/Eventteam/?TeamId=xLV1svOF0ykENQmLJmOVsIo1I%2faQ64CVOwfsWShu6Fc%3d",NA,NA,NA,NA,NA,NA,4,6,276,0.0713553462018533
"270","Massachusetts-Lowell (Riverhawks)","College","Men","Lowell","MA","/teams/events/Eventteam/?TeamId=CwvIldmh3FzJ8Zx9PeSedfErxD5CMXW8mpdyRyD75qA%3d",NA,NA,NA,NA,NA,NA,1,8,248,0.0681480366182209
"271","Indiana Wesleyan (Huck Dynasty)","College","Men","Marion","IN","/teams/events/Eventteam/?TeamId=Z8R43ibF8rkQyw2oVBPkR5IPtZhEbBQ%2fkGtcuSIzTWs%3d",194,"Indiana Wesleyan",905,"Division III","Great Lakes","East Plains DIII",9,15,199,0.0664368587869894
"272","Hartford (Lighthouse)","College","Men","West Hartford","CT","/teams/events/Eventteam/?TeamId=pGenm6%2bv14rZXxr553lQnJdqMs4ZDe3uIj1%2fqC8j630%3d",NA,NA,NA,NA,NA,NA,8,12,180,0.0656557913541341
"273","Central Washington (Wind Machine)","College","Men","Ellensburg","WA","/teams/events/Eventteam/?TeamId=9pK49U0pz4MQPLqo5QV%2fIh8z76%2bOVGa%2f9dTM2qvgzsM%3d",NA,NA,NA,NA,NA,NA,8,6,88,0.0644152749620154
"274","Hofstra (Flying Dutchmen)","College","Men","Hempstead","NY","/teams/events/Eventteam/?TeamId=4%2bWblo0d7kuO3KVhwxOQSV5Fg8fQyt81Y3XXE8c4kTM%3d",280,"Hofstra",479,"Division I","Metro East","Metro NY DI",11,18,185,0.0642696818581775
"275","California-Davis-B (Davis Dogs B)","College","Men","Davis","CA","/teams/events/Eventteam/?TeamId=p1VKTE7sRGMO0xWuy4fP%2fhzuzwJAHgdyNRYWmhTFFno%3d",NA,NA,NA,NA,NA,NA,9,9,60,0.0635672284507889
"276","Florida-B (Florida B)","College","Men","Gainesville","FL","/teams/events/Eventteam/?TeamId=Lrwxr5orBun4UOBsAw7lmvti4HpVdS1ehkOCg9BtAXI%3d",263,"Florida B",573,"Developmental","Southeast","Southeast Dev",13,15,146,0.0630137314734212
"277","Western Washington-B (MUD)","College","Men","Bellingham","WA","/teams/events/Eventteam/?TeamId=GjO6jnvQ5iix0U%2f5SrKclueez8VzhTQ6IEOaePMY2Ac%3d",275,"Western Washington B",502,"Developmental","Northwest","Cascadia DI",11,17,490,0.0627945074694623
"278","Drake (DUC)","College","Men","Des Moines","IA","/teams/events/Eventteam/?TeamId=df6zx2dqGIApGXjQNJVacN8GVeKxMhcuxKpWYqjQCFQ%3d",213,"Drake",833,"Division III","North Central","West Plains DIII",15,12,133,0.0626980936385597
"279","Christopher Newport (Skymaul)","College","Men","Newport News","VA","/teams/events/Eventteam/?TeamId=g6puG0X3gmD5JXVxHiivsrd5JwwQGOOZKMPVTKqiJ1w%3d",253,"Christopher Newport",624,"Division III","Atlantic Coast","Northern Atlantic Coast DIII",10,14,93,0.0625998148063929
"280","Pacific Lutheran (Reign)","College","Men","Parkland","WA","/teams/events/Eventteam/?TeamId=%2fY1JMOBh0qXPGc%2fH845UZiQIiYsZYvYQ%2b8W%2bGUMuH%2fk%3d",257,"Pacific Lutheran",604,"Division III","Northwest","Northwest DIII",7,12,330,0.0624883839137243
"281","Rowan (Ruf Riders)","College","Men","Glassboro","NJ","/teams/events/Eventteam/?TeamId=tKQwUS%2fldIVBu8RBhFqAogHvYfTXmgUtFz%2b3GNqYlTY%3d",223,"Rowan",796,"Division I","Metro East","Metro NY DI",10,11,362,0.0624282354108804
"282","Catholic (Bad Habit)","College","Men","Washington","DC","/teams/events/Eventteam/?TeamId=y1ZWl1RWk2sPSF17HG4%2bsmqK7nyXhXwLryjdvvApD0A%3d",235,"Catholic",727,"Division III","Atlantic Coast","Northern Atlantic Coast DIII",18,10,82,0.0619877617862915
"283","Wisconsin-Stevens Point (Homegrown)","College","Men","Stevens Point","WI","/teams/events/Eventteam/?TeamId=WH8Mr4XuX%2fRIGPKSRKjtWbjOJywqDoZ80364o9nFVfM%3d",NA,NA,NA,NA,NA,NA,8,8,513,0.0617722515120581
"284","Connecticut-B (Grind)","College","Men","Storrs","CT","/teams/events/Eventteam/?TeamId=kDwJ3o%2fQjf5hbE2%2fUQkoTzTSnQpaZ%2fH3lfRP%2bngUV2o%3d",267,"Connecticut B",557,"Developmental","Metro East","Metro East Dev",17,12,115,0.060996593706459
"285","Wake Forest (Well Oiled Machine, Baby)","College","Men","Winston-Salem","NC","/teams/events/Eventteam/?TeamId=vpKf%2fHwrGgUNkZPLw0pbFzN6Z73rcRoeyHMNFBd6A3U%3d",261,"Wake Forest",577,"Division I","Atlantic Coast","Carolina DI",4,15,475,0.0581908117009083
"286","Nebraska (Cornfed Ultimate)","College","Men","Lincoln","NE","/teams/events/Eventteam/?TeamId=kBp4y4qY5%2f2Tdn8OTzv3Mj%2f0x8HVtAy%2fppkff5ggtFU%3d",210,"Nebraska",837,"Division I","North Central","West Plains DI",6,14,282,0.0565491293767706
"287","North Greenville (Ninja Geese)","College","Men","Tigerville","SC","/teams/events/Eventteam/?TeamId=cZUGqd6Mvr9XzZ72fT%2f0uEovFkhmcKn44%2bje%2bFx7qdc%3d",NA,NA,NA,NA,NA,NA,7,6,298,0.0555692610785858
"288","Georgia Tech-B (Tribe)","College","Men","Atlanta","GA","/teams/events/Eventteam/?TeamId=eUUcjxtrK98RbhYv8XviifClRVuATxzeJo4e3V8WqbU%3d",NA,NA,NA,NA,NA,NA,12,7,170,0.0552232870746719
"289","Gonzaga (GURU)","College","Men","Spokane","WA","/teams/events/Eventteam/?TeamId=nX8immBg%2faP5a%2f63eR3CDdqs%2ba8%2bi3LcTCz%2bI5Ou6YE%3d",NA,NA,NA,NA,NA,NA,6,8,173,0.0551216345592577
"290","New Haven (Chargers)","College","Men","West Haven","CT","/teams/events/Eventteam/?TeamId=5x%2bxmJp9MW5vYryQQZZgl%2f%2bX9BSJluzaN3Ph%2bCFJf%2bM%3d",NA,NA,NA,NA,NA,NA,8,7,286,0.0542666470940816
"291","Delaware-B (Sideshow)","College","Men","Newark","DE","/teams/events/Eventteam/?TeamId=6SZIRWTJqiQOwXHZkJCigPjKQ0DORACLMgEo9Fntz9Y%3d",252,"Delaware B",625,"Developmental","Atlantic Coast","Colonial Dev",23,3,127,0.0533132513562195
"292","Queens-Kingston (Queen's - Kingston)","College","Men","Kingston","ON","/teams/events/Eventteam/?TeamId=1Psh9QhjVF69MJAWFvxm%2bm6WC38hKq1cQzY6IilNlUo%3d",NA,NA,NA,NA,NA,NA,3,2,347,0.0532293660802701
"293","Bradley (Angry Otters)","College","Men","Peoria","IL","/teams/events/Eventteam/?TeamId=4bFAncUfKpnSvRur54RO09%2fgq8B3yL9W0UXM5o949wg%3d",216,"Bradley",819,"Division III","Great Lakes","Illinois DIII",13,22,42,0.0526150916739799
"294","Berry (Noble Savage)","College","Men","Rome","GA","/teams/events/Eventteam/?TeamId=WGSTAz9iLbNlIa0K5O0LKpVUqEB1HFRU3IlajJ4DXkE%3d",231,"Berry",741,"Division III","Southeast","Eastern Southeast DIII",7,14,33,0.051772426588174
"295","Grand Canyon (Lopes)","College","Men","Phoenix","AZ","/teams/events/Eventteam/?TeamId=vyPM%2byfFqh6M5yFMlNEoISntt1UuWD2%2b7lfuSKon8Ac%3d",NA,NA,NA,NA,NA,NA,3,9,175,0.0513510724559413
"296","Marist (Fox Ultimate)","College","Men","Poughkeepsie","NY","/teams/events/Eventteam/?TeamId=ufERZiSwIWwk2wGF5UY48CGfXVMMW9Hxl7F6TtfTnSc%3d",272,"Marist",530,"Division III","Metro East","Hudson Valley DIII",9,15,238,0.0510634655026799
"297","College of New Jersey (Revolution)","College","Men","Ewing","NJ","/teams/events/Eventteam/?TeamId=lX7B6ipIhfu0Dp%2bfnnko1aAJlpKBRczAMW49tXj%2fr%2b0%3d",243,"College of New Jersey",679,"Division III","Metro East","Metro NY DIII",9,13,105,0.0505536369350178
"298","Ball State (Cardinals)","College","Men","Muncie","IN","/teams/events/Eventteam/?TeamId=5VS%2fhS6y3XQazee27tyMy4gSIjeuAWpfu5sCrwMkdFc%3d",244,"Ball State",677,"Division I","Great Lakes","East Plains DI",13,14,25,0.0504814469028554
"299","Yale (Süperfly)","College","Men","New Haven","CT","/teams/events/Eventteam/?TeamId=3KLR%2bKaMMqLMuXaekNmHrCs1CEzswhWi0vl1D9PePz8%3d",NA,NA,NA,NA,NA,NA,9,9,522,0.0495327919608183
"300","Florida State-B (DUF Lite)","College","Men","Tallahassee","FL","/teams/events/Eventteam/?TeamId=PD%2buPv6%2bPTqZZ3cOhhh88tRlGTQD6zvv33CAwidpAsE%3d",266,"Florida State B",563,"Developmental","Southeast","Southeast Dev",11,15,150,0.0491404494338683
"301","Belmont  (Disco)","College","Men","Nashville","TN","/teams/events/Eventteam/?TeamId=SJCUMMa8ND25fBZ9fStr3GL%2fGoJ%2fd7stpDSuY5fQ%2bgI%3d",NA,NA,NA,NA,NA,NA,6,8,30,0.0486411075818119
"302","Philadelphia (Diskfunctional)","College","Men","Philadelphia","PA","/teams/events/Eventteam/?TeamId=XQNppN%2f5JwRxuMWhP7Eo6JvKIlyPnvFZDvPBfa%2bAUKU%3d",262,"Philadelphia",576,"Division III","Ohio Valley","East Penn DIII",10,17,337,0.047163963216944
"303","San Francisco State (Fog Ultimate)","College","Men","San Francisco","CA","/teams/events/Eventteam/?TeamId=5k9npzh7xU35T6MRj1WaM124q4rP5rAFyy2JDSddEWU%3d",NA,NA,NA,NA,NA,NA,2,11,373,0.0462353958605429
"304","Skidmore (ThoroughBears)","College","Men","Saratoga Springs","NY","/teams/events/Eventteam/?TeamId=Q6ECjpPB3Lv6e5H5HpOXQwCU1dLMGohets43MOWdpgA%3d",270,"Skidmore",547,"Division III","Metro East","Hudson Valley DIII",5,15,380,0.0459219323506508
"305","Trine (Thunder Ultimate)","College","Men","Angola","IN","/teams/events/Eventteam/?TeamId=0WVao%2fSi%2fplAqjuNPjd7uori8yQib%2fyvY7Kiw01TyDY%3d",259,"Trine",597,"Division III","Great Lakes","East Plains DIII",10,8,448,0.0443982648036131
"306","Texas A&M-C (Dozen Exist)","College","Men","College Station","TX","/teams/events/Eventteam/?TeamId=cQE56MyECEQlmeh700o0BmJn%2f%2fLCEDG0srH13tWccUc%3d",273,"Texas A&M C",519,"Developmental","South Central","South Texas DI",10,15,438,0.0428583413250897
"307","California-B (Thugmo)","College","Men","Berkeley","CA","/teams/events/Eventteam/?TeamId=pq088CDXvZgWfZN%2fwvdqXk0CIWjzOxHz9fL%2fLEW5NSs%3d",268,"California B",554,"Developmental","Southwest","Southwest Dev",10,10,59,0.042783495219109
"308","Maine-Farmington (Beavers )","College","Men","Farmington","ME","/teams/events/Eventteam/?TeamId=tvbjcpg01vhNmnMRXceuX0M2u5bYYBpeM19IGFCxsNU%3d",NA,NA,NA,NA,NA,NA,4,10,237,0.0422487487522937
"309","Northeastern-B (Beastern)","College","Men","Boston","MA","/teams/events/Eventteam/?TeamId=YWe%2bMJNJFrVPZUTyK4ZDmQaXFsYmgrx7On28y1Ozjrc%3d",292,"Northeastern B",382,"Developmental","New England","Metro Boston Dev",13,14,301,0.0417728619117731
"310","Texas-B (Texas B)","College","Men","Austin","TX","/teams/events/Eventteam/?TeamId=WharmDO0hQpDV7E0Xt4r3Zay4evEdEgkM0BDJbpsZeY%3d",290,"Texas B",390,"Developmental","South Central","South Texas DI",13,19,430,0.0416396489202346
"311","Portland State (Vitruvious)","College","Men","Portland","OR","/teams/events/Eventteam/?TeamId=AcNCZHOvnoS%2foz6ACNAUQHHo5%2btPTn4MV%2b%2fWROMEciA%3d",274,"Portland State",506,"Division I","Northwest","Cascadia DI",11,17,341,0.0402605554970234
"312","St Thomas (Purple Reign)","College","Men","St. Paul","MN","/teams/events/Eventteam/?TeamId=%2b6yjDk%2fnyStXK9s7dcbjIrElzKDxC46I3PzGXn8TTtM%3d",258,"St Thomas",600,"Division III","North Central","Northwoods DIII",11,14,399,0.0378034923709207
"313","St Joseph's (St. Joseph's)","College","Men","Philadelphia","PA","/teams/events/Eventteam/?TeamId=Lx2CQqqMVnNUqdXoA4dYAxupDVGHOU7o6Or%2bYbNwdzE%3d",NA,NA,NA,NA,NA,NA,1,10,394,0.0364925951786251
"314","Loyola-Chicago (Darkwing)","College","Men","Chicago","IL","/teams/events/Eventteam/?TeamId=8HlUPwTbXVOJGRdW%2fUGDVTsDWnM%2bvZIcsVb4h8%2fQmXA%3d",240,"Loyola-Chicago",708,"Division I","Great Lakes","Illinois DI",6,12,231,0.0350726015161426
"315","Stockton (Stockton )","College","Men","Galloway","NJ","/teams/events/Eventteam/?TeamId=PxeBLRFYM0T%2bRAcxl4YNe3ew5qTikalIx4RfTTDuWt8%3d",241,"Stockton",705,"Division I","Metro East","Metro NY DI",4,8,405,0.0344174153750916
"316","Wheaton (MA) (WULF)","College","Men","Norton","MA","/teams/events/Eventteam/?TeamId=IYkq1gIaEYQIMALEpdDdBbqTwlYxslQtzl3LMv99LOI%3d",264,"Wheaton (MA)",572,"Division III","New England","Metro Boston DIII",10,7,494,0.0338438536822534
"317","Oregon-B (ID)","College","Men","Eugene","OR","/teams/events/Eventteam/?TeamId=STVsl6eHbR2fSlXAkeb126YX7WQqLrzopAdmfqGS9RQ%3d",NA,NA,NA,NA,NA,NA,4,14,325,0.0333729300362795
"318","Caltech (Aftermath)","College","Men","Pasadena","CA","/teams/events/Eventteam/?TeamId=hU0VpEsc9fmn6emL%2f65nJwYEo2Ahp6prnbqNu97joNQ%3d",286,"Caltech",424,"Division III","Southwest","Southwest DIII",4,11,72,0.0321991282304238
"319","Penn State-B (LoveTap)","College","Men","University Park","PA","/teams/events/Eventteam/?TeamId=jPFjKrhHldS5cX61GI2hTO7vxFQpjazlkkGE3AbdAEo%3d",NA,NA,NA,NA,NA,NA,5,11,331,0.0320542545186509
"320","West Virginia (WV Wild)","College","Men","Morgantown","WV","/teams/events/Eventteam/?TeamId=MlPYa4%2f58saFXhfQfV64D5P3QY28zg%2bErQM0VK6hJcs%3d",271,"West Virginia",541,"Division I","Ohio Valley","West Penn DI",9,11,487,0.0320053952931741
"321","Tulsa (Party Fowl)","College","Men","Tulsa","OK","/teams/events/Eventteam/?TeamId=4roUWAkwqvSjV9hZm0j1dqXELUTJDtdlDPvbGMwm01s%3d",277,"Tulsa",492,"Division III","South Central","Northern South Central DIII",10,18,454,0.0318327851451302
"322","Cal State-Long Beach (Stalkers)","College","Men","Long Beach","CA","/teams/events/Eventteam/?TeamId=6uTguAoQF8BzASRnZt5D8%2b3knBgrVbEwzSZlsPU2sjE%3d",NA,NA,NA,NA,NA,NA,4,9,58,0.0298760099873507
"323","Georgia Gwinnett (BÄR)","College","Men","Lawrenceville","GA","/teams/events/Eventteam/?TeamId=AzkEZPzMyhFMLktkeqPhIG6hHzZK73%2f6kSIIZWyhvus%3d",265,"Georgia Gwinnett",569,"Division I","Southeast","Southern Appalachian DI",5,17,167,0.029734579465637
"324","Wisconsin- La Crosse (BadLUC)","College","Men","La Crosse","WI","/teams/events/Eventteam/?TeamId=EIJbPUuDi89zCwCv8BPXQeNA9m00W730fXq5XLfdjrI%3d",232,"Wisconsin- La Crosse",739,"Division I","North Central","Lake Superior DI",11,12,503,0.0295975301016924
"325","SUNY-Oneonta (SOFA)","College","Men","Oneonta","NY","/teams/events/Eventteam/?TeamId=EQmPHc1vn4UTNzwNsEeJBj%2bhHFcJmrAK2lZEv%2fwnFAw%3d",NA,NA,NA,NA,NA,NA,7,6,419,0.0293870668636487
"326","Susquehanna  (Moby Disc)","College","Men","Selinsgrove","PA","/teams/events/Eventteam/?TeamId=kTPU%2fyCXH48hNJfeRI%2bAlDoyb17w7Ls188SDAVfNMKM%3d",254,"Susquehanna",623,"Division III","Ohio Valley","West Penn DIII",12,14,422,0.029366131342537
"327","Wisconsin-Platteville (Udderburn)","College","Men","Platteville","WI","/teams/events/Eventteam/?TeamId=oOFglR0K4TVP9Yyk%2bovqgmcD6eNfXofpTckS5VVS7p4%3d",NA,NA,NA,NA,NA,NA,5,5,511,0.0290378229953498
"328","Western Carolina (Western Front)","College","Men","Cullowhee","NC","/teams/events/Eventteam/?TeamId=c%2fUg1grME0QxemuXhwMCXAgMhhxFl%2b9KWsENrQ3MV7w%3d",NA,NA,NA,NA,NA,NA,4,6,488,0.0283654744287213
"329","Southern Indiana (Fusion)","College","Men","Evansville","IN","/teams/events/Eventteam/?TeamId=zJS3cIfcN7Xu1mEvH1JdRpYipm24nx%2fNNPUI5Oj6zgc%3d",236,"Southern Indiana",724,"Division I","Great Lakes","East Plains DI",11,9,389,0.0280842317692355
"330","Cal State-Fullerton  (The Commute)","College","Men","Fullerton","CA","/teams/events/Eventteam/?TeamId=8rQDmjmZSdIMcDFOA3bwto%2bvMMxLoYHWhzbfeQ6WkuU%3d",NA,NA,NA,NA,NA,NA,4,8,57,0.027380710804609
"331","Michigan Tech (DiscoTech)","College","Men","Houghton","MI","/teams/events/Eventteam/?TeamId=T2m5UAdB%2bKFkj%2bgUB7lPdCtfaGMe7eq3c9GZs52uoF8%3d",NA,NA,NA,NA,NA,NA,7,7,259,0.0269916783379379
"332","Midwestern State (Cavalry)","College","Men","Wichita Falls","TX","/teams/events/Eventteam/?TeamId=5cD2kIg%2f7SjMf3B46gXQi8wKKZ6dv8Cyd5q6Q%2fQP0II%3d",250,"Midwestern State",642,"Division III","South Central","Texas DIII",7,6,262,0.0267583965415533
"333","Baylor-B (Stonewall )","College","Men","Waco","TX","/teams/events/Eventteam/?TeamId=UNpgdqGrIcoK7YOdcLiTPJuJwsMpFRwDOjTswEXv8kA%3d",NA,NA,NA,NA,NA,NA,2,14,28,0.0262780723704764
"334","Wingate (Wingate Bulldogs)","College","Men","Wingate","NC","/teams/events/Eventteam/?TeamId=Zt7QsdwzjPTJdw1xvnhBla0wb6AX8mQLp9RECgshUTM%3d",308,"Wingate",273,"Division III","Atlantic Coast","Carolina DIII",9,10,501,0.0258904210257018
"335","Roger Williams (Rhody Fresh)","College","Men","Bristol","RI","/teams/events/Eventteam/?TeamId=GqJpTnmQaAq%2fT%2fwE1E6bXAkbKEGu0gI0XRGUZbaW6Q4%3d",NA,NA,NA,NA,NA,NA,1,5,359,0.025775882986562
"336","SUNY-Brockport (Flying Dogs)","College","Men","Brockport","NY","/teams/events/Eventteam/?TeamId=PcHZkAAAZSY38NW0W8WQlD0AdwMWru214CzVOeAm5PQ%3d",NA,NA,NA,NA,NA,NA,3,6,412,0.0257470769578303
"337","Minnesota State-Mankato (BlueSkunks)","College","Men","Mankato","MN","/teams/events/Eventteam/?TeamId=FNMEoumZd%2fuI0cJM89Xj%2fh8EylliXtHpmHn1vvDyqNw%3d",NA,NA,NA,NA,NA,NA,5,10,268,0.025348792552014
"338","Virginia-B (Virginia-B)","College","Men","Charlottesville","VA","/teams/events/Eventteam/?TeamId=6iXX34CNMnr6q71RiY5bq%2bFaCtrLWlNV0FrPC57N1LY%3d",245,"Virginia B",672,"Developmental","Atlantic Coast","Virginia Dev",14,8,470,0.0253288559318889
"339","James Madison-B (Smellfish)","College","Men","Harrisonburg","VA","/teams/events/Eventteam/?TeamId=edrI9pm6kiajZ94yvt8Uo9hzaQzXkGL7CZBuZjprCdE%3d",233,"James Madison B",732,"Developmental","Atlantic Coast","Virginia Dev",12,10,205,0.0252715376199043
"340","Winona State (Experience)","College","Men","Winona","MN","/teams/events/Eventteam/?TeamId=prxGy8v1XLNws4QdTKoNcywFhU%2fxf8bG7fxCeVUYdoE%3d",NA,NA,NA,NA,NA,NA,6,6,502,0.0251869069474616
"341","LSU-B (LSU-B)","College","Men","Baton Rouge","LA","/teams/events/Eventteam/?TeamId=%2fJAz53wyUsA6fvtJbbYCOeU4UDPHbWz%2b5%2ba46qeN21g%3d",287,"LSU B",409,"Developmental","Southeast","Southeast Dev",8,18,232,0.0246342615276472
"342","Saint Rose (Spartans)","College","Men","Albany","NY","/teams/events/Eventteam/?TeamId=7zMUhCjM6lLA3S8ThCy1VCphOwPMGx3drBQQRiL6gps%3d",NA,NA,NA,NA,NA,NA,6,10,367,0.0245394460109524
