"","Team","Competition Level","Gender Division","Competition Division","College Region","College Conference","Wins","Losses","Links","Rating"
"14","North Carolina","College","Women","Division I","Atlantic Coast","Carolina DI","13","6","/teams/events/Eventteam/?TeamId=gUiWjT9ywZbw1fX%2fupfcfpLQtBXRn%2bkZHPLcLj%2f5g8w%3d",5.25935418914194
"15","Ohio State","College","Women","Division I","Ohio Valley","Ohio DI","15","10","/teams/events/Eventteam/?TeamId=Wmb6gNGRpntGn1S3HGYdc6MliHJ1KaUc4NkMTm%2bOadg%3d",4.79128120051649
"16","Carleton College","College","Women","Division I","North Central","Western North Central DI","11","8","/teams/events/Eventteam/?TeamId=NwrqWq7T52otvyL5c9Wsgq8nWWuA6j3c9jcVFfaUhNE%3d",4.58861647265786
"17","Georgetown","College","Women","Division I","Atlantic Coast","Colonial DI","20","4","/teams/events/Eventteam/?TeamId=41GYrlDvmTeKymN9bt9oThwTqkV%2bzbvS%2fyhHFluWNlE%3d",4.05566243981086
"18","Florida","College","Women","Division I","Southeast","Florida DI","18","10","/teams/events/Eventteam/?TeamId=o2%2bgz5kZ4fEUJVq2NBLCaNWBn6DXEl6DRUkaIPd4bqA%3d",4.01748565213097
"19","California-San Diego","College","Women","Division I","Southwest","SoCal DI","13","9","/teams/events/Eventteam/?TeamId=4cRw9FDJ9oW5ffiKGabttFznjbbxQjlkLM9CmN%2fLa7k%3d",4.00257379848449
"20","Colorado","College","Women","Division I","South Central","Rocky Mountain DI","7","10","/teams/events/Eventteam/?TeamId=gusM8XMge2EY2DPbF8NPCjtiszB7UuMTxRwXBD0dJVc%3d",3.96358232437682
"21","Kansas","College","Women","Division I","South Central","Ozarks DI","21","6","/teams/events/Eventteam/?TeamId=SJEwN6h039xYkq571Ag%2b6CaXtiMtHuwE2RNbj4dM8jY%3d",3.02742198970459
"22","Liberty","College","Women","Division I","Atlantic Coast","Virginia DI","15","7","/teams/events/Eventteam/?TeamId=2KtfN4%2f1SybgbVEiL4BgCHwU%2fMt6UUhr2U99VtwS8gQ%3d",3.02375859417897
"23","Whitman","College","Women","Division I","Northwest","Big Sky DI","9","10","/teams/events/Eventteam/?TeamId=1uJ5zDTH88%2fhgLMZuxhunRtHhOkN%2ftD5V4YVm3aQgqU%3d",2.77636433518111
"24","North Carolina-Wilmington","College","Women","Division I","Atlantic Coast","Carolina DI","14","10","/teams/events/Eventteam/?TeamId=Svc7GD5ciYxSWUqtNiL4cLKPAHwbd2oHPX7pzv67rnI%3d",2.66428862009074
"25","California-Davis","College","Women","Division I","Southwest","NorCal DI","16","10","/teams/events/Eventteam/?TeamId=9oWJlSxruUXZ5mlv%2ffljz7%2bjIEXyOft3F3nd1xt8dRI%3d",2.44870640658417
"26","Vermont","College","Women","Division I","New England","Greater New England DI","13","6","/teams/events/Eventteam/?TeamId=tnSj9MDVfXpvFsGoAdunXjjhz4lGWDc0MjzUbRh3n5I%3d",2.24876497116235
"27","Colorado State","College","Women","Division I","South Central","Rocky Mountain DI","16","4","/teams/events/Eventteam/?TeamId=%2bXYlWj%2fs0LB%2f7GD0pgbUG7HQuDjd0CcmTehQxIz3HFs%3d",2.11026350039502
"28","Cornell","College","Women","Division I","Metro East","Western NY DI","25","2","/teams/events/Eventteam/?TeamId=z3eFI7xFYmutBzFzercqYtBoddv8p8SD9xT%2fuSyenkE%3d",2.08325671253438
"29","Iowa State","College","Women","Division I","North Central","Western North Central DI","14","5","/teams/events/Eventteam/?TeamId=%2brbxZekO2c0nzlhiafO3HcIDdynbCestG6MixMijxUk%3d",1.73244758466184
"30","Georgia Tech","College","Women","Division I","Southeast","Southern Appalachian DI","11","12","/teams/events/Eventteam/?TeamId=DtIkXqr2fcyHHJBWO2ns59w6%2bSp8mxYkyTyUVOAlCu0%3d",1.65258102936158
"31","Duke","College","Women","Division I","Atlantic Coast","Carolina DI","12","2","/teams/events/Eventteam/?TeamId=H0uZQmihXxCKUXgWlkzCXx5G%2fXPHpts6WN1HLnsXyek%3d",1.39973965361127
"32","North Carolina State","College","Women","Division I","Atlantic Coast","Carolina DI","12","6","/teams/events/Eventteam/?TeamId=U3CpEGnLUG%2f8JDXI0pkPpdfrjLKb%2fyp2Ee0Nh1vDQSs%3d",1.39029945216274
"33","Western Washington","College","Women","Division I","Northwest","Cascadia DI","4","8","/teams/events/Eventteam/?TeamId=PUsywval7dv8Gpn8URBwtPJx0bimD74i1mIOA7RYAzU%3d",1.28344888900793
"34","Minnesota","College","Women","Division I","North Central","Western North Central DI","6","7","/teams/events/Eventteam/?TeamId=8j5IDNJ2mmTGHEB4J6akgvGmZ8yE2cNy5JBF8u4xkFM%3d",1.22234716625402
"35","Boston College","College","Women","Division I","New England","Metro Boston DI","12","2","/teams/events/Eventteam/?TeamId=0DKZAY%2fClTUlcMJNV3ErO3mO58jDb9XDosf9Qieitw0%3d",1.11281404269463
"36","Penn State","College","Women","Division I","Ohio Valley","Pennsylvania DI","7","10","/teams/events/Eventteam/?TeamId=orJfAYX9d9xX5aNHwn6ARbtRoljCE%2byc1OR9fWc%2bH0c%3d",1.04697583913678
"37","Kennesaw State","College","Women","Division I","Southeast","Southern Appalachian DI","11","2","/teams/events/Eventteam/?TeamId=SsDArHe7imZC0wDTMqr4zR7HCndeywtem5EJ8BadDeg%3d",1.04651589980936
"38","West Chester","College","Women","Division I","Ohio Valley","Pennsylvania DI","14","4","/teams/events/Eventteam/?TeamId=l956kZyz0JpZ5LX%2bn6e0RfghY9QIumLsK6X218BRmYM%3d",1.03784267245837
"39","Washington","College","Women","Division I","Northwest","Cascadia DI","6","13","/teams/events/Eventteam/?TeamId=IdzlN7L1l6MEgyweYTbtLfoXm5eOhDnr%2fbrKUDrh8oU%3d",1.02744354369974
"40","Florida State","College","Women","Division I","Southeast","Florida DI","14","12","/teams/events/Eventteam/?TeamId=jmdXQMKsoEqlx%2fndlWxqZBHFZdN2arSj%2f2sZBXI8DRw%3d",0.974164116226524
"41","Colorado College","College","Women","Division I","South Central","Rocky Mountain DI","6","12","/teams/events/Eventteam/?TeamId=shxGM7ge4qsLfJqbKelBfpY9r18Q46xoRk%2fFK19%2bMTU%3d",0.952711824455286
"42","Williams","College","Women","Division III","New England","South New England DIII","16","1","/teams/events/Eventteam/?TeamId=eFylP9zG4UAbOBCLlGiSOfrJQ8A1VY8UTp8Dk72Y2Ao%3d",0.784212395134148
"43","Wisconsin","College","Women","Division I","North Central","Lake Superior DI","7","13","/teams/events/Eventteam/?TeamId=s7xC%2f2JqXAnPXLgnWZds6lD4Xh62tSZbI6PBAr2tEsk%3d",0.761108283174631
"44","Georgia","College","Women","Division I","Southeast","Southern Appalachian DI","10","11","/teams/events/Eventteam/?TeamId=bv0piAGJ2T9Ulg9%2b2sCDhNKmdutHSSEi2i%2bOOiBQi%2bQ%3d",0.714221628730214
"45","Delaware","College","Women","Division I","Atlantic Coast","Colonial DI","7","6","/teams/events/Eventteam/?TeamId=aLhdH%2bEG4J1Z74u6Uku9dzsribdKZiM1EWzcxU2rYYA%3d",0.711550115422526
"46","Clemson","College","Women","Division I","Atlantic Coast","Carolina DI","8","9","/teams/events/Eventteam/?TeamId=A%2fGcWvr8lK3AqaY31RTjqGpSrTNEzkjXh8ouRi%2bSqEM%3d",0.60358349647406
"47","Columbia","College","Women","Division I","Metro East","Eastern Metro East DI","9","3","/teams/events/Eventteam/?TeamId=xtcmP99PffxjvtIyS%2bClt6%2fpSpsjbnF7TEqh3uZ9fhw%3d",0.598513871094117
"48","Northeastern","College","Women","Division I","New England","Metro Boston DI","6","14","/teams/events/Eventteam/?TeamId=ULMADbe8rb3kbp2F%2bq8VcYK7N3CyYNSTUrRhhBajqEI%3d",0.572112963740722
"49","Auburn","College","Women","Division I","Southeast","Gulf Coast DI","16","3","/teams/events/Eventteam/?TeamId=Itxp5yUgi7zE4VdHsGbImiqfb0PKZnjdDCsLW3cTj38%3d",0.56249125863691
"50","West Virginia","College","Women","Division I","Ohio Valley","Pennsylvania DI","11","1","/teams/events/Eventteam/?TeamId=UcqpwvFK6qHgsIMb1%2bQ0RQQ4t3UI0sGqH9pI2SuYtZg%3d",0.554854765349263
"51","Cincinnati","College","Women","Division I","Ohio Valley","Ohio DI","8","4","/teams/events/Eventteam/?TeamId=EKcCmU1buLMPwucVJ41IhnLUPJjh4t0WpX7p780w67s%3d",0.532457692642424
"52","South Carolina","College","Women","Division I","Atlantic Coast","Carolina DI","11","6","/teams/events/Eventteam/?TeamId=Ec801WfT2iJGXPljM5d9a1n%2fDibbrJRchytByoIGi%2b4%3d",0.464732106721497
"53","Carleton College-Eclipse","College","Women","Division III","North Central","North Central DIII","11","5","/teams/events/Eventteam/?TeamId=m1DkV3n9%2fo6kLW3AWLG7dSvPceEGoEnC07SgyHdhOK0%3d",0.458350980057796
"54","Northwestern","College","Women","Division I","Great Lakes","Illinois DI","9","10","/teams/events/Eventteam/?TeamId=uFEJJHpXo%2bfg21QK51DzML51WaHXso20o%2bnS2oItlEI%3d",0.426966225646921
"55","Central Florida","College","Women","Division I","Southeast","Florida DI","9","7","/teams/events/Eventteam/?TeamId=Fau2WHfLb7iXwh2CX%2fZRdzDu%2bK0SGFkO9nChSfiku38%3d",0.418053100485529
"56","Maryland","College","Women","Division I","Atlantic Coast","Colonial DI","13","11","/teams/events/Eventteam/?TeamId=W1rKBAklwdksFfw8T6J9s4%2bxJKknScR1Ch%2fjCxUT3lk%3d",0.413266372538305
"57","Cal Poly-SLO","College","Women","Division I","Southwest","SoCal DI","11","6","/teams/events/Eventteam/?TeamId=zeFWx%2f3rImfgKOs0kwsvgR2NRLIxtgYapZk6iqVi8Wo%3d",0.382842341990331
"58","Victoria","College","Women","Division I","Northwest","Cascadia DI","6","8","/teams/events/Eventteam/?TeamId=UFP4dGqMw9CL%2fXnILhJSGCjhepT4PajAMtAv0G%2bHVcg%3d",0.381231406031911
"59","Harvard","College","Women","Division I","New England","Metro Boston DI","12","5","/teams/events/Eventteam/?TeamId=hUSGGPgTIUluMR1pCr5MFkf08km7d8twZk9M7y%2fIkXc%3d",0.381077139392612
"60","Chicago","College","Women","Division I","Great Lakes","Illinois DI","11","7","/teams/events/Eventteam/?TeamId=agCGUT6w3uLl52%2boCeMfULuFyIJNEZVN2aIIzIKG3Zg%3d",0.376524107126045
"61","Illinois","College","Women","Division I","Great Lakes","Illinois DI","6","7","/teams/events/Eventteam/?TeamId=JSxn5P2QdOHgK8bbGkZKmRGsGfa9vnfIpy%2bL7zmaV3Q%3d",0.371117461337563
"62","California-Santa Barbara","College","Women","Division I","Southwest","SoCal DI","6","9","/teams/events/Eventteam/?TeamId=DJU6wjdQQDTsL30jYJPTxbDqfQKHf0CfbILG%2f2T%2bR2w%3d",0.345563851792746
"63","Connecticut","College","Women","Division I","Metro East","Eastern Metro East DI","11","2","/teams/events/Eventteam/?TeamId=Bw4X5kH8%2blNFkm5DaoSpE5jxLAuEIme1R0yGOLdU40c%3d",0.33542187290367
"64","Bowdoin","College","Women","Division III","New England","North New England DIII","8","2","/teams/events/Eventteam/?TeamId=8wF5GL2mV8K8mXy8Et985w2ZPG%2fg6XXKx7l0kuoRxgo%3d",0.288936958415098
"65","Case Western Reserve","College","Women","Division I","Ohio Valley","Ohio DI","10","2","/teams/events/Eventteam/?TeamId=kNe%2fJLR%2bW0SBoryXfzjmdrmGKfe16ctQxrfLF5S6TKE%3d",0.285143549481253
"66","Pennsylvania","College","Women","Division I","Ohio Valley","Pennsylvania DI","10","7","/teams/events/Eventteam/?TeamId=KsbbG3e9hjvAPR2z6FSEWQzX%2fcviJhYoJV1DW0lq8J8%3d",0.268261490500638
"67","Brigham Young","College","Women","Division I","Northwest","Big Sky DI","8","7","/teams/events/Eventteam/?TeamId=GyIWE10yaReEHY1YEkoUTP7LiB%2bwS%2fGAo%2bK8ykiHGeE%3d",0.254875798772544
"68","Vanderbilt","College","Women","Division I","Southeast","Gulf Coast DI","8","4","/teams/events/Eventteam/?TeamId=Gjdks5Kn%2fHZp8OehEx6z61TWqGyQ5vL4MZqTxqmqfac%3d",0.243875486774404
"69","Carnegie Mellon","College","Women","Division I","Ohio Valley","Pennsylvania DI","13","6","/teams/events/Eventteam/?TeamId=2pz1%2fq7NMIFoTZztaRm7%2fG5t3F0nBgKYyKtI%2b4WCKvU%3d",0.231238034287702
"70","Washington University","College","Women","Division I","South Central","Ozarks DI","6","13","/teams/events/Eventteam/?TeamId=AUu2RJq%2fMZhVFRQ%2bgXi45cGambK9DC4ICUIW5EXpf9E%3d",0.226560375007911
"71","George Mason","College","Women","Division I","Atlantic Coast","Virginia DI","14","5","/teams/events/Eventteam/?TeamId=yJdYfZOkNxNg9xjDxGi2v5CRYZImONJavWr5UBkehso%3d",0.225083511444386
"72","American","College","Women","Division I","Atlantic Coast","Colonial DI","6","5","/teams/events/Eventteam/?TeamId=CR0FpeYVM%2bYJIcfmKkeghScWAbp9GrMeSaJoWNdSXWg%3d",0.205401905432834
"73","Missouri State","College","Women","Division I","South Central","Ozarks DI","9","3","/teams/events/Eventteam/?TeamId=lQi4946YJw5WX0JUGsWbg7u6O1AGwvMzgWpfvN6XWtM%3d",0.200633099266349
"74","Emory","College","Women","Division I","Southeast","Southern Appalachian DI","8","9","/teams/events/Eventteam/?TeamId=YjH5Be5SmJItq9F6JJEz0uJmsB1dnEmdrcQeSWjuQrU%3d",0.200405922990438
"75","Indiana","College","Women","Division I","Great Lakes","Eastern Great Lakes DI","15","5","/teams/events/Eventteam/?TeamId=aAUiRYJmi6fw7gapfnv1FuUHeQxTcbKFVsaQVRX9poU%3d",0.198573023254447
"76","Akron","College","Women","Division I","Ohio Valley","Ohio DI","8","4","/teams/events/Eventteam/?TeamId=b6POmTmChPnl0QrwX47ca3ZTz7NInHZIfPtXzFS7seU%3d",0.184206595592276
"77","Chico State","College","Women","Division I","Southwest","NorCal DI","13","4","/teams/events/Eventteam/?TeamId=u62GZSQFWTchsABWE%2blS%2fvEhyhFdrsDImTA25vuNNSA%3d",0.18216565228012
"78","Towson","College","Women","Division I","Atlantic Coast","Colonial DI","11","6","/teams/events/Eventteam/?TeamId=r%2bkga8S3ZWaK9BH7Gt%2fLJsN%2bID90K4uVopcWvNeVwJ8%3d",0.179848203844809
"79","Tennessee","College","Women","Division I","Southeast","Southern Appalachian DI","9","9","/teams/events/Eventteam/?TeamId=tOJG0nZoYyy9evPyp1X2K4ARJJqDEwGyV8uBP77OFxA%3d",0.1732619635534
"80","Truman State","College","Women","Division III","South Central","South Central DIII","14","6","/teams/events/Eventteam/?TeamId=4dGkX7XixfnEBcwY0prdutLhYCSbw4%2bsWkRMSjvap%2fQ%3d",0.172929739220637
"81","Allegheny","College","Women","Division III","Ohio Valley","Pennsylvania DIII","5","6","/teams/events/Eventteam/?TeamId=GinWetxm%2fZvZ0N%2fUTK%2bWtlzBHHljo7gF5JVni%2fRSsKM%3d",0.16614450277261
"82","Tulane","College","Women","Division I","Southeast","Gulf Coast DI","5","8","/teams/events/Eventteam/?TeamId=2O31tH2qw7RJ%2b7Px1WgeZNK7%2bmtQkbk7T%2bkm6QvmVRg%3d",0.162491985621562
"83","St Olaf","College","Women","Division III","North Central","North Central DIII","6","7","/teams/events/Eventteam/?TeamId=L%2bnaiOICsvpoS48z0cK2A4y5EqRNtneUxyv3GkY%2fTAo%3d",0.157969100825371
"84","Brown","College","Women","Division I","New England","Greater New England DI","8","11","/teams/events/Eventteam/?TeamId=lnRQKGhhWqRexTEXdHbQUe6cnZF%2fJcwaIxUwEjNwvKE%3d",0.157610852106447
"85","Amherst","College","Women","Division III","New England","South New England DIII","7","4","/teams/events/Eventteam/?TeamId=sZdp9PlEFWU%2frLprBgUM8B7hFFTSm3o0bW%2fPg3wr2Xw%3d",0.142381878268395
"86","Princeton","College","Women","Division I","Metro East","Eastern Metro East DI","13","5","/teams/events/Eventteam/?TeamId=M4c6NyH72wgD7XUnMNbMsdoZ6EgQKLymSYLik7QJxSE%3d",0.137483649068045
"87","Portland","College","Women","Division III","Northwest","Northwest DIII","13","3","/teams/events/Eventteam/?TeamId=boldYMSHhHP%2fZnPS3hRcZoFizEykg5NrAUy8Le16Ij0%3d",0.135530820203543
"88","Denver","College","Women","Division I","South Central","Rocky Mountain DI","13","5","/teams/events/Eventteam/?TeamId=iqD37pXMEw%2bbep2hg73k0Dmy4f%2fW8iB2A1kScChAPks%3d",0.13530358078418
"89","Iowa","College","Women","Division I","North Central","Western North Central DI","11","8","/teams/events/Eventteam/?TeamId=RzDNayJWB2ePNdEnK1FH06lYuuLybCNh%2fKB2mk0OzQo%3d",0.134442985532511
"90","Rutgers","College","Women","Division I","Metro East","Eastern Metro East DI","9","8","/teams/events/Eventteam/?TeamId=ZZNJwc4iiudiN5Om3Ws%2beqaK4p3IhqoGVlPOM9mMNNk%3d",0.126389087500738
"91","James Madison","College","Women","Division I","Atlantic Coast","Virginia DI","12","6","/teams/events/Eventteam/?TeamId=WFUpgjT3pvD6aoINFhtL0TeJWbGmy3nwazzUUQCGiM4%3d",0.121731626002726
"92","Bates","College","Women","Division III","New England","North New England DIII","7","3","/teams/events/Eventteam/?TeamId=hONT5IoYyMOej8m%2fgVn5s2Q7Pvd%2bknoOF5NeCCUZj8I%3d",0.121212392383811
"93","Massachusetts","College","Women","Division I","New England","Greater New England DI","3","8","/teams/events/Eventteam/?TeamId=%2fNwIx0WpSu9ZujXwVbVps7GeOjB1Rn8z9DGw6%2bQDga8%3d",0.11912337361713
"94","Valparaiso","College","Women","Division III","Great Lakes","Great Lakes DIII","8","3","/teams/events/Eventteam/?TeamId=gvN1mHREvSjJRrohwFOoXwvSgaqraYU7eAfSOE64BMg%3d",0.111488061959394
"95","San Diego State","College","Women","Division I","Southwest","SoCal DI","6","8","/teams/events/Eventteam/?TeamId=ZX33qMLWLJpIN8Fwl2GmKbFrK9uy%2bf48Lpc5GHGCZ9o%3d",0.107001181894185
"96","LSU","College","Women","Division I","Southeast","Gulf Coast DI","10","7","/teams/events/Eventteam/?TeamId=vvoDLhQNZW88z2QwVnJSES1zhstejPuhlzZfRm10Fi0%3d",0.104706289356436
"97","Skidmore","College","Women","Division III","Metro East","Eastern Metro East DIII","9","2","/teams/events/Eventteam/?TeamId=9g%2fJ3kuVswmmR0dJI%2byhKObxGUmF0Y8Dxy9WKYxHRdc%3d",0.0998674315141208
"98","SUNY-Binghamton","College","Women","Division I","Metro East","Western NY DI","8","5","/teams/events/Eventteam/?TeamId=2jwCbVfS5qpHZcr1txN4VuzZUFzEnBVPZR1uEStLFkI%3d",0.0979148295648386
"99","Boston University","College","Women","Division I","New England","Metro Boston DI","10","4","/teams/events/Eventteam/?TeamId=WV8hpuEUdoOM%2bSCQhvx3JRA5eB6Hi%2bQh8Tg28Ooch6g%3d",0.0954966783394925
"100","Puget Sound","College","Women","Division III","Northwest","Northwest DIII","8","6","/teams/events/Eventteam/?TeamId=wp3pykW%2f%2bMusNgMn%2fqmhWXbVCwKKbLZPsolU3A2HUY0%3d",0.0863408582545291
"101","Winona State","College","Women","Division I","North Central","Western North Central DI","7","4","/teams/events/Eventteam/?TeamId=9I5u8GMaMXrdSNJXxjjGXqJRDY%2feUJRZnqFeetZTj38%3d",0.0837206706955674
"102","Delaware B","College","Women","Developmental","Atlantic Coast","Atlantic Coast Dev","9","3","/teams/events/Eventteam/?TeamId=y9IFgkb6NzHEmGspnlR0TfD2Cbro0CSMaRFIgAlDQhc%3d",0.0825194533414805
"103","Alabama","College","Women","Division I","Southeast","Gulf Coast DI","16","9","/teams/events/Eventteam/?TeamId=nBs0jW40%2fYHvq1%2blK9%2fb9GkEYJB8rmulUoqvctJuD6Y%3d",0.0789676642168371
"104","Santa Clara","College","Women","Division I","Southwest","NorCal DI","5","6","/teams/events/Eventteam/?TeamId=fXsHBrvEI2JiOxJlZpAPzgDzHgT%2fRn8ozlHpu1Swu1Y%3d",0.0708677636917832
"105","Lehigh","College","Women","Division III","Ohio Valley","Pennsylvania DIII","7","11","/teams/events/Eventteam/?TeamId=pQBlM8xf4PnlBhv%2bwf73CdEq63KdVknYL1%2fxfZJ2cFU%3d",0.0706826383818773
"106","Wellesley","College","Women","Division III","New England","Metro Boston DIII","9","9","/teams/events/Eventteam/?TeamId=vt84CP34%2fFazTyLOhK1QXJKUAZvQSR86c6kvK86VtwQ%3d",0.0699578838611468
"107","Mississippi","College","Women","Division I","Southeast","Gulf Coast DI","8","10","/teams/events/Eventteam/?TeamId=hf6gYBOFCjfpkx4O0i3qNp8RNBykLjvv4iKYWu%2b%2fuyQ%3d",0.0664184281655075
"108","Rochester","College","Women","Division I","Metro East","Western NY DI","9","4","/teams/events/Eventteam/?TeamId=D%2bwhutq9Ty0zZXGinjjOv95wohSCiQ8f4Cw%2fmlGfFaw%3d",0.0629821934657084
"109","Maryland B","College","Women","Developmental","Atlantic Coast","Atlantic Coast Dev","8","3","/teams/events/Eventteam/?TeamId=N%2fQ8jJSeUMS03GlsdMmW%2bVmcM4yHG1IRKQVnOe%2bhdgk%3d",0.0627047062603451
"110","California-Santa Cruz","College","Women","Division I","Southwest","NorCal DI","6","11","/teams/events/Eventteam/?TeamId=jaq4l3e%2bBkW1BWT%2bIp8Kiv8AHuy%2bKXIEH2llLgEF5Ys%3d",0.0624017321556597
"111","Catholic","College","Women","Division III","Atlantic Coast","Atlantic Coast DIII","8","10","/teams/events/Eventteam/?TeamId=dSGFsvKj6zvGLr%2fhRkna1LNL8d97VCwRnLdpauEMick%3d",0.0605898139225673
"112","Texas Christian","College","Women","Division I","South Central","Texas DI","10","7","/teams/events/Eventteam/?TeamId=BRqsin2RkfHTSmhvvtT%2bNmcIObj4FwArhRoj4Tk7Z%2bk%3d",0.0572900448968854
"113","College of New Jersey","College","Women","Division III","Metro East","Eastern Metro East DIII","5","7","/teams/events/Eventteam/?TeamId=YTf0guwmOh7uTbvFwtAuq7pQLHB3%2berfA3Px2D3s8wY%3d",0.055414313410706
"114","John Brown","College","Women","Division III","South Central","South Central DIII","15","4","/teams/events/Eventteam/?TeamId=vCGDnpUUe%2b6vjco%2fixY%2bDyz8sLTg1l%2bvi44Dd52iJis%3d",0.0540540038032508
"115","South Florida","College","Women","Division I","Southeast","Florida DI","6","8","/teams/events/Eventteam/?TeamId=daMfgoV%2fFC3QiRkjRz6JGj0Qdsiq3tRL6OJPXiuJnPA%3d",0.0522411574830754
"116","Dickinson","College","Women","Division III","Ohio Valley","Pennsylvania DIII","3","6","/teams/events/Eventteam/?TeamId=lDBoZiO1XJXUYBjub%2bpEO2Yy9s5zkxVZJnhC0ntGE58%3d",0.0521034442684801
"117","SUNY-Buffalo","College","Women","Division I","Metro East","Western NY DI","4","7","/teams/events/Eventteam/?TeamId=1tENDiwB18qc5Gmhqc8k8P%2fs%2b1m2EhvyCDc%2fMb2nygU%3d",0.051345202938635
"118","Nebraska","College","Women","Division I","North Central","Western North Central DI","8","11","/teams/events/Eventteam/?TeamId=dIGmJoZvLHtinILYzLm7YGeRIlmrhEieXs07eRyQmK8%3d",0.0497189482259665
"119","Haverford","College","Women","Division III","Ohio Valley","Pennsylvania DIII","3","9","/teams/events/Eventteam/?TeamId=C9rF5TVDf6p7dt1CLN%2fh70cv1rPoWOTRIMJzA4Ghovw%3d",0.0474202966704164
"120","NYU","College","Women","Division I","Metro East","Eastern Metro East DI","11","9","/teams/events/Eventteam/?TeamId=G0XzI8MIhfmYY910WaUIg2Qlo5s7veWeiWEhVV19vyc%3d",0.0456484931560138
"121","Rice","College","Women","Division III","South Central","South Central DIII","9","7","/teams/events/Eventteam/?TeamId=Yh65PySVpe3r%2bS1fB%2fV0LYxh3QwQOKwcC1I091GG4Tk%3d",0.0434436684127666
"122","Boise State","College","Women","Division I","Northwest","Big Sky DI","3","7","/teams/events/Eventteam/?TeamId=%2fmrjSLct5hWpusPeWOwZTJiyMEPJsnI52zcXdqr5WnE%3d",0.0430163055790564
"123","Utah","College","Women","Division I","Northwest","Big Sky DI","7","7","/teams/events/Eventteam/?TeamId=m73fSOCvwN44i%2bdz5xhcrmYANr7M%2b367mEqrQV480Jw%3d",0.0426147068500535
"124","Mount Holyoke","College","Women","Division III","New England","South New England DIII","5","5","/teams/events/Eventteam/?TeamId=gHteUx32cCZ0teqOvgZpTvcIRVwxLDJDC17R4rRXoeU%3d",0.0417971177527164
"125","Oregon State","College","Women","Division I","Northwest","Cascadia DI","8","3","/teams/events/Eventteam/?TeamId=ceWhAnmm9hJmU5H3pBVY9tSZB3SU0vYtVD263mLD3yo%3d",0.0410068313498718
"126","Wooster","College","Women","Division III","Ohio Valley","Ohio DIII","8","2","/teams/events/Eventteam/?TeamId=oJc5aIAyNkb3FqIWQjXcqzoiDsUt%2frp7pzylVPu0xqk%3d",0.0409313295820793
"127","Messiah","College","Women","Division III","Ohio Valley","Pennsylvania DIII","5","9","/teams/events/Eventteam/?TeamId=DovRfRZgvlH9STkPSvlp%2bow5fFxaFESZejVKiTsWqLY%3d",0.0386146753698293
"128","Alabama-Birmingham","College","Women","Division I","Southeast","Gulf Coast DI","4","11","/teams/events/Eventteam/?TeamId=lNM2yT%2bAZhtfCf8sNm5JV1gWawLbzGeogz3koHhR2J8%3d",0.0359275394226212
