"Rank","Team","Wins","Losses","Rating","City","State"
42,"Black Market",29,11,1.13063561263333,"Lombard","IL"
43,"Mockingbird",12,3,0.966322371931738,"Montréal","QC"
44,"Colt",24,7,0.915493130034986,"Southington","CT"
45,"Dreadnought",13,9,0.85547594243653,"Fayetteville","AR"
46,"Blade",5,15,0.8520554983832,"Nashville","TN"
47,"Singlewide",18,3,0.850848984148677,"Austin","TX"
48,"Clapham Ultimate",2,5,0.816117019678691,"London","UK"
49,"CUS Bologna",1,6,0.791903450467107,"Bologna","Emilia Romagna"
50,"Pesterbug",19,13,0.773841587096713,"Pawtucket","RI"
51,"CITYWIDE Special",17,11,0.725051729973463,"Philadelphia","PA"
52,"Big Wrench",14,20,0.717109135432335,"Somerville","MA"
53,"Streetgang",17,10,0.716832771512183,"San Diego","CA"
54,"John Doe",13,12,0.699116383648952,"Washington","DC"
55,"Bullet",15,20,0.688737568597814,"Atlanta","GA"
56,"Republic",12,14,0.679583508652181,"Los Angeles","CA"
57,"MKE",26,10,0.656965416299541,"Milwaukee","WI"
58,"Blueprint",24,14,0.65617124446086,"NYC","NY"
59,"Beachfront Property",21,21,0.651920452588296,"Chicago","IL"
60,"General Strike",13,8,0.635889206130792,"Winnipeg","Manitoba"
61,"Sawtooth",15,11,0.578156196284903,"Boise","ID"
62,"Dallas United: Desperados",13,11,0.55233087335084,"Dallas","TX"
63,"Haymaker",20,15,0.542753617257611,"Chicago","IL"
64,"Kentucky Flying Circus",26,14,0.517390398146779,"Louisville","KY"
65,"Rush Hour",17,16,0.510210914272567,"Atlanta","GA"
66,"Sundowners",15,10,0.501695994293126,"Santa Barbara","CA"
67,"Rougaroux",14,12,0.481133041390179,"Baton Rouge/New Orleans","LA"
68,"Oakgrove Boys",15,11,0.475068068917603,"ARLINGTON","VA"
69,"Rip City Ultimate",13,19,0.460968314780075,"Portland","OR"
70,"Green River Swordfish",13,12,0.460720995927731,"Davis","CA"
71,"Plex",14,12,0.451518239490919,"Dallas","TX"
72,"Choice City Hops",13,10,0.442384133744613,"Fort Collins","CO"
73,"The Killjoys",10,9,0.421642768921745,"Orem","UT"
74,"Cerberus",15,16,0.420576240892301,"Athens","GA"
75,"Chattanooga Gentlemen's Club",12,18,0.409073325544103,"Chattanooga","TN"
76,"Enigma",18,21,0.407535230314259,"Dayton","OH"
77,"KC SmokeStack",11,19,0.404043062123618,"Kansas City","KS"
78,"Inside Rakete",0,7,0.381919496747222,"Darmstadt","Hesse"
79,"Imperial",14,15,0.365975385405498,"Saint Paul","MN"
80,"Boston Baked Beans",8,7,0.364455591054645,"Boston","MA"
81,"Red Circus",5,13,0.361180091766249,"Halifax","Nova Scotia"
82,"Deathsquad",18,15,0.353158278669865,"Needham","MA"
83,"Shade",17,13,0.339795746672457,"New York","NY"
84,"CaSTLe",13,17,0.337613078084128,"St. Louis","MO"
85,"Schweingeist",19,15,0.336646093599275,"Cincinnati","OH"
86,"Club M - Manic",13,8,0.328588685348855,"Montreal","quebec"
87,"Four",15,12,0.327277104568101,"Ann Arbor","MI"
88,"Scythe",14,16,0.325436879059802,"Omaha","NE"
89,"Dallas United: Outlaws",11,16,0.324775606479446,"Dallas","TX"
90,"Climax",11,18,0.319172580627364,"Minneapolis","MN"
91,"Omen",21,12,0.317372305925166,"Orlando","FL"
92,"Ham",13,10,0.316847967001934,"Bellingham","WA"
93,"Bruises",15,9,0.303500806603948,"Boston","MA"
94,"Brickhouse",7,7,0.28911678573408,"Durham","NC"
95,"The Roofing Co.",13,9,0.286236111174213,"Indianapolis","IN"
96,"Phoenix",7,6,0.267828151190935,"Ottawa, ON","Ontario"
97,"BaNC",14,14,0.25948269493837,"Charlotte","NC"
98,"JAWN",15,17,0.256532810844068,"Philadelphia","PA"
99,"Riverside Ultimate",14,5,0.246302212051582,"Austin","TX"
100,"Rampage",5,10,0.241430915769474,"Huntsville","AL"
101,"South Shore Line",16,12,0.237782397221665,"Chicago","IL"
102,"Holy City Heathens",8,12,0.225759545731055,"Charleston","SC"
103,"Right Coast",3,5,0.22024205974179,"Wilmington","NC"
104,"Red Tide",13,12,0.213249711270823,"Portland","ME"
105,"Westchester Magma Bears",16,17,0.209370604182005,"Yorktown Heights","NY"
106,"Breakers",9,15,0.201646528485022,"Providence","RI"
107,"Memphis Belle",10,11,0.199617313247071,"Memphis","TN"
108,"DTH",10,13,0.199004424313529,"Houston","TX"
109,"Papa Bear",10,14,0.198043645643307,"Houston","TX"
110,"Premium",11,10,0.192743807558144,"Beaumont","TX"
111,"Black Market X",6,0,0.191259244787783,"Lombard","IL"
112,"War Machine",11,21,0.190295078920488,"Birmingham","AL"
113,"Wisconsin Hops",10,12,0.189508605485954,"Stevens Point","WI"
114,"Supercell",10,15,0.18312369651776,"Oklahoma City","OK"
115,"T.R.W.F.B.",4,1,0.174881785270367,"Seattle","WA"
116,"Syndicate",6,10,0.158060156720358,"Colorado Springs","CO"
117,"ISO Atmo",7,21,0.153608849609542,"Boulder","CO"
118,"Mango Tree",13,13,0.151317044621644,"Ann Arbor","MI"
119,"Chimney",14,18,0.144598144128198,"Cleveland","OH"
120,"Thundersnow",6,14,0.134455298529573,"Flagstaff","AZ"
121,"Black Lung",9,18,0.121194317686555,"Lexington","KY"
122,"H.O.G. Ultimate",6,20,0.117218659829491,"Macon","GA"
123,"Blackfish",5,6,0.0981549234906284,"Vancouver","BC"
124,"Rawhide",7,13,0.096992764771468,"Tulsa","OK"
125,"Spring Creek Ascension",10,7,0.0935938992784496,"Tomball","TX"
126,"Low Five",8,17,0.0925428096071148,"Columbus","OH"
127,"DNA",4,2,0.090275756659289,"Surrey","BC"
128,"DeMo",9,11,0.0891955046075444,"Des Moines","IA"
129,"SA Spares",5,9,0.088869752887568,"San Antonio","TX"
130,"Union",6,18,0.0866730227304494,"Seattle","WA"
131,"Refinery",4,4,0.0860423844386303,"Vancouver","BC"
132,"Grand Trunk",2,4,0.0849595567260675,"Toronto","ON"
133,"Dredge",11,11,0.082438832915935,"Rhinebeck","NY"
134,"Slag Dump",12,14,0.0790444299259055,"Pittsburgh","PA"
135,"SURE",8,10,0.0784265114634792,"Seattle","WA"
136,"UpRoar",18,7,0.0766124763732584,"Tampa Bay","FL"
137,"Adelphos",15,12,0.073892198280703,"Philadelphia","PA"
138,"houSE",8,14,0.0722571326724425,"Kenosha","WI"
139,"Xavier's School for Gifted Youngsters",11,8,0.0712271819386469,"Syracuse","NY"
140,"Satellite",11,9,0.0693749760515886,"Normal","IL"
141,"The Bucket Brigade",4,9,0.0693380448798213,"Hot Springs","AR"
142,"Shockoe Slip Flatball Club",10,8,0.0688721939508668,"",""
143,"Watchdogs",12,13,0.067988718376926,"Bethesda","MD"
144,"Dallas United: Neato Banditos",5,14,0.0648229913776942,"Dallas","TX"
145,"Flicky Stardust and the Cutters From Mars",2,5,0.0609323766771473,"Eugene","OR"
146,"Fénix Ultimate",4,8,0.0586292878518001,"Mexico City","Mexico City"
147,"Somerville BAG",8,12,0.0585205002129878,"Somerville","MA"
148,"Connecticut Connvicts",11,16,0.0543886460425039,"Manchester","CT"
149,"Shades",5,3,0.0525643347195314,"Northampton","MA"
150,"Midnight Meat Train",5,13,0.0516279285332119,"Grand Rapids","MI"
151,"Fat and Mediocre",4,8,0.0492568525787572,"Brooklyn","NY"
152,"Riverside Messengers-B",4,11,0.0479531691564626,"Austin","TX"
153,"Deaf Fruit",6,10,0.0460695358938293,"Lubbock","TX"
154,"Coastal Empire",4,3,0.0458690067695252,"Savannah","GA"
155,"Auxiliary",6,13,0.0452674531932733,"Quad Cities","IA"
156,"Dragon Army",2,3,0.043716693959388,"Seattle","WA"
157,"Flash Flood",3,3,0.0409668420992661,"Flower Mound","TX"
158,"THE BODY",8,6,0.0384029940302825,"Minneapolis","MN"
159,"AK Pipeline",6,19,0.0381877751712076,"Akron","OH"
160,"AndyGator",1,7,0.0359361023106869,"Baton Rouge","LA"
161,"Cloverleaf",1,10,0.0324550309573238,"Tacoma","WA"
162,"Madd Dogg",1,8,0.0294850543883839,"Provo","UT"
163,"Black Market Y",1,4,0.0276090865714215,"Lombard","IL"
164,"Transatlantic Danger Zone",0,4,0.0230338910901903,"CIncinnati","OH"
165,"Sons",2,5,0.0226243116088323,"Palo Alto","CA"
166,"Sherbrooke Gentlemen's Club",4,3,0.0218068798750201,"Sherbrooke","QC"
167,"Interesting Tummy Birds",1,3,0.0217609403010251,"Fort Collins","CO"
168,"Cream City Crooks",4,22,0.0210366346196169,"Milwaukee","WI"
169,"Swangos",1,3,0.0206876027546614,"Austin","TX"
170,"Helots",8,16,0.0194101798317996,"Sparta","NJ"
171,"Baemaker",9,11,0.0192673878774567,"Chicago","IL"
172,"Pittsburgh Puppies",4,4,0.0192477386999825,"Pittsburgh","PA"
173,"Munch Box",6,7,0.0183728701969283,"Fairfax","VA"
174,"Dirty D",7,15,0.0164735132122715,"Greater Detroit","MI"
175,"Club M - Rage",2,5,0.0147628775211072,"Montreal","Quebec"
176,"Black Market II",5,18,0.0145242806426811,"Lombard","IL"
177,"spokane flatline",1,9,0.0139619260228635,"spokane","WA"
178,"DingWop",7,7,0.0137493412715526,"Duluth","MN"
179,"Shrimp Boat",5,9,0.0133199055777362,"TALLAHASSEE","FL"
180,"Garden Party",10,17,0.0131478435459733,"New Brunswick","NJ"
181,"Shrike",4,1,0.0111055632292282,"Ottawa","ON"
182,"Solar Eclipse",4,10,0.0102327476838105,"Lexington","KY"
183,"El Niño",11,6,0.00982946469894811,"Oakland Park","FL"
184,"Barefoot",1,4,0.00829485169625909,"Tupelo","MS"
185,"Bear Proof",5,14,0.00710641275730729,"Harrisburg","PA"
186,"Black Knights",3,4,0.0070047465224882,"West Point","NY"
187,"Journeymen",3,3,0.00696954114111541,"Sunnyvale","CA"
188,"Red Tide Black",1,5,0.00656314971197361,"Portland","ME"
189,"Mutiny",4,11,0.00649596414326897,"Burlington","VT"
190,"Gargantuan Spider Dragons-Senior",1,4,0.00633026168247619,"Lewiston","ME"
191,"Black Penguins Club",6,9,0.00627268809133929,"Bourbonnais","IL"
192,"Green Bay Quackers",3,4,0.00612195858547488,"Appleton-Oshkosh-Green Bay","WI"
193,"Bomb Squad",1,9,0.00546654870336392,"Bel Air","MD"
194,"Defy the Meta",0,3,0.00424744331468549,"Amherst","MA"
195,"Winc City Fog of War",5,14,0.00389010741935995,"Winchester","VA"
196,"Gulls",1,5,0.00364515805022051,"Berkeley","CA"
197,"Hippie Mafia",6,13,0.00349879515494786,"Milwaukee","WI"
198,"Hammerhead",5,16,0.00331042990329614,"Jacksonville","FL"
199,"Gridlock",2,10,0.00302662497988621,"Los Angeles","CA"
200,"Barden Btate Bultimate",2,5,0.00278289750283794,"Maplewood","NJ"
201,"The Silent Flatballers",2,3,0.00274245949253676,"New York","NY"
202,"Spirit Quest",1,5,0.00265235114237848,"Salt Lake City - Salt Lake","UT"
203,"East Rock Candy Mountain",3,14,0.0025896808104885,"New Haven","CT"
204,"Club M - Magma",4,14,0.00258461184139007,"Montreal","Québec"
205,"CerB WerB-B",2,5,0.0024718944932863,"Athens","GA"
206,"Ultimate Impact",2,4,0.00230373783924682,"San Francisco","CA"
207,"Mississippi Valley Tundra Swans",3,4,0.00218496776629945,"Winona","MN"
208,"Big Sky",2,4,0.00217537539698193,"Salt Lake City","UT"
209,"First Order",3,9,0.00211583357131036,"Roanoke","VA"
210,"AOL (All Outta Love)",1,6,0.00202699674292537,"Philadephia","PA"
211,"Brawl",1,12,0.00202369998189522,"Tempe","AZ"
212,"Snip Snip",1,6,0.00169430425411574,"Northfield","MN"
213,"Vicious Cycle",5,9,0.00136772930793906,"Gainesville","FL"
214,"Space Coast Ultimate",3,13,0.00116610214739115,"Melbourne","FL"
215,"Tyranny",2,14,0.00109513053310483,"Tampa","FL"
216,"Jelly Straus",2,6,0.000979240908555278,"Williamsburg","VA"
217,"Path of Totality",1,6,0.000906582025335256,"Bethlehem","PA"
218,"The Boys",0,8,0.00082124354954359,"Cincinnati","OH"
219,"Honey Bashfords",0,6,0.000783146523152631,"Chapel Hill","NC"
220,"Vortex",1,6,0.000450007020679628,"Chicago","IL"
221,"Nasty Girls",0,7,0.000319261111550432,"Champaign","IL"
222,"Rogue Grimace",0,6,0.000249202833219889,"Evanston","IL"
223,"Club M - Inferno",0,6,0.000112973202666391,"Montreal","Québec"
224,"Los Beeros",2,5,0.000102919105928392,"Bloomington","IN"
225,"""Parkland"" PLU Alumni",0,0,0,"Parkland","WA"
225,"Allen's Army",0,6,0,"Orono","ME"
225,"Black Penguins Alumni",0,0,0,"Bourbonnais","IL"
225,"Buffalo Ultimate",2,4,0,"Buffalo","NY"
225,"Club Test Team",0,0,0,"Boulder","CO"
225,"EXIT 54",0,4,0,"Smithtown","NY"
225,"HB Boys",0,7,0,"Arlington","VA"
225,"Marxmen",0,5,0,"Clifton","NJ"
225,"MaverNads",2,4,0,"Kitchener-Waterloo-North Bay","Ontario"
225,"Miami Alumni",0,0,0,"Oxford","OH"
225,"Reaper Alum",0,0,0,"Charleston","IL"
225,"SPACE INVADERS",2,5,0,"Fredericksburg","VA"
225,"Stuyvesant Sticky Fingers",0,5,0,"New York City","NY"
225,"Syracuse Doom",0,6,0,"Syracuse","NY"
225,"Team Rocket",2,4,0,"Katonah","NY"
