"","Team","Competition Level","Gender Division","City","State","Links","Rank","School","Power Rating","Competition Division","College Region","College Conference","Wins","Losses","Index","Rating"
"294","Berry (Noble Savage)","College","Men","Rome","GA","/teams/events/Eventteam/?TeamId=WGSTAz9iLbNlIa0K5O0LKpVUqEB1HFRU3IlajJ4DXkE%3d",231,"Berry",741,"Division III","Southeast","Eastern Southeast DIII",6,12,33,0.0537174790566045
"295","Rensselaer Polytech (Trudge)","College","Men","Troy","NY","/teams/events/Eventteam/?TeamId=1qICPrLxtSSs6rQ4xwzT%2bKSf%2fOCb2fzfXcIVKKadVcA%3d",242,"Rensselaer Polytech",693,"Division III","Metro East","Hudson Valley DIII",9,10,351,0.0520416615013514
"296","Florida State-B (DUF Lite)","College","Men","Tallahassee","FL","/teams/events/Eventteam/?TeamId=PD%2buPv6%2bPTqZZ3cOhhh88tRlGTQD6zvv33CAwidpAsE%3d",266,"Florida State B",563,"Developmental","Southeast","Southeast Dev",11,15,150,0.0512737644409804
"297","College of New Jersey (Revolution)","College","Men","Ewing","NJ","/teams/events/Eventteam/?TeamId=lX7B6ipIhfu0Dp%2bfnnko1aAJlpKBRczAMW49tXj%2fr%2b0%3d",243,"College of New Jersey",679,"Division III","Metro East","Metro NY DIII",9,13,105,0.0504011329790365
"298","Northeastern-B (Beastern)","College","Men","Boston","MA","/teams/events/Eventteam/?TeamId=YWe%2bMJNJFrVPZUTyK4ZDmQaXFsYmgrx7On28y1Ozjrc%3d",292,"Northeastern B",382,"Developmental","New England","Metro Boston Dev",13,14,301,0.0503756269609456
"299","Ohio Northern (Darkside)","College","Men","Ada","OH","/teams/events/Eventteam/?TeamId=TI4xXZfIH58Wbbk6YA3lSRaMyXxSZUQGu0wlhA%2fTjH8%3d",NA,NA,NA,NA,NA,NA,7,9,316,0.0499337713916432
"300","Yale (Süperfly)","College","Men","New Haven","CT","/teams/events/Eventteam/?TeamId=3KLR%2bKaMMqLMuXaekNmHrCs1CEzswhWi0vl1D9PePz8%3d",NA,NA,NA,NA,NA,NA,9,9,522,0.0498796087401591
"301","San Francisco State (Fog Ultimate)","College","Men","San Francisco","CA","/teams/events/Eventteam/?TeamId=5k9npzh7xU35T6MRj1WaM124q4rP5rAFyy2JDSddEWU%3d",NA,NA,NA,NA,NA,NA,2,11,373,0.0495512748766384
"302","Philadelphia (Diskfunctional)","College","Men","Philadelphia","PA","/teams/events/Eventteam/?TeamId=XQNppN%2f5JwRxuMWhP7Eo6JvKIlyPnvFZDvPBfa%2bAUKU%3d",262,"Philadelphia",576,"Division III","Ohio Valley","East Penn DIII",10,17,337,0.0490531230201774
"303","Marist (Fox Ultimate)","College","Men","Poughkeepsie","NY","/teams/events/Eventteam/?TeamId=ufERZiSwIWwk2wGF5UY48CGfXVMMW9Hxl7F6TtfTnSc%3d",272,"Marist",530,"Division III","Metro East","Hudson Valley DIII",9,15,238,0.0476324497280254
"304","New Haven (Chargers)","College","Men","West Haven","CT","/teams/events/Eventteam/?TeamId=5x%2bxmJp9MW5vYryQQZZgl%2f%2bX9BSJluzaN3Ph%2bCFJf%2bM%3d",NA,NA,NA,NA,NA,NA,8,7,286,0.0475699119907639
"305","Texas A&M-C (Dozen Exist)","College","Men","College Station","TX","/teams/events/Eventteam/?TeamId=cQE56MyECEQlmeh700o0BmJn%2f%2fLCEDG0srH13tWccUc%3d",273,"Texas A&M C",519,"Developmental","South Central","South Texas DI",10,15,438,0.0474556573707844
"306","California-B (Thugmo)","College","Men","Berkeley","CA","/teams/events/Eventteam/?TeamId=pq088CDXvZgWfZN%2fwvdqXk0CIWjzOxHz9fL%2fLEW5NSs%3d",268,"California B",554,"Developmental","Southwest","Southwest Dev",10,9,59,0.0471224161171855
"307","Texas-B (Texas B)","College","Men","Austin","TX","/teams/events/Eventteam/?TeamId=WharmDO0hQpDV7E0Xt4r3Zay4evEdEgkM0BDJbpsZeY%3d",290,"Texas B",390,"Developmental","South Central","South Texas DI",13,19,430,0.0462090627570602
"308","Delaware-B (Sideshow)","College","Men","Newark","DE","/teams/events/Eventteam/?TeamId=6SZIRWTJqiQOwXHZkJCigPjKQ0DORACLMgEo9Fntz9Y%3d",252,"Delaware B",625,"Developmental","Atlantic Coast","Colonial Dev",20,3,127,0.0455848960003814
"309","Case Western Reserve-B (Fighting Gobies)","College","Men","Cleveland","OH","/teams/events/Eventteam/?TeamId=SmT%2fh0JW0%2bJ7kGxpuNgR2usJo12QrmFphkEK%2f35B2vM%3d",317,"Case Western Reserve B",159,"Developmental","Ohio Valley","Ohio Valley Dev",13,9,80,0.0436794978847595
"310","Portland State (Vitruvious)","College","Men","Portland","OR","/teams/events/Eventteam/?TeamId=AcNCZHOvnoS%2foz6ACNAUQHHo5%2btPTn4MV%2b%2fWROMEciA%3d",274,"Portland State",506,"Division I","Northwest","Cascadia DI",11,17,341,0.043149232305297
"311","Maine-Farmington (Beavers )","College","Men","Farmington","ME","/teams/events/Eventteam/?TeamId=tvbjcpg01vhNmnMRXceuX0M2u5bYYBpeM19IGFCxsNU%3d",NA,NA,NA,NA,NA,NA,4,10,237,0.0417964038804124
"312","St Thomas (Purple Reign)","College","Men","St. Paul","MN","/teams/events/Eventteam/?TeamId=%2b6yjDk%2fnyStXK9s7dcbjIrElzKDxC46I3PzGXn8TTtM%3d",258,"St Thomas",600,"Division III","North Central","Northwoods DIII",11,14,399,0.0403879523660816
"313","Wake Forest (Well Oiled Machine, Baby)","College","Men","Winston-Salem","NC","/teams/events/Eventteam/?TeamId=vpKf%2fHwrGgUNkZPLw0pbFzN6Z73rcRoeyHMNFBd6A3U%3d",261,"Wake Forest",577,"Division I","Atlantic Coast","Carolina DI",3,14,475,0.0397226616147772
"314","Skidmore (ThoroughBears)","College","Men","Saratoga Springs","NY","/teams/events/Eventteam/?TeamId=Q6ECjpPB3Lv6e5H5HpOXQwCU1dLMGohets43MOWdpgA%3d",270,"Skidmore",547,"Division III","Metro East","Hudson Valley DIII",5,15,380,0.0397218891626703
"315","Loyola-Chicago (Darkwing)","College","Men","Chicago","IL","/teams/events/Eventteam/?TeamId=8HlUPwTbXVOJGRdW%2fUGDVTsDWnM%2bvZIcsVb4h8%2fQmXA%3d",240,"Loyola-Chicago",708,"Division I","Great Lakes","Illinois DI",6,12,231,0.0374596781865719
"316","St Joseph's (St. Joseph's)","College","Men","Philadelphia","PA","/teams/events/Eventteam/?TeamId=Lx2CQqqMVnNUqdXoA4dYAxupDVGHOU7o6Or%2bYbNwdzE%3d",NA,NA,NA,NA,NA,NA,1,10,394,0.0373465976280174
"317","Oregon-B (ID)","College","Men","Eugene","OR","/teams/events/Eventteam/?TeamId=STVsl6eHbR2fSlXAkeb126YX7WQqLrzopAdmfqGS9RQ%3d",NA,NA,NA,NA,NA,NA,4,14,325,0.0359317559683065
"318","Western Carolina (Western Front)","College","Men","Cullowhee","NC","/teams/events/Eventteam/?TeamId=c%2fUg1grME0QxemuXhwMCXAgMhhxFl%2b9KWsENrQ3MV7w%3d",NA,NA,NA,NA,NA,NA,4,5,488,0.0346981301151692
"319","Tulsa (Party Fowl)","College","Men","Tulsa","OK","/teams/events/Eventteam/?TeamId=4roUWAkwqvSjV9hZm0j1dqXELUTJDtdlDPvbGMwm01s%3d",277,"Tulsa",492,"Division III","South Central","Northern South Central DIII",10,18,454,0.0344082338911617
"320","Penn State-B (LoveTap)","College","Men","University Park","PA","/teams/events/Eventteam/?TeamId=jPFjKrhHldS5cX61GI2hTO7vxFQpjazlkkGE3AbdAEo%3d",NA,NA,NA,NA,NA,NA,5,11,331,0.0341850800387022
"321","James Madison-B (Smellfish)","College","Men","Harrisonburg","VA","/teams/events/Eventteam/?TeamId=edrI9pm6kiajZ94yvt8Uo9hzaQzXkGL7CZBuZjprCdE%3d",233,"James Madison B",732,"Developmental","Atlantic Coast","Virginia Dev",11,8,205,0.0338413123892172
"322","Caltech (Aftermath)","College","Men","Pasadena","CA","/teams/events/Eventteam/?TeamId=hU0VpEsc9fmn6emL%2f65nJwYEo2Ahp6prnbqNu97joNQ%3d",286,"Caltech",424,"Division III","Southwest","Southwest DIII",4,11,72,0.0338188130788349
"323","Stockton (Stockton )","College","Men","Galloway","NJ","/teams/events/Eventteam/?TeamId=PxeBLRFYM0T%2bRAcxl4YNe3ew5qTikalIx4RfTTDuWt8%3d",241,"Stockton",705,"Division I","Metro East","Metro NY DI",4,8,405,0.0335396268057214
"324","Susquehanna  (Moby Disc)","College","Men","Selinsgrove","PA","/teams/events/Eventteam/?TeamId=kTPU%2fyCXH48hNJfeRI%2bAlDoyb17w7Ls188SDAVfNMKM%3d",254,"Susquehanna",623,"Division III","Ohio Valley","West Penn DIII",12,14,422,0.03256280956062
"325","Wisconsin- La Crosse (BadLUC)","College","Men","La Crosse","WI","/teams/events/Eventteam/?TeamId=EIJbPUuDi89zCwCv8BPXQeNA9m00W730fXq5XLfdjrI%3d",232,"Wisconsin- La Crosse",739,"Division I","North Central","Lake Superior DI",11,12,503,0.0325327737463366
"326","Wheaton (MA) (WULF)","College","Men","Norton","MA","/teams/events/Eventteam/?TeamId=IYkq1gIaEYQIMALEpdDdBbqTwlYxslQtzl3LMv99LOI%3d",264,"Wheaton (MA)",572,"Division III","New England","Metro Boston DIII",10,7,494,0.032013636884512
"327","Cal State-Long Beach (Stalkers)","College","Men","Long Beach","CA","/teams/events/Eventteam/?TeamId=6uTguAoQF8BzASRnZt5D8%2b3knBgrVbEwzSZlsPU2sjE%3d",NA,NA,NA,NA,NA,NA,4,9,58,0.0318279751553333
"328","Southern Indiana (Fusion)","College","Men","Evansville","IN","/teams/events/Eventteam/?TeamId=zJS3cIfcN7Xu1mEvH1JdRpYipm24nx%2fNNPUI5Oj6zgc%3d",236,"Southern Indiana",724,"Division I","Great Lakes","East Plains DI",11,9,389,0.0317160609885837
"329","Virginia-B (Virginia-B)","College","Men","Charlottesville","VA","/teams/events/Eventteam/?TeamId=6iXX34CNMnr6q71RiY5bq%2bFaCtrLWlNV0FrPC57N1LY%3d",245,"Virginia B",672,"Developmental","Atlantic Coast","Virginia Dev",13,6,470,0.0306962993725381
"330","Georgia Gwinnett (BÄR)","College","Men","Lawrenceville","GA","/teams/events/Eventteam/?TeamId=AzkEZPzMyhFMLktkeqPhIG6hHzZK73%2f6kSIIZWyhvus%3d",265,"Georgia Gwinnett",569,"Division I","Southeast","Southern Appalachian DI",5,17,167,0.0304476086294622
"331","Wisconsin-Platteville (Udderburn)","College","Men","Platteville","WI","/teams/events/Eventteam/?TeamId=oOFglR0K4TVP9Yyk%2bovqgmcD6eNfXofpTckS5VVS7p4%3d",NA,NA,NA,NA,NA,NA,5,5,511,0.0303293575882384
"332","Illinois-B (Boomland)","College","Men","Champaign","IL","/teams/events/Eventteam/?TeamId=LNNfZBPaCdZiJlToEuqtczJJL2kxyFmv0TlxsClcJes%3d",297,"Illinois B",340,"Developmental","Great Lakes","Great Lakes Dev",13,13,190,0.0300273507941931
"333","Cal State-Fullerton  (The Commute)","College","Men","Fullerton","CA","/teams/events/Eventteam/?TeamId=8rQDmjmZSdIMcDFOA3bwto%2bvMMxLoYHWhzbfeQ6WkuU%3d",NA,NA,NA,NA,NA,NA,4,8,57,0.0295138829117018
"334","Michigan Tech (DiscoTech)","College","Men","Houghton","MI","/teams/events/Eventteam/?TeamId=T2m5UAdB%2bKFkj%2bgUB7lPdCtfaGMe7eq3c9GZs52uoF8%3d",NA,NA,NA,NA,NA,NA,7,7,259,0.0290155241527696
"335","Wingate (Wingate Bulldogs)","College","Men","Wingate","NC","/teams/events/Eventteam/?TeamId=Zt7QsdwzjPTJdw1xvnhBla0wb6AX8mQLp9RECgshUTM%3d",308,"Wingate",273,"Division III","Atlantic Coast","Carolina DIII",9,10,501,0.0288349398985588
"336","Baylor-B (Stonewall )","College","Men","Waco","TX","/teams/events/Eventteam/?TeamId=UNpgdqGrIcoK7YOdcLiTPJuJwsMpFRwDOjTswEXv8kA%3d",NA,NA,NA,NA,NA,NA,2,14,28,0.0283508659728513
"337","Midwestern State (Cavalry)","College","Men","Wichita Falls","TX","/teams/events/Eventteam/?TeamId=5cD2kIg%2f7SjMf3B46gXQi8wKKZ6dv8Cyd5q6Q%2fQP0II%3d",250,"Midwestern State",642,"Division III","South Central","Texas DIII",7,6,262,0.0279805423076218
"338","Massachusetts-C (Umass Amherst Developmental)","College","Men","Amherst","MA","/teams/events/Eventteam/?TeamId=rBGDuhFkUM1%2f1FS3iD%2fqhz6XepbMrQItQfhzKXWQV9E%3d",NA,NA,NA,NA,NA,NA,13,1,247,0.0277424122079187
"339","Winona State (Experience)","College","Men","Winona","MN","/teams/events/Eventteam/?TeamId=prxGy8v1XLNws4QdTKoNcywFhU%2fxf8bG7fxCeVUYdoE%3d",NA,NA,NA,NA,NA,NA,6,6,502,0.0277406130733364
"340","LSU-B (LSU-B)","College","Men","Baton Rouge","LA","/teams/events/Eventteam/?TeamId=%2fJAz53wyUsA6fvtJbbYCOeU4UDPHbWz%2b5%2ba46qeN21g%3d",287,"LSU B",409,"Developmental","Southeast","Southeast Dev",8,18,232,0.0264334366958535
"341","Roger Williams (Rhody Fresh)","College","Men","Bristol","RI","/teams/events/Eventteam/?TeamId=GqJpTnmQaAq%2fT%2fwE1E6bXAkbKEGu0gI0XRGUZbaW6Q4%3d",NA,NA,NA,NA,NA,NA,1,5,359,0.0253682929322228
"342","SUNY-Brockport (Flying Dogs)","College","Men","Brockport","NY","/teams/events/Eventteam/?TeamId=PcHZkAAAZSY38NW0W8WQlD0AdwMWru214CzVOeAm5PQ%3d",NA,NA,NA,NA,NA,NA,3,6,412,0.0252651658814147
"343","Minnesota State-Mankato (BlueSkunks)","College","Men","Mankato","MN","/teams/events/Eventteam/?TeamId=FNMEoumZd%2fuI0cJM89Xj%2fh8EylliXtHpmHn1vvDyqNw%3d",NA,NA,NA,NA,NA,NA,5,10,268,0.0251091850347825
"344","Virginia Tech-B (Virginia Tech B)","College","Men","Blacksburg","VA","/teams/events/Eventteam/?TeamId=RNZfl%2fuN8OfTuF2XDetdC5OrCKPYYs%2fQVs79ZnazzVE%3d",NA,NA,NA,NA,NA,NA,10,2,473,0.0248549705885842
"345","Saint Rose (Spartans)","College","Men","Albany","NY","/teams/events/Eventteam/?TeamId=7zMUhCjM6lLA3S8ThCy1VCphOwPMGx3drBQQRiL6gps%3d",NA,NA,NA,NA,NA,NA,6,10,367,0.0242672588927676
"346","SUNY-Binghamton-B (SUNY-Binghamton B)","College","Men","Binghamton","NY","/teams/events/Eventteam/?TeamId=EO5ZaTa%2fFyla9n3E%2f2o1bZqDz3Fv3kfmIn6ctZFH2lI%3d",NA,NA,NA,NA,NA,NA,6,5,410,0.0237730365688476
"347","Harvard-B (BRed Line)","College","Men","Cambridge","MA","/teams/events/Eventteam/?TeamId=o71foZGOy9nXHfp%2bjM763lAd6idqLpb4TpULaE8bXq8%3d",NA,NA,NA,NA,NA,NA,12,2,181,0.0235540587479186
"348","Kenyon (SERF)","College","Men","Gambier","OH","/teams/events/Eventteam/?TeamId=DXAdgecpYbKrTbHH5W0sAkCHX455BJA8hDdTYDg9Yw4%3d",NA,NA,NA,NA,NA,NA,2,10,218,0.0232741635526778
"349","Rhodes (Rhodekill)","College","Men","Memphis","TN","/teams/events/Eventteam/?TeamId=LWVe2ZRXvzJWkpOPwlh1fv0t9asErS4IbY11LF52c%2f0%3d",NA,NA,NA,NA,NA,NA,2,4,354,0.0231710707085708
"350","Drury (Drury Ultimate)","College","Men","Springfield","MO","/teams/events/Eventteam/?TeamId=7Z6YQropSHc9fw64veZCQcysbQFoJSQ46df%2fkYFfCRo%3d",295,"Drury",364,"Division III","South Central","Northern South Central DIII",6,13,135,0.0222125416316767
"351","Grinnell (Grinnellephants)","College","Men","Grinnell","IA","/teams/events/Eventteam/?TeamId=D%2bhy%2fd3muK6GHDeUzrVFF8%2bQkK%2fwumJfQ03O%2b6B5WcM%3d",294,"Grinnell",371,"Division III","North Central","West Plains DIII",9,16,177,0.0214058913488916
"352","Wright State (Airstrike)","College","Men","Dayton","OH","/teams/events/Eventteam/?TeamId=nZISfW%2bWq%2bXNoRqry3FIVGt60J3vmetZo0iobTPb4Ws%3d",276,"Wright State",494,"Division I","Ohio Valley","Ohio DI",10,11,519,0.0213684872092566
"353","Maryland-B (Solar Flair)","College","Men","College Park","MD","/teams/events/Eventteam/?TeamId=hyKCamH%2bNd4b3dZMssDu%2fXmZ5OIf2g3COC%2fqHpsLOeQ%3d",NA,NA,NA,NA,NA,NA,14,4,242,0.021225677158747
"354","Massachusetts-Lowell (Riverhawks)","College","Men","Lowell","MA","/teams/events/Eventteam/?TeamId=CwvIldmh3FzJ8Zx9PeSedfErxD5CMXW8mpdyRyD75qA%3d",NA,NA,NA,NA,NA,NA,0,6,248,0.020411606223108
"355","Southern California-B (USC Combo)","College","Men","Los Angeles","CA","/teams/events/Eventteam/?TeamId=HTutNpOVoJAHA%2fS9EICZXpDnd3QstphwwDzROPA1VeI%3d",NA,NA,NA,NA,NA,NA,3,10,386,0.0199375629158346
"356","UCLA-B (UCLA Smoke)","College","Men","Los Angeles","CA","/teams/events/Eventteam/?TeamId=Q9cXlSRvcsJEX4E%2bAG0E0hY1PObBdzSbTm%2bip99M7ok%3d",NA,NA,NA,NA,NA,NA,8,5,455,0.0198513727359378
"357","Arizona-B (Swashbucklers)","College","Men","Tucson","AZ","/teams/events/Eventteam/?TeamId=sBFfRXCtZRC4ouMV7aB6C3CgE65r8FJ8gGgAalz0gC8%3d",NA,NA,NA,NA,NA,NA,2,11,14,0.0196521699892596
"358","Westfield State (Owls)","College","Men","Westfield","MA","/teams/events/Eventteam/?TeamId=IaE2KA8GhpeYmK%2byiFOhQ%2b3nKS42E%2fwBW0Vyz8bpJS0%3d",NA,NA,NA,NA,NA,NA,1,8,492,0.0195819250936971
"359","Washington University-B (Contraband)","College","Men","St. Louis","MO","/teams/events/Eventteam/?TeamId=x%2f0V5EX9wIVnzxDyk7NGO5XjowKF%2boMV0pElxx1dgY8%3d",291,"Washington University B",383,"Developmental","South Central","Ozarks DI",7,18,480,0.019180900922734
"360","Northern Illinois (Wolfpack Ultimate)","College","Men","Dekalb","IL","/teams/events/Eventteam/?TeamId=Ug6dWpM7Z%2bebN8PktAynjebjSJOnKbh%2bkMUrNUBlfsU%3d",255,"Northern Illinois",614,"Division I","Great Lakes","Illinois DI",7,11,304,0.0190162698961522
"361","Cornell-B (Cornell-B (Shake))","College","Men","Ithaca","NY","/teams/events/Eventteam/?TeamId=xJgSySeCwh3eUVmgiQfBzbijG2J3vQWVrhc7eaiigIg%3d",289,"Cornell B",394,"Developmental","Metro East","Metro East Dev",11,16,118,0.0187692030130959
"362","Sul Ross State (Sul Ross Ultimate)","College","Men","Alpine","TX","/teams/events/Eventteam/?TeamId=mmlU2P7Vi7nZU19C0Am2cBuatQlI2EEyYyVCyRRIRd8%3d",NA,NA,NA,NA,NA,NA,3,4,407,0.0187146199454076
"363","Muhlenberg College (Muhlenberg Ultimate)","College","Men","Allentown","PA","/teams/events/Eventteam/?TeamId=M%2f9wV2vGKpufmAmNS4davcDM9ZW4KDPRd4q79i1lYJI%3d",278,"Muhlenberg College",481,"Division III","Ohio Valley","East Penn DIII",11,18,279,0.0184753949815404
"364","Kent State (Kent State Damn Gravity)","College","Men","Kent","OH","/teams/events/Eventteam/?TeamId=aDy4N%2b6lTaDsB96csDEtZ3l9gr38cHzOsUwEWGwHL98%3d",303,"Kent State",309,"Division I","Ohio Valley","Ohio DI",7,11,216,0.0182896446622893
"365","California-San Diego-B (Air Squids LITE )","College","Men","La Jolla","CA","/teams/events/Eventteam/?TeamId=ubJIO2BPKN6kEyGILkwHxoeirca913ko9HWsE5HCo%2bo%3d",313,"California-San Diego B",206,"Developmental","Southwest","Southwest Dev",3,15,63,0.0180703012805682
"366","Northwestern-B (Bolt)","College","Men","Evanston","IL","/teams/events/Eventteam/?TeamId=A3RCU2UGyxtDmXzxeqX9Lk2C55%2fDZ5kABYqybl5Q6W8%3d",304,"Northwestern B",306,"Developmental","Great Lakes","Great Lakes Dev",13,15,307,0.0179124940822802
"367","Memphis (Memphis Bluff)","College","Men","Memphis","TN","/teams/events/Eventteam/?TeamId=8vS%2f2ILg2wgX9nSacobtSko7hqiPUEisTO6ESJ%2f96u0%3d",NA,NA,NA,NA,NA,NA,2,11,250,0.0172340380116918
"368","Radford (Scoundrels)","College","Men","Radford","VA","/teams/events/Eventteam/?TeamId=%2fmhBRgtr0xIIuW6ycj8Yl5cUMgcafT6oRCpAD3P2I%2fg%3d",NA,NA,NA,NA,NA,NA,2,8,348,0.0165060758344292
"369","Texas-Rio Grande Valley (RGV Shrike Cutters)","College","Men","McAllen","TX","/teams/events/Eventteam/?TeamId=PBskP34e7tPp5SsdHDphGim8oCi%2fsHlXkjNswnuLuH8%3d",NA,NA,NA,NA,NA,NA,6,9,434,0.016233837417782
"370","Ohio State-B (Big Buckin' Chicken)","College","Men","Columbus","OH","/teams/events/Eventteam/?TeamId=jgDtOYZvZ3FR2ZhBZ36fJj78vUeNjzcAhq%2fxNTE1DRQ%3d",NA,NA,NA,NA,NA,NA,7,5,317,0.0153974887002856
"371","Franklin & Marshall (Deep Blue)","College","Men","Lancaster","PA","/teams/events/Eventteam/?TeamId=5LDthUPlNDD%2bEkq%2f7xSPtZO4Hk5AioyGp71Om0J3%2fPg%3d",320,"Franklin & Marshall",136,"Division III","Ohio Valley","East Penn DIII",7,14,156,0.0153653930679503
"372","Southern Mississippi (Southern Miss)","College","Men","Hattiesburg","MS","/teams/events/Eventteam/?TeamId=Gebn78mdHGCB2DdsisSWuD%2blYrNUaZ4PZHxH814Lr4Y%3d",NA,NA,NA,NA,NA,NA,1,22,391,0.0148331499551723
"373","George Washington-B (G-Dub B Bus Stop)","College","Men","Washington, D.C.","DC","/teams/events/Eventteam/?TeamId=kGooWJsoP0uaC5p0xVazVwlTTF9AMXJvfVzSFWRSWl8%3d",318,"George Washington B",145,"Developmental","Atlantic Coast","Colonial Dev",13,6,160,0.0147648364826097
"374","SUNY-New Paltz (Gunx)","College","Men","New Paltz","NY","/teams/events/Eventteam/?TeamId=ireGImEUr3fxHNeaCq7Kct4Bi5QD4KGbe3ZOTkidIMk%3d",NA,NA,NA,NA,NA,NA,2,4,418,0.0142162578567841
"375","DePaul (DUC)","College","Men","Chicago","IL","/teams/events/Eventteam/?TeamId=Unp57eIEhkNBCiwWUvjirGwJEXsSm2xfyj5aklSQtaA%3d",285,"DePaul",426,"Division I","Great Lakes","Illinois DI",8,12,131,0.0141210379242113
"376","Keene State (Keene State)","College","Men","Keene","NH","/teams/events/Eventteam/?TeamId=7hgzs5kSwFQRjvFQ59BVi3EMkL%2bdtQ1ekQu2P%2flqRq0%3d",NA,NA,NA,NA,NA,NA,6,13,214,0.0137202664673634
"377","Allegheny (Hellbender)","College","Men","Meadville","PA","/teams/events/Eventteam/?TeamId=p5l34pIOfur02OKA1a%2ft6kUniouVDanw3W0ZLOxEkGE%3d",NA,NA,NA,NA,NA,NA,4,8,8,0.0135678344583966
"378","Rowan-B (Ruf Riders B)","College","Men","Glassboro","NJ","/teams/events/Eventteam/?TeamId=yI8V4AiRZ2hnFYIzrLlE4TzxGz0Lg1XYlUjtNwyj%2fDY%3d",314,"Rowan B",187,"Developmental","Metro East","Metro East Dev",11,8,361,0.0133935702628249
"379","Vermont-B (Chill)","College","Men","Burlington","VT","/teams/events/Eventteam/?TeamId=8lTSOHHNMLXJZD%2bX1BUcCmIiDVs1KTP7S7xIQyrwzRg%3d",NA,NA,NA,NA,NA,NA,8,8,466,0.013299824499173
"380","Merrimack (Merrimack Ultimate)","College","Men","North Andover","MA","/teams/events/Eventteam/?TeamId=3THj5o%2b8SSQbfIjfgij7xewxEYGdP%2bp06Uuo0wfxA8c%3d",NA,NA,NA,NA,NA,NA,2,10,251,0.0131503152935928
"381","Vassar (Swinging Monks)","College","Men","Poughkeepsie","NY","/teams/events/Eventteam/?TeamId=vML%2fYaxTUpzVNfeHDPwhDwz%2bybo7hxjLqUebTFmVlEQ%3d",NA,NA,NA,NA,NA,NA,3,4,465,0.0120370672480065
"382","Fordham (Fordham Ultimate)","College","Men","Bronx","NY","/teams/events/Eventteam/?TeamId=RSauVHUKRSSJxeiz2biduBF%2bWTYR2c9AxVLA9%2bAO%2baY%3d",NA,NA,NA,NA,NA,NA,5,10,154,0.0120263857960603
"383","California-Santa Cruz-B (UCSC B (Ooze))","College","Men","Santa Cruz","CA","/teams/events/Eventteam/?TeamId=saqjQuZuBjFo8mnCJc2sjNYl9PnwLW45eD5iDoeRo9k%3d",NA,NA,NA,NA,NA,NA,5,10,68,0.0118138943070857
"384","Brown-B (Brown - B)","College","Men","Providence","RI","/teams/events/Eventteam/?TeamId=CK8HWFiKgcR9bndyQ0zj7oRD3fr%2bYH71L30pMawtPF4%3d",NA,NA,NA,NA,NA,NA,10,5,48,0.0116266158939409
"385","Central Connecticut State (Blue Barracudas)","College","Men","New Britain","CT","/teams/events/Eventteam/?TeamId=NOZgNlZnShCDCMlnI8HxUujlycG5qOLMl14NtJSp%2fSQ%3d",NA,NA,NA,NA,NA,NA,4,6,85,0.0111665338611309
"386","Creighton (Tuskers)","College","Men","Omaha","NE","/teams/events/Eventteam/?TeamId=eLfHqLH2PCzakB3GG3klYZwSLrwwJfjuH9g%2frkJPk2I%3d",293,"Creighton",380,"Division III","North Central","West Plains DIII",5,12,121,0.0108702191682126
"387","Middle Tennessee State (Lightning)","College","Men","Murfreesboro","TN","/teams/events/Eventteam/?TeamId=Z3ccXsTNItgaVWJeB%2faTaOTZDU5LkCmPD47DKq8e%2fVI%3d",NA,NA,NA,NA,NA,NA,2,11,260,0.0103030798488022
"388","Nevada-Reno-B (Ascension)","College","Men","Reno","NV","/teams/events/Eventteam/?TeamId=nKGFTHXOPWKhDc3XkLLuBOshHHzZXGc8Zf9KtjfNFFM%3d",NA,NA,NA,NA,NA,NA,2,14,283,0.0102377554829915
"389","Louisville (502)","College","Men","Louisville","KY","/teams/events/Eventteam/?TeamId=eMdqw20MyKgLSbGy1YLSeEUvhg6ezEpm5T02QmV6D6o%3d",NA,NA,NA,NA,NA,NA,1,4,230,0.0100283369045207
"390","Dickinson (Jive Turkeys)","College","Men","Carlisle","PA","/teams/events/Eventteam/?TeamId=bOg1R8S8gvfeKL4vdgaCpsyqEwq1%2bv93X1rO3obU%2fMM%3d",281,"Dickinson",475,"Division III","Ohio Valley","West Penn DIII",11,9,132,0.0100238652990817
"391","Dallas (Vortex)","College","Men","Irving","TX","/teams/events/Eventteam/?TeamId=uxL4T6mwIgY14WtFGe7ywuigUUExBEjHGttEFfuyO5o%3d",NA,NA,NA,NA,NA,NA,2,5,122,0.00957787513685231
"392","Sam Houston State (Deuce Ultimate)","College","Men","Huntsville","TX","/teams/events/Eventteam/?TeamId=OwlILXypb%2br8afM6rkQJ%2b9U%2b4Vp44naPLz%2bOq%2fdIE6g%3d",NA,NA,NA,NA,NA,NA,5,8,370,0.00954486638985346
"393","Millersville (Moose)","College","Men","Millersville","PA","/teams/events/Eventteam/?TeamId=XZpZNRMCTRvw4016cNjWp0LRXMk3Za9z8KhDqNZOuLs%3d",296,"Millersville",356,"Division I","Ohio Valley","East Penn DI",4,16,263,0.00868131629326379
"394","South Florida-B (Scourge)","College","Men","Tampa","FL","/teams/events/Eventteam/?TeamId=XklLsjN1lcFMnzwJYMAr1uohh6rb%2bHDonwc2sB41kS0%3d",316,"South Florida B",164,"Developmental","Southeast","Southeast Dev",3,16,384,0.00866983369239984
