"","Team","Competition Level","Gender Division","Competition Division","College Region","College Conference","Wins","Losses","Links","Rating"
"14","Southern California","College","Women","Division I","Southwest","SoCal DI",17,11,"/teams/events/Eventteam/?TeamId=kYEAvqM6osoedNBKIjIgFJ7YmKzbwypoaisrdUYJ3k0%3d",4.71682105925833
"15","Carleton College","College","Women","Division I","North Central","Western North Central DI",17,9,"/teams/events/Eventteam/?TeamId=NwrqWq7T52otvyL5c9Wsgq8nWWuA6j3c9jcVFfaUhNE%3d",4.55465833059313
"16","Ohio State","College","Women","Division I","Ohio Valley","Ohio DI",19,10,"/teams/events/Eventteam/?TeamId=Wmb6gNGRpntGn1S3HGYdc6MliHJ1KaUc4NkMTm%2bOadg%3d",4.22379944061595
"17","California-San Diego","College","Women","Division I","Southwest","SoCal DI",17,13,"/teams/events/Eventteam/?TeamId=4cRw9FDJ9oW5ffiKGabttFznjbbxQjlkLM9CmN%2fLa7k%3d",4.13666391654379
"18","North Carolina","College","Women","Division I","Atlantic Coast","Carolina DI",16,7,"/teams/events/Eventteam/?TeamId=gUiWjT9ywZbw1fX%2fupfcfpLQtBXRn%2bkZHPLcLj%2f5g8w%3d",4.13150589719041
"19","Florida","College","Women","Division I","Southeast","Florida DI",25,10,"/teams/events/Eventteam/?TeamId=o2%2bgz5kZ4fEUJVq2NBLCaNWBn6DXEl6DRUkaIPd4bqA%3d",3.93266129588319
"20","Georgetown","College","Women","Division I","Atlantic Coast","Colonial DI",26,5,"/teams/events/Eventteam/?TeamId=41GYrlDvmTeKymN9bt9oThwTqkV%2bzbvS%2fyhHFluWNlE%3d",3.05069887645657
"21","Kansas","College","Women","Division I","South Central","Ozarks DI",27,6,"/teams/events/Eventteam/?TeamId=SJEwN6h039xYkq571Ag%2b6CaXtiMtHuwE2RNbj4dM8jY%3d",2.74550021572473
"22","Whitman","College","Women","Division I","Northwest","Big Sky DI",12,10,"/teams/events/Eventteam/?TeamId=1uJ5zDTH88%2fhgLMZuxhunRtHhOkN%2ftD5V4YVm3aQgqU%3d",2.53830939435767
"23","California-Davis","College","Women","Division I","Southwest","NorCal DI",18,13,"/teams/events/Eventteam/?TeamId=9oWJlSxruUXZ5mlv%2ffljz7%2bjIEXyOft3F3nd1xt8dRI%3d",2.37218109478402
"24","Iowa State","College","Women","Division I","North Central","Western North Central DI",19,6,"/teams/events/Eventteam/?TeamId=%2brbxZekO2c0nzlhiafO3HcIDdynbCestG6MixMijxUk%3d",2.33656985040454
"25","North Carolina-Wilmington","College","Women","Division I","Atlantic Coast","Carolina DI",17,10,"/teams/events/Eventteam/?TeamId=Svc7GD5ciYxSWUqtNiL4cLKPAHwbd2oHPX7pzv67rnI%3d",2.2913422308746
"26","West Chester","College","Women","Division I","Ohio Valley","Pennsylvania DI",19,4,"/teams/events/Eventteam/?TeamId=l956kZyz0JpZ5LX%2bn6e0RfghY9QIumLsK6X218BRmYM%3d",2.15557588605363
"27","Liberty","College","Women","Division I","Atlantic Coast","Virginia DI",21,9,"/teams/events/Eventteam/?TeamId=2KtfN4%2f1SybgbVEiL4BgCHwU%2fMt6UUhr2U99VtwS8gQ%3d",1.90662571634773
"28","Vermont","College","Women","Division I","New England","Greater New England DI",13,8,"/teams/events/Eventteam/?TeamId=tnSj9MDVfXpvFsGoAdunXjjhz4lGWDc0MjzUbRh3n5I%3d",1.76034470005645
"29","Cornell","College","Women","Division I","Metro East","Western NY DI",27,2,"/teams/events/Eventteam/?TeamId=z3eFI7xFYmutBzFzercqYtBoddv8p8SD9xT%2fuSyenkE%3d",1.64775253458307
"30","Colorado State","College","Women","Division I","South Central","Rocky Mountain DI",18,5,"/teams/events/Eventteam/?TeamId=%2bXYlWj%2fs0LB%2f7GD0pgbUG7HQuDjd0CcmTehQxIz3HFs%3d",1.64617597638607
"31","Georgia Tech","College","Women","Division I","Southeast","Southern Appalachian DI",17,13,"/teams/events/Eventteam/?TeamId=DtIkXqr2fcyHHJBWO2ns59w6%2bSp8mxYkyTyUVOAlCu0%3d",1.41040909152152
"32","Chico State","College","Women","Division I","Southwest","NorCal DI",14,6,"/teams/events/Eventteam/?TeamId=u62GZSQFWTchsABWE%2blS%2fvEhyhFdrsDImTA25vuNNSA%3d",1.32084320081182
"33","Penn State","College","Women","Division I","Ohio Valley","Pennsylvania DI",11,12,"/teams/events/Eventteam/?TeamId=orJfAYX9d9xX5aNHwn6ARbtRoljCE%2byc1OR9fWc%2bH0c%3d",1.26307513686016
"34","Williams","College","Women","Division III","New England","South New England DIII",18,2,"/teams/events/Eventteam/?TeamId=eFylP9zG4UAbOBCLlGiSOfrJQ8A1VY8UTp8Dk72Y2Ao%3d",1.2347105221426
"35","Minnesota","College","Women","Division I","North Central","Western North Central DI",11,10,"/teams/events/Eventteam/?TeamId=8j5IDNJ2mmTGHEB4J6akgvGmZ8yE2cNy5JBF8u4xkFM%3d",1.22436314996461
"36","Western Washington","College","Women","Division I","Northwest","Cascadia DI",4,8,"/teams/events/Eventteam/?TeamId=PUsywval7dv8Gpn8URBwtPJx0bimD74i1mIOA7RYAzU%3d",1.01800811100344
"37","Carleton College-Eclipse","College","Women","Division III","North Central","North Central DIII",16,6,"/teams/events/Eventteam/?TeamId=m1DkV3n9%2fo6kLW3AWLG7dSvPceEGoEnC07SgyHdhOK0%3d",1.00017246079515
"38","Duke","College","Women","Division I","Atlantic Coast","Carolina DI",14,3,"/teams/events/Eventteam/?TeamId=H0uZQmihXxCKUXgWlkzCXx5G%2fXPHpts6WN1HLnsXyek%3d",0.991925291565789
"39","North Carolina State","College","Women","Division I","Atlantic Coast","Carolina DI",14,7,"/teams/events/Eventteam/?TeamId=U3CpEGnLUG%2f8JDXI0pkPpdfrjLKb%2fyp2Ee0Nh1vDQSs%3d",0.983991656034877
"40","California-Santa Barbara","College","Women","Division I","Southwest","SoCal DI",14,13,"/teams/events/Eventteam/?TeamId=DJU6wjdQQDTsL30jYJPTxbDqfQKHf0CfbILG%2f2T%2bR2w%3d",0.948332453571301
"41","Kennesaw State","College","Women","Division I","Southeast","Southern Appalachian DI",19,5,"/teams/events/Eventteam/?TeamId=SsDArHe7imZC0wDTMqr4zR7HCndeywtem5EJ8BadDeg%3d",0.939897326443843
"42","Cal Poly-SLO","College","Women","Division I","Southwest","SoCal DI",12,9,"/teams/events/Eventteam/?TeamId=zeFWx%2f3rImfgKOs0kwsvgR2NRLIxtgYapZk6iqVi8Wo%3d",0.939488314015255
"43","Georgia","College","Women","Division I","Southeast","Southern Appalachian DI",15,11,"/teams/events/Eventteam/?TeamId=bv0piAGJ2T9Ulg9%2b2sCDhNKmdutHSSEi2i%2bOOiBQi%2bQ%3d",0.91815061337808
"44","Delaware","College","Women","Division I","Atlantic Coast","Colonial DI",12,6,"/teams/events/Eventteam/?TeamId=aLhdH%2bEG4J1Z74u6Uku9dzsribdKZiM1EWzcxU2rYYA%3d",0.902238256133497
"45","Washington","College","Women","Division I","Northwest","Cascadia DI",7,16,"/teams/events/Eventteam/?TeamId=IdzlN7L1l6MEgyweYTbtLfoXm5eOhDnr%2fbrKUDrh8oU%3d",0.863164049246642
"46","Colorado College","College","Women","Division I","South Central","Rocky Mountain DI",7,14,"/teams/events/Eventteam/?TeamId=shxGM7ge4qsLfJqbKelBfpY9r18Q46xoRk%2fFK19%2bMTU%3d",0.858688495231772
"47","Clemson","College","Women","Division I","Atlantic Coast","Carolina DI",10,10,"/teams/events/Eventteam/?TeamId=A%2fGcWvr8lK3AqaY31RTjqGpSrTNEzkjXh8ouRi%2bSqEM%3d",0.829861867302023
"48","Florida State","College","Women","Division I","Southeast","Florida DI",20,14,"/teams/events/Eventteam/?TeamId=jmdXQMKsoEqlx%2fndlWxqZBHFZdN2arSj%2f2sZBXI8DRw%3d",0.82027740805709
"49","Sonoma State","College","Women","Division I","Southwest","NorCal DI",7,13,"/teams/events/Eventteam/?TeamId=aPid5g7Rl4Q5qYAko8Yqlxuj4UzkDk60VNXenGREtRE%3d",0.793550240582851
"50","Auburn","College","Women","Division I","Southeast","Gulf Coast DI",19,4,"/teams/events/Eventteam/?TeamId=Itxp5yUgi7zE4VdHsGbImiqfb0PKZnjdDCsLW3cTj38%3d",0.762755510056063
"51","Portland","College","Women","Division III","Northwest","Northwest DIII",17,4,"/teams/events/Eventteam/?TeamId=boldYMSHhHP%2fZnPS3hRcZoFizEykg5NrAUy8Le16Ij0%3d",0.736700476965168
"52","Wisconsin","College","Women","Division I","North Central","Lake Superior DI",10,14,"/teams/events/Eventteam/?TeamId=s7xC%2f2JqXAnPXLgnWZds6lD4Xh62tSZbI6PBAr2tEsk%3d",0.71780172844878
"53","Boston College","College","Women","Division I","New England","Metro Boston DI",13,4,"/teams/events/Eventteam/?TeamId=0DKZAY%2fClTUlcMJNV3ErO3mO58jDb9XDosf9Qieitw0%3d",0.684189861605334
"54","Chicago","College","Women","Division I","Great Lakes","Illinois DI",17,9,"/teams/events/Eventteam/?TeamId=agCGUT6w3uLl52%2boCeMfULuFyIJNEZVN2aIIzIKG3Zg%3d",0.660801297568383
"55","Columbia","College","Women","Division I","Metro East","Eastern Metro East DI",14,3,"/teams/events/Eventteam/?TeamId=xtcmP99PffxjvtIyS%2bClt6%2fpSpsjbnF7TEqh3uZ9fhw%3d",0.659892893667166
"56","Northwestern","College","Women","Division I","Great Lakes","Illinois DI",16,10,"/teams/events/Eventteam/?TeamId=uFEJJHpXo%2bfg21QK51DzML51WaHXso20o%2bnS2oItlEI%3d",0.583761154229698
"57","Central Florida","College","Women","Division I","Southeast","Florida DI",13,11,"/teams/events/Eventteam/?TeamId=Fau2WHfLb7iXwh2CX%2fZRdzDu%2bK0SGFkO9nChSfiku38%3d",0.546740731425876
"58","Northeastern","College","Women","Division I","New England","Metro Boston DI",10,15,"/teams/events/Eventteam/?TeamId=ULMADbe8rb3kbp2F%2bq8VcYK7N3CyYNSTUrRhhBajqEI%3d",0.546573532237427
"59","Cincinnati","College","Women","Division I","Ohio Valley","Ohio DI",12,5,"/teams/events/Eventteam/?TeamId=EKcCmU1buLMPwucVJ41IhnLUPJjh4t0WpX7p780w67s%3d",0.492943079207086
"60","West Virginia","College","Women","Division I","Ohio Valley","Pennsylvania DI",13,4,"/teams/events/Eventteam/?TeamId=UcqpwvFK6qHgsIMb1%2bQ0RQQ4t3UI0sGqH9pI2SuYtZg%3d",0.491109471765623
"61","Brigham Young","College","Women","Division I","Northwest","Big Sky DI",9,8,"/teams/events/Eventteam/?TeamId=GyIWE10yaReEHY1YEkoUTP7LiB%2bwS%2fGAo%2bK8ykiHGeE%3d",0.419303403507981
"62","Illinois","College","Women","Division I","Great Lakes","Illinois DI",11,9,"/teams/events/Eventteam/?TeamId=JSxn5P2QdOHgK8bbGkZKmRGsGfa9vnfIpy%2bL7zmaV3Q%3d",0.416363025444131
"63","South Carolina","College","Women","Division I","Atlantic Coast","Carolina DI",13,8,"/teams/events/Eventteam/?TeamId=Ec801WfT2iJGXPljM5d9a1n%2fDibbrJRchytByoIGi%2b4%3d",0.40831886025049
"64","Denver","College","Women","Division I","South Central","Rocky Mountain DI",14,7,"/teams/events/Eventteam/?TeamId=iqD37pXMEw%2bbep2hg73k0Dmy4f%2fW8iB2A1kScChAPks%3d",0.318922211930023
"65","Maryland","College","Women","Division I","Atlantic Coast","Colonial DI",19,14,"/teams/events/Eventteam/?TeamId=W1rKBAklwdksFfw8T6J9s4%2bxJKknScR1Ch%2fjCxUT3lk%3d",0.313987055143804
"66","Victoria","College","Women","Division I","Northwest","Cascadia DI",6,12,"/teams/events/Eventteam/?TeamId=UFP4dGqMw9CL%2fXnILhJSGCjhepT4PajAMtAv0G%2bHVcg%3d",0.306915540629602
"67","Utah","College","Women","Division I","Northwest","Big Sky DI",11,9,"/teams/events/Eventteam/?TeamId=m73fSOCvwN44i%2bdz5xhcrmYANr7M%2b367mEqrQV480Jw%3d",0.297075058176611
"68","Montana","College","Women","Division I","Northwest","Big Sky DI",5,8,"/teams/events/Eventteam/?TeamId=%2bquXdUAgZAajPeHi%2bR0xZ8cjX%2fbKKXJCONCoXZbka4I%3d",0.29430795789159
"69","Carnegie Mellon","College","Women","Division I","Ohio Valley","Pennsylvania DI",13,10,"/teams/events/Eventteam/?TeamId=2pz1%2fq7NMIFoTZztaRm7%2fG5t3F0nBgKYyKtI%2b4WCKvU%3d",0.283447209856846
"70","Bowdoin","College","Women","Division III","New England","North New England DIII",9,2,"/teams/events/Eventteam/?TeamId=8wF5GL2mV8K8mXy8Et985w2ZPG%2fg6XXKx7l0kuoRxgo%3d",0.281018988690391
"71","Harvard","College","Women","Division I","New England","Metro Boston DI",14,8,"/teams/events/Eventteam/?TeamId=hUSGGPgTIUluMR1pCr5MFkf08km7d8twZk9M7y%2fIkXc%3d",0.280021263104239
"72","Missouri State","College","Women","Division I","South Central","Ozarks DI",14,4,"/teams/events/Eventteam/?TeamId=lQi4946YJw5WX0JUGsWbg7u6O1AGwvMzgWpfvN6XWtM%3d",0.262484257798755
"73","Truman State","College","Women","Division III","South Central","South Central DIII",15,6,"/teams/events/Eventteam/?TeamId=4dGkX7XixfnEBcwY0prdutLhYCSbw4%2bsWkRMSjvap%2fQ%3d",0.257015536299882
"74","Case Western Reserve","College","Women","Division I","Ohio Valley","Ohio DI",10,5,"/teams/events/Eventteam/?TeamId=kNe%2fJLR%2bW0SBoryXfzjmdrmGKfe16ctQxrfLF5S6TKE%3d",0.255363431190079
"75","San Diego State","College","Women","Division I","Southwest","SoCal DI",8,12,"/teams/events/Eventteam/?TeamId=ZX33qMLWLJpIN8Fwl2GmKbFrK9uy%2bf48Lpc5GHGCZ9o%3d",0.25505547854028
"76","Princeton","College","Women","Division I","Metro East","Eastern Metro East DI",17,8,"/teams/events/Eventteam/?TeamId=M4c6NyH72wgD7XUnMNbMsdoZ6EgQKLymSYLik7QJxSE%3d",0.252716212295175
"77","Puget Sound","College","Women","Division III","Northwest","Northwest DIII",9,10,"/teams/events/Eventteam/?TeamId=wp3pykW%2f%2bMusNgMn%2fqmhWXbVCwKKbLZPsolU3A2HUY0%3d",0.244849468521245
"78","Washington University","College","Women","Division I","South Central","Ozarks DI",11,15,"/teams/events/Eventteam/?TeamId=AUu2RJq%2fMZhVFRQ%2bgXi45cGambK9DC4ICUIW5EXpf9E%3d",0.241183973623709
"79","George Mason","College","Women","Division I","Atlantic Coast","Virginia DI",18,8,"/teams/events/Eventteam/?TeamId=yJdYfZOkNxNg9xjDxGi2v5CRYZImONJavWr5UBkehso%3d",0.241115312518027
"80","Indiana","College","Women","Division I","Great Lakes","Eastern Great Lakes DI",17,7,"/teams/events/Eventteam/?TeamId=aAUiRYJmi6fw7gapfnv1FuUHeQxTcbKFVsaQVRX9poU%3d",0.234814614857037
"81","Pennsylvania","College","Women","Division I","Ohio Valley","Pennsylvania DI",13,10,"/teams/events/Eventteam/?TeamId=KsbbG3e9hjvAPR2z6FSEWQzX%2fcviJhYoJV1DW0lq8J8%3d",0.23333495441081
"82","Idaho","College","Women","Division I","Northwest","Big Sky DI",6,11,"/teams/events/Eventteam/?TeamId=heaBQJF9A6cDlIfU2KSi7kzDoIOFWI7yo8fN1tmS6Q4%3d",0.22871975772977
"83","Connecticut","College","Women","Division I","Metro East","Eastern Metro East DI",14,4,"/teams/events/Eventteam/?TeamId=Bw4X5kH8%2blNFkm5DaoSpE5jxLAuEIme1R0yGOLdU40c%3d",0.219611821317686
"84","Allegheny","College","Women","Division III","Ohio Valley","Pennsylvania DIII",10,5,"/teams/events/Eventteam/?TeamId=GinWetxm%2fZvZ0N%2fUTK%2bWtlzBHHljo7gF5JVni%2fRSsKM%3d",0.217451751082677
"85","Iowa","College","Women","Division I","North Central","Western North Central DI",14,13,"/teams/events/Eventteam/?TeamId=RzDNayJWB2ePNdEnK1FH06lYuuLybCNh%2fKB2mk0OzQo%3d",0.21715501629982
"86","Valparaiso","College","Women","Division III","Great Lakes","Great Lakes DIII",10,3,"/teams/events/Eventteam/?TeamId=gvN1mHREvSjJRrohwFOoXwvSgaqraYU7eAfSOE64BMg%3d",0.214290597827129
"87","Oregon State","College","Women","Division I","Northwest","Cascadia DI",8,7,"/teams/events/Eventteam/?TeamId=ceWhAnmm9hJmU5H3pBVY9tSZB3SU0vYtVD263mLD3yo%3d",0.208204216996641
"88","St Olaf","College","Women","Division III","North Central","North Central DIII",9,8,"/teams/events/Eventteam/?TeamId=L%2bnaiOICsvpoS48z0cK2A4y5EqRNtneUxyv3GkY%2fTAo%3d",0.200266348291488
"89","Boise State","College","Women","Division I","Northwest","Big Sky DI",6,13,"/teams/events/Eventteam/?TeamId=%2fmrjSLct5hWpusPeWOwZTJiyMEPJsnI52zcXdqr5WnE%3d",0.19383535553311
"90","Vanderbilt","College","Women","Division I","Southeast","Gulf Coast DI",11,5,"/teams/events/Eventteam/?TeamId=Gjdks5Kn%2fHZp8OehEx6z61TWqGyQ5vL4MZqTxqmqfac%3d",0.188003088426124
"91","Santa Clara","College","Women","Division I","Southwest","NorCal DI",7,9,"/teams/events/Eventteam/?TeamId=fXsHBrvEI2JiOxJlZpAPzgDzHgT%2fRn8ozlHpu1Swu1Y%3d",0.184618920710001
"92","California-Santa Cruz","College","Women","Division I","Southwest","NorCal DI",5,15,"/teams/events/Eventteam/?TeamId=jaq4l3e%2bBkW1BWT%2bIp8Kiv8AHuy%2bKXIEH2llLgEF5Ys%3d",0.150901923087722
"93","Tennessee","College","Women","Division I","Southeast","Southern Appalachian DI",13,12,"/teams/events/Eventteam/?TeamId=tOJG0nZoYyy9evPyp1X2K4ARJJqDEwGyV8uBP77OFxA%3d",0.14968973670097
"94","Skidmore","College","Women","Division III","Metro East","Eastern Metro East DIII",11,2,"/teams/events/Eventteam/?TeamId=9g%2fJ3kuVswmmR0dJI%2byhKObxGUmF0Y8Dxy9WKYxHRdc%3d",0.147366578655046
"95","Akron","College","Women","Division I","Ohio Valley","Ohio DI",10,7,"/teams/events/Eventteam/?TeamId=b6POmTmChPnl0QrwX47ca3ZTz7NInHZIfPtXzFS7seU%3d",0.142944289951884
"96","Emory","College","Women","Division I","Southeast","Southern Appalachian DI",12,12,"/teams/events/Eventteam/?TeamId=YjH5Be5SmJItq9F6JJEz0uJmsB1dnEmdrcQeSWjuQrU%3d",0.139644568043102
"97","Massachusetts","College","Women","Division I","New England","Greater New England DI",7,12,"/teams/events/Eventteam/?TeamId=%2fNwIx0WpSu9ZujXwVbVps7GeOjB1Rn8z9DGw6%2bQDga8%3d",0.134051711553035
"98","Arizona","College","Women","Division I","Southwest","Desert DI",7,8,"/teams/events/Eventteam/?TeamId=GGkstaja3nRBZNrxxa4PurKWoj4KYLu5vW4yBo7AqvU%3d",0.13352267601938
"99","American","College","Women","Division I","Atlantic Coast","Colonial DI",12,12,"/teams/events/Eventteam/?TeamId=CR0FpeYVM%2bYJIcfmKkeghScWAbp9GrMeSaJoWNdSXWg%3d",0.126307431006254
"100","Tulane","College","Women","Division I","Southeast","Gulf Coast DI",9,11,"/teams/events/Eventteam/?TeamId=2O31tH2qw7RJ%2b7Px1WgeZNK7%2bmtQkbk7T%2bkm6QvmVRg%3d",0.118639061546796
"101","Towson","College","Women","Division I","Atlantic Coast","Colonial DI",14,9,"/teams/events/Eventteam/?TeamId=r%2bkga8S3ZWaK9BH7Gt%2fLJsN%2bID90K4uVopcWvNeVwJ8%3d",0.117271667751664
"102","Arizona State","College","Women","Division I","Southwest","Desert DI",6,11,"/teams/events/Eventteam/?TeamId=9QmSNfSq%2fuqxIIn55N8CGSqeSki6bWQ3qBrHOaLjnYk%3d",0.116769125680953
"103","Brown","College","Women","Division I","New England","Greater New England DI",8,11,"/teams/events/Eventteam/?TeamId=lnRQKGhhWqRexTEXdHbQUe6cnZF%2fJcwaIxUwEjNwvKE%3d",0.116540701972571
"104","Amherst","College","Women","Division III","New England","South New England DIII",7,7,"/teams/events/Eventteam/?TeamId=sZdp9PlEFWU%2frLprBgUM8B7hFFTSm3o0bW%2fPg3wr2Xw%3d",0.115368574379661
"105","James Madison","College","Women","Division I","Atlantic Coast","Virginia DI",18,9,"/teams/events/Eventteam/?TeamId=WFUpgjT3pvD6aoINFhtL0TeJWbGmy3nwazzUUQCGiM4%3d",0.106152067349517
"106","Winona State","College","Women","Division I","North Central","Western North Central DI",6,4,"/teams/events/Eventteam/?TeamId=9I5u8GMaMXrdSNJXxjjGXqJRDY%2feUJRZnqFeetZTj38%3d",0.097601817689928
"107","LSU","College","Women","Division I","Southeast","Gulf Coast DI",15,9,"/teams/events/Eventteam/?TeamId=vvoDLhQNZW88z2QwVnJSES1zhstejPuhlzZfRm10Fi0%3d",0.0973087324182982
"108","SUNY-Binghamton","College","Women","Division I","Metro East","Western NY DI",9,11,"/teams/events/Eventteam/?TeamId=2jwCbVfS5qpHZcr1txN4VuzZUFzEnBVPZR1uEStLFkI%3d",0.0961274536837472
"109","Claremont","College","Women","Division III","Southwest","SoCal DI",5,8,"/teams/events/Eventteam/?TeamId=9C95jEk9hknjbpo9tEQnyOJW4x3j%2bAho7KYtkbMArdI%3d",0.0915609561343631
"110","Lehigh","College","Women","Division III","Ohio Valley","Pennsylvania DIII",10,13,"/teams/events/Eventteam/?TeamId=pQBlM8xf4PnlBhv%2bwf73CdEq63KdVknYL1%2fxfZJ2cFU%3d",0.0848985443751782
"111","Nebraska","College","Women","Division I","North Central","Western North Central DI",10,15,"/teams/events/Eventteam/?TeamId=dIGmJoZvLHtinILYzLm7YGeRIlmrhEieXs07eRyQmK8%3d",0.0847664744279219
"112","Boston University","College","Women","Division I","New England","Metro Boston DI",10,10,"/teams/events/Eventteam/?TeamId=WV8hpuEUdoOM%2bSCQhvx3JRA5eB6Hi%2bQh8Tg28Ooch6g%3d",0.078401141104976
"113","Grinnell","College","Women","Division III","North Central","North Central DIII",9,9,"/teams/events/Eventteam/?TeamId=WxraChEEU%2fWzWRJGpJYI0mFJdA6oMf3Jx7ui%2bFSECFo%3d",0.0740960261639206
"114","Colorado B","College","Women","Developmental","South Central","Rocky Mountain DI",4,7,"/teams/events/Eventteam/?TeamId=Ix5A%2fdLQlj%2b8aQtCi6yP6CwR3sloQzTMMcXO3Nj87xY%3d",0.0735622788932239
"115","Rochester","College","Women","Division I","Metro East","Western NY DI",11,4,"/teams/events/Eventteam/?TeamId=D%2bwhutq9Ty0zZXGinjjOv95wohSCiQ8f4Cw%2fmlGfFaw%3d",0.0718726121758416
"116","Mississippi","College","Women","Division I","Southeast","Gulf Coast DI",10,15,"/teams/events/Eventteam/?TeamId=hf6gYBOFCjfpkx4O0i3qNp8RNBykLjvv4iKYWu%2b%2fuyQ%3d",0.0708791185797904
"117","Rutgers","College","Women","Division I","Metro East","Eastern Metro East DI",11,12,"/teams/events/Eventteam/?TeamId=ZZNJwc4iiudiN5Om3Ws%2beqaK4p3IhqoGVlPOM9mMNNk%3d",0.0697782732709356
"118","Maryland B","College","Women","Developmental","Atlantic Coast","Atlantic Coast Dev",12,3,"/teams/events/Eventteam/?TeamId=N%2fQ8jJSeUMS03GlsdMmW%2bVmcM4yHG1IRKQVnOe%2bhdgk%3d",0.0690364157660411
"119","Michigan State","College","Women","Division I","Great Lakes","Eastern Great Lakes DI",11,5,"/teams/events/Eventteam/?TeamId=TXE8qaKVyTgzR2zFYJaBdy5P4NZSa7uB68qpqGeMFEU%3d",0.0669635135310102
"120","Temple","College","Women","Division I","Ohio Valley","Pennsylvania DI",8,13,"/teams/events/Eventteam/?TeamId=I%2bkexAPcQK%2b%2b3gBCnnWehnCQ33mVsqzgW4bhymZXq6c%3d",0.0668983578973515
"121","Arkansas","College","Women","Division I","South Central","Ozarks DI",10,8,"/teams/events/Eventteam/?TeamId=QmXZSEyPsRsD60gzDD4yzfgnDIaYhlsMftuA6kQazpQ%3d",0.0650092490739683
"122","College of New Jersey","College","Women","Division III","Metro East","Eastern Metro East DIII",5,9,"/teams/events/Eventteam/?TeamId=YTf0guwmOh7uTbvFwtAuq7pQLHB3%2berfA3Px2D3s8wY%3d",0.0645393048764141
"123","Pacific Lutheran","College","Women","Division III","Northwest","Northwest DIII",6,6,"/teams/events/Eventteam/?TeamId=sg%2fcrVBbhBaVST%2buG183vDa8DQj%2ble1UlMzJJ%2b4bSQk%3d",0.0631562705080289
"124","Wisconsin-La Crosse","College","Women","Division I","North Central","Lake Superior DI",7,6,"/teams/events/Eventteam/?TeamId=WbVlJ5h6FZb%2f4K7Q91zQhnIGXRPmleIaU0Iwi2EkMRU%3d",0.0622850318991312
"125","Haverford","College","Women","Division III","Ohio Valley","Pennsylvania DIII",7,9,"/teams/events/Eventteam/?TeamId=C9rF5TVDf6p7dt1CLN%2fh70cv1rPoWOTRIMJzA4Ghovw%3d",0.0610533849175668
