"Rank","Team","Wins","Losses","Rating","City","State"
1,"Brute Squad",6,0,25.4563630090351,"Boston","MA"
2,"Phoenix",5,0,13.2721933864668,"Durham","NC"
3,"Seattle Riot",12,1,12.3545216197782,"Seattle","WA"
4,"Molly Brown",5,1,4.04869840571302,"Denver/Boulder","CO"
5,"Fury",4,2,3.10536902059263,"San Francisco","CA"
6,"Schwa",6,8,2.56048290023917,"Portland","OR"
7,"Ozone",9,3,1.72348203544483,"Atlanta","GA"
8,"Nightlock",8,7,1.55406135647331,"Bay Area","CA"
9,"Underground",9,5,1.47841342286926,"Seattle","WA"
10,"Scandal",5,2,0.93242433184624,"Washington","DC"
11,"Clemson (Tiger Alumni)",6,1,0.926633058616851,"Clemson","SC"
12,"LOL",7,4,0.653861896095787,"Oakland","CA"
13,"Siege",9,4,0.543098779165574,"Boston","MA"
14,"Rival",3,3,0.334060160727768,"Columbus/Ann Arbor","OH"
15,"Wildfire",4,9,0.279779775430547,"San Diego","CA"
16,"Heist",3,3,0.266279869186409,"Madison","WI"
17,"Sneaky House Hippos",2,6,0.236101667305629,"Vancouver","British Columbia"
18,"Pop",2,4,0.228967932030836,"Minneapolis","MN"
19,"Wicked",11,0,0.22793605149458,"Kansas City","KS"
20,"BENT",1,5,0.211861773431522,"New York","NY"
21,"Grit",6,1,0.181466356150206,"Washington","DC"
22,"Hot Metal",5,2,0.133005754411696,"Pittsburgh","PA"
23,"Elevate",10,5,0.132535380278624,"Salt Lake City","UT"
24,"Showdown",2,4,0.0938659562435521,"Texas City","TX"
25,"Nemesis",4,4,0.0904266417485295,"Chicago","IL"
26,"FAB",8,3,0.081696061773847,"Bay Area","CA"
27,"Venus",3,4,0.0750743815311966,"Montreal","Quebec"
28,"Dish",8,4,0.0562890435819041,"Chicago","IL"
29,"Fusion",3,4,0.0440280489561651,"Winnipeg","Manitoba"
30,"Viva",1,11,0.0384208971714108,"Los Angeles","CA"
31,"Deadly Viper Assassination Squad",3,8,0.0355473345197469,"Oakland","CA"
32,"Indy Rogue",9,3,0.034492069299661,"Indianapolis","IN"
33,"Iris",6,1,0.0341740606172373,"Québec","Quebec"
34,"Colorado Small Batch",7,4,0.0327516625660386,"Denver","CO"
