"","Team","Wins","Losses","Competition Level","Gender Division","City","State","Links","Index","Rating"
"58","Reavis High School (Rams)",1,0,"High School","Mixed","Burbank","IL","/teams/events/Eventteam/?TeamId=lehykIDyu7VNpLssYC6HqDbRq6zrwo%2b6FCgHWUk6WEk%3d",308,1.83333333333333
"59","Lexington Catholic High School (LexCath Flying Knights)",2,0,"High School","Mixed","Lexington","KY","/teams/events/Eventteam/?TeamId=VNT0k%2btqQSCaBWzdfwiLk4oeNIaD0okLFQuIeqj02tw%3d",190,1.75
"60","SAGE International School (Sage)",5,3,"High School","Mixed","Boise","ID","/teams/events/Eventteam/?TeamId=CKMLG2ISzYbIrNsnQgNx370aourlV2bQ0L3WuWB6R0I%3d",324,1.73704226352451
"61","G-Unit",2,4,"Club","Mixed","Gainesville","FL","/teams/events/Eventteam/?TeamId=R3zFpy7ZTdCWThnJ0kwuxnAjy3w2aMRnqWrwqb%2bs9wI%3d",138,1.70510597705412
"62","Bozos",9,6,"Club","Mixed","Bozeman","MT","/teams/events/Eventteam/?TeamId=6UIMN20aDdVIScIlZGfzbL7Glb6iBaHQBoT9NtaHDsU%3d",58,1.67484374184343
"63","Lafayette (Lafayette Jazz)",1,0,"High School","Mixed","Lafayette","CO","/teams/events/Eventteam/?TeamId=l9xVMdMQdGp61zMsa46TWiiGS0HWcxuAsr8DBNzK5v8%3d",182,1.66666666666667
"64","Metro North",5,2,"Club","Mixed","Mianus","CT","/teams/events/Eventteam/?TeamId=kwhsRLdzfrOrnX4ESDiYBmQri2SJSRFrW0YGgG5O3eM%3d",226,1.66599971429844
"65","Battleship",13,8,"Club","Mixed","St-Jean-sur-Richelieu","Quebec","/teams/events/Eventteam/?TeamId=hoYCLaGj6vCV3dPoV0nF1n3otJf7%2bYOBjWALg%2b6SJBA%3d",29,1.66042504415289
"66","Alloy",2,4,"Club","Mixed","Pittsburgh","PA","/teams/events/Eventteam/?TeamId=BCfSCkaNHNIbixIpSrBK6oKYTpMeUq19oACHjInhlZg%3d",12,1.48390129907255
"67","UNION",5,8,"Club","Mixed","Toronto","Ontario","/teams/events/Eventteam/?TeamId=gsCh%2fzqVMF5SOdcLTf1LFqeex0Lmrjlwl7ZOpGSVajk%3d",403,1.47353852560553
"68","Bedford High School (Bedford HS Ultimate)",3,1,"High School","Mixed","Bedford","NH","/teams/events/Eventteam/?TeamId=b2mCd7FJQYGyvO0x0daLeNVRzHz9m7AMhX4Q1tf8Sto%3d",33,1.26669771504225
"69","Marion County High School (Knight Owls)",1,1,"High School","Mixed","Lebanon","KY","/teams/events/Eventteam/?TeamId=ezzKbwWOXvdqNJFEwilka6Ja6caPON9%2bi8PCSBhshXs%3d",217,1.25
"70","Swing State",15,3,"Club","Mixed","Orlando","FL","/teams/events/Eventteam/?TeamId=HMiSKBxFN3hr6NPemA6kiPp%2fXbOhtjIKLDKHlfI6F9E%3d",368,1.21624383851495
"71","No Touching!",1,5,"Club","Mixed","Twin Cities","MN","/teams/events/Eventteam/?TeamId=B38CBTYpOUX%2fX%2fzUC8mJjNMYHJ7Dv%2bbnnVf9MohJlPY%3d",257,1.19765290467972
"72","The Hawbridge School (Hawbridge Herons)",1,1,"High School","Mixed","Saxapahaw","NC","/teams/events/Eventteam/?TeamId=ewviqoqbRReUEK3NzW0sZog%2bCtbB3R57BqKelGZ7HmA%3d",382,1.18385650224215
"73","Freakshow",2,0,"Club","Mixed","Newark","DE","/teams/events/Eventteam/?TeamId=ft97Ymgnd3NglRHfWo9dZWuw%2fBca2fhAEH8vRKDsPyM%3d",133,1.16666666666667
"74","Stillwater High School (Ponies)",1,0,"High School","Mixed","Stillwater","MN","/teams/events/Eventteam/?TeamId=G3foUAEaAXrW%2fP2JdfiBPebcgUQj0IcLFRMuDo8q6nM%3d",358,1.16666666666667
"75","Oak Park River Forest High School  (OPRF Revolution -White)",0,1,"High School","Mixed","Oak Park","IL","/teams/events/Eventteam/?TeamId=7NcrHQxrYqHYUFizn1dR%2ftrep73CWDK5YE4ZfU52JAY%3d",266,1.05263157894737
"76","Oyster River High School (Rah Oystahs)",2,3,"High School","Mixed","Durham","NH","/teams/events/Eventteam/?TeamId=Nw8geBQVXETwb92xr25%2fRoYDx7ZEWGAjG03HTj2mP8I%3d",278,1.02634977515264
"77","Charlotte Storm",10,4,"Club","Mixed","Charlotte","NC","/teams/events/Eventteam/?TeamId=SHFfHyM8kX9u6yVKIwf70Bfa7J9pUhe73vkG8%2bH9Mu4%3d",79,0.988052968936898
"78","BW Ultimate",7,6,"Club","Mixed","Sunnyvale","CA","/teams/events/Eventteam/?TeamId=oh3M0zfv0XZ3vN4ZbmVaGsst%2byBk6xievxZs13aBi4U%3d",65,0.964344084407912
"79","Donuts",5,2,"Club","Mixed","Bay Area","CA","/teams/events/Eventteam/?TeamId=9unwpz%2b0jct4a6gNLQRDDvRAl9a%2filiVpUDgSGqhlDk%3d",101,0.94214299269221
"80","Bucket",5,1,"Club","Mixed","Atlanta","GA","/teams/events/Eventteam/?TeamId=Dd9kWHtFiOWL55PGheHp4yT2SD7%2bbuEU%2fg1XV6R1qyY%3d",61,0.937539609848565
"81","Boise B",0,5,"High School","Mixed","","","/teams/events/Eventteam/?TeamId=LoEbC7YrcDYe3z7ESCbagQPTXmojp1SYe8FOKdOyiDY%3d",50,0.919831393802631
"82","Noblesville High School (Noblesville Ultimate)",1,2,"High School","Mixed","Noblesville","IN","/teams/events/Eventteam/?TeamId=lrcGROE2LnF4tPgeJPQ0bZ8Wi6p%2flTTwcCmmDrT7KKo%3d",259,0.903188626324337
"83","Milford (Eagles - Mixed)",1,2,"High School","Mixed","Milford","OH","/teams/events/Eventteam/?TeamId=NH7ua90pMepIWRlSZRk%2bEG4QkBe0G2nelwQBQid7iMQ%3d",227,0.849729507400096
"84","Grandview Heights High School (Grandview Heights)",6,4,"High School","Mixed","Grandview Heights","OH","/teams/events/Eventteam/?TeamId=8mAc11OqBNl%2fmxZaypqfYajLNKH%2bK%2baAS1fW5DIKeco%3d",146,0.840643170166253
"85","West middle school Krakens (West middle school Krakens)",5,1,"Middle School","Mixed","Salt Lake City","UT","/teams/events/Eventteam/?TeamId=apHHLQ1mCUfrONDjP8UnStGfPi0tAtYrk2QTXYe8Ulw%3d",414,0.833333333333337
"86","Northfield High School (Mighty Hucks)",0,1,"High School","Mixed","Northfield","MN","/teams/events/Eventteam/?TeamId=dsH4tExMVEx5Gi%2fmQCy8wU7LBvSPtvIWKEsOD4%2bsSLA%3d",263,0.833333333333334
"87","Geekshow",0,2,"Club","Mixed","Newark","DE","/teams/events/Eventteam/?TeamId=LXO%2b7RLu0JogcIt9%2fol5QT4oTahu64%2bowy1xdvPc9tw%3d",141,0.833333333333333
"88","Edina Middle School (Valley View & South View)",1,2,"Middle School","Mixed","","","/teams/events/Eventteam/?TeamId=JLmmdt6gZ3vrXXteGcBlAXXMr5e1CH2Gtb284Om2kS0%3d",116,0.828402366863904
"89","Capital High School (Capital HS)",2,4,"High School","Mixed","Boise","ID","/teams/events/Eventteam/?TeamId=ls0X9n%2fQcoWUX2pTtaA%2bbIlPQPJZ7Mf0%2bT7pMUEkSRY%3d",68,0.823715769686935
"90","UPA",4,2,"Club","Mixed","Chicago","IL","/teams/events/Eventteam/?TeamId=TcvejJG8p8bwFg069LiYDBgZzr5eV0OzFOci2NjQyuY%3d",405,0.796609746576646
"91","TEXaCO",5,2,"Beach Masters","Mixed","DENVER","CO","/teams/events/Eventteam/?TeamId=pFcR0poqNlhg7WEXgBx0MRXZCPWb4AL6sEfMlN5sk8k%3d",376,0.793993082900866
"92","Trickle Down",5,5,"Masters","Mixed","Portland","OR","/teams/events/Eventteam/?TeamId=E9E0Xbjh3dbZKoQ74hdxKTf%2fShMAFheHvwzbsj4QVDs%3d",400,0.79175936011651
"93","Southeast Polk -Senior (SE Polk Rams)",0,1,"High School","Mixed","Pleasant Hill","IA","/teams/events/Eventteam/?TeamId=KLyeOdp07oFLETxP7dPN4TivUDw%2fwjGdIvMqGdmTwHk%3d",340,0.789473684210527
"94","Jared Lorenzen Project",11,2,"Club","Mixed","Atlanta","GA","/teams/events/Eventteam/?TeamId=dgYlX%2fqW%2buPm8et5HVKvrOtfxb3TmxGRJh30zWvAxCs%3d",175,0.729780488465173
"95","Eagle High School (Mustangs)",2,2,"High School","Mixed","Eagle","ID","/teams/events/Eventteam/?TeamId=ZG09h1YNp%2f5aiMwN0z4og4SSTc%2frODkfPcaLiuyCyvU%3d",112,0.709895507019802
"96","Timberline High School (Wolves)",5,0,"High School","Mixed","Boise","ID","/teams/events/Eventteam/?TeamId=fK2y2%2b4OM0kzF3B8xIaZ%2bFVtfoP%2fPkP7UfUH0QnciL8%3d",391,0.689056306066556
"97","Columbus Cocktails",12,3,"Club","Mixed","Columbus","OH","/teams/events/Eventteam/?TeamId=%2fkDjHyaB2ZmiVHR9R2PRSk4c9zKpDDddM7GASHMmHco%3d",87,0.665057920651853
"98","Cosa Nostra",5,5,"Club","Mixed","Austin","TX","/teams/events/Eventteam/?TeamId=2d7Ur%2bH1qR1GqFqdkYliZE4Y3v8JE6sL66E%2bDmDF6rI%3d",91,0.664246957846089
"99","John Adams HS (John Adams Eagles)",0,2,"High School","Mixed","South Bend","IN","/teams/events/Eventteam/?TeamId=Xm38Jon%2fDTTnyOEJXuTJ3vR1KUie%2bmwamWHkPTZ%2fbZE%3d",177,0.654361082406914
"100","Family Style",5,6,"Club","Mixed","Los Angeles","CA","/teams/events/Eventteam/?TeamId=L3HSTQO2gd46iuDiB%2bhjxmUCebuXW6hcPp3b0Wq%2bQP0%3d",124,0.640260888473172
"101","Bang!",4,3,"Club","Mixed","West Chester","PA","/teams/events/Eventteam/?TeamId=2juIPBvf9cLmTBmBSdnZR1mPjY8CbKbPnocMYOGqKE4%3d",27,0.602244073837235
"102","Long Beach Legacy",2,1,"Club","Mixed","Long Beach","CA","/teams/events/Eventteam/?TeamId=sZ2chlcIOBCZWHcpMeBENUIl1RuI0YpKMZ5Konf4NIE%3d",200,0.600162307776851
"103","Method",12,1,"Club","Mixed","Huntsville","AL","/teams/events/Eventteam/?TeamId=cqZCXtHTQq6o6mEGjoIlEPCI36LE04YNFZh41vMJfGU%3d",225,0.599592752918993
"104","Point Break",9,5,"Beach","Mixed","Los Angeles","CA","/teams/events/Eventteam/?TeamId=PQ6HLWRA%2bMsMcCUrRtGoXVs9k%2fSwNocxcTWqYS%2fURCc%3d",292,0.594202841492454
"105","Great River School (Stars Polaris)",2,1,"Middle School","Mixed","St. Paul","MN","/teams/events/Eventteam/?TeamId=uyqirzPfTsRPJGVrPMvoSfRhikhyOH5SX25%2bJ2GGoA0%3d",147,0.59171597633136
"106","Minnesota Star Power",9,4,"Club","Mixed","Minneapolis/ St. Paul","MN","/teams/events/Eventteam/?TeamId=NASlqktQhieEe6lztl5c%2biLW%2f3uWFV9xLpftCwgPKnw%3d",231,0.578490360751555
"107","Murmur",16,4,"Club","Mixed","Athens","GA","/teams/events/Eventteam/?TeamId=AoraymRVkfdjmRcc0y7amCRGmuAkA9%2f8esieCUuHq7E%3d",250,0.569990462133916
"108","Jughandle",9,5,"Club","Mixed","Princeton","NJ","/teams/events/Eventteam/?TeamId=0I%2fKCNrGhW2RE7WSl8AdLIbDjVlCnm%2fsatafCk2Jz%2fU%3d",180,0.544989470207852
"109","Centennial High School (Marooners)",2,3,"High School","Mixed","Boise","ID","/teams/events/Eventteam/?TeamId=0gN0A7JeWvhz3npuo3xVynASoSVlk5fBYZbPLgKFTeY%3d",74,0.542825707351452
"110","Old Parts and Pandas",3,7,"Masters","Mixed","Seattle","WA","/teams/events/Eventteam/?TeamId=7G0lqNgBqiZzsoqYwtC3yd0UYExgudcX1%2fOLf6QLfd0%3d",271,0.528803647169295
"111","Classy",4,3,"Club","Mixed","San Francisco","CA","/teams/events/Eventteam/?TeamId=8refkTBxUJqYKNqnwojWM7h77wMUUU08YE7v7rPgufo%3d",82,0.518449171970702
"112","Loose Seal",2,5,"Beach","Mixed","Crestone","CO","/teams/events/Eventteam/?TeamId=hLZoTQeUQhbAwQTKNBtJTrqYcitVlK1TAXnm%2bbcCkBc%3d",201,0.518030419397248
"113","Anchor",6,2,"Club","Mixed","Halifax","Nova Scotia","/teams/events/Eventteam/?TeamId=%2fkr2IXXvIK7559yw5Fk6VGcG0N5u78m8yOcPDoEmWEI%3d",19,0.514605788565643
"114","The Feminists",7,7,"Club","Mixed","New York","NY","/teams/events/Eventteam/?TeamId=gsvZHCWpSgP9HZjq03KxSLUmBmbpkToXGDtU0dIfjWI%3d",381,0.508148024093305
"115","American Barbecue",4,3,"Club","Mixed","San Francisco","CA","/teams/events/Eventteam/?TeamId=pDpiKLBXOtAjRtprOKCyGCyOfnIxEheUS3e1agp9TMs%3d",16,0.458732456650654
"116","Sellout",8,1,"Club","Mixed","Austin/Houston/Dallas","TX","/teams/events/Eventteam/?TeamId=%2fw6ShbYss%2b7aONru2yP8vku5qdpdA3BF2r0pZt%2brXUc%3d",330,0.456793309108498
"117","Walt Whitman & Walter Johnson (Poets & Pitchers)",2,1,"High School","Mixed","Bethesda","MD","/teams/events/Eventteam/?TeamId=kWArigdTtsckW6bgu0ca0iOgTSNgOul6CWA8AbYds7w%3d",410,0.447015270708005
"118","East Chapel Hill (ECHHS)",0,1,"High School","Mixed","Chapel Hill","NC","/teams/events/Eventteam/?TeamId=Q6Yrb8pbb4wfCvyqjuSF1HZQSDIYAGazE5hxtzm33qg%3d",113,0.394618834080717
"119","Rubix",3,3,"Club","Mixed","Phoenix","AZ","/teams/events/Eventteam/?TeamId=P4OS6CAc6%2b1CVZC%2bk3gAYySV1l0DD0II9d7IVIFyQKk%3d",320,0.363193263617701
"120","Shostakovich (and the Angry Buddha)",3,3,"Beach Masters","Mixed","Brooklyn","NY","/teams/events/Eventteam/?TeamId=gROR3%2b50lPUNnEBuhJQH9BtFWztAcl0imVkBaFqpn%2fY%3d",334,0.355271623187088
"121","Eastern Hancock High School (Royal Air Force)",3,2,"High School","Mixed","Charlottesville","IN","/teams/events/Eventteam/?TeamId=RCHXuuYR%2b4CV5XH5UzZYkcVi9OXTxVCPGfd6u4TfPJ8%3d",114,0.354717645322099
"122","Rocky Mountain X",1,4,"High School","Mixed","","","/teams/events/Eventteam/?TeamId=vOrpXcjXZiGUZHNY7cUY5elmbQSWW6lQV0z2akN5kg0%3d",318,0.35038966810286
"123","Compass Montessori (Compass Montessori Unicorns)",0,1,"High School","Mixed","Golden","CO","/teams/events/Eventteam/?TeamId=WNqBPmA8ncJ55pay6002HzQNFEeOea%2f9HpKjrxNYUwM%3d",88,0.333333333333333
"124","Mesteño",3,3,"Club","Mixed","Denver","CO","/teams/events/Eventteam/?TeamId=b6O9nOFfslSM2byltihFAFn0m30WYo%2f1czWZIuWTq98%3d",224,0.29945811572181
