"Rank","Team","Wins","Losses","Rating","City","State"
1,"Drag'n Thrust",27,2,28.3304727600844,"Minneapolis","MN"
2,"Seattle Mixtape",31,4,23.7090488369134,"Seattle","WA"
3,"AMP",50,6,22.4536047710307,"Philadelphia","PA"
4,"TMF",5,0,20.3648535808908,"Minneapolis","MN"
5,"Wild Card",29,5,16.9765718779349,"Boston","MA"
6,"Slow White",28,9,16.125417025418,"Boston","MA"
7,"Mischief",19,9,11.2349007893956,"San Francisco Bay Area","CA"
8,"Love Tractor",28,13,9.52166341212628,"Denver","CO"
9,"Snake Country",18,13,9.42918117410719,"Boston","MA"
10,"BFG",40,14,8.23616700338762,"Seattle","WA"
11,"Lochsa",25,10,8.17854735945711,"Boise","ID"
12,"Loco",31,6,7.93240183284177,"West Chester","PA"
13,"Toro",20,9,7.90880133861527,"Durham","NC"
14,"shame.",18,8,7.78223171728901,"Fort Collins","CO"
15,"Space Heater",15,14,7.36840135840255,"Washington","DC"
16,"Blackbird",34,14,7.08469837542957,"San Francisco","CA"
17,"Columbus Cocktails",29,11,6.3906925934769,"Columbus","OH"
18,"Weird",32,6,5.57170555688417,"Florida","FL"
19,"Public Enemy",25,9,5.10319693469009,"Dallas/Fort Worth","TX"
20,"Polar Bears",22,10,4.689963863186,"Berkeley","CA"
21,"MOONDOG",26,9,4.66265518070291,"Montana","MT"
22,"The Chad Larson Experience",27,10,4.39310028305746,"Ames","IA"
23,"Bucket",21,9,4.37222058161846,"Atlanta","GA"
24,"Alloy",46,28,4.16522295684651,"Pittsburgh","PA"
25,"Rally",28,16,3.94456901269388,"Washington","DC"
26,"Lotus",30,10,3.92643929149616,"Los Angeles","CA"
27,"Superlame",27,2,3.90154970771858,"Asheville","NC"
28,"NOISE",18,12,3.69681983707118,"Madison","WI"
29,"Steamboat",25,5,3.65010339896626,"Cincinnati","OH"
30,"XIST",13,22,3.49878104292578,"New York","NY"
31,"Lights Out",20,15,3.43065784675082,"Seattle","WA"
32,"Hybrid",28,5,3.36101126474834,"Ann Arbor","MI"
33,"Storm",28,12,2.92967034788958,"Charlotte","NC"
34,"Chalice",24,9,2.89269615838407,"St. Louis","MO"
35,"Jughandle",10,21,2.4175407261164,"Princeton","NJ"
36,"Birdfruit",36,30,2.33299162519286,"Seattle","WA"
37,"'Shine",42,10,2.33219642627555,"Nashville","TN"
38,"Huntsville Outlaws",32,7,2.24633797863143,"Huntsville","AL"
39,"No Touching!",9,9,2.16203351774988,"Twin Cities","MN"
40,"Minnesota Star Power",19,14,2.10654008361714,"Minneapolis/ St. Paul","MN"
41,"Classy",24,16,2.0817092315188,"San Francisco","CA"
42,"BW Ultimate",15,15,1.6218977322577,"Sunnyvale","CA"
43,"Waterloo",24,4,1.58216792437518,"Austin","TX"
44,"Darkwing",28,8,1.56494087834663,"Mansfield","MA"
45,"Mesteño",18,19,1.5192961846838,"Denver","CO"
46,"Grand Army",16,13,1.50591155253932,"Brooklyn","NY"
47,"Woodwork",20,13,1.50089226299338,"Omaha","NE"
48,"Murmur",23,9,1.49902760501698,"Athens","GA"
49,"Auburn HeyDay",44,26,1.43383047451246,"Auburn","AL"
50,"Garage Sale",26,5,1.40295717002412,"Eugene","OR"
51,"U54 Ultimate",9,2,1.3997311585082,"Chicago","IL"
52,"Pivot",31,7,1.39835409856553,"Phoenix","AZ"
53,"Ellipsis",3,6,1.39363047350265,"Melbourne","VIC"
54,"League of Shadows",26,15,1.32748419158687,"Boston","MA"
55,"Cutthroat",32,11,1.23986989270139,"Reno","NV"
56,"Malice in Wonderland",20,13,1.09875511083243,"Raleigh","NC"
57,"JLP",15,23,1.02601357248865,"Atlanta","GA"
58,"Trash Pandas",31,17,0.987229410574796,"Nashville","TN"
59,"Flight Club",22,15,0.955235171635285,"Denver","CO"
60,"Donuts",30,16,0.910647772826901,"Bay Area","CA"
61,"Metro North",18,20,0.891595661415268,"Mianus","CT"
62,"8 Bit Heroes",28,40,0.857636535283495,"Frederick","MD"
63,"American Barbecue",34,34,0.845796870744012,"San Francisco","CA"
64,"Sparkle Ponies",20,14,0.82832180687892,"Rockville","MD"
65,"Petey's Pirates",32,7,0.80108940595291,"Columbus","OH"
66,"Rubix",17,17,0.768398827460348,"Phoenix","AZ"
67,"Toast",23,10,0.765604989450963,"Grand Rapids","MI"
68,"7 Sins",44,18,0.745259135394499,"Kansas City","KS"
69,"Memphis STAX",25,15,0.723784089960337,"Memphis","TN"
70,"sKNO cone",16,16,0.712929652152715,"Knoxville","TN"
71,"Northern Comfort",23,17,0.69006247734529,"Milwaukee","WI"
72,"Bexar",40,20,0.678968115338612,"San Antonio","TX"
73,"Boomtown",55,8,0.655288666406499,"Tulsa","OK"
74,"Firefly",24,19,0.614775911921246,"San Francisco","CA"
75,"The Administrators",20,11,0.574513828181777,"Portland","OR"
76,"Pegasus",13,21,0.551782938865784,"Seattle","WA"
77,"FlyTrap",22,17,0.531350630627163,"Wilmington","NC"
78,"Pretty Boys and Handsome Girls",6,1,0.513365413949261,"Winnipeg","Manitoba"
79,"Instant Karma",16,17,0.490338148226267,"Tucson","AZ"
80,"Mojo Jojo",21,10,0.488739635556738,"Minneapolis","MN"
81,"Voltaje U.C",2,5,0.484987991002655,"Bucaramanga","Santander"
82,"Ouzel",17,11,0.47517820917767,"Fort Collins","CO"
83,"Bunnies",9,4,0.441559399379912,"Saskatoon","SK"
84,"Mutiny",28,14,0.423530956136988,"St. Petersburg","FL"
85,"Alchemy",34,32,0.397301460937864,"San Francisco","CA"
86,"Pandamonium",29,17,0.382622606881257,"Saint Paul","MN"
87,"Ant Madness",44,28,0.378845385674096,"Arlington","VA"
88,"Bird",32,32,0.36916573526474,"Minneapolis","MN"
89,"Argo",30,24,0.368084528625096,"San Francisco","CA"
