"Rank","Team","Wins","Losses","Rating","City","State"
1,"Sockeye",8,2,48.5432850243507,"Seattle","WA"
2,"Revolver",8,1,48.1579703835209,"San Francisco","CA"
3,"Ironside",11,4,22.7207425821986,"Boston","MA"
4,"Truck Stop",7,2,17.9121399225022,"Washington","DC"
5,"Dig",6,0,13.9814089508257,"Boston","MA"
6,"Johnny Bravo",7,2,12.2043713866355,"Denver","CO"
7,"Black Penguins Alumni",8,0,11.9560397717446,"Bourbonnais","IL"
8,"HIGH FIVE",6,4,10.7668013676997,"Ohio","MI"
9,"Rhino",9,4,7.24287913904684,"Portland","OR"
10,"Patrol",4,5,6.3479225550988,"Philadelphia","PA"
11,"PoNY",3,3,5.38947522012904,"New York","NY"
12,"Doublewide",4,3,4.44354639297205,"Austin","TX"
13,"Florida United",6,0,3.60932080190678,"Florida","FL"
14,"Chain Lightning",7,5,3.51665486016525,"Atlanta","GA"
15,"Sub Zero",2,1,2.86670498249289,"Minneapolis","MN"
16,"Guerrilla",2,5,2.67141297561492,"Oakland","CA"
17,"Ring of Fire",1,2,2.63757988327794,"Raleigh","NC"
18,"Sprawl",7,0,2.54253675221032,"Phoenix","AZ"
19,"Chicago Machine",2,4,2.45009129059091,"Chicago","IL"
20,"Freaks",18,2,2.43004006077696,"Huntsville","AL"
21,"Voodoo",6,1,2.38160757747914,"Seattle","WA"
22,"Medicine Men",10,3,2.2538669557765,"Baltimore","MD"
23,"Richmond Floodwall",10,3,2.04891361828617,"Richmond","VA"
24,"SoCal Condors",6,0,1.75917864232614,"Calico","CA"
25,"CUS Bologna",0,3,1.74266500840871,"Bologna","Emilia Romagna"
26,"GOAT",4,2,1.62788075441166,"Toronto","Ontario"
27,"Pittsburgh Temper",5,2,1.43382125864617,"Pittsburgh","PA"
28,"Prairie Fire",4,9,1.34660944640043,"Kansas City","KS"
29,"Inception",9,3,1.29310237269931,"Denver","CO"
30,"Furious George",1,5,1.25344940511346,"Vancouver","BC"
31,"Streetgang",5,2,1.15326058578571,"San Diego","CA"
32,"Madison Club",1,5,1.02389515417841,"Madison","WI"
33,"Mad Men",10,3,0.720326398302207,"Madison","WI"
34,"Garden State Ultimate",12,8,0.664508748057051,"Princeton","NJ"
35,"Smokestack",8,5,0.650495722458184,"Cleveland","OH"
36,"Lost Boys",13,7,0.620570620101363,"South Carolina","SC"
37,"Ironmen",12,8,0.576828401450401,"Birmingham","AL"
38,"Brickyard",4,2,0.540965624094025,"Indianapolis","IN"
39,"Reaper Alum",8,0,0.48059901052729,"Charleston","IL"
40,"Illusion",12,1,0.448618874150437,"Iowa City","IA"
41,"General Strike",4,3,0.325364601413747,"Winnipeg","Manitoba"
42,"Inside Rakete",0,3,0.302223699239628,"Darmstadt","Hesse"
43,"Turbine",5,6,0.287643111060329,"Durham","NC"
44,"Beachfront Property",7,13,0.270879916638917,"Chicago","IL"
45,"Black Market",9,4,0.229817184787922,"Lombard","IL"
46,"Rush Hour",12,9,0.224021869718185,"Atlanta","GA"
47,"Sundowners",4,3,0.223923780373722,"Santa Barbara","CA"
48,"Bullet",10,9,0.222357833944995,"Atlanta","GA"
49,"Oakgrove Boys",4,1,0.211430464902174,"ARLINGTON","VA"
50,"Omen",12,3,0.196672463133152,"Orlando","FL"
51,"Choice City Hops",6,6,0.185810415861412,"Fort Collins","CO"
52,"Cash Crop",3,1,0.175033463211987,"Triangle","NC"
53,"Phoenix",2,4,0.17411954381017,"Ottawa, ON","Ontario"
54,"Pesterbug",14,5,0.162218176048756,"Pawtucket","RI"
55,"Brickhouse",4,2,0.161488583751407,"Durham","NC"
56,"The Killjoys",2,5,0.152186214064398,"Orem","UT"
57,"John Doe",1,3,0.151782863889143,"Washington","DC"
58,"Colt",9,4,0.147994814589018,"Southington","CT"
59,"Rougaroux",9,6,0.140013544172437,"Baton Rouge/New Orleans","LA"
60,"JAWN",7,5,0.139942006875226,"Philadelphia","PA"
61,"Big Wrench",5,8,0.128303306166544,"Somerville","MA"
62,"Syndicate",5,6,0.12632658032224,"Colorado Springs","CO"
63,"Shockoe Slip Flatball Club",3,1,0.118723127656295,"",""
64,"Singlewide",8,1,0.115913391385082,"Austin","TX"
65,"Green River Swordfish",5,2,0.111790154498044,"Davis","CA"
66,"Blueprint",6,8,0.106614361199364,"NYC","NY"
67,"Cerberus",7,12,0.104153709667972,"Athens","GA"
68,"Clapham Ultimate",1,2,0.100721782869367,"London","UK"
69,"CITYWIDE Special",4,3,0.0974100600017974,"Philadelphia","PA"
70,"""Parkland"" PLU Alumni",5,2,0.0916966634781331,"Parkland","WA"
71,"Enigma",8,12,0.0867849949414127,"Dayton","OH"
72,"Riverside Ultimate",6,0,0.0808691056815746,"Austin","TX"
73,"MKE",5,1,0.0800256769587723,"Milwaukee","WI"
74,"PowderHogs",3,3,0.0742409679168334,"Salt Lake City","UT"
75,"Bruises",7,5,0.0741188949763143,"Boston","MA"
76,"Holy City Heathens",6,8,0.0732596497686041,"Charleston","SC"
77,"Kentucky Flying Circus",12,7,0.0720080409228866,"Louisville","KY"
78,"Dallas United: Desperados",5,5,0.0689472035081904,"Dallas","TX"
79,"Rip City Ultimate",5,8,0.0670469483062415,"Portland","OR"
