"Rank","Team","Wins","Losses","Rating","City","State"
1,"Revolver",21,3,32.3966283553179,"San Francisco","CA"
2,"Sockeye",21,6,27.7306543792537,"Seattle","WA"
3,"Ring of Fire",23,3,17.3605303622594,"Raleigh","NC"
4,"Ironside",22,8,15.635382400936,"Boston","MA"
5,"Truck Stop",20,5,13.6371797807292,"Washington","DC"
6,"HIGH FIVE",19,7,12.1175278885286,"Ohio","MI"
7,"Dig",24,5,11.6665252175078,"Boston","MA"
8,"Chicago Machine",14,10,10.4408830186607,"Chicago","IL"
9,"Florida United",19,2,9.01998739693984,"Florida","FL"
10,"Johnny Bravo",16,8,8.86644296508541,"Denver","CO"
11,"GOAT",19,7,8.38162647792841,"Toronto","Ontario"
12,"PoNY",15,10,7.74431344928373,"New York","NY"
13,"Sub Zero",16,11,6.75234524540076,"Minneapolis","MN"
14,"Patrol",16,10,6.71380729486405,"Philadelphia","PA"
15,"SoCal Condors",17,7,6.15185871395581,"Calico","CA"
16,"Doublewide",13,6,5.40642895139387,"Austin","TX"
17,"Medicine Men",27,13,5.28024318362464,"Baltimore","MD"
18,"Guerrilla",18,15,5.26703151643873,"Oakland","CA"
19,"Rhino",17,11,5.06410670037662,"Portland","OR"
20,"Chain Lightning",19,12,4.93343995053478,"Atlanta","GA"
21,"Pittsburgh Temper",16,10,4.02866659748136,"Pittsburgh","PA"
22,"Inception",20,9,3.79185788820735,"Denver","CO"
23,"Freaks",28,6,3.4653958580198,"Huntsville","AL"
24,"Furious George",12,13,3.20288995555247,"Vancouver","BC"
25,"Madison Club",13,13,3.07367153101795,"Madison","WI"
26,"Dark Star",22,5,3.0486576491761,"Eugene","OR"
27,"Voodoo",20,5,2.76304911071883,"Seattle","WA"
28,"Richmond Floodwall",24,9,2.49057216623802,"Richmond","VA"
29,"PowderHogs",13,10,2.43380612431588,"Salt Lake City","UT"
30,"Mad Men",28,8,2.36521712055203,"Madison","WI"
31,"CLE Smokestack",21,12,2.15554535683963,"Cleveland","OH"
32,"Cash Crop",17,7,2.06312048916445,"Triangle","NC"
33,"Garden State Ultimate",28,10,1.98274522760697,"Princeton","NJ"
34,"Brickyard",28,6,1.9235387845724,"Indianapolis","IN"
35,"Ghost Train",14,17,1.75528751903952,"Seattle","WA"
36,"Sprawl",21,5,1.75019543449372,"Phoenix","AZ"
37,"Turbine",20,13,1.51690598362122,"Durham","NC"
38,"Prairie Fire",11,16,1.48697167716131,"Kansas City","KS"
39,"Illusion",27,8,1.3032141682913,"Iowa City","IA"
40,"Ironmen",21,13,1.23700909840396,"Birmingham","AL"
41,"Black Market",29,11,1.17100831250683,"Lombard","IL"
42,"Lost Boys",19,12,1.15905238029947,"South Carolina","SC"
43,"Mockingbird",11,2,1.15461864850819,"Montréal","QC"
44,"Singlewide",18,3,0.976964688798028,"Austin","TX"
45,"CUS Bologna",1,6,0.968100292450754,"Bologna","Emilia Romagna"
46,"Streetgang",17,10,0.950824828575292,"San Diego","CA"
47,"Dreadnought",13,9,0.930837389602389,"Fayetteville","AR"
48,"Colt",23,7,0.884065233435036,"Southington","CT"
49,"Republic",12,14,0.877042449985377,"Los Angeles","CA"
50,"Clapham Ultimate",2,5,0.87170193773697,"London","UK"
