"","Team","Competition Level","Gender Division","Competition Division","College Region","College Conference","Wins","Losses","Links","Rating"
"128","Occidental","College","Women","Division III","Southwest","SoCal DI","5","7","/teams/events/Eventteam/?TeamId=bBtPSQ8H6VIzp54qeLSVVu1odv03c%2bGnSE6%2fBM%2f8qJU%3d",0.0641357079899686
"129","Nevada-Reno","College","Women","Division I","Southwest","NorCal DI","3","8","/teams/events/Eventteam/?TeamId=FC3FeLHq4toa7apaT37TvxdWBBcbpeEuay3NhIqn5mQ%3d",0.062203221464748
"130","Alabama","College","Women","Division I","Southeast","Gulf Coast DI","16","9","/teams/events/Eventteam/?TeamId=nBs0jW40%2fYHvq1%2blK9%2fb9GkEYJB8rmulUoqvctJuD6Y%3d",0.062023503925624
"131","Delaware B","College","Women","Developmental","Atlantic Coast","Atlantic Coast Dev","9","3","/teams/events/Eventteam/?TeamId=y9IFgkb6NzHEmGspnlR0TfD2Cbro0CSMaRFIgAlDQhc%3d",0.0614520536485818
"132","Texas Christian","College","Women","Division I","South Central","Texas DI","10","7","/teams/events/Eventteam/?TeamId=BRqsin2RkfHTSmhvvtT%2bNmcIObj4FwArhRoj4Tk7Z%2bk%3d",0.0602406565394269
"133","SUNY-Buffalo","College","Women","Division I","Metro East","Western NY DI","4","7","/teams/events/Eventteam/?TeamId=1tENDiwB18qc5Gmhqc8k8P%2fs%2b1m2EhvyCDc%2fMb2nygU%3d",0.0586085588151331
"134","Lewis & Clark","College","Women","Division III","Northwest","Northwest DIII","2","12","/teams/events/Eventteam/?TeamId=MAtH99eyVF%2fBNIo9YVs37Icj5hCUHkR0aDjEkSpc5bs%3d",0.0573881427920997
"135","South Florida","College","Women","Division I","Southeast","Florida DI","6","8","/teams/events/Eventteam/?TeamId=daMfgoV%2fFC3QiRkjRz6JGj0Qdsiq3tRL6OJPXiuJnPA%3d",0.0569415331403052
"136","Catholic","College","Women","Division III","Atlantic Coast","Atlantic Coast DIII","8","10","/teams/events/Eventteam/?TeamId=dSGFsvKj6zvGLr%2fhRkna1LNL8d97VCwRnLdpauEMick%3d",0.0538409420253158
"137","Luther","College","Women","Division III","North Central","North Central DIII","5","6","/teams/events/Eventteam/?TeamId=5w67pNwS3iH7Il2telvK3dsSCeFPNq6xPnsm%2fXbOovI%3d",0.0532160794962358
"138","Wisconsin-Milwaukee","College","Women","Division I","North Central","Lake Superior DI","3","7","/teams/events/Eventteam/?TeamId=5grHBEk6Xyzb7UV%2faUbhO6I%2bHjdc%2fhvZ0NOkDZ88Ueo%3d",0.0514743302377543
"139","Mississippi","College","Women","Division I","Southeast","Gulf Coast DI","8","10","/teams/events/Eventteam/?TeamId=hf6gYBOFCjfpkx4O0i3qNp8RNBykLjvv4iKYWu%2b%2fuyQ%3d",0.0504365261109743
"140","Michigan State","College","Women","Division I","Great Lakes","Eastern Great Lakes DI","9","3","/teams/events/Eventteam/?TeamId=TXE8qaKVyTgzR2zFYJaBdy5P4NZSa7uB68qpqGeMFEU%3d",0.0502633593294859
"141","Maryland B","College","Women","Developmental","Atlantic Coast","Atlantic Coast Dev","8","3","/teams/events/Eventteam/?TeamId=N%2fQ8jJSeUMS03GlsdMmW%2bVmcM4yHG1IRKQVnOe%2bhdgk%3d",0.0488557491978834
"142","Messiah","College","Women","Division III","Ohio Valley","Pennsylvania DIII","5","9","/teams/events/Eventteam/?TeamId=DovRfRZgvlH9STkPSvlp%2bow5fFxaFESZejVKiTsWqLY%3d",0.0486790788186627
"143","Georgia Southern","College","Women","Division I","Southeast","Southern Appalachian DI","2","9","/teams/events/Eventteam/?TeamId=gYz89kpazF4fNzjx5GpMlSlt48pyYoZOW8PbHXCxIAs%3d",0.0482240190280876
"144","Dickinson","College","Women","Division III","Ohio Valley","Pennsylvania DIII","3","6","/teams/events/Eventteam/?TeamId=lDBoZiO1XJXUYBjub%2bpEO2Yy9s5zkxVZJnhC0ntGE58%3d",0.0460442214507184
"145","SUNY-Stony Brook","College","Women","Division I","Metro East","Eastern Metro East DI","8","4","/teams/events/Eventteam/?TeamId=V46IwX86LSY0twm4ulc9%2f7lEyfGB8h0R2FuyDM4t7Qk%3d",0.042192637437917
"146","St Benedict","College","Women","Division III","North Central","North Central DIII","6","5","/teams/events/Eventteam/?TeamId=qE57UeJ7BtJHPoguGjlsKPzQufnim7BjkA4ikMkdJiI%3d",0.0396241730676682
"147","NYU","College","Women","Division I","Metro East","Eastern Metro East DI","11","9","/teams/events/Eventteam/?TeamId=G0XzI8MIhfmYY910WaUIg2Qlo5s7veWeiWEhVV19vyc%3d",0.0394524332083125
"148","Swarthmore","College","Women","Division III","Ohio Valley","Pennsylvania DIII","3","13","/teams/events/Eventteam/?TeamId=TL8nNMzOhB%2fV6tENL0mEwHerci5XDIBJ4lk%2fFFi5E2U%3d",0.0383839548949376
"149","Rice","College","Women","Division III","South Central","South Central DIII","9","7","/teams/events/Eventteam/?TeamId=Yh65PySVpe3r%2bS1fB%2fV0LYxh3QwQOKwcC1I091GG4Tk%3d",0.0358197724093874
"150","Purdue","College","Women","Division I","Great Lakes","Eastern Great Lakes DI","7","5","/teams/events/Eventteam/?TeamId=uoW7qWFewpnqAbt6kpoRU%2f3J6PixbuhlM%2blOtEsrR3c%3d",0.0341699626215108
"151","DePaul","College","Women","Division I","Great Lakes","Illinois DI","6","4","/teams/events/Eventteam/?TeamId=V0eo6r%2b3r14Qh9s9D%2fPvlY%2ft75afsqbWo1epA7Eaf6w%3d",0.0340150742106504
"152","Oklahoma","College","Women","Division I","South Central","Ozarks DI","9","8","/teams/events/Eventteam/?TeamId=9mZQ4N3JWR5vmMZ6tScE2Yw4s8ZRoyLCWiOsN9YRV98%3d",0.0327208517083374
"153","Wooster","College","Women","Division III","Ohio Valley","Ohio DIII","8","2","/teams/events/Eventteam/?TeamId=oJc5aIAyNkb3FqIWQjXcqzoiDsUt%2frp7pzylVPu0xqk%3d",0.031693546030549
"154","Loyola-Chicago","College","Women","Division I","Great Lakes","Illinois DI","6","4","/teams/events/Eventteam/?TeamId=wA1gxuuk96SzU4NK888bfnSTfVbYmlvYOzOJkgIf2mo%3d",0.0314202688021376
"155","Texas State","College","Women","Division I","South Central","Texas DI","4","8","/teams/events/Eventteam/?TeamId=8hF8JcZo%2fNSinJjoa93cz6q5CXHLrbjO476VNl9NbME%3d",0.029124701847205
"156","Alabama-Birmingham","College","Women","Division I","Southeast","Gulf Coast DI","4","11","/teams/events/Eventteam/?TeamId=lNM2yT%2bAZhtfCf8sNm5JV1gWawLbzGeogz3koHhR2J8%3d",0.0275844002018869
"157","Drexel","College","Women","Division I","Ohio Valley","Pennsylvania DI","2","9","/teams/events/Eventteam/?TeamId=FpEZjrEKa3XUqrhNpNgpsERhAiUcTQ43ogBysspzAQc%3d",0.0268296982960998
"158","Mississippi State","College","Women","Division I","Southeast","Gulf Coast DI","7","13","/teams/events/Eventteam/?TeamId=CFMhcAxHEfHffUDP1PRL%2b7IsYsD94O0LtIDHGqJQls4%3d",0.0236892792451502
"159","Oberlin","College","Women","Division III","Ohio Valley","Ohio DIII","6","4","/teams/events/Eventteam/?TeamId=DLHU3Jn2ogr30qcwEHhNI27kWRV8e9ROK0n%2fEYBXTik%3d",0.0230419070447854
"160","Missouri S&T","College","Women","Division III","South Central","South Central DIII","7","6","/teams/events/Eventteam/?TeamId=3hXStfnyuMBmM0GcOQ1y8XfbyaUgfxiXsiTT5FwrU4E%3d",0.022794266455146
"161","California-Irvine","College","Women","Division I","Southwest","SoCal DI","2","8","/teams/events/Eventteam/?TeamId=4Ey%2ffFygOoPQ3FtKJZIPsdfCt7MMmr3iYhbioKRcvNg%3d",0.0221274431825481
"162","George Washington","College","Women","Division I","Atlantic Coast","Colonial DI","6","13","/teams/events/Eventteam/?TeamId=TumuqVImLwdfPHUGTkihqoeZeLnHaCPw8k2NRmPismU%3d",0.0218411930768868
"163","California-San Diego B","College","Women","Developmental","Southwest","Southwest Dev","3","9","/teams/events/Eventteam/?TeamId=Ub%2bLpLOQR1BpN%2fvaN5Vgyal2x0PjgyONd4xmEr8wDMQ%3d",0.0208439529187934
"164","Missouri","College","Women","Division I","South Central","Ozarks DI","4","13","/teams/events/Eventteam/?TeamId=uZ5D3q53CJVk3Tfr2zFniXhMPwH8rM%2b70eglmcwzJCI%3d",0.0195279758310646
"165","Virginia Tech","College","Women","Division I","Atlantic Coast","Virginia DI","6","11","/teams/events/Eventteam/?TeamId=6nJs1k%2fEk7TqqU4m7KOUAxannsz7mBLvsrJTrn2Ypkw%3d",0.019090167701066
"166","Rensselaer Polytech","College","Women","Division III","Metro East","Eastern Metro East DIII","8","4","/teams/events/Eventteam/?TeamId=3EB7xsuF0QUP8aUFIPZoXDzrbzMdg%2bNXHaKyGf5GAhY%3d",0.0181911156621049
"167","North Georgia","College","Women","Division III","Southeast","Southern Appalachian DI","6","11","/teams/events/Eventteam/?TeamId=7hBkPBwqvhUSBdzBIW7kTLeEBo8ygWFpX3vSf5VuuQ0%3d",0.017766239175565
"168","Ohio","College","Women","Division I","Ohio Valley","Ohio DI","8","4","/teams/events/Eventteam/?TeamId=YSA%2bf%2fsYz3rBDTORSuEf6fflmT0ssUZgPZ1ySB8mRO8%3d",0.0171418710674499
"169","Mary Washington","College","Women","Division III","Atlantic Coast","Atlantic Coast DIII","5","9","/teams/events/Eventteam/?TeamId=%2blYLJ%2f4DynXWdm%2fFO7YfOa4i%2b3Tzg%2fmCKG8rz9Cj04M%3d",0.0148650949340649
"170","Kansas State","College","Women","Division I","South Central","Ozarks DI","6","7","/teams/events/Eventteam/?TeamId=z%2fW6ortmjYV7nzsER%2fq9jP1IUlUS6aREeAwaF1Lcaho%3d",0.0147824278262216
"171","Wisconsin-Eau Claire","College","Women","Division I","North Central","Lake Superior DI","4","6","/teams/events/Eventteam/?TeamId=GpiWyqEz5Jh7bge1s44n4KUagw%2bvGSMvilf1qZurhL8%3d",0.0142167332444165
"172","Illinois State","College","Women","Division I","Great Lakes","Illinois DI","2","7","/teams/events/Eventteam/?TeamId=7vHMnFyXR9aFaU6wkh9we7TDuNtxyCk8Qva8ksAMQng%3d",0.013414685531334
"173","Texas-San Antonio","College","Women","Division I","South Central","Texas DI","11","9","/teams/events/Eventteam/?TeamId=zYw%2fFLnyV9wJriIun5XPxYGP6XOAOE1BWkFLKsjHjtg%3d",0.0129016779352812
"174","California B","College","Women","Developmental","Southwest","Southwest Dev","2","10","/teams/events/Eventteam/?TeamId=NEwthAaD3dYXJxgqH0lqfFq7EeNtkX%2f4hgNrOdR8A9Y%3d",0.0128946569204506
"175","North Carolina B","College","Women","Developmental","Atlantic Coast","Atlantic Coast Dev","5","6","/teams/events/Eventteam/?TeamId=TSdxuQjaTTT%2bbn29YnFwv%2blQPrmXNKxPNS3LXSDtxEA%3d",0.0125735958041444
"176","Elon","College","Women","Division III","Atlantic Coast","Atlantic Coast DIII","6","7","/teams/events/Eventteam/?TeamId=68E3gOoti4eHgaIAOl152CFbxpwWhhX1q385%2buNZ7dY%3d",0.0104952698945541
"177","Richmond","College","Women","Division III","Atlantic Coast","Atlantic Coast DIII","7","4","/teams/events/Eventteam/?TeamId=h%2fLHIvvLejD4pEjT0ZrcG80ujYRT5pJGbcvfu13N7%2fo%3d",0.0103171132917204
"178","Marquette","College","Women","Division I","North Central","Lake Superior DI","1","7","/teams/events/Eventteam/?TeamId=iFzvCupcxJ%2fvb%2f98%2flH0CYeAxGU6zhpXcw7%2bTDkoi%2bQ%3d",0.00965071292082326
"179","Salisbury","College","Women","Division I","Atlantic Coast","Colonial DI","6","13","/teams/events/Eventteam/?TeamId=tRb0Esip%2bZY2O1ZNHmwIRnEZ%2biWZRUjoFdMThNzUHQg%3d",0.00854576038025562
"180","Virginia Commonwealth","College","Women","Division I","Atlantic Coast","Virginia DI","7","12","/teams/events/Eventteam/?TeamId=MuwLlx4A3fZ9xMVizIE2x2r%2boBI0HoxsyeRjyhH%2ftFk%3d",0.0082688134271573
"181","Pittsburgh B","College","Women","Division I","Ohio Valley","Pennsylvania DI","4","7","/teams/events/Eventteam/?TeamId=65VtgXMDsikvKe0F1dzrRnHX9FpycrCD1hTJwXUvIUU%3d",0.00808991053132031
"182","Northeastern B","College","Women","Developmental","New England","New England Dev","10","11","/teams/events/Eventteam/?TeamId=0zXaKC%2fEhvZKpK09HRq%2bnVcItvt9NvoLQbTUlr2iVZw%3d",0.00734090298188391
"183","Texas B","College","Women","Developmental","South Central","Texas DI","11","9","/teams/events/Eventteam/?TeamId=bl89oVoIVl8Bfw7AUnUmWEHjAXwGkZHM2Czcko%2fbAX8%3d",0.00721068448692216
"184","North Carolina-Asheville","College","Women","Division III","Atlantic Coast","Atlantic Coast DIII","4","8","/teams/events/Eventteam/?TeamId=rdx9q6ZUKtHQENjJm%2bTSJljNMcJVVStg1MFtxBNRcqw%3d",0.00704643565673437
"185","Georgia State","College","Women","Division I","Southeast","Southern Appalachian DI","3","7","/teams/events/Eventteam/?TeamId=qN7OFt0iCBYoeaXG9sbpJ%2blceZFkJ2FivUbRqTt27Uk%3d",0.0064956869399516
"186","Edinboro","College","Women","Division I","Ohio Valley","Pennsylvania DI","3","5","/teams/events/Eventteam/?TeamId=AM8%2biy15AO2VOqrRyVkmZdrQa2TvSyg4oJltzmJ3VN0%3d",0.00632299659602591
"187","Texas-Dallas","College","Women","Division I","South Central","Texas DI","10","5","/teams/events/Eventteam/?TeamId=HFS99A1%2b3o%2fQ2rfK%2fp92BW%2fp8%2b11rp8c%2bBeoBvArSGM%3d",0.00601111934875113
"188","MIT","College","Women","Division I","New England","Metro Boston DI","4","8","/teams/events/Eventteam/?TeamId=MaIpOTSAjSlOeJ9ekRzvudBcwmIITeExkPdj5GEZ52M%3d",0.00595251391982136
"189","Miami (Ohio)","College","Women","Division I","Ohio Valley","Ohio DI","3","4","/teams/events/Eventteam/?TeamId=DPUTWk0gf1kDcZdj%2fAdkdowbJPYY77UvO%2bYh2d5qypU%3d",0.0059480264779981
"190","Wheaton (Illinois)","College","Women","Division III","Great Lakes","Great Lakes DIII","4","4","/teams/events/Eventteam/?TeamId=ic0r959TyFyWMt8RcQymhFUHaTnh72HCRopRXzk5JLg%3d",0.0054653788591559
"191","William & Mary","College","Women","Division I","Atlantic Coast","Virginia DI","5","11","/teams/events/Eventteam/?TeamId=UdHEyOdObuuLU%2beZ%2bZlF28B1kZzIaV8A0P0mznh5MeA%3d",0.00541528424452836
"192","Washington University B","College","Women","Developmental","South Central","Ozarks DI","3","9","/teams/events/Eventteam/?TeamId=jnhBifDdgm9b4q61VhtC99%2bmn4%2bN%2b8e9BwKaoDDP410%3d",0.00528108125231152
"193","Wisconsin B","College","Women","Developmental","North Central","Lake Superior DI","5","12","/teams/events/Eventteam/?TeamId=dBg3WYAosXbBcHXWd1MsvvuzY6XhuUoUpvPloDyI3%2f8%3d",0.00487616311331213
"194","Ithaca","College","Women","Division III","Metro East","Western NY DIII","4","8","/teams/events/Eventteam/?TeamId=2o84ZV%2fk%2fR0G2EyS6n2tB2fmq%2bwETziQ%2bXPlkBUdj54%3d",0.00480796891697667
"195","Cornell B","College","Women","Developmental","Metro East","Western NY DI","1","12","/teams/events/Eventteam/?TeamId=yxyKbJxa%2bzwelMh4qUj%2f0kQVTEArJ4YznmGdYJAz20Y%3d",0.00463350922254447
"196","Brandeis","College","Women","Division III","New England","Metro Boston DIII","10","5","/teams/events/Eventteam/?TeamId=Mjn5%2bmxZxdJOG9N4888HYK6N5I7ZdubGIxCN9i8O0sI%3d",0.00455504574317672
"197","Ohio Wesleyan","College","Women","Division III","Ohio Valley","Ohio DIII","3","8","/teams/events/Eventteam/?TeamId=fxHlwn7uTAvfUPkCmgFfKDvwHcWdLLN62KehjWqwrYA%3d",0.00440238021023247
"198","North Park","College","Women","Division III","Great Lakes","Great Lakes DIII","6","5","/teams/events/Eventteam/?TeamId=mOrucXaAQgqvK2tS00t9LLnAumTHLJe8icG68TGtsTc%3d",0.00439554113851445
"199","Harding","College","Women","Division III","South Central","South Central DIII","2","10","/teams/events/Eventteam/?TeamId=TDPgKMwy%2fEPqG0fl7%2bbnlKOPqvMjxZUXA1qx6eHeIB8%3d",0.00431696757119125
"200","Wooster B","College","Women","Developmental","Ohio Valley","Ohio DIII","1","10","/teams/events/Eventteam/?TeamId=QzmMldMdsOmrNMC7N2dkQ%2bLoY%2fPGJwa26Ei2mlmhhDg%3d",0.00370650756028229
"201","Vermont B","College","Women","Developmental","New England","New England Dev","5","7","/teams/events/Eventteam/?TeamId=msR6whur8mvBiqro%2foxyEqhKxfRaUmTseWoSgLLJLuc%3d",0.00352378153029085
"202","Tennessee-Chattanooga","College","Women","Division I","Southeast","Southern Appalachian DI","3","8","/teams/events/Eventteam/?TeamId=Y73ak340Rd22gAgKFTsPAi%2f1HOt1JkVxXjTIfoqri0E%3d",0.00327693507057825
"203","Georgia College","College","Women","Division III","Southeast","Southern Appalachian DI","6","3","/teams/events/Eventteam/?TeamId=oBy%2fYsD4CFWHxceGY9znDDUCl3YKBWgq4VmPrFvg%2bnI%3d",0.00296387675935481
"204","Towson B","College","Women","Developmental","Atlantic Coast","Atlantic Coast Dev","4","11","/teams/events/Eventteam/?TeamId=smT9U%2bsTba0B1Z8svgpoD7LG%2fPRfTSuf5LHBD%2bTSLu0%3d",0.00281060939282236
"205","Kansas B","College","Women","Division I","South Central","Ozarks DI","1","11","/teams/events/Eventteam/?TeamId=5w4XAjYw%2fX0sy2o0w8I4Yke%2fejVW7APFxZqCVwE0x0c%3d",0.00253022861163521
"206","Minnesota-Duluth","College","Women","Division I","North Central","Western North Central DI","5","9","/teams/events/Eventteam/?TeamId=k1w4DJ8RueiWBevgrRYhFxH6RyrZ6qTli%2bj7aP0cZfw%3d",0.00251795934514931
"207","Texas A&M","College","Women","Division I","South Central","Texas DI","6","12","/teams/events/Eventteam/?TeamId=J9Mp7zavFaZsq1J6q2KGSNu8bROsHL3FF5%2fPIf8i6VU%3d",0.00227742277390668
"208","Syracuse","College","Women","Division I","Metro East","Western NY DI","2","8","/teams/events/Eventteam/?TeamId=iYFS3lttFjJjBubnZ1FUFcdBFGhNOM7chpR%2be%2bl2f6U%3d",0.00219017428354228
"209","Grinnell B","College","Women","Developmental","North Central","North Central DIII","1","10","/teams/events/Eventteam/?TeamId=9k8fV%2bKfBO33oy21sSn8fSHnUk2N1xRXS0LlWdOO5jk%3d",0.00194836888393739
"210","George Washington B","College","Women","Developmental","Atlantic Coast","Atlantic Coast Dev","1","8","/teams/events/Eventteam/?TeamId=udygJVQ7F7Ey0d3mPXrPYuR3yXkZXMO8%2fYDsDBsgzj8%3d",0.00181219918785421
"211","Princeton B","College","Women","Developmental","Metro East","Eastern Metro East DI","0","8","/teams/events/Eventteam/?TeamId=VScXJ0NJQVwrLXHihkdihtGyxZDLfoQhja1ZdECLsp8%3d",0.00166642072402092
"212","Michigan B","College","Women","Developmental","Great Lakes","Eastern Great Lakes DI","4","10","/teams/events/Eventteam/?TeamId=9%2fqgUr70RkKvYk7ehhJwT8rIbVm9Q7L5Ve4QgRi2MHQ%3d",0.00141929900287272
"213","SUNY Cortland","College","Women","Division III","Metro East","Western NY DIII","0","15","/teams/events/Eventteam/?TeamId=pYBTt4ooeMNhHwdtS37vB6vtAYV0BOPWApRJU2bXrn4%3d",0.00137182823649255
"214","Virginia B","College","Women","Developmental","Atlantic Coast","Atlantic Coast Dev","3","21","/teams/events/Eventteam/?TeamId=%2fGr7S5nSrDv%2fxx2E1oI1WK2zzzHfFDX%2bDwsMWDdsRG4%3d",0.00133770332235462
"215","Georgetown B","College","Women","Developmental","Atlantic Coast","Atlantic Coast Dev","4","6","/teams/events/Eventteam/?TeamId=k5dnayFnMwAhJXnFD37jgKgfetGgaMlJr2UPI%2fZeXzs%3d",0.000884792125045738
"216","Trinity","College","Women","Division III","South Central","South Central DIII","1","21","/teams/events/Eventteam/?TeamId=uV7Hctq%2fzm1YtO6NFoNIyIDGbU8AIF5GK419u3mRB2A%3d",0.000826865337001932
"217","Wake Forest","College","Women","Division I","Atlantic Coast","Carolina DI","5","12","/teams/events/Eventteam/?TeamId=qXG6f%2bi7evYJOABVbb97pusmAQCuNW4V80iETttBRzk%3d",0.000791304672316566
"218","Northwestern B","College","Women","Developmental","Great Lakes","Illinois DI","1","7","/teams/events/Eventteam/?TeamId=qqo%2fcHQP502rN6r4xRJrLVBUEnw4Lr1RsAo1iUkDByU%3d",0.000776712426986338
"219","American B","College","Women","Developmental","Atlantic Coast","Atlantic Coast Dev","1","13","/teams/events/Eventteam/?TeamId=iDy97xdthNgrpUx6AGPcf%2b2fJQaQDLCI%2fPxIBr9tNZM%3d",0.00075438924132719
"220","Notre Dame B","College","Women","Developmental","Great Lakes","Eastern Great Lakes DI","3","10","/teams/events/Eventteam/?TeamId=yHzfK4sBlVyzfdmuNQlI%2bXeT5FsqyFepKNh23oVrEmY%3d",0.000732134278247776
"221","Appalachian State","College","Women","Division I","Atlantic Coast","Carolina DI","0","8","/teams/events/Eventteam/?TeamId=l88cnPjgfgbuguwwgV4Y6T2KmDgNewIpABq926kQYJU%3d",0.000606524721809911
"222","Davidson","College","Women","Division III","Atlantic Coast","Atlantic Coast DIII","1","9","/teams/events/Eventteam/?TeamId=cI5Fkaw3Pj%2bnNQgx9zkeVB43de5xBjkIwh54hScjPJ4%3d",0.000531042501812656
"223","Miami","College","Women","Division I","Southeast","Florida DI","3","9","/teams/events/Eventteam/?TeamId=xO1HeITWsIAu6DFE3Y1NrpGr8uBtF%2fr72P33xhQ6Ey0%3d",0.000464248776749217
"224","Florida B","College","Women","Developmental","Southeast","Florida DI","0","22","/teams/events/Eventteam/?TeamId=NsI0Bmpu3X%2bnJVGYOcDZql0syHB5qcIC%2fVydMz%2f6NRI%3d",0.000441259749180849
"225","Goucher","College","Women","Division III","Atlantic Coast","Atlantic Coast DIII","4","5","/teams/events/Eventteam/?TeamId=g9BiODFA6TXDKW4cIs9YsQ2WxDIV3L6Y7L%2f5kEMF00c%3d",0.000428266560227238
"226","Philadelphia","College","Women","Division III","Ohio Valley","Pennsylvania DIII","2","6","/teams/events/Eventteam/?TeamId=7OwpGUUGPPs32zrBWGNMBAX3Fe2rZFy9uMn7nFLlOJI%3d",0.000226500936846435
"227","Florida State B","College","Women","Developmental","Southeast","Florida DI","3","7","/teams/events/Eventteam/?TeamId=jx%2fjwflDW5VPbwXiBgCgntByh%2fvy%2blSmIuJtx%2br1oiQ%3d",0.000140465419289796
"228","Southern Indiana","College","Women","Division I","Great Lakes","Eastern Great Lakes DI","2","10","/teams/events/Eventteam/?TeamId=ir7MWkWJIToNeyvIrEqdahUBvVFB0BaK1GKzWDy3OJ8%3d",7.16530004723001e-05
"229","Emory B","College","Women","Developmental","Southeast","Southern Appalachian DI","2","10","/teams/events/Eventteam/?TeamId=%2f7J6RNDclgHvxhYstpezhBPMoK32Bt6BMCV2z1iSFC4%3d",7.02200372266768e-05
"230","Columbia B","College","Women","Division I","Metro East","Eastern Metro East DI","2","9","/teams/events/Eventteam/?TeamId=1MPllM63%2b%2b5MgWrZsuQIutvSszNPXKGNk8PvrnNzkpE%3d",2.64248512018755e-05
