"Rank","Team","Wins","Losses","Rating","City","State"
1,"Revolver",16,3,36.9769573083627,"San Francisco","CA"
2,"Sockeye",16,4,36.9661921330934,"Seattle","WA"
3,"Ring of Fire",18,3,20.0151691588673,"Raleigh","NC"
4,"Ironside",17,8,15.5167029842601,"Boston","MA"
5,"Truck Stop",15,5,15.239347517089,"Washington","DC"
6,"HIGH FIVE",14,6,13.5737387463181,"Ohio","MI"
7,"Dig",19,4,12.08718921078,"Boston","MA"
8,"Chicago Machine",9,10,10.5805054431092,"Chicago","IL"
9,"Johnny Bravo",12,7,9.76891432708234,"Denver","CO"
10,"PoNY",11,8,9.64549602822697,"New York","NY"
11,"GOAT",14,5,7.9234497675515,"Toronto","Ontario"
12,"Sub Zero",9,10,7.70753038149692,"Minneapolis","MN"
13,"Patrol",10,9,6.6793445814373,"Philadelphia","PA"
14,"Medicine Men",22,11,5.70156638522448,"Baltimore","MD"
15,"Guerrilla",13,13,5.45222251119743,"Oakland","CA"
16,"SoCal Condors",13,5,5.40953861451421,"Calico","CA"
17,"Florida United",10,1,4.99872985117677,"Florida","FL"
18,"Doublewide",8,5,4.90520330405487,"Austin","TX"
19,"Chain Lightning",9,10,3.53001205055435,"Atlanta","GA"
20,"Pittsburgh Temper",12,8,3.45534039222171,"Pittsburgh","PA"
21,"Rhino",12,9,3.22736080139909,"Portland","OR"
22,"Inception",17,6,3.18113664376198,"Denver","CO"
23,"Richmond Floodwall",21,6,2.96604007469713,"Richmond","VA"
24,"Freaks",24,4,2.77824610708189,"Huntsville","AL"
25,"Madison Club",6,12,2.46518379936073,"Madison","WI"
26,"Mad Men",23,5,2.37743491250202,"Madison","WI"
27,"Mockingbird",7,0,2.34808655561616,"montréal","QC"
28,"Brickyard",23,4,2.2503101836531,"Indianapolis","IN"
29,"Furious George",6,12,2.19190446141063,"Vancouver","BC"
30,"Garden State Ultimate",25,8,2.16046216432366,"Princeton","NJ"
31,"Cash Crop",13,5,2.09739496577536,"Triangle","NC"
32,"Smokestack",17,10,1.96868370786069,"Cleveland","OH"
33,"Sprawl",18,2,1.77375481824972,"Phoenix","AZ"
34,"Voodoo",17,2,1.76268246210788,"Seattle","WA"
35,"CUS Bologna",1,6,1.52387412309568,"Bologna","Emilia Romagna"
36,"Black Market",25,9,1.49790737321061,"Lombard","IL"
37,"Turbine",15,11,1.42764873356546,"Durham","NC"
38,"Illusion",23,4,1.40609050918099,"Iowa City","IA"
39,"Pesterbug",17,9,1.20261732293279,"Pawtucket","RI"
40,"Prairie Fire",5,14,1.19953384786391,"Kansas City","KS"
41,"Clapham Ultimate",2,5,1.17163210110183,"London","UK"
42,"Ironmen",18,11,1.16917489383592,"Birmingham","AL"
43,"General Strike",9,4,1.14370722268117,"Winnipeg","Manitoba"
44,"Colt",19,4,1.09988018409228,"Southington","CT"
45,"Dark Star",18,2,1.0947920315854,"Eugene","OR"
46,"Lost Boys",13,7,0.839681546586648,"South Carolina","SC"
47,"MKE",22,6,0.816091114831517,"Milwaukee","WI"
48,"Streetgang",15,6,0.770353431709633,"San Diego","CA"
49,"Beachfront Property",17,19,0.764823340341685,"Chicago","IL"
50,"Club M - Manic",11,4,0.750889716800484,"Montreal","quebec"
51,"Haymaker",17,12,0.69284628915318,"Chicago","IL"
52,"CITYWIDE Special",13,9,0.671608058729814,"Philadelphia","PA"
53,"Big Wrench",9,17,0.670713471301489,"Somerville","MA"
54,"John Doe",9,10,0.64711223057197,"Washington","DC"
55,"Blueprint",20,10,0.638994091715608,"NYC","NY"
56,"Kentucky Flying Circus",23,11,0.555031322580813,"Louisville","KY"
57,"Oakgrove Boys",12,8,0.525424404962841,"ARLINGTON","VA"
58,"Bruises",15,9,0.495145580310053,"Boston","MA"
59,"Bullet",11,14,0.494034871623455,"Atlanta","GA"
60,"Schweingeist",18,10,0.493616795871432,"Cincinnati","OH"
61,"Red Circus",4,9,0.493074543777331,"Halifax","Nova Scotia"
62,"Inside Rakete",0,7,0.487242963269672,"Darmstadt","Hesse"
63,"Blade",4,10,0.482957004888189,"Nashville","TN"
64,"Republic",10,10,0.473862881302636,"Los Angeles","CA"
65,"Deathsquad",15,11,0.467762568796348,"Needham","MA"
66,"Sundowners",13,7,0.465448055278159,"Santa Barbara","CA"
67,"Boston Baked Beans",5,2,0.447817896474206,"Boston","MA"
68,"Enigma",16,18,0.403747964541939,"Dayton","OH"
69,"Four",13,8,0.396881204996035,"Ann Arbor","MI"
70,"Green River Swordfish",13,7,0.388277661143277,"Davis","CA"
71,"Brickhouse",7,7,0.365166162071976,"Durham","NC"
72,"Red Tide",13,12,0.357856451172425,"Portland","ME"
73,"Singlewide",14,1,0.348291495389698,"Austin","TX"
74,"CaSTLe",11,11,0.346871000629912,"St. Louis","MO"
75,"Phoenix",7,6,0.33864014890456,"Ottawa, ON","Ontario"
76,"Omen",16,6,0.338407666205302,"Orlando","FL"
77,"Cerberus",12,14,0.336847715482494,"Athens","GA"
78,"The Roofing Co.",13,9,0.331090402638188,"Indianapolis","IN"
79,"Breakers",9,15,0.329510392118891,"Providence","RI"
80,"Choice City Hops",13,10,0.3286087821144,"Fort Collins","CO"
81,"Right Coast",3,5,0.317006950790628,"Wilmington","NC"
82,"Shade",16,8,0.314118634125348,"New York","NY"
83,"Rush Hour",12,9,0.30209406080273,"Atlanta","GA"
84,"Rougaroux",12,8,0.284230214862941,"Baton Rouge/New Orleans","LA"
85,"Imperial",11,11,0.278628296693301,"Saint Paul","MN"
86,"BaNC",14,14,0.276287785602677,"Charlotte","NC"
87,"Black Market X",6,0,0.26532371176035,"Lombard","IL"
88,"Westchester Magma Bears",14,13,0.247794036808594,"Yorktown Heights","NY"
89,"Wisconsin Hops",10,12,0.234821278749304,"Stevens Point","WI"
90,"Mango Tree",12,9,0.225143762216522,"Ann Arbor","MI"
91,"South Shore Line",12,10,0.206640863827991,"Chicago","IL"
92,"Dallas United: Desperados",10,8,0.19948994414792,"Dallas","TX"
93,"JAWN",13,13,0.198024648471523,"Philadelphia","PA"
94,"PowderHogs",12,4,0.186462816766194,"Salt Lake City","UT"
95,"Chimney",14,13,0.18640215417408,"Cleveland","OH"
96,"Climax",11,11,0.184382315250043,"Minneapolis","MN"
97,"Rampage",5,10,0.181943969531327,"Huntsville","AL"
98,"Chattanooga Gentlemen's Club",7,12,0.172183928906346,"Chattanooga","TN"
99,"Scythe",13,10,0.168932250429099,"Omaha","NE"
100,"Shades",5,3,0.165095022708855,"Northampton","MA"
101,"Plex",9,10,0.160446926780566,"Dallas","TX"
102,"Sawtooth",12,8,0.145855805334189,"Boise","ID"
103,"Ghost Train",13,12,0.144931290580505,"Seattle","WA"
104,"War Machine",10,16,0.133242900613198,"Birmingham","AL"
105,"Black Lung",7,14,0.126412452927302,"Lexington","KY"
106,"Ham",12,6,0.123869457825046,"Bellingham","WA"
107,"The Killjoys",9,9,0.122147046770014,"Orem","UT"
108,"Watchdogs",12,8,0.121432152749091,"Bethesda","MD"
109,"Grand Trunk",2,4,0.118433782649524,"Toronto","ON"
110,"Holy City Heathens",6,8,0.114744644721338,"Charleston","SC"
111,"Dreadnought",9,7,0.114241984323536,"Fayetteville","AR"
112,"Dredge",11,11,0.103998534893366,"Rhinebeck","NY"
113,"Rip City Ultimate",11,16,0.10265155092716,"Portland","OR"
114,"Slag Dump",11,9,0.0997115201596052,"Pittsburgh","PA"
115,"Xavier's School for Gifted Youngsters",11,8,0.0982014870748056,"Syracuse","NY"
116,"SmokeStack",8,15,0.0919900472692553,"Kansas City","KS"
117,"Low Five",8,17,0.0907774925332262,"Columbus","OH"
118,"Memphis Belle",8,8,0.0903047541491488,"Memphis","TN"
119,"houSE",8,14,0.0863015071743381,"Kenosha","WI"
120,"Shockoe Slip Flatball Club",8,5,0.0858982751460361,"",""
121,"Somerville BAG",8,12,0.084447231390002,"Somerville","MA"
122,"Thundersnow",6,14,0.0827655122713129,"Flagstaff","AZ"
123,"Satellite",10,9,0.0811852447941549,"Normal","IL"
124,"UpRoar",14,4,0.0800774771689271,"Tampa Bay","FL"
125,"DeMo",9,11,0.0799465227202458,"Des Moines","IA"
126,"Adelphos",13,8,0.0795200439327973,"Philadelphia","PA"
127,"DTH",8,10,0.0765453740335367,"Houston","TX"
128,"T.R.W.F.B.",4,1,0.0760093218903061,"Seattle","WA"
129,"Connecticut Connvicts",11,16,0.0758695342385581,"Manchester","CT"
130,"Papa Bear",7,8,0.0719509013711899,"Houston","TX"
131,"Riverside Ultimate",10,3,0.0695778185890031,"Austin","TX"
132,"Dallas United: Outlaws",9,11,0.0671521133940321,"Dallas","TX"
133,"Syndicate",6,10,0.0624834177695831,"Colorado Springs","CO"
134,"Supercell",8,11,0.0590932245850843,"Oklahoma City","OK"
135,"H.O.G. Ultimate",5,15,0.0501493859731803,"Macon","GA"
136,"Midnight Meat Train",5,13,0.0498607988893917,"Grand Rapids","MI"
137,"Coastal Empire",4,3,0.04839898879535,"Savannah","GA"
138,"ISO Atmo",5,17,0.0469619479099977,"Boulder","CO"
139,"Premium",7,8,0.0464102014076768,"Beaumont","TX"
140,"AK Pipeline",6,19,0.0462099187276457,"Akron","OH"
141,"Club M - Rage",2,5,0.0461945211145242,"Montreal","Quebec"
142,"SA Spares",5,9,0.0436989953762377,"San Antonio","TX"
143,"Union",6,18,0.0407091163440697,"Seattle","WA"
144,"THE BODY",8,6,0.0403214749448134,"Minneapolis","MN"
145,"Rawhide",7,12,0.0397852107022792,"Tulsa","OK"
146,"Blackfish",5,6,0.0366706409759388,"Vancouver","BC"
147,"DNA",4,2,0.035585290379038,"Surrey","BC"
148,"Auxiliary",6,13,0.0350000907656344,"Quad Cities","IA"
149,"SURE",8,10,0.0345563433973363,"Seattle","WA"
150,"Sons",2,5,0.0320837357563815,"Palo Alto","CA"
151,"Spring Creek Ascension",8,7,0.031021001437619,"Tomball","TX"
152,"Dallas United: Neato Banditos",5,13,0.0305376458063634,"Dallas","TX"
153,"Fat and Mediocre",4,3,0.0282545989127055,"Brooklyn","NY"
154,"Munch Box",6,7,0.0271200188839748,"Fairfax","VA"
155,"Sherbrooke Gentlemen's Club",4,3,0.0267938244296874,"Sherbrooke","QC"
156,"AndyGator",1,7,0.0243078800226455,"Baton Rouge","LA"
157,"Black Market Y",1,4,0.0237292015454711,"Lombard","IL"
158,"Helots",7,12,0.0236483338149064,"Sparta","NJ"
159,"Cloverleaf",1,10,0.0236026204752226,"Tacoma","WA"
160,"Dirty D",7,15,0.0235341049020183,"Greater Detroit","MI"
161,"Refinery",4,4,0.0233986337861551,"Vancouver","BC"
162,"Cream City Crooks",4,22,0.0227956929268719,"Milwaukee","WI"
163,"The Bucket Brigade",4,9,0.0223675159468047,"Hot Springs","AR"
164,"Flicky Stardust and the Cutters From Mars",2,5,0.0198342411793819,"Eugene","OR"
165,"Pittsburgh Puppies",4,4,0.019828460053622,"Pittsburgh","PA"
166,"Transatlantic Danger Zone",0,4,0.0190550348600985,"CIncinnati","OH"
167,"Garden Party",9,17,0.0181483022396279,"New Brunswick","NJ"
168,"Deaf Fruit",6,9,0.0177076665128407,"Lubbock","TX"
169,"Shrike",4,1,0.015710421733769,"Ottawa","ON"
170,"Black Market II",5,18,0.0156120401206738,"Lombard","IL"
171,"Mutiny",4,11,0.01317091465196,"Burlington","VT"
172,"DingWop",7,7,0.0128102916734043,"Duluth","MN"
173,"Interesting Tummy Birds",1,3,0.0127499832951119,"Fort Collins","CO"
174,"Fénix Ultimate",3,3,0.0125498087294097,"Mexico City","Mexico City"
175,"Shrimp Boat",5,9,0.0125458525117007,"TALLAHASSEE","FL"
176,"Solar Eclipse",4,10,0.0111619562647279,"Lexington","KY"
177,"Red Tide Black",1,5,0.0109270219220756,"Portland","ME"
178,"Gargantuan Spider Dragons-Senior",1,4,0.0104456929137605,"Lewiston","ME"
179,"Journeymen",3,3,0.00988356696666203,"Sunnyvale","CA"
180,"Baemaker",8,6,0.00961669821604337,"Chicago","IL"
181,"Barefoot",1,4,0.00933016105776188,"Tupelo","MS"
182,"Riverside Messengers-B",3,7,0.00930430841678356,"Austin","TX"
183,"Dragon Army",2,3,0.00899575630525515,"Seattle","WA"
184,"El Niño",8,3,0.00898346591722212,"Oakland Park","FL"
185,"Bomb Squad",1,9,0.00855275260070515,"Bel Air","MD"
186,"Black Knights",3,4,0.00848414025961844,"West Point","NY"
187,"Flash Flood",2,3,0.00750336854595521,"Flower Mound","TX"
188,"Madd Dogg",1,8,0.00709716177404504,"Provo","UT"
189,"Black Penguins Club",6,9,0.006942684826817,"Bourbonnais","IL"
190,"Bear Proof",4,10,0.00630082964781101,"Harrisburg","PA"
191,"Winc City Fog of War",5,14,0.00610437784686765,"Winchester","VA"
192,"Swangos",1,3,0.0057991449886073,"Austin","TX"
193,"Green Bay Quackers",3,4,0.00543315017646017,"Appleton-Oshkosh-Green Bay","WI"
194,"Gulls",1,5,0.00516923040493253,"Berkeley","CA"
195,"Defy the Meta",0,3,0.00490809940959287,"Amherst","MA"
196,"Hammerhead",3,12,0.00455488518404564,"Jacksonville","FL"
197,"Barden Btate Bultimate",2,5,0.00422724792873724,"Maplewood","NJ"
198,"Club M - Magma",4,14,0.00415745483406271,"Montreal","Québec"
199,"spokane flatline",1,9,0.00404229052337354,"spokane","WA"
200,"East Rock Candy Mountain",3,14,0.00380941284326763,"New Haven","CT"
201,"First Order",3,9,0.00376826797167501,"Roanoke","VA"
202,"Hippie Mafia",6,13,0.00371551822417547,"Milwaukee","WI"
203,"The Silent Flatballers",2,3,0.00350302823679955,"New York","NY"
204,"Ultimate Impact",2,4,0.00326695056031631,"San Francisco","CA"
205,"Mississippi Valley Tundra Swans",3,4,0.00276130048297775,"Winona","MN"
206,"CerB WerB-B",2,5,0.00211040329997171,"Athens","GA"
207,"AOL (All Outta Love)",0,6,0.00190791121181352,"Philadephia","PA"
208,"Snip Snip",1,6,0.00174883726774639,"Northfield","MN"
209,"Jelly Straus",2,6,0.00149161129032197,"Williamsburg","VA"
210,"Tyranny",2,9,0.0014459585153267,"Tampa","FL"
211,"Brawl",1,12,0.00136507686807138,"Tempe","AZ"
212,"Space Coast Ultimate",2,9,0.00132498555091792,"Melbourne","FL"
213,"The Boys",0,8,0.000962064429216833,"Cincinnati","OH"
214,"Path of Totality",1,4,0.000942417049856039,"Bethlehem","PA"
215,"Vicious Cycle",2,6,0.000885509191369142,"Gainesville","FL"
216,"Honey Bashfords",0,6,0.000833866193398612,"Chapel Hill","NC"
