"Rank","Team","Wins","Losses","Rating","City","State"
140,"Sabotage",5,8,0.0428966652735549,"Philadelphia","PA"
141,"Townies",8,5,0.0412659021821551,"Ithaca","NY"
142,"Mimosas",2,10,0.0399259932482523,"Berkeley","CA"
143,"Boomtown",6,1,0.0394005535590294,"Tulsa","OK"
144,"Mad Udderburn",13,9,0.0386730902434156,"Madison","WI"
145,"Mental Toss Flycoons",5,5,0.0385698729012768,"Missoula","MT"
146,"Baywatch",5,9,0.0368405837358118,"Pensacola","FL"
147,"DTH",7,7,0.0365708658725246,"Cambridge","MA"
148,"AC Bandits",8,4,0.0363666115457724,"Oakland","CA"
149,"Dream Team Frisbee",3,4,0.0357201716591251,"Columbia","SC"
150,"North Coast Disc Co.",7,8,0.0305970612407622,"Cleveland","OH"
151,"Stormborn",5,14,0.0302175900941754,"Washington","DC"
152,"Enough Monkeys",5,7,0.0300318100137897,"Hartford","VT"
153,"Wingdings",6,8,0.029982002154952,"Des Moines","IA"
154,"Spirit Fowl",8,13,0.0289944198819622,"Saint Paul","MN"
155,"Dumpster Fire",4,10,0.0288775242111826,"North Charleston","SC"
156,"Swing",3,6,0.0248566611381487,"San Diego","CA"
157,"Liquid Hustle",4,11,0.024681943652063,"Indianapolis","IN"
158,"Springs Mixed Ulty Team (SMUT)",5,4,0.0233266403709814,"Colorado Springs","CO"
159,"Dixon Melons",2,1,0.023141924646876,"Missoula","MT"
160,"ELevate",6,8,0.0231225641000564,"Chicago","IL"
161,"Animals",2,5,0.0231192536079732,"Sherbrooke","Québec"
162,"Wildstyle",6,8,0.0228081077802033,"Austin","TX"
163,"Memphis Hustle & Flow",6,4,0.021976126960855,"Memphis","TN"
164,"Stackcats",6,15,0.0210592653072194,"Chicago","IL"
165,"OutKast",5,9,0.0209495785838515,"Atlanta","GA"
166,"Free Ride",5,7,0.0208477400598769,"Columbia","MO"
167,"BRUH",4,10,0.0201299807656422,"Clemson","SC"
168,"Impact",8,6,0.0198189794774203,"Wichita","KS"
169,"Serial Crusher Theory",5,3,0.0196430394113862,"Twin Cities","MN"
170,"Nautilus",3,3,0.0189702049043449,"Farmington","CT"
171,"Rocket LawnChair",6,5,0.0183820028427765,"Ann Arbor","MI"
172,"Varsity",5,7,0.017931694035261,"New York","NY"
173,"Asylum",6,9,0.0175896195530517,"Athens","OH"
174,"Raft Ultimate",2,4,0.0172462327894713,"Ottawa","Ontario"
175,"MxD",6,8,0.0170373370307014,"College Park","MD"
176,"Spawn",2,3,0.0166194007405124,"Fredericton","NB"
177,"Los  Heros",6,9,0.0162475022148505,"Bloomington","IN"
178,"Dead Reckoning",5,7,0.0157887515944046,"Portland","ME"
179,"Jabba",9,11,0.0153799402446162,"Chicago","IL"
180,"Absolute Zero",2,4,0.0153003991227085,"Santa Clara","CA"
181,"Swag State",3,7,0.0152789357784845,"Orlando","FL"
182,"Bold City",1,4,0.0152022832991402,"Jacksonville","FL"
183,"FIRE ULTIMATE CLUB",0,7,0.0142732172905042,"BOGOTA","CUNDINAMARCA"
184,"Local 613",4,2,0.0139556414945713,"Kingston","ON"
185,"Bulleit Train",6,7,0.0134255924945613,"Seattle","WA"
186,"Carolina Reign",3,10,0.0117382736002516,"Winston-Salem","NC"
187,"Mixed Pi",4,4,0.0117149827551489,"Lexington","KY"
188,"Chalice",0,6,0.0110796409446636,"St. Louis","MO"
189,"Bitmap",4,10,0.0109561302715127,"Philadelphia","PA"
190,"Quest",2,6,0.0107053872301827,"Québec","Québec"
191,"DR",0,6,0.00953258962404523,"Berkeley","CA"
192,"Hairy Otter",2,5,0.00942938555853188,"Nashville","TN"
193,"Blitzkrieg",5,9,0.00900034153567171,"Kansas City","MO"
194,"Boomtown Pandas",5,16,0.00880554492963665,"Madison","WI"
195,"Mississippi Blues",4,2,0.00840258342064705,"Jackson","MS"
196,"NEKUD",3,3,0.00825294563489317,"Burke","VT"
197,"Mastodon",5,8,0.00823677940670681,"Madison","WI"
198,"Friend Zone",2,12,0.00806157649679148,"Gainesville","GA"
199,"Heavy Flow",3,15,0.00784482073972023,"Columbia","MD"
200,"Doppler Effect",6,10,0.00752702434644558,"Detroit","MI"
201,"The Strangers",3,7,0.0067477808645865,"Westminster","CO"
202,"Mixed Results",4,9,0.0065965182228066,"Knoxville","TN"
203,"¡Fiesta!",1,3,0.00511915389095926,"San Diego","CA"
204,"Slam",3,5,0.00448106688655088,"Greenville","SC"
205,"Pink Pear",1,4,0.00447320050957606,"NYC","NY"
206,"District Cocktails",3,10,0.00438358945276824,"Washington","DC"
207,"I-79",4,11,0.00424220231589522,"Pittsburgh/Erie","PA"
208,"Rogue",0,6,0.00418730046436901,"Tucson","AZ"
209,"Beezer Ultimate",1,4,0.00395122342081458,"Durham","NH"
210,"Drunk in Space",0,6,0.00355704230930224,"Boston","MA"
211,"Fifth Element",4,8,0.0035166844447384,"Louisville","KY"
212,"Tlacuaches",2,5,0.00322027832754076,"McAllen","TX"
213,"Balloon",1,5,0.00320654732495311,"College Station","TX"
214,"Feral Cows",1,5,0.00309261984070049,"Palo Alto","CA"
215,"Mousetrap",4,10,0.00284936290106855,"Madison","WI"
216,"Turnstyle",1,12,0.00240892242825008,"New York","NY"
217,"Thunderpants the Magic Dragon",3,7,0.00226205166113947,"Dayton","OH"
218,"Oh My!",7,9,0.00224054014057317,"Portland","OR"
219,"#Beez",3,11,0.00219435671149108,"Long Island","NY"
220,"Glitter Bomb",1,6,0.00211728754112388,"San Francisco","CA"
221,"Flying Circus Disc Club",3,7,0.00205648678783791,"Portland","OR"
222,"Mixed on the Rock",1,6,0.00170231676849203,"Little Rock","AR"
223,"CimaSalta-Upper",1,3,0.00165110017792947,"Jacksonville","FL"
224,"EDM",0,5,0.00134831595755608,"Denver","CO"
225,"Identity Crisis",0,6,0.00129209022581814,"Boone","NC"
226,"Norfolkin' Around",0,6,0.00117136457118724,"Norfolk","VA"
227,"Los Penguinos",1,5,0.00115110924315824,"DC/Baltimore","DC"
228,"Magic City Mayhem",1,5,0.000870404829206978,"Birmingham","AL"
229,"Hot Stix",0,6,0.000773911738435787,"San Francisco","CA"
230,"Pocket City Approach",0,6,0.000748544235884795,"Evansville","IN"
231,"Pandatime",0,5,0.000634155384617275,"Towson","MD"
232,"ALTimate Brews",2,13,0.000618387498407937,"Madison","WI"
233,"The Greatest Team in America",1,6,0.000597819430645873,"Baltimore","MD"
234,"Turmoil",2,4,0.000464517222250458,"Memphis","TN"
235,"Swipe >",1,3,0.000418951991093162,"Fossil Cove","OK"
236,"OMBU",2,2,0.000397841938540737,"Portland","OR"
237,"Mud Turtles",0,9,0.000389628884571984,"Houston","TX"
238,"Get A Baby",1,10,0.000365189680182112,"Plymouth","NH"
239,"Igneous Ultimate",0,10,0.000267349261104358,"Bend","OR"
240,"Skyhawks",2,4,0.000199468388646247,"South Bend","IN"
241,"Taco Cat",0,6,0.000109385651970482,"Chicago","IL"
242,"Petey's Parrots",1,15,1.6810786363748e-05,"Columbus","OH"
243,"Mishigami",1,8,1.32547800227849e-05,"East Lansing","MI"
244,"Missoula Yoursoula",0,3,0,"Missoula","MT"
244,"MUTT",0,6,0,"Saint Paul","MN"
