"Rank","Team","Wins","Losses","Rating","City","State"
1,"Seattle Mixtape",20,3,23.9961045519864,"Seattle","WA"
2,"Slow White",28,6,20.4380205892241,"Boston","MA"
3,"Wild Card",36,3,19.6641501417279,"Boston","MA"
4,"AMP",17,3,16.8892055049776,"Philadelphia","PA"
5,"BFG",23,7,15.4841920584144,"Seattle","WA"
6,"Drag'n Thrust",19,7,12.1634061920711,"Minneapolis","MN"
7,"Blackbird",21,9,8.37706311456992,"San Francisco","CA"
8,"Steamboat",21,10,8.09667945812438,"Cincinnati","OH"
9,"Toro",29,3,7.88901016060288,"Durham","NC"
10,"Mischief",17,9,7.28231880752595,"San Francisco Bay Area","CA"
11,"NOISE",16,10,6.50044782493431,"Madison","WI"
12,"shame.",21,6,6.3795544917944,"Fort Collins","CO"
13,"Metro North",17,10,5.1103223269453,"Mianus","CT"
14,"XIST",25,7,5.0248084506791,"New York","NY"
15,"The Chad Larson Experience",17,14,4.66789495923003,"Ames","IA"
16,"Public Enemy",14,8,4.00230642215882,"Dallas/Fort Worth","TX"
17,"Love Tractor",17,8,3.90008202886356,"Denver","CO"
18,"Polar Bears",19,8,3.72743423243526,"Berkeley","CA"
19,"Ambiguous Grey",16,8,3.520611350597,"Washington","DC"
20,"Alloy",11,8,3.42625695322432,"Pittsburgh","PA"
21,"7 Figures",22,5,3.14435907927633,"Los Angeles","CA"
22,"UPA",18,7,3.01106360469783,"Chicago","IL"
23,"Birdfruit",22,6,2.96472007902039,"Seattle","WA"
24,"BoyShe",25,11,2.94216382616405,"Boise","ID"
25,"G-Unit",15,10,2.68582437963561,"Gainesville","FL"
26,"UNION",13,11,2.47873885701964,"Toronto","Ontario"
27,"Distelfink",23,6,2.29900927416182,"Lancaster","PA"
28,"Columbus Cocktails",29,6,2.14952171345699,"Columbus","OH"
29,"Bang!",17,10,2.09062894471196,"West Chester","PA"
30,"Dub Club",19,11,2.05739940348721,"West Chester","PA"
31,"Charlotte Storm",23,7,1.97516051035067,"Charlotte","NC"
32,"Bozos",17,10,1.9538784769228,"Bozeman","MT"
33,"BW Ultimate",21,14,1.82353528784623,"Sunnyvale","CA"
34,"Bucket",20,3,1.79029196530679,"Atlanta","GA"
35,"No Touching!",10,10,1.76531421291897,"Twin Cities","MN"
36,"Cosa Nostra",15,13,1.72503453791155,"Austin","TX"
37,"Snake Country Bromance",5,1,1.71395499594543,"SOMERVILLE","MA"
38,"Minnesota Star Power",27,7,1.62857150294961,"Minneapolis/ St. Paul","MN"
39,"Classy",18,10,1.37716026985918,"San Francisco","CA"
40,"Swing State",25,14,1.31117125381593,"Orlando","FL"
41,"The Feminists",19,15,1.27257438721253,"New York","NY"
42,"Sparkle Ponies",15,12,1.25842050759085,"Rockville","MD"
43,"Battleship",13,8,1.22904678539786,"St-Jean-sur-Richelieu","Quebec"
44,"Freakshow",2,0,1.16666666666667,"Newark","DE"
45,"Happy Valley",13,10,1.13418033566161,"Amherst","MA"
46,"Happy Hour",15,2,1.09655248519189,"McMinnville","OR"
47,"SHINSHU LOOSE-Upper",2,5,1.09232118119633,"Matsumoto","Nagano"
48,"Jughandle",19,10,1.04050623684258,"Princeton","NJ"
49,"Bird",21,14,1.01716401027049,"Minneapolis","MN"
50,"Donuts",17,11,1.00205729107757,"Bay Area","CA"
51,"Garbage Plates",19,9,0.992255681902252,"Rochester","NY"
52,"Sellout",17,5,0.96801302615809,"Austin/Houston/Dallas","TX"
53,"Tequila Mockingbird",25,10,0.957490603983378,"Chicago-apolis","IN"
54,"Pegasus",12,12,0.936096358044273,"Seattle","WA"
55,"American Barbecue",14,7,0.887641219618133,"San Francisco","CA"
56,"Thoroughbred",14,13,0.861417377450111,"Saint Louis","MO"
57,"Heartless",20,9,0.837870865495163,"Burlington","VT"
58,"Geekshow",0,2,0.833333333333333,"Newark","DE"
59,"Mojo Jojo",26,12,0.828082755706405,"Minneapolis","MN"
60,"JLP",20,8,0.823423205879401,"Atlanta","GA"
61,"Alchemy",23,10,0.784940009954835,"San Francisco","CA"
62,"Darkwing",18,13,0.745716991165485,"Mansfield","MA"
63,"League of Shadows",20,17,0.693239064403379,"Boston","MA"
64,"The Administrators",18,4,0.691463686749597,"Willamette Valley","OR"
65,"Grand Army",14,17,0.679045026300544,"Brooklyn","NY"
66,"Titan NE",17,14,0.677312443791167,"Bar Harbor","ME"
67,"Chalice",13,12,0.659597808082148,"St. Louis","MO"
68,"Cahoots",23,10,0.647319670815633,"Asheville","NC"
69,"tHUMP",21,9,0.637037867331403,"Houston","TX"
70,"HAOS",18,12,0.597723876012809,"Watertown","MA"
71,"Alternative Stacks",19,15,0.583647657883577,"Fairfield","CT"
72,"Team Mexico",1,6,0.575910825993294,"Ciudad de Mexico","Mex"
73,"Mesteño",15,12,0.568529261870073,"Denver","CO"
74,"Murmur",25,11,0.563030339965671,"Athens","GA"
75,"Anchor",6,2,0.55228991888418,"Halifax","Nova Scotia"
76,"Powermove",13,13,0.550228062634655,"New York","NY"
77,"Ant Madness",24,13,0.544366404055798,"Arlington","VA"
78,"Townies",18,11,0.540504411069822,"Ithaca","NY"
79,"Risky Business",20,11,0.538019679074256,"Dallas","TX"
80,"PleasureTown",11,17,0.511899086953511,"Boston","MA"
81,"Method",24,9,0.508624759943456,"Huntsville","AL"
82,"Clue",12,9,0.491725991242834,"Philadelphia","PA"
83,"Malice in Wonderland",19,9,0.466331488953552,"Raleigh","NC"
84,"Northern Comfort",22,16,0.456288819823807,"Milwaukee","WI"
85,"Moontower",14,16,0.447303310320772,"Austin","TX"
86,"Platypi",11,10,0.446748168497083,"Chico","CA"
87,"Sunken Circus",17,14,0.441848904434638,"Portland","ME"
88,"Family Style",14,10,0.440209739225052,"Los Angeles","CA"
89,"Cutthroat",17,14,0.419459551537833,"Reno","NV"
90,"Shakedown",18,11,0.409641316243491,"Chicago","IL"
91,"Hybrid",22,7,0.409054292447114,"Ann Arbor","MI"
