"","Team","Wins","Losses","Competition Level","Gender Division","City","State","Links","Index","Rating"
"1","Golden Poppies",6,0,"Masters","Women","Oakland","CA","/teams/events/Eventteam/?TeamId=bHQh91tH7%2brS4%2fU6iVKlRFMtsm7p%2bfJ3B8rNirpXEn8%3d",146,60.4535605528957
"2","North Carolina (Pleiades)",32,4,"College","Women","Chapel Hill","NC","/teams/events/Eventteam/?TeamId=udzbUQebhR1gq5fh0jyPE7aek4qofifkyNuGv56TTes%3d",248,51.424179753505
"3","California-San Diego (UCSD Psychos)",42,4,"College","Women","San Diego","CA","/teams/events/Eventteam/?TeamId=PKOp%2fOuZ04t9j79sXPSqbx%2fdNRckz24ov9PJAEvXZ7g%3d",54,39.5920096991194
"4","Ohio State (Fever)",38,4,"College","Women","Columbus","OH","/teams/events/Eventteam/?TeamId=vRT2pzWGrhGzlL%2ftRyR5e2xDXFkiBr4SVPsz0xAU028%3d",271,30.7832566086821
"5","Dartmouth (Dartmouth Ultimate)",33,7,"College","Women","Hanover","NH","/teams/events/Eventteam/?TeamId=lPzPU9u%2fGPP%2bxoOe%2bowY%2bn8NfAdXmjbu%2bqbxMaHS4p0%3d",99,24.1116470969041
"6","Carleton College-Syzygy (Syzygy)",30,7,"College","Women","Northfield","MN","/teams/events/Eventteam/?TeamId=vxyWGFegjlbu79wdT%2fZH%2fPbTnrB%2bgb16ajjimEKBHqs%3d",60,14.1522347899198
"7","Fury",22,3,"Club","Women","San Francisco","CA","/teams/events/Eventteam/?TeamId=3pSpbbS4EBcV0wSbAB8QNCBCslbSCIoSUwoBg0Itsqc%3d",130,13.1233610313145
"8","Seattle Riot",23,3,"Club","Women","Seattle","WA","/teams/events/Eventteam/?TeamId=YnuU%2bK8KfxTlJ195ubQmuJMl2xH7EoZVI2CHCCNH%2bmE%3d",333,12.2816904415455
"9","California-Santa Barbara (Burning Skirts)",30,9,"College","Women","Goleta","CA","/teams/events/Eventteam/?TeamId=sE5L9T0O2WxOGnaP0zPe8MX3cjUjMJtOEp04aCE6g0c%3d",55,11.1120144784404
"10","British Columbia (Thunderbirds)",16,8,"College","Women","Vancouver","BC","/teams/events/Eventteam/?TeamId=h751lHq1lZdFmr17KRmO5mufR2ANRFevh2l03GIm7ks%3d",40,10.2392449314539
"11","Western Washington (Chaos)",20,9,"College","Women","Bellingham","WA","/teams/events/Eventteam/?TeamId=vT5wJxOixplX%2fTPS61OBSj7fDDJpVbY0DvDTfWtF%2fhE%3d",444,9.81765124885628
"12","Molly Brown",24,5,"Club","Women","Denver/Boulder","CO","/teams/events/Eventteam/?TeamId=oBeGasTXjnMqIcx%2brpMABdLTZCbQ351W9fgmS7sgjCI%3d",232,8.78516368352486
"13","North Carolina-Wilmington (Seaweed)",26,10,"College","Women","Wilmington","NC","/teams/events/Eventteam/?TeamId=sGxhM%2bLDcBG81wMaTPEb8uvLJ1ocozoN8IvoCkVaLHw%3d",247,7.8693881865225
"14","Brute Squad",16,4,"Club","Women","Boston","MA","/teams/events/Eventteam/?TeamId=6d8eGrZP5tiasDchYyyocqQzoAR5gsEG5A20puGmDOo%3d",45,6.95864396764972
"15","Tufts (EWO (Elephant Women))",21,14,"College","Women","Somerville","MA","/teams/events/Eventteam/?TeamId=Y018AWs8s7Rmx14Z2FNErxzBXbJNAIARq1n5%2fMQHEYQ%3d",403,6.43608231028537
"16","Oregon (Fugue)",21,18,"College","Women","Eugene","OR","/teams/events/Eventteam/?TeamId=VS6KSZz2mPl3kwbk4aNMBTqIZpkstYiP1lvbrW94yiQ%3d",276,6.20307011190173
"17","Scandal",18,7,"Club","Women","Washington","DC","/teams/events/Eventteam/?TeamId=v3HWQ4lwhzaYSjTgeB3Ex8otVBu2S9gKRJQ3cIsPM0w%3d",329,6.07009714375747
"18","Stanford (Stanford (Superfly))",22,19,"College","Women","Stanford","CA","/teams/events/Eventteam/?TeamId=yx9D55DiPbffhZxL474kvPKT%2fTyOf6s0pEuRGUkOhek%3d",354,5.93693639798684
