"Rank","Team","Wins","Losses","Rating","City","State"
1,"Brute Squad",6,0,23.5497888309124,"Boston","MA"
2,"Phoenix",5,0,12.7672014598726,"Durham","NC"
3,"Seattle Riot",12,1,11.359163871873,"Seattle","WA"
4,"Molly Brown",5,1,3.7559332488393,"Denver/Boulder","CO"
5,"Fury",4,2,2.8811171098616,"San Francisco","CA"
6,"Maeve",2,0,2.75000000000001,"Dallas","TX"
7,"Schwa",6,8,2.42871798097739,"Portland","OR"
8,"Ozone",9,3,1.58888256115168,"Atlanta","GA"
9,"Nightlock",8,7,1.44857153223634,"Bay Area","CA"
10,"Underground",9,5,1.36683960320209,"Seattle","WA"
11,"Clemson (Tiger Alumni)",6,1,0.926633058616851,"Clemson","SC"
12,"Scandal",5,2,0.869463560921316,"Washington","DC"
13,"Siege",9,4,0.508320501865645,"Boston","MA"
14,"LOL",3,4,0.344878350969865,"Oakland","CA"
15,"Rival",3,3,0.314908188613738,"Columbus/Ann Arbor","OH"
16,"Wildfire",4,9,0.255647881802599,"San Diego","CA"
17,"Inferno",1,1,0.250000000000001,"Houston","TX"
18,"Heist",3,3,0.2486415089234,"Madison","WI"
19,"Sneaky House Hippos",2,6,0.217688743120843,"Vancouver","British Columbia"
20,"Pop",2,4,0.215520725977989,"Minneapolis","MN"
21,"BENT",1,5,0.200033370260466,"New York","NY"
22,"Grit",6,1,0.169801504594607,"Washington","DC"
23,"Hot Metal",5,2,0.12446655509389,"Pittsburgh","PA"
24,"Showdown",2,4,0.0883143060884397,"Texas City","TX"
25,"Venus",3,4,0.0702606188984188,"Montreal","Quebec"
26,"Nemesis",4,4,0.0695554122726963,"Chicago","IL"
27,"FAB",6,1,0.051519052933088,"Bay Area","CA"
28,"Indy Rogue",6,0,0.0444053843999874,"Indianapolis","IN"
29,"Iris",6,1,0.0320607930320282,"Québec","Quebec"
30,"Viva",1,11,0.0302138783905155,"Los Angeles","CA"
31,"Fusion",3,4,0.0292662112422481,"Winnipeg","Manitoba"
32,"Salty",3,4,0.028650269656624,"Halifax","Nova scotia"
33,"Green",6,0,0.0258469128788916,"Philadelphia","PA"
34,"PPF",4,3,0.0255758464509258,"Kitchener-Waterloo","Ontario"
35,"Wicked",5,0,0.0216312672639999,"Kansas City","KS"
36,"Elevate",7,4,0.0204745091359314,"Salt Lake City","UT"
37,"Pine Baroness",5,9,0.00767564212666051,"Princeton","NJ"
38,"PLU Alum",0,4,0.00736835615938436,"Tacoma","WA"
39,"Dish",5,1,0.00644742668187358,"Chicago","IL"
40,"Virginia Rebellion",6,7,0.00571693300763324,"Richmond","VA"
41,"Colorado Small Batch",4,1,0.00513960266127803,"Denver","CO"
42,"Portland Ivy",4,3,0.00336904579961317,"Portland","OR"
43,"Zephyr",2,5,0.00309009114460432,"Vancouver","British Columbia"
44,"Steel",13,7,0.00300795171495852,"Birmingham","AL"
45,"Further",2,5,0.00296464716327471,"Eugene","OR"
46,"Seattle Soul",4,3,0.00281528729408824,"Seattle","WA"
47,"Tabby Rosa",11,2,0.00273077917793099,"Gainesville","FL"
48,"Jackwagon",3,3,0.00244598868173125,"Boulder/Denver","CO"
49,"Storm",3,4,0.00225340119206234,"Montreal","Quebec"
50,"Notorious C.L.E.",4,2,0.00202575276743205,"Cleveland","OH"
51,"Vice",2,5,0.00200610523445663,"Cambridge","MA"
52,"Suffrage",7,5,0.0019329727666017,"Washington","DC"
53,"Sureshot",8,5,0.00179912422853315,"Cincinnati","OH"
54,"Backhanded",3,3,0.00154987184735766,"Baltimore/Washington","DC"
55,"Seattle Beat",3,4,0.00139241819856456,"Seattle","WA"
56,"Jinx",6,1,0.00101734334761632,"Portland","ME"
57,"Deadly Viper Assassination Squad",3,4,0.000914844374711823,"Oakland","CA"
58,"Broad City",6,7,0.00082904067886098,"Philadelphia","PA"
59,"Brooklyn Book Club",3,3,0.000788831246238113,"Brooklyn","NY"
60,"Monsoon Ultimate",2,3,0.000637113562979468,"Flagstaff","AZ"
61,"Outbreak",4,3,0.000615137381635998,"Atlanta","GA"
62,"Mystik",4,3,0.00046631429388482,"Montréal","Québec"
63,"Boomslang",4,4,0.000425554897043137,"Albany","NY"
64,"Queen Cake",3,5,0.000407949488818886,"New Orleans","LA"
65,"Salt City Spirit",3,4,0.000300425152941064,"Syracuse","NY"
66,"Wendigo",0,7,0.000299986974267177,"Vancouver","British Columbia"
67,"fiasco",3,3,0.000299631393005245,"Miami","FL"
68,"EXO",3,4,0.000293590161852355,"Sherbrooke","Québec"
69,"Encore",3,4,0.00025849570204289,"Nashville","TN"
70,"Trainwreck",1,4,0.000239625774907194,"Fort Collins","CO"
71,"Lockdown",0,4,8.92168449374806e-05,"Madison","WI"
72,"Rogue",0,5,8.32041812071675e-05,"Chapel Hill","NC"
73,"Helix",3,3,5.73593995201321e-05,"Chicago","IL"
74,"Hoax",2,9,5.2122928390324e-05,"Charleston","SC"
75,"Baywatch",1,6,4.96494464981389e-05,"New Britain","CT"
76,"Independence",2,4,4.44986051529645e-05,"Philadelphia","PA"
77,"HOPE",1,4,3.16931683387469e-05,"Providence","RI"
78,"Honey Pot",0,12,1.52702003214176e-05,"Chattanooga","TN"
79,"Sparks",3,3,1.15419438580697e-05,"Cincinnati","OH"
80,"Autonomous",1,5,0,"Ann Arbor/Detroit","MI"
80,"Dinosaur",0,6,0,"New York","NY"
80,"Filthy Gorgeous",1,5,0,"Saint Louis","MO"
80,"Frenzy",1,5,0,"Chicago","IL"
80,"Huck the Patriarchy",5,2,0,"Seattle","WA"
80,"Temptress",0,2,0,"Dallas","TX"
