"Rank","Team","Wins","Losses","Rating","City","State"
1,"Wild Card",20,0,29.4266350309584,"Boston","MA"
2,"Slow White",16,4,27.1870551308812,"Boston","MA"
3,"AMP",5,2,18.1387341489809,"Philadelphia","PA"
4,"Seattle Mixtape",4,2,16.4921425197311,"Seattle","WA"
5,"BFG",5,2,13.2284086618291,"Seattle","WA"
6,"Mischief",7,0,10.4090357711055,"San Francisco Bay Area","CA"
7,"Drag'n Thrust",4,2,8.44820051943421,"Minneapolis","MN"
8,"Blackbird",8,5,7.80460687680628,"San Francisco","CA"
9,"Polar Bears",6,1,7.68847552731829,"Berkeley","CA"
10,"shame.",10,3,7.20187703826673,"Fort Collins","CO"
11,"The Administrators",4,0,5.43086360875524,"Willamette Valley","OR"
12,"Steamboat",4,3,5.10078556802757,"Cincinnati","OH"
13,"7 Figures",7,3,4.88861352232249,"Los Angeles","CA"
14,"Toro",11,2,4.83204371461448,"Durham","NC"
15,"Love Tractor",8,4,4.45711554007356,"Denver","CO"
16,"BoyShe",10,5,3.42916799907461,"Boise","ID"
17,"Snake Country Bromance",5,1,2.94828528449685,"SOMERVILLE","MA"
18,"Public Enemy",3,6,2.83611734358658,"Dallas/Fort Worth","TX"
19,"Birdfruit",7,1,2.69360723855929,"Seattle","WA"
20,"NOISE",3,3,2.59660110140976,"Madison","WI"
21,"The Chad Larson Experience",3,3,2.44155895579923,"Ames","IA"
22,"XIST",12,1,2.12439222464529,"New York","NY"
23,"Ambiguous Grey",3,3,1.93486553088338,"Washington","DC"
24,"G-Unit",2,4,1.70510597705412,"Gainesville","FL"
25,"Bozos",9,6,1.67484374184343,"Bozeman","MT"
26,"Metro North",5,2,1.66599971429844,"Mianus","CT"
27,"Battleship",13,8,1.66042504415289,"St-Jean-sur-Richelieu","Quebec"
28,"Alloy",2,4,1.48390129907255,"Pittsburgh","PA"
29,"UNION",5,8,1.47353852560553,"Toronto","Ontario"
30,"Swing State",15,3,1.21624383851495,"Orlando","FL"
31,"No Touching!",1,5,1.19765290467972,"Twin Cities","MN"
32,"Freakshow",2,0,1.16666666666667,"Newark","DE"
33,"Charlotte Storm",10,4,0.988052968936898,"Charlotte","NC"
34,"BW Ultimate",7,6,0.964344084407912,"Sunnyvale","CA"
35,"Donuts",5,2,0.94214299269221,"Bay Area","CA"
36,"Bucket",5,1,0.937539609848565,"Atlanta","GA"
37,"Geekshow",0,2,0.833333333333333,"Newark","DE"
38,"UPA",4,2,0.796609746576646,"Chicago","IL"
39,"Jared Lorenzen Project",11,2,0.729780488465173,"Atlanta","GA"
40,"Columbus Cocktails",12,3,0.665057920651853,"Columbus","OH"
41,"Cosa Nostra",5,5,0.664246957846089,"Austin","TX"
42,"Family Style",5,6,0.640260888473172,"Los Angeles","CA"
43,"Bang!",4,3,0.602244073837235,"West Chester","PA"
44,"Long Beach Legacy",2,1,0.600162307776851,"Long Beach","CA"
45,"Method",12,1,0.599592752918993,"Huntsville","AL"
46,"Minnesota Star Power",9,4,0.578490360751555,"Minneapolis/ St. Paul","MN"
47,"Murmur",16,4,0.569990462133916,"Athens","GA"
48,"Jughandle",9,5,0.544989470207852,"Princeton","NJ"
49,"Classy",4,3,0.518449171970702,"San Francisco","CA"
50,"Anchor",6,2,0.514605788565643,"Halifax","Nova Scotia"
51,"The Feminists",7,7,0.508148024093305,"New York","NY"
52,"American Barbecue",4,3,0.458732456650654,"San Francisco","CA"
53,"Sellout",8,1,0.456793309108498,"Austin/Houston/Dallas","TX"
54,"Rubix",3,3,0.363193263617701,"Phoenix","AZ"
55,"Mesteño",3,3,0.29945811572181,"Denver","CO"
56,"Distelfink",5,2,0.293028678712203,"Lancaster","PA"
57,"Tequila Mockingbird",8,6,0.287803803104584,"Chicago-apolis","IN"
58,"Platypi",4,4,0.278881344776826,"Chico","CA"
59,"Titan NE",9,6,0.274643324173968,"Bar Harbor","ME"
60,"Hybrid",12,3,0.270597187617508,"Ann Arbor","MI"
61,"Alchemy",4,3,0.264922967168603,"San Francisco","CA"
62,"Cahoots",11,2,0.261637548212537,"Asheville","NC"
63,"Toast",7,1,0.260972796447707,"Grand Rapids","MI"
64,"Heartless",9,5,0.247140144006308,"Burlington","VT"
65,"PleasureTown",4,10,0.241035989510098,"Boston","MA"
66,"Dub Club",3,4,0.237875679916318,"West Chester","PA"
67,"Firefly",3,4,0.222469114867015,"San Francisco","CA"
68,"Garbage Plates",7,1,0.216440984835733,"Rochester","NY"
69,"Pegasus",2,5,0.216040700790965,"Seattle","WA"
70,"tHUMP",7,2,0.190692413383332,"Houston","TX"
71,"Sparkle Ponies",4,3,0.190153963957907,"Rockville","MD"
72,"Fear and Loathing",2,2,0.189604391501272,"Las Vegas","NV"
73,"Cutthroat",7,5,0.169226487686134,"Reno","NV"
74,"Northern Comfort",11,4,0.166309234628077,"Milwaukee","WI"
75,"Lawn Patrol",3,5,0.166059994248889,"San Jose","CA"
76,"8 Bit Heroes",6,1,0.159897807178336,"Frederick","MD"
77,"Risky Business",7,3,0.158744910156105,"Dallas","TX"
78,"Grand Army",5,10,0.156913495807421,"Brooklyn","NY"
79,"Argo",3,4,0.152905310526838,"San Francisco","CA"
80,"Ant Madness",10,4,0.146107318089429,"Arlington","VA"
81,"TAU",5,2,0.138681844821245,"Winston Salem","NC"
82,"Clue",4,3,0.134953978649372,"Philadelphia","PA"
83,"Darkwing",8,10,0.133156387678224,"Mansfield","MA"
84,"LoveShack",9,5,0.130553852142716,"Atlanta","GA"
