"Rank","Team","Wins","Losses","Rating","City","State"
1,"Johnny Encore",15,6,0.821443519018269,"Denver","CO"
2,"Voltron 2020",9,1,0.528909516653755,"Seattle","WA"
3,"Boneyard",7,1,0.370982188905578,"Oxford","NC"
4,"Surly",11,1,0.171675043986906,"MINNEAPOLIS","MN"
5,"Viejo",8,4,0.157043574502159,"HOUSTON","TX"
6,"Royal Stag",8,6,0.108809027750223,"Madison","WI"
7,"Pacemaker",8,2,0.0903430137589852,"Chicago","IL"
8,"All Bashed Out",6,3,0.0849349586153155,"Albany ""Cap City Bang Bang""","NY"
9,"Geronimo",6,6,0.0812081660552736,"Deep in the Heart of","TX"
10,"King Louie",7,5,0.0598375771645232,"Saint Louis","MO"
11,"Rest Stop",5,3,0.0425505516534794,"Baltimore","MD"
12,"Beyondors",5,3,0.0398112254608579,"Santa Barbara","CA"
13,"Outlaw",3,4,0.0282825060790199,"Fayetteville","AR"
14,"NSOM",1,2,0.0180165063729457,"Montreal","Quebec"
15,"Colorado Springs High Mileage",3,4,0.0142158731406195,"Colorado Springs","CO"
16,"Dirt",3,4,0.0132977473914833,"Cedar Rapids","IA"
17,"Naptown",4,6,0.011142376706113,"Indianapolis","IN"
18,"The Bayou Boys",1,5,0.0106562158392316,"Houston","TX"
19,"Surly Cynic",2,6,0.0104960058337056,"Minneapolis","MN"
20,"Woolly Mammoth",1,1,0.00804961353285688,"Gainesville","FL"
21,"Big Ugly",1,1,0.00633360405059104,"Oakland","CA"
22,"JOIN, or DIE.",2,6,0.00613113699099297,"Philadelphia","PA"
23,"10th Edition",4,7,0.00587424501328039,"Chicago","IL"
24,"Young OG's",0,2,0.000904800578655862,"San Diego","CA"
25,"Magic City Masters",0,2,0.000349983197080734,"Atlanta","GA"
26,"FoG",1,4,0.000136337186982513,"Cincinnati","OH"
27,"Naptown-B",1,5,1.76189595485093e-05,"Indianapolis","IN"
28,"Burnside 33",2,3,0,"portland","OR"
28,"Clippers",0,2,0,"Baltimore","MD"
28,"Danger Mouse",1,3,0,"Seattle","WA"
28,"Gravy Train",2,7,0,"Seattle","WA"
28,"Rust Spot",1,1,0,"DC/Baltimore","DC"
28,"Surrillic Audovice",0,4,0,"Richardson","TX"
28,"Xtra Surly",0,7,0,"Minneapolis","MN"
