"Rank","Team","Wins","Losses","Rating","City","State"
1,"Shadows",5,0,4.03288870350318,"Oakland","CA"
2,"Old Man Winter",4,0,3.54545454545456,"chicago","IL"
3,"Johnny Walker",10,1,3.37923266436146,"Denver/Boulder","CO"
4,"No Country",10,1,2.14875846679,"Brattleboro","VT"
5,"Endless Sunset",6,5,1.26747930681529,"San Diego","CA"
6,"Reckon",5,0,0.479767124480815,"GA/TN/etc","GA"
7,"Kalakala",6,3,0.47162871190472,"Seattle","WA"
8,"projectile dysfunction team HELM",3,2,0.340909090909092,"columbus","OH"
9,"Hootenanny",9,4,0.250086307453612,"Raleigh","NC"
10,"Critical Mass",3,2,0.184878264265212,"Northampton","MA"
11,"Age Against the Machine",2,3,0.113636363636364,"Cincinnati","OH"
12,"Moscow State",2,3,0.0925416196078355,"New York","NY"
13,"DinoSlam",1,1,0.0748617003023365,"Portland","OR"
14,"GrandMaster Flash",4,10,0.037566456313192,"Orlando","FL"
15,"Borderline",4,4,0.0316711761546865,"Maritimes","Nova Scotia"
16,"Goatswitcher",1,4,0.0187337268575314,"Montgomery","AL"
17,"Rust",2,4,0.0166165009083634,"Birmingham","AL"
18,"Brooklyn",0,4,0.0120542197062603,"Brooklyn, USA","NY"
19,"Grandmasters of the Universe",1,5,4.23416628280401e-99,"Winnipeg","Manitoba"
20,"Bighorn",3,2,4.37224714325513e-193,"Boulder","CO"
21,"Sick Hammers",2,3,1.14204789611739e-193,"Austin","TX"
22,"Big D N R",0,4,0,"Dallas","TX"
22,"Cal Grand Masters",0,5,0,"San Diego","CA"
22,"Legion",0,2,0,"Vancouver","British Columbia"
22,"Old Growth (OG)",2,3,0,"Silicon Valley","CA"
22,"Rust Belt",0,4,0,"Greater Detroit","MI"
