"","Team","Wins","Losses","Competition Level","Gender Division","City","State","Links","Index","Rating"
"16","Combination Team - Lakeside & Decatur HS players (MELD)",4,4,"High School","Girls","Atlanta","GA","/teams/events/Eventteam/?TeamId=1fIZgnQiqE0fws%2b8cHPdYnDpAS%2fbuzjVqjCOKRlHvMs%3d",12,0.450904259117914
"17","Neuqua Valley Girls (eNVy)",10,4,"High School","Girls","Naperville","IL","/teams/events/Eventteam/?TeamId=KAVBgpDDccxdxvwdF4gKheC69VtfgNU8U8NbIKtYTzQ%3d",50,0.311460292265114
"18","Durham School of the Arts (Bull City Bulldogs)",1,8,"High School","Girls","Durham","NC","/teams/events/Eventteam/?TeamId=CrbzfvcJibjujm7jry7i7I23kixG0%2bz%2b8Gb2Lyp1kjY%3d",16,0.295126905105315
"19","Monarch Girls (Monarch Girls)",5,6,"High School","Girls","Louisville","CO","/teams/events/Eventteam/?TeamId=Od5anx85BDYkl%2fmkUfuD%2bnAmv7VhiIHuEUuxm5TfjWw%3d",46,0.264722407555008
"20","Fairview High School (Fairview )",5,4,"High School","Girls","Boulder","CO","/teams/events/Eventteam/?TeamId=1ZYBDgFD%2b0YyEC7hD%2bVdaNm0MmaXzUu73MeAFnUQfB0%3d",22,0.259819394648706
"21","Paideia School-JV (JV Groove)",2,6,"High School","Girls","Atlanta","GA","/teams/events/Eventteam/?TeamId=i8a0%2bkAqfDoWFvH5DIX623pvtyZGFb9Xppo3xuOLpIk%3d",53,0.254540105958248
"22","Cor Jesu Acedemy (Cor Jesu Chargers)",1,1,"High School","Girls","St. Louis","MO","/teams/events/Eventteam/?TeamId=t8MV4vsdn4VldD%2f7esjebPtxHrUjiN63mmoGx9u96Yk%3d",15,0.250000000000001
"23","Green Hope High School (Titans of Mischief)",3,4,"High School","Girls","Cary","NC","/teams/events/Eventteam/?TeamId=igFWuIpHyVd8jX%2baLbzpJfj23dIJZYOMw6O9KqRXSvs%3d",27,0.238529769655859
"24","JV Groove Paideia School JV Y (hs)",3,3,"High School","Girls","","","/teams/events/Eventteam/?TeamId=6QHky%2bkpcctp467J2UCl%2fb3J1Az9TVwinLx8Bc1Zoao%3d",33,0.210631507989183
"25","Grady High School-JV (Grady Gauntlet Girls)",0,7,"High School","Girls","Atlanta","GA","/teams/events/Eventteam/?TeamId=2v%2bM9WmyDEVZN%2bYiJAD8MmNNFaFW360IJlXp%2fzs4NVc%3d",26,0.198537514425088
"26","Middleton High School (RiDISCulous)",4,1,"High School","Girls","Middleton","WI","/teams/events/Eventteam/?TeamId=lW3YWMzcPzzQ7Tv3E1%2bGJfms77MZiQ4f2qZbo%2bWMJjI%3d",44,0.180323624440232
"27","Robbsindale Armstrong (Gold)",6,0,"High School","Girls","Plymouth","MN","/teams/events/Eventteam/?TeamId=%2bP3LCyhgCrydrqSmJj%2b2cZ5DNfSBDHHogu9m8bgh6pM%3d",56,0.175085107123746
"28","The University School (Crush - Ladies)",3,2,"High School","Girls","Colorado Springs","CO","/teams/events/Eventteam/?TeamId=%2fIqIAIpAhBbe9FhSfDps4Vii%2fnABaLu0GA7CleXQIak%3d",59,0.166616051617829
"29","Oregon High School (Panther Ultimate)",2,2,"High School","Girls","Oregon","WI","/teams/events/Eventteam/?TeamId=3v9FdYTbnBxkbqk0hbInM2MLBTOEcRWpsW5UA2Or86E%3d",51,0.121763641921007
"30","Woodward Academy (Woodward Academy Female Ultimate)",1,6,"High School","Girls","College Park","GA","/teams/events/Eventteam/?TeamId=lHaCzY%2fLTxWyfpkoR8%2bG4VpPMM9Yu7C7%2bJS09czzXHU%3d",65,0.08820595597273
"31","CA/Broomfield (Mustangs - Girls)",1,5,"High School","Girls","Denver","CO","/teams/events/Eventteam/?TeamId=gOZGmqHXcM1FhACnS%2fUsrUhTTcfm1blHkdYXZBoJz2E%3d",6,0.085273165047764
"32","Lakewood High School-B (Lakewood DEEP Girls)",2,7,"High School","Girls","Lakewood","CO","/teams/events/Eventteam/?TeamId=zhvlWc1OdnaB8M4jxZPs8Jdp5Fd7271WSWoR0lOmxsU%3d",35,0.0844328990079796
"33","Madison East High School (Madison East Girls)",2,1,"High School","Girls","Madison","WI","/teams/events/Eventteam/?TeamId=sWP8cnF4o1PgDlo2bAory34mTUDe%2faMDVWXyl1aW%2bB4%3d",40,0.0713599740790214
"34","Cathedral High School (Phoenix)",3,2,"High School","Girls","Saint Cloud","MN","/teams/events/Eventteam/?TeamId=6%2bz0Q2ZdmKcv69jEuEvnFoMb2RnR%2foUO50yi2RbFqkY%3d",8,0.0495357872355239
"35","Mounds View Girls (Mounds View Girls Varsity)",2,2,"High School","Girls","Shoreview","MN","/teams/events/Eventteam/?TeamId=Z9BHcg0VHkf1%2fU67PS%2bQUjJIfXijDvhGFC3NoAgqP%2fc%3d",47,0.0486902877047967
"36","Edgewood High School (Brawlirific Platypi (Girls))",1,3,"High School","Girls","Madison","WI","/teams/events/Eventteam/?TeamId=zEJUXWhpdt2Md0D4vzOGPE72Z%2fInFv%2bVP02xADrunew%3d",20,0.0397660720718001
"37","Edina High School (Green Lantern Girls)",3,9,"High School","Girls","Edina","MN","/teams/events/Eventteam/?TeamId=NnfuWIaAjogYVRJCphorXry6domBQEwnslFm%2bxuTVB4%3d",21,0.0301729283334575
"38","Arapahoe High School- Girls (Arapahoe High School Warriors)",1,4,"High School","Girls","Denver","CO","/teams/events/Eventteam/?TeamId=LFqpi2xz9Fshe8KyGuzb3jAu7mxrI1F8vltCaMVydvc%3d",1,0.0215561597676498
"39","Eden Prairie High School (Eagles)",2,4,"High School","Girls","Eden Prairie","MN","/teams/events/Eventteam/?TeamId=owOVC2TA0j2bLuDohxheU24Xf8UtqYa0GMQQjDcctKw%3d",19,0.0210390289662281
"40","Geneva (Lady Vikings)",2,4,"High School","Girls","Geneva","IL","/teams/events/Eventteam/?TeamId=Yf5nL5vF5QxDxvLERNPWiI2kIBP2gaSguhjD84UYvZI%3d",24,0.0196127794455843
"41","Mount Notre Dame (Savages)",5,2,"High School","Girls","Cincinnati","OH","/teams/events/Eventteam/?TeamId=9bw8C1tC64aZA2irhUPTKPyXQrwUpIfwtTtt4%2ffobso%3d",48,0.0141561633547619
"42","CIVA Charter High School (Lady Raven's)",1,5,"High School","Girls","Colorado Springs","CO","/teams/events/Eventteam/?TeamId=aBVvhpo7b78g36N1UkPfZXQ4zl%2bwqtvXNNjT4%2fxDuAk%3d",11,0.0112577198677306
"43","Madison West High School-B (Nemea B)",2,2,"High School","Girls","Madison","WI","/teams/events/Eventteam/?TeamId=SFs0WflS0ySegFHsS93mOZvHs3UXse9y00TDtzPVbV8%3d",42,0.00904752415287836
"44","Center Grove High School (Trojans (Girls))",4,10,"High School","Girls","Greenwood","IN","/teams/events/Eventteam/?TeamId=7HuIYYJHy0%2fUG1RxAjVOQoerESpFKpjUJRtHsTgESC8%3d",9,0.00559800377109901
"45","Central KY Homeschool (Lexington Cutie Pi)",3,3,"High School","Girls","Lexington","KY","/teams/events/Eventteam/?TeamId=MVRQ565d1vkcnhx4HR%2fUqA4l3ruGPNA%2bjnGbmtjVmSE%3d",10,0.00345566551178554
"46","Milford (Eagles - Girls)",2,11,"High School","Girls","Milford","OH","/teams/events/Eventteam/?TeamId=u9bE7zNM2FjCL1axLhdTZEyaZYTEUnb27lNHhAIwp%2f8%3d",45,0.00299501253722954
"47","Independence High School (FLIGHT)",4,3,"High School","Girls","Thompson's Station","TN","/teams/events/Eventteam/?TeamId=C61pWPADlrh6wnS9u1yTXHIScBBRzUPqUYL9LF94aaU%3d",30,0.00268104173864941
"48","James Madison Memorial High School (Memorial Spartans)",0,2,"High School","Girls","Madison","WI","/teams/events/Eventteam/?TeamId=0IKfqqXOyxC3MKhp6Sza2enIrUjCo4%2fnWViCHEb%2fe%2bs%3d",31,0.00264954790987216
"49","Verona Area High School (Force)",0,5,"High School","Girls","Verona","WI","/teams/events/Eventteam/?TeamId=zPNDE2Tmos2xrywQFvUhhTyBIeD7R8uPHcPagBDPlIk%3d",60,0.00149495196278805
"50","Walter Payton (Walter Payton Girls High School Ultimate)",1,5,"High School","Girls","Chicago","IL","/teams/events/Eventteam/?TeamId=csjUUUs9l0FNw2gsK8BVIjElTBTpqZXVcJb%2bcBP4Q0w%3d",61,0.000920349744186933
"51","Sky View (Sky View Girls)",7,3,"High School","Girls","Smithfield","UT","/teams/events/Eventteam/?TeamId=Vf1Uh30N0aVn2GzHmblrHBLqHw8%2bgU61iAI6lYczmOI%3d",57,2.6233190834428e-76
"52","West HS Gorillaz (West HS Gorillaz)",7,3,"High School","Girls","Salt Lake City","UT","/teams/events/Eventteam/?TeamId=CCSs5t%2bSq35rwRvAmedMURa23Mkg4KrSb1hOJRWSH58%3d",63,1.59751646992107e-76
"53","Bingham High School (Bingham Ultimate)",2,3,"High School","Girls","South Jordan","UT","/teams/events/Eventteam/?TeamId=QEacDbOUDYWzGNht61gjn3rmT6mVIL1Tak0OndATCfI%3d",2,3.88852201156656e-77
"54","Jordan High (Jordan A)",2,7,"High School","Girls","Sandy","UT","/teams/events/Eventteam/?TeamId=U3JHKOKigNj9bOnQzo4HJt4wZ6rrTlm5zAveBQXvRZQ%3d",32,2.61268968719896e-77
"55","Lone Peak-B (Lone Peak)",3,7,"High School","Girls","Highland","UT","/teams/events/Eventteam/?TeamId=hjv0l1I%2b9ibv6VcYVDyhmKetmTnXM8Wxwox1riiXnY8%3d",39,2.34426310501804e-77
"56","Copper Hills (Grizzles)",3,7,"High School","Girls","West Jordan","UT","/teams/events/Eventteam/?TeamId=aPFyKZV04dQoUIEfpBtDzbo6gL2CxyX1O57rj%2fOMvGQ%3d",14,1.89516047148843e-77
"57","West HS Gorillaz B (West High Gorillaz B)",0,4,"High School","Girls","Salt Lake City","UT","/teams/events/Eventteam/?TeamId=VsW6rO0xlQQPUa%2bExzOUee2itK9NEHIsLL6AM8blzb0%3d",64,4.8989071576046e-79
"58","Broomfield High School - Girls (En Fuego)",0,3,"High School","Girls","Broomfield","CO","/teams/events/Eventteam/?TeamId=Kz5seTVSodiY5vrDb4yMc%2bZKMhXzKgbLdINwXv0Eucs%3d",5,0
"59","Combo Girls (COMBO)",0,1,"High School","Girls","Indianapolis","IN","/teams/events/Eventteam/?TeamId=w68Qn%2bD1IaRO2q7NUxF3N9Gk1ncQDQY0Q1VUWflT1wI%3d",13,0
"60","Fryeburg Academy (Femme FAtale)",0,0,"High School","Girls","Fryeburg","ME","/teams/events/Eventteam/?TeamId=4DxJCp9u5o%2fYFJoYCAIou%2bYCDWpJbeJD8HbDXrLrsTQ%3d",23,0
"61","Marcus High School (Marcus)",0,0,"High School","Girls","Flower Mound","TX","/teams/events/Eventteam/?TeamId=A%2bbV2yr1Xzw6UwdWxtGWJeNY41yVn0hrSuXu9ZNPDeI%3d",43,0
"62","Nerinx Hall  (Nerinx Hall)",0,2,"High School","Girls","Webster  Groves","MO","/teams/events/Eventteam/?TeamId=SzKjYBKUhQOCU01%2btdhAM6WPlTgOW0WlOMQXe%2bNo2uM%3d",49,0
"63","Pennsbury-B (Pennsbury Ultimate Female Frisbee)",0,0,"High School","Girls","Yardley","PA","/teams/events/Eventteam/?TeamId=n1gDzvjgBWGVa%2fPZSMlw01MSvZvjTTt3y%2feVHOwQqto%3d",54,0
"64","Rexroth State University (Fighting Corgis)",0,0,"High School","Girls","Turlock","CA","/teams/events/Eventteam/?TeamId=aMgp%2fQz9qL6v9Y%2bUUv3lggPBSQRbHnwX39Jb5vrURE8%3d",55,0
"65","Watchung Hills (Lady Warriors)",0,0,"High School","Girls","Warren","NJ","/teams/events/Eventteam/?TeamId=rPUkg8GoBXb8g6RscmlCacn6qRErRTgzk0UxSovLmAg%3d",62,0
"66","Yorktown/Washington-Lee (YLee Coyotes)",0,0,"High School","Girls","Arlington","VA","/teams/events/Eventteam/?TeamId=A8Zr3QNROM%2b9zLimw%2bkPvozHn1WPNGBYEjYRfM%2fzd5A%3d",66,0
