"","Team","Wins","Losses","Competition Level","Gender Division","City","State","Links","Index","Rating"
"1","Seattle Riot",23,4,"Club","Women","Seattle","WA","/teams/events/Eventteam/?TeamId=W15t1DXc%2btTL6TaVyjrijmSgRpmOV46Kuhld3LmQefU%3d",112,18.4891907060388
"2","Brute Squad",16,3,"Club","Women","Boston","MA","/teams/events/Eventteam/?TeamId=Sxpi5zVqJGEk4DHzBJdmM1Q2SDo%2b%2fGlGymP%2bwSmieMg%3d",15,15.3775226049386
"3","Molly Brown",15,4,"Club","Women","Denver/Boulder","CO","/teams/events/Eventteam/?TeamId=Bf3z2v0awy9RJ4JFuuZCeAoTTO27o2Di8KoNazLDeVY%3d",67,13.3997284084244
"4","Woosand",6,0,"Beach","Women","Boston","MA","/teams/events/Eventteam/?TeamId=pw82nmSpvqvN7Pz07k3MNkfcIRokqHfJ9U4zb7soo%2bc%3d",152,12.8098475217052
"5","Fury",13,6,"Club","Women","San Francisco","CA","/teams/events/Eventteam/?TeamId=t8LIQi81cNpXfjcuLGw%2bI1rQCEv9mukQpvCtyYmPdv0%3d",37,9.93825079412195
"6","The Otter Team",7,0,"Beach","Women","San Fransicso","CA","/teams/events/Eventteam/?TeamId=5m%2fZ8%2bH2xEKOpGlxMtssh0JF%2feKz87CYFKi5wiRJQt8%3d",135,9.10542780446795
"7","Surly C.O.U.G.A.R.S.",11,0,"Masters","Women","Minneapolis","MN","/teams/events/Eventteam/?TeamId=dAipsMCNq4T%2fQvj1zP4hFYLQLVW51VXrVBstLQGpSG4%3d",128,8.46375335718137
"8","Scandal",19,7,"Club","Women","Washington","DC","/teams/events/Eventteam/?TeamId=kUfEboVoZOC0HIKfwGFApaHPHcO3hGkG3n4iHHF6eTs%3d",106,5.88841555089081
"9","Club Deportivo Revolution",5,2,"Club","Women","Medellin","Colombia","/teams/events/Eventteam/?TeamId=t08fEffRI4ac%2bOChcXuXtowfvIL3nhgH%2f%2fDMLsI6fNw%3d",17,5.67127604694755
"10","Ronrunner",4,1,"Beach","Women","Chicago","IL","/teams/events/Eventteam/?TeamId=6tLwkRgwaV%2fCuqA5tBDXxuX6XyGUfIgZSHvaI2bxgDo%3d",100,4.00075240010417
"11","iRot",7,2,"Masters","Women","Seattle","WA","/teams/events/Eventteam/?TeamId=sp6R6C6rs%2byNsnJFhQHnLaT198MJimcoQlSG8RdCt%2fQ%3d",57,3.17265017741989
"12","Ripe",7,1,"Masters","Women","Raleigh","NC","/teams/events/Eventteam/?TeamId=zEZsqTjJSxOh%2fu1GsXf8sPrluOP6HcmKZzZu6HAOhd4%3d",95,2.88705424936561
"13","Boston",6,1,"Grand Masters","Women","Boston","MA","/teams/events/Eventteam/?TeamId=2izkeS%2bCBh2fPEv%2f2YkL2j6A%2fRJxM8e7YshQR6KMzkw%3d",12,2.87116884148711
"14","Lame Duck",8,3,"Masters","Women","Washington","DC","/teams/events/Eventteam/?TeamId=vTMCOoglIN6n5qXb2lul9LwE9TtYxViejx9fPLS5ju0%3d",61,2.26433819035523
"15","J2",6,2,"Grand Masters","Women","Seattle","WA","/teams/events/Eventteam/?TeamId=BkcpPD4MwxvSLX1cBJGeS9zrbueRbFYtlcmJs0C1wf0%3d",58,2.25178047256249
"16","Underground",20,11,"Club","Women","Seattle","WA","/teams/events/Eventteam/?TeamId=0%2bfEnfDFFsOMjx6uE%2fETJr7Qa2wNA81LCqLMHRGmwFo%3d",139,2.22750448624935
"17","MUD",2,5,"Club","Women","Edogawa-ku","Tokyo","/teams/events/Eventteam/?TeamId=2OBqFFhWdrsvLe1LicoF0KC84wI7edoJYWbYuWdUxMM%3d",70,2.19361282780749
"18","Heist",12,13,"Club","Women","Madison","WI","/teams/events/Eventteam/?TeamId=kjieS94dxFWzE%2fszZye8eiZZ3kv7dt5l3IQ59gKvYnM%3d",42,1.97319725336774
"19","Nightlock",12,15,"Club","Women","Bay Area","CA","/teams/events/Eventteam/?TeamId=5vS07KrGoIIi1IjM6HFvkCIDl3mJBgTfsHNLPGIuekU%3d",74,1.89521927867263
"20","Molly Grey",5,1,"Masters","Women","Denver","CO","/teams/events/Eventteam/?TeamId=lm4QjT2daz038v4EwKWEiSzKht7qCrh0KT6k%2fWcMxXo%3d",68,1.83347336902609
"21","Traffic",5,8,"Club","Women","Vancouver","BC","/teams/events/Eventteam/?TeamId=ZB55pipWbFG1jlGT2fGobxhJYdZ3NctS7GIg1HKW69A%3d",137,1.82396475899598
"22","Showdown",9,11,"Club","Women","Texas City","TX","/teams/events/Eventteam/?TeamId=o1qZD8HxaYTLlvli8gnlAu0M3rQfojXYZ%2fEd4STKtZk%3d",115,1.65516698648736
"23","Pop",19,7,"Club","Women","Minneapolis","MN","/teams/events/Eventteam/?TeamId=emx9NFiSTpKcSiIEG6YAmRPH9OqWZ246vkMkRj7dBqA%3d",86,1.38145598948117
"24","WOLP",1,0,"Club","Women","Northampton","MA","/teams/events/Eventteam/?TeamId=VUZqgfpcaz1lT9oGjgp5d5YBsGJfWHs7akuwJid3Z1s%3d",151,1.33333333333333
"25","Ozone",10,8,"Club","Women","Atlanta","GA","/teams/events/Eventteam/?TeamId=Hjw%2fBOsdgs30bMpje5%2ba9vvOD6w03SaVfuS8ejhIXnY%3d",78,1.29543186755201
"26","Skeeahreet",6,2,"Beach","Women","Somerville","MA","/teams/events/Eventteam/?TeamId=rB40q4mvJsZhmvhjoTnQkwOhP6TagDskrKKgSqfDqdQ%3d",118,1.27353150255016
"27","Schwa",10,10,"Club","Women","Portland","OR","/teams/events/Eventteam/?TeamId=ZDpaf4%2bYo8F5M3pUa3Ys7%2fw3TvgY8324rQyEAj3OzH0%3d",107,1.21505918624362
"28","LAMP",5,2,"Beach","Women","Philadelphia","PA","/teams/events/Eventteam/?TeamId=OJubDtjKNNF8Ac%2bzyPwzDT%2b9Jd6L8b8x4UAE5Pdhna0%3d",62,1.19371074525205
"29","Nemesis",19,6,"Club","Women","Chicago","IL","/teams/events/Eventteam/?TeamId=JOqjM%2fHNtv%2bTBkxAkBC1HQrM4mIUHYQgDb4qG8ydji4%3d",73,0.945241387072453
"30","San Diego Yacht Club",2,3,"Beach","Women","San Diego","CA","/teams/events/Eventteam/?TeamId=0c3df9j99k5mlfS%2fJTma6oFeH7RMf%2fXoAXHrrql2w1g%3d",103,0.939324477416709
"31","Rival",11,7,"Club","Women","Columbus/Ann Arbor","OH","/teams/events/Eventteam/?TeamId=YEuqlS%2fJ5lH0T%2fIKyERLvU%2bboao7c%2bwIggBop%2fT13KA%3d",96,0.787711884611588
"32","PUMAS",6,7,"Masters","Women","Ames","IA","/teams/events/Eventteam/?TeamId=XFcKBFTrURM5%2bRmRaNpVrNJi7lMkMGhyWBnko0qaTv4%3d",90,0.678051758424176
"33","Siege",19,6,"Club","Women","Boston","MA","/teams/events/Eventteam/?TeamId=uPpS4ST1U8DZArCoZDEbnsADEc2AuCJ3F7kAOfXvPF8%3d",117,0.672535155596824
"34","PLOW",0,1,"Club","Women","Northampton","MA","/teams/events/Eventteam/?TeamId=VVVWrzNTHrnCoGunSYwWDEBMTNXsb5AFQP54Z8Wz5g4%3d",83,0.666666666666667
"35","6ixers",13,3,"Club","Women","Toronto","Ontario","/teams/events/Eventteam/?TeamId=eC%2bv%2bTHjcdcfCBFZIs%2fXo6qP8B7LMaR%2ffg3LZNOmNjg%3d",1,0.660131378791275
"36","BKFT",4,2,"Masters","Women","Santa Cruz","CA","/teams/events/Eventteam/?TeamId=Rmd1aqKfRMu4YUbMU9yV8pMdK%2fUlVwQrxjp50oZxZ%2f8%3d",8,0.628902600262406
"37","LOL",10,4,"Club","Women","Oakland","CA","/teams/events/Eventteam/?TeamId=RvUktxth31oAnwKx9YKQnEN%2fY7ZHcZbn4GENwm18MC0%3d",64,0.562176143457052
"38","Loose Cannon",7,4,"Masters","Women","Philadelphia","PA","/teams/events/Eventteam/?TeamId=t%2b%2f5aI8gS6cfAczFhBKHRPnOfURSjalAYZ39JTu6mdM%3d",65,0.508260276190236
"39","Sidearm",4,4,"Grand Masters","Women","Chicago","IL","/teams/events/Eventteam/?TeamId=j8VFwUcBh7I4OBaow6WSZf1WOlb2W%2fBp%2fw7JE%2bqadSs%3d",116,0.431685370430332
"40","Wildfire",8,11,"Club","Women","San Diego","CA","/teams/events/Eventteam/?TeamId=U5QM7yDKRF0BG0eDvAii%2fO6bh%2bz0bOFNyZHsduRQsrI%3d",149,0.414019348614556
"41","BENT",8,12,"Club","Women","New York","NY","/teams/events/Eventteam/?TeamId=ooBQTxN2XtOSbUSLJATRmHeWoFzxp5rqNgWEykTDaZ0%3d",6,0.387750912807689
"42","Sea Salt",4,2,"Beach","Women","Bay Area","CA","/teams/events/Eventteam/?TeamId=cA7Xt3zzUVvL7%2bQw0bTeXOHe%2f%2fEqEgJQHA%2bBPTThT1s%3d",108,0.386552172450012
"43","Phoenix",13,5,"Club","Women","Durham","NC","/teams/events/Eventteam/?TeamId=Klcqo%2fq8tiQXx%2fS7WKkdDpCFdlrNsPeU6ZBLMHNeri4%3d",80,0.374436354589378
"44","Iceni",0,7,"Club","Women","London","SW4 8QW","/teams/events/Eventteam/?TeamId=pCTTVNHmgVDohSkk9kiC%2bIiD1900XLEMmr5lMZpNrpk%3d",52,0.330907935173536
"45","Rockford Beaches",6,2,"Beach","Women","Madison","WI","/teams/events/Eventteam/?TeamId=noIidkklQ853un77uYByrPbsNkrbAxC1B0MlnVepotI%3d",98,0.330030249903189
"46","Poachella",3,5,"Grand Masters","Women","Seattle","WA","/teams/events/Eventteam/?TeamId=q6OcDVi8aZRj%2fquQBl64C3wfY%2fVHDCtm41dKAbO9iUI%3d",85,0.279589024290665
"47","Santa Babe-ra",2,4,"Beach","Women","Santa Barbara","CA","/teams/events/Eventteam/?TeamId=7glx0QOltdFlE0oGEIMWefZivMqB5qUrTa0jOCg4Noc%3d",104,0.278176156619837
"48","Huck the Patriarchy",3,3,"Beach","Women","Seattle","WA","/teams/events/Eventteam/?TeamId=WmaHgdtfyUxpRbeNFKUXsXjNDeCc6DzAxBMRivF1czk%3d",49,0.2424953242746
"49","Sneaky House Hippos",6,7,"Club","Women","Vancouver","British Columbia","/teams/events/Eventteam/?TeamId=lo5B%2fR4pC7jEetBDk3vsuGaVYWqpCDRGiFM3JbrfJ90%3d",120,0.219208310822476
"50","ZENITH",6,5,"Masters","Women","Baltimore","MD","/teams/events/Eventteam/?TeamId=wXdFvryzMTHB0%2bPHBI7Wts1E0Y2oTGeetRGkyNrAMdM%3d",153,0.18551984381559
"51","Hot Metal",16,10,"Club","Women","Pittsburgh","PA","/teams/events/Eventteam/?TeamId=NmUcA3XL521B4QcEk5sAXflWhx43wtje1eKqH6m5lGY%3d",48,0.169119920355348
