"","Team","Competition Level","Gender Division","Competition Division","College Region","College Conference","Wins","Losses","Links","Rating"
"128","Humboldt State","College","Men","Division I","Southwest","NorCal DI","12","6","/teams/events/Eventteam/?TeamId=ktcIqJHEUwa6ARFpvn5oGM5RIV1%2bR0ONqxVGOvaTJCk%3d",0.313159956903939
"129","Princeton","College","Men","Division I","Metro East","Metro NY DI","9","5","/teams/events/Eventteam/?TeamId=rQkIWkXQej3%2fsDUA0r9gzfBHjx0UVq0UtZvFPsdPkj0%3d",0.300066858376515
"130","Boston College","College","Men","Division I","New England","Metro Boston DI","7","4","/teams/events/Eventteam/?TeamId=T4Sv9bJTXNc3iLXE2kz5dTdsJ3k21rrfugxLEhdjUyo%3d",0.296270624889058
"131","Lewis & Clark","College","Men","Division III","Northwest","Northwest DIII","8","3","/teams/events/Eventteam/?TeamId=MYFVLmUmE7W%2bxHrMZk27Y4oimt3x8XO%2bBVdaBvqTlLU%3d",0.285367550211481
"132","Saint Louis","College","Men","Division I","South Central","Ozarks DI","13","2","/teams/events/Eventteam/?TeamId=yYSwXY2i9gEUMvYxONjJtA2kSQfNyXIuBtcSLipbums%3d",0.277288543129935
"133","Michigan State","College","Men","Division I","Great Lakes","Michigan DI","3","4","/teams/events/Eventteam/?TeamId=BbBQpnXbg0B1Rz%2bFPbAQbk0SMuTUbz1Is3KZGfJrHvg%3d",0.272980461728183
"134","Alabama-Birmingham","College","Men","Division I","Southeast","Gulf Coast DI","7","16","/teams/events/Eventteam/?TeamId=fELZWpSEzioofgXJuroLaxe2iLXkCdO9BAT6owBt3gg%3d",0.272908944726219
"135","Texas-Dallas","College","Men","Division I","South Central","North Texas DI","10","6","/teams/events/Eventteam/?TeamId=ZiwD8eKNnkXY5HoTiF%2bPyqsmjksh1CSMRrvkYIUdpRk%3d",0.268342501986456
"136","Duke","College","Men","Division I","Atlantic Coast","Carolina DI","7","6","/teams/events/Eventteam/?TeamId=F5D4gEB%2b4TiO507xjaNd9Pd1PpTU7qmXdeQs47VyqQk%3d",0.267775550129721
"137","Mississippi State","College","Men","Division I","Southeast","Gulf Coast DI","12","12","/teams/events/Eventteam/?TeamId=AkNJpncB8StV46G%2femh%2fscGD1isVYQvkdD%2bXZT7qvao%3d",0.264789801763056
"138","Johns Hopkins","College","Men","Division I","Atlantic Coast","Colonial DI","6","8","/teams/events/Eventteam/?TeamId=%2bWTF70g3CHNXwsONnrGF6kboDX8JAZQcpvfIs4yI6Oo%3d",0.260063410382462
"139","Northern Arizona","College","Men","Division I","Southwest","Desert DI","10","8","/teams/events/Eventteam/?TeamId=gBJZqIleakKjm1D4Q66PZpwLZ9WMHqtAaJcfm8vA8dQ%3d",0.256347525377185
"140","Amherst","College","Men","Division III","New England","South New England DIII","3","4","/teams/events/Eventteam/?TeamId=5XztlUO8fKUtXXqkLhCuAMq24DTRwURDdSrB7GI6h5k%3d",0.255267010543697
"141","Brandeis","College","Men","Division III","New England","Metro Boston DIII","6","1","/teams/events/Eventteam/?TeamId=3QA23uFobIKqzfw6jCyoVAq2qhUtheGJk6uT4a3rVJ4%3d",0.251878791509342
"142","American","College","Men","Division I","Atlantic Coast","Colonial DI","8","7","/teams/events/Eventteam/?TeamId=dONAg4zdJqvI8BPsCrBe6NOvFapyugN6BIFKsKBsm0U%3d",0.240432622881209
"143","Miami (Ohio)","College","Men","Division I","Ohio Valley","Ohio DI","1","4","/teams/events/Eventteam/?TeamId=sOn7D%2bLOD8zSaeN%2f3%2bekoBUHeqVOWxH9eFCug%2f%2f88gM%3d",0.234276962499088
"144","Grand Valley State","College","Men","Division I","Great Lakes","Michigan DI","11","3","/teams/events/Eventteam/?TeamId=qqYPxOPF28JSoS9WiQ1wzVl53fAdOWRvB9AWaaI9EDc%3d",0.231277286003379
"145","Santa Clara","College","Men","Division I","Southwest","NorCal DI","12","6","/teams/events/Eventteam/?TeamId=kuD8fwiwJWxO5%2fAWtxW6xhgvrxELWm3Kh0ZmLLF%2bMvM%3d",0.231110348351736
"146","Towson","College","Men","Division I","Atlantic Coast","Colonial DI","5","7","/teams/events/Eventteam/?TeamId=evMkBr3H4vGohZl6eX44eZPcum4VRT3OYLClMHx363w%3d",0.23024328459429
"147","Edinboro","College","Men","Division I","Ohio Valley","West Penn DI","9","3","/teams/events/Eventteam/?TeamId=nPpJKdHTD2%2b4KHTtAPACfEyYsOFkq7FS%2bcNRAd8lNgU%3d",0.229035278638016
"148","Knox","College","Men","Division III","Great Lakes","Illinois DIII","9","5","/teams/events/Eventteam/?TeamId=0qfpsFOFzBh3S7DSsowt1Yqccp4WEBMxVkkd8NI%2bCmE%3d",0.22809356946494
"149","UCLA","College","Men","Division I","Southwest","SoCal DI","11","5","/teams/events/Eventteam/?TeamId=xwOlIlpT7VP1mKf7dyoTZ%2fKzFIyqj6Mt%2feRLDVXm5Ac%3d",0.221832386094878
"150","East Carolina","College","Men","Division I","Atlantic Coast","Carolina DI","5","13","/teams/events/Eventteam/?TeamId=NOfaWwZo%2fsolxl%2bJB17wpFt2SiMCu0UcfzgH9uzgM3c%3d",0.217060828832515
"151","Vanderbilt","College","Men","Division I","Southeast","Gulf Coast DI","5","8","/teams/events/Eventteam/?TeamId=viUfnl6I2l%2bFOxFHsrloXazBe60Hv0egAivVhqA8kbI%3d",0.211897693871371
"152","San Jose State","College","Men","Division I","Southwest","NorCal DI","10","6","/teams/events/Eventteam/?TeamId=OK9ukDpH4wfrLNmFs9zUaTOmwFDGgOHHrGdqxVeb65c%3d",0.206020620681563
"153","Akron","College","Men","Division I","Ohio Valley","Ohio DI","7","6","/teams/events/Eventteam/?TeamId=rFoAL46KGXy%2fSm83z1X8L0L2oytNISIYsU1DBrfmgZM%3d",0.201472024039879
"154","Rice","College","Men","Division III","South Central","Texas DIII","8","8","/teams/events/Eventteam/?TeamId=8hYqMmABou0kA9%2fT%2fckGrUG9SwtGyk2eOgXawYNWgN8%3d",0.196789053180897
"155","Pennsylvania","College","Men","Division I","Ohio Valley","East Penn DI","7","15","/teams/events/Eventteam/?TeamId=N4tGgiijID79HzFUMm1lIFGVQda%2f7PQE%2fkoOcfoL5Wk%3d",0.195830180866939
"156","NYU","College","Men","Division I","Metro East","Metro NY DI","5","6","/teams/events/Eventteam/?TeamId=aufgVHUnmlD4WTDWxCN66q%2fYdWGnWDOeeTqlsx6rNpw%3d",0.195175801261629
"157","MIT","College","Men","Division I","New England","Metro Boston DI","12","1","/teams/events/Eventteam/?TeamId=di88oqxrUWAbUAbWvnEIPpZ2Xt2SVeR%2fDee0nxnbHiY%3d",0.189085225487771
"158","Harding","College","Men","Division III","South Central","Northern South Central DIII","8","5","/teams/events/Eventteam/?TeamId=SRaXosNiWmrB0gF2%2bv6q%2faHVohC0ZABbznwu7QzeRVI%3d",0.188386817826959
"159","Cal Poly-Pomona","College","Men","Division I","Southwest","SoCal DI","11","7","/teams/events/Eventteam/?TeamId=gntlJzCFM1RFGts5qarwtqV04eG6eOnqTaaPolZBazo%3d",0.183203572863501
"160","Dayton","College","Men","Division I","Ohio Valley","Ohio DI","6","0","/teams/events/Eventteam/?TeamId=qSM2O%2fvcOEgI%2ffEEk%2fNkurBYOEZLZR%2bkb9Ci5xo5MCE%3d",0.182600200798662
"161","Marquette","College","Men","Division I","North Central","Lake Superior DI","6","1","/teams/events/Eventteam/?TeamId=VQztMHq2ylsdj0cfLMz%2b8Hxd5w6fD8jfrUZ1o3kf0ew%3d",0.181513532655383
"162","New Hampshire","College","Men","Division I","New England","North New England DI","4","9","/teams/events/Eventteam/?TeamId=%2b8ai2ns211h94qsKdsCL9LwakpqRxG012zLScfgxidI%3d",0.181484623232669
"163","Texas Christian","College","Men","Division I","South Central","North Texas DI","12","9","/teams/events/Eventteam/?TeamId=E1MLj45mT5byioM1EbTrgFLod4zfur%2bDg%2fvfUUZgcAs%3d",0.179148349503204
"164","Messiah","College","Men","Division III","Ohio Valley","West Penn DIII","9","5","/teams/events/Eventteam/?TeamId=fLROpVGomaod4oPBZWFrNpwyTjc4WjoKg3EGIc76VK4%3d",0.178793306479001
"165","West Chester","College","Men","Division I","Ohio Valley","East Penn DI","12","7","/teams/events/Eventteam/?TeamId=qGw1m%2bmGzQhbZStKGvMSucQkl233rPpWNkO5AxIomDY%3d",0.178344065359774
"166","Bates","College","Men","Division III","New England","North New England DIII","9","3","/teams/events/Eventteam/?TeamId=%2b4gm1%2bik3WlKxSF65M%2fr1MMCdydfPS9aFzpnmrJhasM%3d",0.177598644828534
"167","Occidental","College","Men","Division III","Southwest","Southwest DIII","10","9","/teams/events/Eventteam/?TeamId=ofp5lL7gSfeN9g1JMez%2bOy897NILIg3WOtfbkm6llGY%3d",0.177400591308627
"168","Pittsburgh B","College","Men","Developmental","Ohio Valley","Ohio Valley Dev","12","1","/teams/events/Eventteam/?TeamId=E5Kfa6ICgOTCiFic4z5LbfkcOvtDj5nOKq%2fC9%2fE10Hc%3d",0.176699902915793
"169","Mary Washington","College","Men","Division III","Atlantic Coast","Northern Atlantic Coast DIII","1","4","/teams/events/Eventteam/?TeamId=tGQ766I0MMdXcqj7JLfgayaCSjaVh9xWAhzOot5T%2fj0%3d",0.174933724515305
"170","Kansas State","College","Men","Division I","South Central","Ozarks DI","10","9","/teams/events/Eventteam/?TeamId=P5OopdYXgb%2bF8DQuvXVFaQf4UkDGaTG8jm4K05dE9y0%3d",0.174900059172422
"171","Haverford","College","Men","Division III","Ohio Valley","East Penn DIII","10","6","/teams/events/Eventteam/?TeamId=Dfqz%2beW75o8%2bNMB02W49X8daFAhJAQ5j1zr%2fII2Js%2fg%3d",0.172324338302983
"172","Rhode Island","College","Men","Division I","New England","South New England DI","12","7","/teams/events/Eventteam/?TeamId=pfKVCQmOzQUk3sNGxA9dmXLnRiMjNYj9nRwTsnAZJj4%3d",0.171608547346905
"173","Colorado School of Mines","College","Men","Division III","South Central","Northern South Central DIII","10","9","/teams/events/Eventteam/?TeamId=1lHNidtRY3%2fJviPrmGI5MXUTckwp3n0v9HktLJCQnQs%3d",0.168443919002983
"174","Georgia College","College","Men","Division III","Southeast","Eastern Southeast DIII","5","7","/teams/events/Eventteam/?TeamId=I7jQiLoR4Wi0nHMqyMmdZ7Ut9c4VWldLMoP2HnFxBWg%3d",0.168088110588473
"175","Swarthmore","College","Men","Division III","Ohio Valley","East Penn DIII","12","2","/teams/events/Eventteam/?TeamId=c3euS7C%2blYGDGW65%2fcLH4EOG7Vcb6U1UaiZRLn27kKM%3d",0.165987943362937
"176","Drexel","College","Men","Division I","Ohio Valley","East Penn DI","13","4","/teams/events/Eventteam/?TeamId=BFzZ6lcyRizoJKyjtIoO9bR7gAd1Im3qow5OnrsdWlU%3d",0.165889474403077
"177","Miami","College","Men","Division I","Southeast","Florida DI","10","4","/teams/events/Eventteam/?TeamId=fGa8tvuSpxeV5usYdt04ssudkQ%2bepHquurfsV9X4WPg%3d",0.155767913614603
"178","Wheaton (Illinois)","College","Men","Division III","Great Lakes","Illinois DIII","9","3","/teams/events/Eventteam/?TeamId=jNoABSpERdFbnwfyzTzhH3Ni9EfRe2DmE8OJcOxgt5c%3d",0.153842646374837
"179","Elon","College","Men","Division III","Atlantic Coast","Carolina DIII","2","4","/teams/events/Eventteam/?TeamId=iE5PD33%2bx1FSAMjG7nwviDW%2b%2btM1N371D0GVRySZhJk%3d",0.150870438630714
"180","Rutgers","College","Men","Division I","Metro East","Metro NY DI","6","7","/teams/events/Eventteam/?TeamId=oaXE5s9dgIUMtPdknoFWUn%2bq0TTGI4bBiJxaGp6CLvM%3d",0.149061012812899
"181","Missouri","College","Men","Division I","South Central","Ozarks DI","6","7","/teams/events/Eventteam/?TeamId=M%2bqHPpOv2pFU1Pv6eNc78su%2fqhLDJy3Yu%2fqCxPLNXs0%3d",0.147478410896237
"182","Kalamazoo","College","Men","Division III","Great Lakes","Michigan DIII","2","5","/teams/events/Eventteam/?TeamId=zFnhRKO8KQSM9jPjpd4%2f5%2fREgK8KvIYT8WjesvrG9m4%3d",0.146172487147864
"183","North Carolina B","College","Men","Developmental","Atlantic Coast","Carolina Dev","2","4","/teams/events/Eventteam/?TeamId=tlxifg%2fv4LhZiXARLbziaYZN9C5sYLi84ELneqZq8cs%3d",0.140205317313762
"184","Whitworth","College","Men","Division III","Northwest","Northwest DIII","14","5","/teams/events/Eventteam/?TeamId=%2bo7T%2bg%2bWJM9CdQOcV3g4IntHeMQ%2fURW5vuDq5QDXRj4%3d",0.13748670933786
"185","Georgia State","College","Men","Division I","Southeast","Southern Appalachian DI","5","13","/teams/events/Eventteam/?TeamId=0JsYDH5zmHzNn%2b9do%2bb53vhchcW5HfS2Ud03Rc7uG2c%3d",0.136859817759987
"186","Florida Tech","College","Men","Division III","Southeast","Eastern Southeast DIII","14","8","/teams/events/Eventteam/?TeamId=72DDvg5sw4THjsj1ljbx7B6x7%2bxhLG8%2fd6E1XB6%2bFos%3d",0.136193849197324
"187","Wooster","College","Men","Division III","Ohio Valley","Ohio DIII","3","3","/teams/events/Eventteam/?TeamId=TIs5hU96REPv9d1XtH2X7BEm%2fk%2fODB40W6LlDzUTdx8%3d",0.135005010841578
"188","Houston","College","Men","Division I","South Central","South Texas DI","9","3","/teams/events/Eventteam/?TeamId=6KUlIyn0AGDeqv86qiEtP70grieWPHM4yCdmu9mkS7U%3d",0.132590493017372
"189","Bowdoin","College","Men","Division III","New England","North New England DIII","5","2","/teams/events/Eventteam/?TeamId=h71qNdruesk4kN%2bBErX6jZmlRl9QgbT7cKA4qGXwBAM%3d",0.130083591215981
"190","Xavier","College","Men","Division III","Ohio Valley","Ohio DIII","6","8","/teams/events/Eventteam/?TeamId=KxieV8Ws83i8Nrzn3lrtDwjeKgIPEMH2YDLgjYfGO3w%3d",0.127196658054096
"191","Colorado-Denver","College","Men","Division I","South Central","Rocky Mountain DI","10","10","/teams/events/Eventteam/?TeamId=U%2bvT9QiTMMwft2MSR9Ewa0u5Wx4m6an%2fpXYxKD3ZExA%3d",0.126898570583579
"192","Wisconsin-Milwaukee","College","Men","Division I","North Central","Lake Superior DI","4","7","/teams/events/Eventteam/?TeamId=JdCQeGd1ldCORa4kZ2WH27%2bwI%2bNylkCKThazWv28LgE%3d",0.126714159542785
"193","Texas-San Antonio","College","Men","Division I","South Central","South Texas DI","14","13","/teams/events/Eventteam/?TeamId=%2fEOcqYqq95reYIoOb1bpaF04zhI44sobYoelL76uJRk%3d",0.119641820466065
"194","Valparaiso","College","Men","Division III","Great Lakes","East Plains DIII","6","6","/teams/events/Eventteam/?TeamId=oYbTiU7%2fbOA8Qm89sPQ9pRKyOPR4MI9%2bC7l%2fPvveGOo%3d",0.113125942955771
"195","Washington B","College","Men","Division I","Northwest","Cascadia DI","8","10","/teams/events/Eventteam/?TeamId=3pWrSe6hin2sS5oYr2EXFOPHtrMbT05%2fKQMYmBzQe3A%3d",0.109246507167782
"196","RIT","College","Men","Division I","Metro East","Western NY DI","1","5","/teams/events/Eventteam/?TeamId=PW2Mc1S24WWlPCXcOH2ZNpLIMk2ECICZe6MkyWaPKrs%3d",0.104652956562636
"197","Washington State","College","Men","Division I","Northwest","Big Sky DI","6","5","/teams/events/Eventteam/?TeamId=K5zpnfLtY1aMUku2Wn00vToHKNtXxyYqTyUw77kMi6A%3d",0.103819646107689
"198","Missouri State","College","Men","Division I","South Central","Ozarks DI","8","6","/teams/events/Eventteam/?TeamId=kxEJbItg861MwPfNSDLDAcY9dlphQ1qeX1gL2%2fyr0Hk%3d",0.102077875337014
"199","Sacramento State","College","Men","Division I","Southwest","NorCal DI","4","7","/teams/events/Eventteam/?TeamId=21QCR8IV%2bp%2fCbbLOgTH9IRfx9aVavnqh41g5v6i613c%3d",0.10169734612284
"200","Puget Sound","College","Men","Division III","Northwest","Northwest DIII","11","8","/teams/events/Eventteam/?TeamId=PBzY6DSk%2bsAmPy%2basFL4rFtvp4hpHOHlx402Bcyi7kM%3d",0.101107578236524
"201","North Georgia","College","Men","Division III","Southeast","Eastern Southeast DIII","8","6","/teams/events/Eventteam/?TeamId=O8X%2bwm0r%2fz%2f6iGtcjHP51fZDsYNhL9Ok10TlFvsIsgE%3d",0.101027110457784
"202","Army","College","Men","Division III","Metro East","Hudson Valley DIII","7","7","/teams/events/Eventteam/?TeamId=Bpp7A%2frr05NamJReP8Fsk9NbpdsFWFTFenF9am2Z5V0%3d",0.100788675842657
"203","Central Arkansas","College","Men","Division I","South Central","Ozarks DI","9","7","/teams/events/Eventteam/?TeamId=jIsk0EurFn9kwiOZ1W9B3M5vYaT9aoB%2boT13nIqviDw%3d",0.0978756622279981
"204","Missouri S&T","College","Men","Division III","South Central","Northern South Central DIII","8","4","/teams/events/Eventteam/?TeamId=TcHAao6MQG5yPY00UibMKk15AW%2fIFAf8aKNBOgxbHOY%3d",0.0974735733053976
"205","Cal Poly-SLO B","College","Men","Developmental","Southwest","Southwest Dev","6","5","/teams/events/Eventteam/?TeamId=DjAwe9R0raF3J2isgm5ISLgrz3SYJeIVkL4DdMpqT08%3d",0.094131350003361
"206","SUNY-Albany","College","Men","Division I","Metro East","Hudson Valley DI","8","6","/teams/events/Eventteam/?TeamId=f243f1wotbGV6h%2bqxtUOUDTk5ad8uWJSJnigT7XyKes%3d",0.0936642344718916
"207","Truman State","College","Men","Division III","South Central","Northern South Central DIII","6","13","/teams/events/Eventteam/?TeamId=%2f9JHI%2bPjMnwM2z4xVzwmM4jInsNBCYWc8G7tdyqFBoY%3d",0.0936512647680095
"208","SUNY-Binghamton","College","Men","Division I","Metro East","Western NY DI","3","4","/teams/events/Eventteam/?TeamId=gY7fLkoHX7HAt7MfDsCpRfU6zYRNgn47rwXwms8q2VI%3d",0.0904179961286038
"209","Trine","College","Men","Division III","Great Lakes","East Plains DIII","4","2","/teams/events/Eventteam/?TeamId=0WVao%2fSi%2fplAqjuNPjd7uori8yQib%2fyvY7Kiw01TyDY%3d",0.0904025547647331
"210","Oberlin","College","Men","Division III","Ohio Valley","Ohio DIII","4","3","/teams/events/Eventteam/?TeamId=hJ2GpKPhluWJvUduwtXfbxs6eBFjiHgPchlN17PznCw%3d",0.089934794984955
"211","Wisconsin B","College","Men","Developmental","North Central","Lake Superior DI","7","11","/teams/events/Eventteam/?TeamId=IcHsO8flBN39Ismnj6g3pKtLbNrxXMLioqtLBLKMtqY%3d",0.0887843156793778
"212","SUNY-Buffalo","College","Men","Division I","Metro East","Western NY DI","5","8","/teams/events/Eventteam/?TeamId=rYQUJ9LMmkRVQuXI9IK8NdnVDRRM%2bdvb9ltOj41W%2bfM%3d",0.0851182174855719
"213","North Park","College","Men","Division III","Great Lakes","Illinois DIII","5","5","/teams/events/Eventteam/?TeamId=QvO%2fvywq8Ae9foarVJVd9TfLsmBULpXDzAHOqnvoyU0%3d",0.0836872609488329
"214","Brigham Young B","College","Men","Developmental","Northwest","Northwest Dev","4","5","/teams/events/Eventteam/?TeamId=eziB45SFRY4l8x%2bMxk8Vr42r9Fi7xtViPQaYaRHD9LM%3d",0.0806183373621995
"215","Stevens Tech","College","Men","Division III","Metro East","Metro NY DIII","8","5","/teams/events/Eventteam/?TeamId=4nPnkTSjX02rl8hLCS7qWH3AI%2bExX2YvIpgmc90FzDw%3d",0.078501581744632
"216","Boise State","College","Men","Division I","Northwest","Big Sky DI","1","4","/teams/events/Eventteam/?TeamId=C4FfvY85qhaiVVBVPce5HJq6DZIrnoCCVcbQTtLXzk4%3d",0.0784167834544929
"217","East Tennessee State","College","Men","Division I","Southeast","Southern Appalachian DI","1","7","/teams/events/Eventteam/?TeamId=g%2f3r%2bk5s%2by%2bp75K%2foDpyW7uopqyfVIHn2gH12a8MSUk%3d",0.0761327218208828
"218","Charleston","College","Men","Division I","Atlantic Coast","Carolina DI","2","13","/teams/events/Eventteam/?TeamId=ZyliqI1QEYqfIOiDLJUcNv4rBiSQTyAhF301091AeTE%3d",0.0755121632088417
"219","Michigan B","College","Men","Developmental","Great Lakes","Great Lakes Dev","4","3","/teams/events/Eventteam/?TeamId=mmmvzvuOoNIq2aFGuIRDjNp9bJwO6CEvYNnMazjSzng%3d",0.0741720092611585
"220","Arkansas State","College","Men","Division I","South Central","Ozarks DI","10","2","/teams/events/Eventteam/?TeamId=akZvRLP4lIePFFE9u%2ftuq7NvtNVsOhlhwe0i41RPWCQ%3d",0.0727347081688431
"221","Idaho","College","Men","Division I","Northwest","Big Sky DI","5","7","/teams/events/Eventteam/?TeamId=XUjmoJ3Gr1IyQpHfYrkrhuATD%2fhqwkha5GQQu86nNpk%3d",0.0678720687061349
"222","Montana","College","Men","Division I","Northwest","Big Sky DI","5","6","/teams/events/Eventteam/?TeamId=xLV1svOF0ykENQmLJmOVsIo1I%2faQ64CVOwfsWShu6Fc%3d",0.0678205463592562
"223","Western Michigan","College","Men","Division I","Great Lakes","Michigan DI","2","3","/teams/events/Eventteam/?TeamId=DuAR%2bKvZN9MQ%2fGirC%2fNni4%2bbjC08tUefqQulpKUe%2fQ4%3d",0.0678180239875138
"224","Georgia B","College","Men","Developmental","Southeast","Southeast Dev","10","2","/teams/events/Eventteam/?TeamId=1%2fCRaYfN2lMge78CCEc%2f%2bybfNsvPl%2fz7cr%2b%2bOLTJB28%3d",0.0673207318606595
"225","Central Florida B","College","Men","Developmental","Southeast","Southeast Dev","12","3","/teams/events/Eventteam/?TeamId=drfTqz0ru%2fLEQ75Mwcl12jZ2HSSdDJm%2fKI%2fJyI1Dq2w%3d",0.0664145323371641
"226","Syracuse","College","Men","Division I","Metro East","Western NY DI","9","5","/teams/events/Eventteam/?TeamId=9%2fr6VgQx%2b4WsZMrf0jVfiEZ5yzSzLP0UqDdsYPKD3DU%3d",0.0656903348210083
"227","Eastern Illinois","College","Men","Division III","Great Lakes","Illinois DIII","10","11","/teams/events/Eventteam/?TeamId=U0j8i9rY7otk4UtHblKiLiPCEiyC%2f32fYkJdrb%2fvB40%3d",0.0645300234623713
"228","Rochester","College","Men","Division I","Metro East","Western NY DI","3","4","/teams/events/Eventteam/?TeamId=eJ%2fj76miD9grwGTDBiG1DhxwWlaVlFZ2ppN%2f5k5CB80%3d",0.0643251783673175
"229","Indiana Wesleyan","College","Men","Division III","Great Lakes","East Plains DIII","6","8","/teams/events/Eventteam/?TeamId=Z8R43ibF8rkQyw2oVBPkR5IPtZhEbBQ%2fkGtcuSIzTWs%3d",0.0630354705322897
"230","Las Positas","College","Men","Division I","Southwest","NorCal DI","2","3","/teams/events/Eventteam/?TeamId=L4lir6KToi%2ff2%2bXz%2biurt0%2bI92BijdCI1T0tIBi8lJ0%3d",0.0627756066272174
"231","SUNY-Fredonia","College","Men","Division III","Metro East","Western NY DIII","2","4","/teams/events/Eventteam/?TeamId=ne%2fKZWOY1pmBfxTSP0HOJJ2CJLviVeSVfbOuJISd5hw%3d",0.0599801649164515
"232","SUNY-Geneseo","College","Men","Division III","Metro East","Western NY DIII","6","2","/teams/events/Eventteam/?TeamId=F%2fkgCShzg8avSa7p97Y%2f1BNi4v3yLDeWlOAED7Y47ws%3d",0.0598524664138984
"233","Arizona State B","College","Men","Developmental","Southwest","Southwest Dev","7","10","/teams/events/Eventteam/?TeamId=ERQ%2bmL3zPire95YHuq4%2bSJxndwgt0T4xCmoQQ0Ci4cQ%3d",0.0556552765399365
"234","Ball State","College","Men","Division I","Great Lakes","East Plains DI","7","7","/teams/events/Eventteam/?TeamId=5VS%2fhS6y3XQazee27tyMy4gSIjeuAWpfu5sCrwMkdFc%3d",0.0548322968357187
"235","Cedarville","College","Men","Division III","Ohio Valley","Ohio DIII","3","4","/teams/events/Eventteam/?TeamId=pZUIh3BT98aNKtd1u2eH%2fAsS6shGhki24vAMUVeYxAQ%3d",0.0547871807016409
"236","Olivet Nazarene","College","Men","Division III","Great Lakes","Illinois DIII","3","9","/teams/events/Eventteam/?TeamId=Ao4nS%2biPWFUcAoyE7lQYV3QMSdnPnuJAWcaV7JuVAiA%3d",0.054337081890104
"237","Central Washington","College","Men","Division I","Northwest","Cascadia DI","8","5","/teams/events/Eventteam/?TeamId=9pK49U0pz4MQPLqo5QV%2fIh8z76%2bOVGa%2f9dTM2qvgzsM%3d",0.0539544327208556
"238","Colorado B","College","Men","Division I","South Central","Rocky Mountain DI","5","5","/teams/events/Eventteam/?TeamId=8mWZDqnRVi1tBswIciStYB6xmkEOXNmsfh15YxHdaT8%3d",0.0533957140690808
"239","Drake","College","Men","Division III","North Central","West Plains DIII","8","8","/teams/events/Eventteam/?TeamId=df6zx2dqGIApGXjQNJVacN8GVeKxMhcuxKpWYqjQCFQ%3d",0.0531327007233301
"240","Colorado State B","College","Men","Developmental","South Central","South Central Dev","6","10","/teams/events/Eventteam/?TeamId=Q7nRAJlt6RujiYmJvd7HxIOgjCn%2bWVk6GuXOMUK5v1c%3d",0.0528575961109463
"241","Boston University","College","Men","Division I","New England","Metro Boston DI","5","7","/teams/events/Eventteam/?TeamId=XKo1SlHMeQz1Dqo1w9weT%2bxP9pqZFkLtwbG%2bJpWZKwo%3d",0.0528424238853687
"242","Florida B","College","Men","Developmental","Southeast","Southeast Dev","10","11","/teams/events/Eventteam/?TeamId=Lrwxr5orBun4UOBsAw7lmvti4HpVdS1ehkOCg9BtAXI%3d",0.0504158621593138
"243","Ithaca","College","Men","Division III","Metro East","Western NY DIII","7","6","/teams/events/Eventteam/?TeamId=rKNEWZFPln%2bY20ZyDrxO%2bmffHs9x1vA0knrbNS0QJyQ%3d",0.0493837994778544
"244","Gunn","High School","Boys","","","","5","6","/teams/events/Eventteam/?TeamId=0FclV6aGOlgzFv52U92lP2PPWaS3BNStUyameKG2xvk%3d",0.0492604030140704
"245","Hamilton","College","Men","Division III","Metro East","Western NY DIII","3","2","/teams/events/Eventteam/?TeamId=oa8c9BZYb6LwyanJknMoscFGDVtThx5FUArLbkDGITg%3d",0.0450032912713329
"246","Bradley","College","Men","Division III","Great Lakes","Illinois DIII","9","5","/teams/events/Eventteam/?TeamId=4bFAncUfKpnSvRur54RO09%2fgq8B3yL9W0UXM5o949wg%3d",0.0445219449523154
"247","Samford","College","Men","Division III","Southeast","Western Southeast DIII","2","9","/teams/events/Eventteam/?TeamId=6yFAMFSmlm3poQ814nsvYYtE2HDhAUXk5e%2byaoJjnCc%3d",0.044204751125373
"248","Texas A&M C","College","Men","Developmental","South Central","South Texas DI","7","9","/teams/events/Eventteam/?TeamId=cQE56MyECEQlmeh700o0BmJn%2f%2fLCEDG0srH13tWccUc%3d",0.0438875874783253
"249","Kent State","College","Men","Division I","Ohio Valley","Ohio DI","5","7","/teams/events/Eventteam/?TeamId=aDy4N%2b6lTaDsB96csDEtZ3l9gr38cHzOsUwEWGwHL98%3d",0.0425727746892895
"250","Catholic","College","Men","Division III","Atlantic Coast","Northern Atlantic Coast DIII","8","6","/teams/events/Eventteam/?TeamId=y1ZWl1RWk2sPSF17HG4%2bsmqK7nyXhXwLryjdvvApD0A%3d",0.0416372760290602
"251","Ohio Northern","College","Men","Division III","Ohio Valley","Ohio DIII","4","1","/teams/events/Eventteam/?TeamId=TI4xXZfIH58Wbbk6YA3lSRaMyXxSZUQGu0wlhA%2fTjH8%3d",0.041302875702423
"252","Winona State","College","Men","Division I","North Central","Northwoods DI","5","2","/teams/events/Eventteam/?TeamId=prxGy8v1XLNws4QdTKoNcywFhU%2fxf8bG7fxCeVUYdoE%3d",0.0408902938832819
"253","Maryland-Baltimore County","College","Men","Division I","Atlantic Coast","Colonial DI","0","5","/teams/events/Eventteam/?TeamId=Dg7Y9oXzXZiA4u3gGtEoDG%2fJR0Odj0cL9ah0B4FdwUE%3d",0.0397711695344085
