"","Team","Wins","Losses","Competition Level","Gender Division","City","State","Links","Index","Rating"
"1","Revolver",16,3,"Club","Men","San Francisco","CA","/teams/events/Eventteam/?TeamId=fn46UKAFqMQu4al4CM3PRJdSxtda9UycrHYWmN22f3w%3d",237,36.9769573083627
"2","Sockeye",16,4,"Club","Men","Seattle","WA","/teams/events/Eventteam/?TeamId=nLV6BNojqM3Jln3k%2bPjf6l8JebYv7DpGw3aBieBXkWQ%3d",278,36.9661921330934
"3","Ring of Fire",18,3,"Club","Men","Raleigh","NC","/teams/events/Eventteam/?TeamId=LOeSLHPk%2f3Rvxd09lpfuSIQ%2bHRiDNk%2fHcFbSmSR6zZ8%3d",241,20.0151691588673
"4","Ironside",17,8,"Club","Men","Boston","MA","/teams/events/Eventteam/?TeamId=%2bSUfrgoltBmV2%2bdmQfg34xSS4wdzXWNVd5wZMF6P5Cg%3d",162,15.5167029842601
"5","Truck Stop",15,5,"Club","Men","Washington","DC","/teams/events/Eventteam/?TeamId=GlZmN2k2HxVu0P1LIZU2Fj4uMb1C2R9DheSG6aVOGBA%3d",320,15.239347517089
"6","Beach Boys USA",6,0,"Beach","Men","Lots of Cities","WA","/teams/events/Eventteam/?TeamId=XqYNM%2b4vfu0O35zQ8xab2IMPYgrWb0fmcZvyxKH3QpA%3d",20,14.4611055151357
"7","HIGH FIVE",14,6,"Club","Men","Ohio","MI","/teams/events/Eventteam/?TeamId=sOVWbibsDCXnU0MbzmrKJnOZWFVnKh1rgFwbtpzIVWA%3d",147,13.5737387463181
"8","Dig",19,4,"Club","Men","Boston","MA","/teams/events/Eventteam/?TeamId=Dzhy%2fP4l1AkN%2baNOOVXQIFcuTLuLT2fj6Y5JGRaE5Ks%3d",92,12.08718921078
"9","Chicago Machine",9,10,"Club","Men","Chicago","IL","/teams/events/Eventteam/?TeamId=FlSNdyuw316eIBmyPOnE3cq9RphUqMKedbk%2fXxp5GRI%3d",62,10.5805054431092
"10","Johnny Bravo",12,7,"Club","Men","Denver","CO","/teams/events/Eventteam/?TeamId=YcB%2bMxeL23ZPIj2NpWeEcARylQQ%2bTblm%2fkARdbjNXz0%3d",168,9.76891432708234
"11","PoNY",11,8,"Club","Men","New York","NY","/teams/events/Eventteam/?TeamId=CS%2b50CwPTL4OiMctJQSiTdljaiSuQAmDAIsGOnlcl%2bw%3d",220,9.64549602822697
"12","GOAT",14,5,"Club","Men","Toronto","Ontario","/teams/events/Eventteam/?TeamId=VS518Hjv%2bvf0wRYxOnX8%2fn%2fZ2ZnUf6owxnyF6C%2b8Mvg%3d",126,7.9234497675515
"13","Sub Zero",9,10,"Club","Men","Minneapolis","MN","/teams/events/Eventteam/?TeamId=LyCRgAI6nBt10H3%2fep8iZFymshbgTGNCYR6Z8fX4hu4%3d",294,7.70753038149692
"14","Patrol",10,9,"Club","Men","Philadelphia","PA","/teams/events/Eventteam/?TeamId=htx5aQWPiNwx9iv%2bpcBgQMN3RgXCXTrUgLax%2fcLHAzE%3d",213,6.6793445814373
"15","Medicine Men",22,11,"Club","Men","Baltimore","MD","/teams/events/Eventteam/?TeamId=BHltHXwXEnNrYwUA6iprHaqmD0vD6c9cgxPwRj7XxoY%3d",185,5.70156638522448
"16","Guerrilla",13,13,"Club","Men","Oakland","CA","/teams/events/Eventteam/?TeamId=x3C13KT%2fFu5Rm5Ah95mu1UIIYIokej%2f1y%2f2tl6F5jHc%3d",139,5.45222251119743
"17","SoCal Condors",13,5,"Club","Men","Calico","CA","/teams/events/Eventteam/?TeamId=NlsAuSglWyT7OIZyfNLfcXj1HjZcsy8%2bhqmbN7s0jeM%3d",277,5.40953861451421
"18","Florida United",10,1,"Club","Men","Florida","FL","/teams/events/Eventteam/?TeamId=BMlPTy%2bPzGSPqU3zFgHcSezwdIlsj6nZeo3ivtWKN50%3d",113,4.99872985117677
"19","Doublewide",8,5,"Club","Men","Austin","TX","/teams/events/Eventteam/?TeamId=9zm2hW3MY%2finB61r3OorJx9EB1XAvgqiDf8icaBAnn4%3d",97,4.90520330405487
"20","Chain Lightning",9,10,"Club","Men","Atlanta","GA","/teams/events/Eventteam/?TeamId=RqrRBpAINVrLozzmBjaiZUno3AGEponAB%2bkb615xFdY%3d",60,3.53001205055435
"21","Pittsburgh Temper",12,8,"Club","Men","Pittsburgh","PA","/teams/events/Eventteam/?TeamId=dpW9OTY3r8hjCZdNLtAb8BYTbaQ%2frUquSkdVaOtdasg%3d",217,3.45534039222171
"22","Rhino",12,9,"Club","Men","Portland","OR","/teams/events/Eventteam/?TeamId=Y%2fxYChpuTSQxNxhI9aVaqALPQNQ7fN6exClWhQOysuM%3d",238,3.22736080139909
"23","Inception",17,6,"Club","Men","Denver","CO","/teams/events/Eventteam/?TeamId=6x4u8PXP3bJOE1my%2f58zQB1agYlhEbSkcZHq%2fFX%2bIjE%3d",158,3.18113664376198
"24","Richmond Floodwall",21,6,"Club","Men","Richmond","VA","/teams/events/Eventteam/?TeamId=bebdvt4%2bO24X6mpitK1G%2fUXNX4cIEqf94qEgxqZ4c9s%3d",239,2.96604007469713
"25","Freaks",24,4,"Club","Men","Huntsville","AL","/teams/events/Eventteam/?TeamId=SmluFkaYhhipZU1c62fJbigvEczBQrg67fRIrmI9qmU%3d",117,2.77824610708189
"26","USA Beach Masters",6,1,"Beach","Men","Everywhere","UM","/teams/events/Eventteam/?TeamId=Nx8%2f6R4o6J3Jm86qrjVmpRCR%2bV5yyQmr%2fh7C2LRwNbA%3d",326,2.72238113850488
"27","Madison Club",6,12,"Club","Men","Madison","WI","/teams/events/Eventteam/?TeamId=hNa%2ffB9yEdAQ3yuH0VvgCMcphqyTjvPDb88N5DAVCDw%3d",181,2.46518379936073
"28","Grand M.U.S.A",4,2,"Beach Grand Masters","Men","USA","DC","/teams/events/Eventteam/?TeamId=MJZZZtKL3Vn178qfJMg9dthsPHPxdFmWwltnarmlevc%3d",129,2.39517840182901
