"","Team","Wins","Losses","Competition Level","Gender Division","City","State","Links","Index","Rating"
"1","Revolver",24,3,"Club","Men","San Francisco","CA","/teams/events/Eventteam/?TeamId=fn46UKAFqMQu4al4CM3PRJdSxtda9UycrHYWmN22f3w%3d",240,32.8370653948991
"2","Sockeye",21,9,"Club","Men","Seattle","WA","/teams/events/Eventteam/?TeamId=nLV6BNojqM3Jln3k%2bPjf6l8JebYv7DpGw3aBieBXkWQ%3d",279,21.2571653750509
"3","Florida United",22,2,"Club","Men","Florida","FL","/teams/events/Eventteam/?TeamId=BMlPTy%2bPzGSPqU3zFgHcSezwdIlsj6nZeo3ivtWKN50%3d",115,18.9547330366996
"4","Ring of Fire",25,4,"Club","Men","Raleigh","NC","/teams/events/Eventteam/?TeamId=LOeSLHPk%2f3Rvxd09lpfuSIQ%2bHRiDNk%2fHcFbSmSR6zZ8%3d",244,18.3043028953225
"5","Ironside",25,8,"Club","Men","Boston","MA","/teams/events/Eventteam/?TeamId=%2bSUfrgoltBmV2%2bdmQfg34xSS4wdzXWNVd5wZMF6P5Cg%3d",164,17.847623223706
"6","Beach Boys USA",6,0,"Beach","Men","Lots of Cities","WA","/teams/events/Eventteam/?TeamId=XqYNM%2b4vfu0O35zQ8xab2IMPYgrWb0fmcZvyxKH3QpA%3d",20,14.4611055151357
"7","Truck Stop",22,6,"Club","Men","Washington","DC","/teams/events/Eventteam/?TeamId=GlZmN2k2HxVu0P1LIZU2Fj4uMb1C2R9DheSG6aVOGBA%3d",321,13.7672906247504
"8","Dig",26,6,"Club","Men","Boston","MA","/teams/events/Eventteam/?TeamId=Dzhy%2fP4l1AkN%2baNOOVXQIFcuTLuLT2fj6Y5JGRaE5Ks%3d",94,13.0746328698105
"9","HIGH FIVE",20,9,"Club","Men","Ohio","MI","/teams/events/Eventteam/?TeamId=sOVWbibsDCXnU0MbzmrKJnOZWFVnKh1rgFwbtpzIVWA%3d",149,12.1450236853438
"10","Chicago Machine",15,12,"Club","Men","Chicago","IL","/teams/events/Eventteam/?TeamId=FlSNdyuw316eIBmyPOnE3cq9RphUqMKedbk%2fXxp5GRI%3d",62,10.556873557775
"11","PoNY",18,11,"Club","Men","New York","NY","/teams/events/Eventteam/?TeamId=CS%2b50CwPTL4OiMctJQSiTdljaiSuQAmDAIsGOnlcl%2bw%3d",223,9.75572145006011
"12","Johnny Bravo",18,9,"Club","Men","Denver","CO","/teams/events/Eventteam/?TeamId=YcB%2bMxeL23ZPIj2NpWeEcARylQQ%2bTblm%2fkARdbjNXz0%3d",170,9.26715198927447
"13","GOAT",20,9,"Club","Men","Toronto","Ontario","/teams/events/Eventteam/?TeamId=VS518Hjv%2bvf0wRYxOnX8%2fn%2fZ2ZnUf6owxnyF6C%2b8Mvg%3d",128,7.87150003203097
"14","Doublewide",15,7,"Club","Men","Austin","TX","/teams/events/Eventteam/?TeamId=9zm2hW3MY%2finB61r3OorJx9EB1XAvgqiDf8icaBAnn4%3d",99,6.43992870569704
"15","Patrol",16,13,"Club","Men","Philadelphia","PA","/teams/events/Eventteam/?TeamId=htx5aQWPiNwx9iv%2bpcBgQMN3RgXCXTrUgLax%2fcLHAzE%3d",216,6.33917109995611
"16","SoCal Condors",17,10,"Club","Men","Calico","CA","/teams/events/Eventteam/?TeamId=NlsAuSglWyT7OIZyfNLfcXj1HjZcsy8%2bhqmbN7s0jeM%3d",278,5.70876652391979
"17","Chain Lightning",19,12,"Club","Men","Atlanta","GA","/teams/events/Eventteam/?TeamId=RqrRBpAINVrLozzmBjaiZUno3AGEponAB%2bkb615xFdY%3d",60,5.50757144451262
"18","Sub Zero",16,14,"Club","Men","Minneapolis","MN","/teams/events/Eventteam/?TeamId=LyCRgAI6nBt10H3%2fep8iZFymshbgTGNCYR6Z8fX4hu4%3d",295,5.25663672035694
"19","Medicine Men",27,13,"Club","Men","Baltimore","MD","/teams/events/Eventteam/?TeamId=BHltHXwXEnNrYwUA6iprHaqmD0vD6c9cgxPwRj7XxoY%3d",188,4.9479469295024
"20","Guerrilla",18,15,"Club","Men","Oakland","CA","/teams/events/Eventteam/?TeamId=x3C13KT%2fFu5Rm5Ah95mu1UIIYIokej%2f1y%2f2tl6F5jHc%3d",141,4.7234462996411
"21","Rhino",17,11,"Club","Men","Portland","OR","/teams/events/Eventteam/?TeamId=Y%2fxYChpuTSQxNxhI9aVaqALPQNQ7fN6exClWhQOysuM%3d",241,4.04598691460375
"22","Pittsburgh Temper",16,10,"Club","Men","Pittsburgh","PA","/teams/events/Eventteam/?TeamId=dpW9OTY3r8hjCZdNLtAb8BYTbaQ%2frUquSkdVaOtdasg%3d",220,3.7058717959312
"23","Freaks",28,6,"Club","Men","Huntsville","AL","/teams/events/Eventteam/?TeamId=SmluFkaYhhipZU1c62fJbigvEczBQrg67fRIrmI9qmU%3d",119,3.66443805308021
"24","Inception",20,9,"Club","Men","Denver","CO","/teams/events/Eventteam/?TeamId=6x4u8PXP3bJOE1my%2f58zQB1agYlhEbSkcZHq%2fFX%2bIjE%3d",160,3.30623356160184
"25","Madison Club",13,13,"Club","Men","Madison","WI","/teams/events/Eventteam/?TeamId=hNa%2ffB9yEdAQ3yuH0VvgCMcphqyTjvPDb88N5DAVCDw%3d",184,2.79882469596136
"26","USA Beach Masters",6,1,"Beach","Men","Everywhere","UM","/teams/events/Eventteam/?TeamId=Nx8%2f6R4o6J3Jm86qrjVmpRCR%2bV5yyQmr%2fh7C2LRwNbA%3d",327,2.72238113850488
"27","Furious George",12,13,"Club","Men","Vancouver","BC","/teams/events/Eventteam/?TeamId=%2bG16%2bOnOtJcLrQTA1UfJdUEeagqS3nhlc05DWhhbEhY%3d",120,2.69743013278008
"28","Richmond Floodwall",24,9,"Club","Men","Richmond","VA","/teams/events/Eventteam/?TeamId=bebdvt4%2bO24X6mpitK1G%2fUXNX4cIEqf94qEgxqZ4c9s%3d",242,2.4668491956596
