"Rank","Team","Wins","Losses","Rating","City","State"
1,"Surly GM",8,0,0.162724593711141,"Minneapolis","MN"
2,"Eldors",18,2,0.156795259395842,"Santa Barbara","CA"
3,"Johnny Walker",8,5,0.0625374990608078,"Denver/Boulder","CO"
4,"Reckon",8,3,0.0116456699618381,"Nashville","TN"
5,"ShutDown",7,3,0.010852251405904,"Potomac","DC"
6,"Shadows",8,4,0.0107982524303526,"Oakland","CA"
7,"No Country",6,2,0.00920717743148744,"Jamaica Plain","MA"
8,"Endless Sunset",4,10,0.00251192121212323,"San Diego","CA"
9,"Chicago Archive",4,4,0.00218866584944975,"Chicago","IL"
10,"Bighorn",4,4,0.00201883739345973,"Boulder","CO"
11,"Borderline",2,4,0.00148974937838646,"Yarmouth","ME"
12,"Burnside 40",4,5,0.00123737163323331,"portland","OR"
13,"Kalakala",6,3,0.00104341125242023,"Seattle","WA"
14,"Rust",1,7,0.000465852743277832,"Birmingham","AL"
15,"Old Growth (OG)",3,4,0.000361332639711132,"Sunnyvale","CA"
16,"Creaky",4,4,0.000335786911898396,"Walnut Creek","CA"
17,"Sick Hammers",2,4,0.000324750953893016,"Austin/Houston","TX"
18,"Chuckanut",1,6,0.000169724406224543,"Portland, Tacoma, Seattle, Vancouver, Alaska, Utah, etc.","WA"
19,"Peralta",1,2,0.00015615071732718,"Des Moines","WA"
20,"GrandMaster Flash",2,6,4.23502493888938e-05,"Gainesville","FL"
21,"Chupacabra",0,2,2.16500635928677e-05,"denver","CO"
22,"Age Against the Machine",1,1,0,"Cincinnati","OH"
22,"Critical Mass",0,2,0,"Northampton","MA"
22,"Free Spirits of the Bay Area!",0,7,0,"Fremont","CA"
22,"Joystick",1,1,0,"Brooklyn","NY"
22,"Madison 40s",0,2,0,"Madison","WI"
22,"Old Smolder Bulls",0,2,0,"Chicago","IL"
22,"Surly Hurly GM",1,1,0,"St. Paul","MN"
22,"TriAged GM",0,4,0,"Raleigh","NC"
