"Rank","Team","Wins","Losses","Rating","City","State"
1,"Truck Stop",17,6,26.3294517238872,"Washington","DC"
2,"Sockeye",19,4,24.9494118549836,"Seattle","WA"
3,"PoNY",20,5,24.7894805458818,"New York","NY"
4,"SoCal Condors",25,6,16.484667015879,"Calico","CA"
5,"Furious George",27,4,16.1008850911936,"Vancouver","BC"
6,"Johnny Bravo",22,8,16.0909592564132,"Denver","CO"
7,"DiG",19,7,15.9567493063826,"Boston","MA"
8,"Sub Zero",17,8,15.9067222304747,"Minneapolis","MN"
9,"Chicago Machine",17,9,15.6640458935873,"Chicago","IL"
10,"Revolver",18,6,14.8765976005214,"San Francisco","CA"
11,"Ring of Fire",12,4,13.8901962462248,"Raleigh","NC"
12,"GOAT",16,5,10.4223298577431,"Toronto","Ontario"
13,"Pittsburgh Temper",16,8,9.38270565180323,"Pittsburgh","PA"
14,"Chain Lightning",11,8,6.28591580256342,"Atlanta","GA"
15,"Voodoo",20,14,6.2301955163976,"Seattle","WA"
16,"Sprout",16,4,5.7433961417725,"Amherst","MA"
17,"Doublewide",10,8,5.63431980749649,"Austin","TX"
18,"Rhino Slam!",17,13,5.29789584999791,"Portland","OR"
19,"Yogosbo",32,7,4.20619409702219,"Madison","WI"
20,"Patrol",16,8,3.53173795344835,"Philadelphia","PA"
21,"General Strike",22,7,3.34685657200274,"Winnipeg","Manitoba"
22,"CLE Smokestack",26,3,3.00152328421435,"Cleveland","OH"
23,"Nomadic Tribe",4,2,2.90084424489636,"Edogawa","Tokyo"
24,"Brickyard",16,8,2.47291421326224,"Indianapolis","IN"
25,"Vault",30,4,2.45626558310411,"Hampton","VA"
26,"H.I.P",31,5,2.33067281088226,"Texas City","TX"
27,"Bunka Shutter Buzz Bullets",1,5,2.15284854941521,"Tokyo","Tokyo"
28,"Freaks",24,11,1.98619925416224,"Huntsville","AL"
29,"Lost Boys",24,8,1.95369304402507,"Columbia","SC"
30,"Black Market I",19,13,1.72794829828244,"Lombard","IL"
31,"Inception",17,13,1.57310364457936,"Denver","CO"
32,"Mad Men",26,14,1.53824879958371,"Madison","WI"
33,"Brickhouse",15,10,1.46033090580389,"Durham","NC"
34,"Prairie Fire",14,15,1.44445874546825,"Kansas City","KS"
35,"SOUF",6,8,1.41791607593215,"Seattle","WA"
36,"The Killjoys",18,7,1.38669619087878,"Orem","UT"
37,"Clutch",25,7,1.21736965415981,"Houston","TX"
38,"Ghost Train",15,10,1.2168779132859,"Seattle","WA"
39,"Tanasi",31,7,1.212784363598,"Tennessee","TN"
40,"Garden State Ultimate",16,10,1.05581192151953,"Princeton","NJ"
41,"Seattle Blacklist",7,9,1.03612984200317,"Seattle","WA"
42,"Nitro",17,8,1.01386723224589,"Dallas","TX"
43,"Nain Rouge",17,14,0.932614686612104,"Ferndale","MI"
44,"El Niño",20,10,0.847808957444048,"Oakland Park","FL"
45,"Cryptic",26,13,0.844741174438572,"Iowa City","IA"
46,"Blueprint",21,9,0.838894272691115,"Brooklyn","NY"
47,"Phoenix",9,4,0.836911748231725,"Ottawa, ON","Ontario"
48,"CITYWIDE Special",16,10,0.812291458569306,"Philadelphia","PA"
49,"Lantern",25,8,0.759534057321924,"Boston","MA"
50,"Guerrilla",6,16,0.694348523528716,"Oakland","CA"
51,"Scythe",22,18,0.685344419718288,"Omaha","NE"
52,"MKE",19,15,0.676715722129865,"Milwaukee","WI"
53,"Shade",20,14,0.638626944083161,"New York","NY"
54,"Big Wrench",20,19,0.627603980071746,"Somerville","MA"
55,"Red Circus",18,16,0.618427941078671,"Halifax","Nova Scotia"
56,"Battery",17,9,0.600463458403082,"San Francisco","CA"
57,"DNA",2,4,0.56862013960477,"Surrey","BC"
58,"Haymaker",20,12,0.565354968324173,"Chicago","IL"
59,"Gaucho",25,12,0.533656153203067,"Austin","TX"
60,"OAT",16,8,0.528679475377937,"Livermore","CA"
61,"Blackfish",10,2,0.510995264550598,"Vancouver","BC"
62,"Omen",20,12,0.509722907566934,"Cincinnati","OH"
