"Rank","Team","Wins","Losses","Rating","City","State"
1,"Sockeye",11,3,51.970456619452,"Seattle","WA"
2,"Revolver",11,2,44.5341942758549,"San Francisco","CA"
3,"HIGH FIVE",14,6,18.0220156867997,"Ohio","MI"
4,"Truck Stop",10,3,16.6676585939149,"Washington","DC"
5,"Ironside",13,6,14.1930272533749,"Boston","MA"
6,"Dig",11,1,10.3510955786462,"Boston","MA"
7,"Ring of Fire",5,2,9.89813428386434,"Raleigh","NC"
8,"Sub Zero",8,5,9.14109467998524,"Minneapolis","MN"
9,"Johnny Bravo",8,5,8.06928978336755,"Denver","CO"
10,"Patrol",7,6,7.14496264248521,"Philadelphia","PA"
11,"PoNY",7,6,6.86475473141308,"New York","NY"
12,"Doublewide",8,5,5.24784519826855,"Austin","TX"
13,"Medicine Men",14,6,4.93835790534704,"Baltimore","MD"
14,"Florida United",10,1,3.99401681119154,"Florida","FL"
15,"Rhino",10,9,3.96362777536022,"Portland","OR"
16,"Chain Lightning",9,10,3.92750973337698,"Atlanta","GA"
17,"Guerrilla",5,9,3.12603660698835,"Oakland","CA"
18,"Chicago Machine",6,6,3.09916111140807,"Chicago","IL"
19,"CUS Bologna",1,6,2.5926072451197,"Bologna","Emilia Romagna"
20,"GOAT",4,2,2.00477098469125,"Toronto","Ontario"
21,"SoCal Condors",6,0,1.99563192797734,"Calico","CA"
22,"Richmond Floodwall",15,4,1.98845532438364,"Richmond","VA"
23,"Freaks",20,4,1.96205875177985,"Huntsville","AL"
24,"Inception",11,8,1.8335336440563,"Denver","CO"
25,"Mad Men",16,5,1.77155460537124,"Madison","WI"
26,"Clapham Ultimate",2,5,1.70958462667153,"London","UK"
27,"Pittsburgh Temper",5,2,1.70359544930359,"Pittsburgh","PA"
28,"Madison Club",4,8,1.57242709196956,"Madison","WI"
29,"Smokestack",11,8,1.53089965776575,"Cleveland","OH"
30,"Garden State Ultimate",19,8,1.27763695678655,"Princeton","NJ"
