"","Team","Competition Level","Gender Division","City","State","Links","Rank","School","Power Rating","Competition Division","College Region","College Conference","Wins","Losses","Index","Rating"
"99","Catholic (Nun Betta)","College","Women","Washington","DC","/teams/events/Eventteam/?TeamId=bYOeRiHcH0b%2bJojmbQjk2sWZYVI%2fkyKYjf2Wo5I6FtE%3d",189,"Catholic",529,"Division III","Atlantic Coast","Atlantic Coast DIII",11,6,50,0.393405092047282
"100","Haverford (Sneetches)","College","Women","Haverford","PA","/teams/events/Eventteam/?TeamId=Ovz%2fTPqtQPlq4a8MCjFeMQjgEYrR0bRr52HDNHzHAQA%3d",176,"Haverford",599,"Division III","Ohio Valley","Pennsylvania DIII",9,15,113,0.381076920629087
"101","Chicago (Supersnatch)","College","Women","Chicago","IL","/teams/events/Eventteam/?TeamId=xj7265O0D15bHkMp0ddYDshCNjqHhs9u0XuBNs1INx8%3d",61,"Chicago",1321,"Division I","Great Lakes","Illinois DI",14,17,55,0.374812139618528
"102","William & Mary (Mother Huckers)","College","Women","Williamsburg","VA","/teams/events/Eventteam/?TeamId=IyY9khYLyFSBEbBqhnYfPans9a0LmGnI28XdyCkaWsg%3d",142,"William & Mary",788,"Division I","Atlantic Coast","Virginia DI",15,14,304,0.37416768017194
"103","Pacific Lutheran (Reign Women)","College","Women","Tacoma","WA","/teams/events/Eventteam/?TeamId=7RMQhUnRnEbtL%2bckuyaus31AT820Gt2h4l8iVNEiPeI%3d",78,"Pacific Lutheran",1186,"Division III","Northwest","Northwest DIII",13,10,203,0.368528129648771
"104","Arizona (Scorch)","College","Women","Tucson","AZ","/teams/events/Eventteam/?TeamId=XdLCisDKWA1MBQ7DV7ehti7k6yLpILHmf11HCb34GS0%3d",63,"Arizona",1295,"Division I","Southwest","Desert DI",16,12,12,0.365589410254319
"105","Carleton University (Carleton Ravens )","College","Women","Ottawa","ON","/teams/events/Eventteam/?TeamId=FXtUABc%2fzXwJoR%2bSbFePUlZQFjY8nYzu5BFCgvPse40%3d",96,"Carleton University",1089,"Division I","","",4,3,47,0.364384844189459
"106","Iowa (Saucy Nancy)","College","Women","Iowa City","IA","/teams/events/Eventteam/?TeamId=OgWtrM4JWl%2bCbvbltkwHs2RMRfU%2bn6OOe6BZwIiWe%2bc%3d",83,"Iowa",1148,"Division I","North Central","Western North Central DI",11,14,120,0.362815499552408
"107","Purdue  (AMOC)","College","Women","West Lafayette","IN","/teams/events/Eventteam/?TeamId=i6sLLwKVcRFSOV%2bg1Z1V5VpbTCAjqc%2bApOUKfuOIa3c%3d",89,"Purdue",1121,"Division I","Great Lakes","Eastern Great Lakes DI",16,10,215,0.361582575351219
"108","Vanderbilt (VUDU)","College","Women","Nashville","TN","/teams/events/Eventteam/?TeamId=uSdbMxyrIWptwkttKxEUfQjmEmQt89D%2bgdOB4bHvVOI%3d",84,"Vanderbilt",1147,"Division I","Southeast","Gulf Coast DI",19,6,277,0.358575414935556
"109","Ohio (Stacked)","College","Women","Athens","OH","/teams/events/Eventteam/?TeamId=CO0PQbuaNhUHQatDTj1td2TgOmaj%2f0GAQyo7Ku1Za4g%3d",139,"Ohio",810,"Division I","Ohio Valley","Ohio DI",10,7,193,0.347069656564159
"110","Boise State (Buffalo Gals)","College","Women","Boise","ID","/teams/events/Eventteam/?TeamId=vDzyusP%2fgMYOATshnzkoFi2Aeo7ExpgqgEPispR3OgA%3d",90,"Boise State",1118,"Division I","Northwest","Big Sky DI",13,10,21,0.346768334420655
"111","Victoria (UVixens)","College","Women","Victoria","BC","/teams/events/Eventteam/?TeamId=goO2UGW%2f6OSbGp6eH14yK3xpBCznU3V7W8UE1i3o8Cs%3d",49,"Victoria",1451,"Division I","Northwest","Cascadia DI",8,16,282,0.332267834320331
"112","Georgia College (Lynx rufus)","College","Women","Milledgeville","GA","/teams/events/Eventteam/?TeamId=VcV7zjFZsmLgLO174CxHU%2b8TinIXw73aOEad9QBKJWA%3d",94,"Georgia College",1100,"Division III","Southeast","Southeast DIII",10,4,100,0.32966432039036
"113","New Hampshire (Oriza Ultimate)","College","Women","Durham","NH","/teams/events/Eventteam/?TeamId=RJchims6d%2fanlOyv9B%2f%2bUOlvLDb5kC4mQeJZKGZ2C3I%3d",128,"New Hampshire",869,"Division I","New England","Greater New England DI",7,13,170,0.318363872277065
"114","Texas Christian (Wrath)","College","Women","Fort Worth","TX","/teams/events/Eventteam/?TeamId=aJt6Ki%2f%2fVRBQIFf8VPSdjcZu6%2fB85pDSV8MZhRL3EM8%3d",62,"Texas Christian",1317,"Division I","South Central","Texas DI",14,9,261,0.312278043907199
"115","SUNY-Binghamton  (Big Bear )","College","Women","Binghamton","NY","/teams/events/Eventteam/?TeamId=4dqQuvm1Xt3l4gGjDLipuLYWOjLSFlg9t3DoVnJWpbc%3d",130,"SUNY-Binghamton",864,"Division I","Metro East","Western NY DI",8,8,244,0.288985039993968
"116","Wellesley (Whiptails)","College","Women","Wellesley","MA","/teams/events/Eventteam/?TeamId=z%2br52Ct3Pp5EzsaE4F93xUcxsU9RSdNTBJ5ZIZOEHOs%3d",164,"Wellesley",665,"Division III","New England","Metro Boston DIII",8,9,294,0.287939378597592
"117","Luther (Freya)","College","Women","Decorah","IA","/teams/events/Eventteam/?TeamId=QxtLhi8DCSfYdhP7gSlY2iEOh2yx807fALSaUSfo01k%3d",192,"Luther",520,"Division III","North Central","North Central DIII",10,6,140,0.284353315028561
"118","SUNY-Oneonta (Love$eat)","College","Women","Oneonta","NY","/teams/events/Eventteam/?TeamId=bOM1Ea5hJrboC5%2fnrSOiA5l3dZMeuBLIq1E80XnemN0%3d",162,"SUNY-Oneonta",694,"Division III","Metro East","Western NY DIII",13,14,248,0.282220077201689
"119","Wake Forest (Ruckus)","College","Women","Winston-Salem","NC","/teams/events/Eventteam/?TeamId=Z9ca3W41RyLUMjB0q67a4ZhT5zkmaQdHjD1nz7Qzzp8%3d",207,"Wake Forest",449,"Division I","Atlantic Coast","Carolina DI",8,8,288,0.268351468970175
"120","Tennessee-Chattanooga (Moxie)","College","Women","Chattanooga","TN","/teams/events/Eventteam/?TeamId=A29EHexWllHAV7uDEL0TP8axumsPuncCZW%2bueoqdUTg%3d",103,"Tennessee-Chattanooga",1045,"Division I","Southeast","Southern Appalachian DI",9,11,254,0.264352300212605
"121","SUNY-Geneseo  (Escargot 2018)","College","Women","Geneseo","NY","/teams/events/Eventteam/?TeamId=B4SR%2bHv2fxMVY2iaJkJYWWj71Yp7%2ff3d%2fSWKUCzqZ18%3d",127,"SUNY-Geneseo",870,"Division III","Metro East","Western NY DIII",13,11,247,0.262488692707193
"122","Texas State (Trainwreck)","College","Women","San Marcos","TX","/teams/events/Eventteam/?TeamId=1yvpUJ7YuDXZu9gFa49JJgO844JAAWYvkLt9o38IXOw%3d",93,"Texas State",1102,"Division I","South Central","Texas DI",12,10,262,0.261534593787514
"123","Hofstra  (M45)","College","Women","Hempstead","NY","/teams/events/Eventteam/?TeamId=kR7iMw4Th06z7xTvz%2fbSuDXeZ33oyULcqO%2f7ju3kEJc%3d",229,"Hofstra",327,"Division I","Metro East","Eastern Metro East DI",10,17,115,0.255052048004746
"124","Brown-B (Cosmic Rays)","College","Women","Providence","RI","/teams/events/Eventteam/?TeamId=NWxoTPjfNxm6%2bhkrWj10CF%2bTEMGO7%2fqneyRch6SsSRg%3d",224,"Brown B",369,"Developmental","New England","New England Dev",12,5,30,0.254493049048596
"125","San Diego State (SDSU Gnomes)","College","Women","San Diego","CA","/teams/events/Eventteam/?TeamId=ugXrHxamd4b2ot5GbBRb%2bzMWKsqzxNaX2u7BB5DhFYQ%3d",57,"San Diego State",1349,"Division I","Southwest","SoCal DI",20,14,225,0.250468329901677
"126","Brown (Disco Inferno)","College","Women","Providence","RI","/teams/events/Eventteam/?TeamId=tGCwqwsS%2fSXuVa5LFu%2fWkcHhZllGsdrfbEmsXu%2bQ9bc%3d",85,"Brown",1144,"Division I","New England","Greater New England DI",11,8,31,0.250424084000631
"127","Illinois (Illinois)","College","Women","Champaign-Urbana","IL","/teams/events/Eventteam/?TeamId=nJIQJfkgLvsAgcWDHmNbwpMcyeX3NGMUsM%2fRP%2bf32vA%3d",99,"Illinois",1070,"Division I","Great Lakes","Illinois DI",13,14,118,0.248906630775872
"128","LSU (LSU Women's Ultimate)","College","Women","Baton Rouge","LA","/teams/events/Eventteam/?TeamId=POgqtWWgSBx9rIX9P2rRvzA7ptmahgG9i9GbUaiEhYI%3d",97,"LSU",1087,"Division I","Southeast","Gulf Coast DI",12,12,139,0.243491416541822
"129","North Georgia (Aurea Ultimate)","College","Women","Dahlonega","GA","/teams/events/Eventteam/?TeamId=GoaXuhHErxutyJu%2fUZqD%2br7HpEjV%2fB5gLEKiskdUjWQ%3d",163,"North Georgia",685,"Division III","Southeast","Southern Appalachian DI",7,10,177,0.242244346930034
"130","Ohio Wesleyan (Yetis)","College","Women","Delaware","OH","/teams/events/Eventteam/?TeamId=ppcUut1xiue9vQNLj48HWZ46dd758qHub4o7Lc6pGm8%3d",179,"Ohio Wesleyan",592,"Division III","Ohio Valley","Ohio DIII",15,10,197,0.241490466225074
"131","Colorado-B (Devi)","College","Women","Boulder","CO","/teams/events/Eventteam/?TeamId=oHpXSGPra1AEppl3%2f8nnuWHUEQupeNSvpRP1Ge4LPwM%3d",136,"Colorado B",828,"Developmental","South Central","Rocky Mountain DI",5,15,65,0.219178814518834
"132","Michigan State (Infamous)","College","Women","East Lansing","MI","/teams/events/Eventteam/?TeamId=fULGtgzQBSQZV2KZvJgxhPp9DGt2%2b3qi9BVuw3T93Bs%3d",156,"Michigan State",724,"Division I","Great Lakes","Eastern Great Lakes DI",14,18,154,0.213650883327344
"133","Worcester Polytechnic (WPI Pythons)","College","Women","Worcester","MA","/teams/events/Eventteam/?TeamId=tTliYeo26T7trGbuiBi6Qz4bbprwqUXXecV%2bdZ1FFJ8%3d",173,"Worcester Polytechnic",608,"Division III","New England","South New England DIII",9,6,316,0.211875312201557
"134","Rhode Island (Disky Business)","College","Women","Kingston","RI","/teams/events/Eventteam/?TeamId=mDdaFAkq%2bAsv3I5SrMRfXgkhOfLv9FURiAV8D2AvXf4%3d",204,"Rhode Island",471,"Division I","New England","Greater New England DI",7,9,217,0.210965491806477
"135","Northeastern-B (Valkyries)","College","Women","Boston","MA","/teams/events/Eventteam/?TeamId=RJlL9iez5ehWWz2MwOfnKHF0mcLnAzXaYfIfnU01fp8%3d",253,"Northeastern B",186,"Developmental","New England","New England Dev",16,10,180,0.209398874622123
"136","Nebraska (Cuddle Raptors)","College","Women","Lincoln","NE","/teams/events/Eventteam/?TeamId=Fb7s5u7LTIYa1CSNdauREByNKRQEKHzgq51ftkGFIDA%3d",111,"Nebraska",993,"Division I","North Central","Western North Central DI",12,10,168,0.199924305610174
"137","SUNY-Stony Brook (Smash)","College","Women","Stony Brook","NY","/teams/events/Eventteam/?TeamId=UY%2fbMtGc55BTSvgB%2bgycrn6ALQiqpVVm%2fJI5G7MTSUI%3d",182,"SUNY-Stony Brook",582,"Division I","Metro East","Eastern Metro East DI",4,4,249,0.199890057470623
"138","Montana State (Cold Smoke)","College","Women","Bozeman","MT","/teams/events/Eventteam/?TeamId=Ubqhutdki%2bpEKDIuZohkdUHleodA%2fZnjFw277Eu95mI%3d",147,"Montana State",766,"Division I","Northwest","Big Sky DI",6,5,165,0.193468264919843
"139","Portland State (Osiks)","College","Women","Portland","OR","/teams/events/Eventteam/?TeamId=5Vu%2bVssUEKbUKw5H9MiNt8%2byJ3J8rovS90u%2fvs0z4h4%3d",101,"Portland State",1055,"Division I","Northwest","Cascadia DI",9,10,210,0.192993748336439
"140","Columbia-B (Columbia B)","College","Women","New York","NY","/teams/events/Eventteam/?TeamId=KszohGh6nI4PV6n%2fRpVLTePZqjUSXnK%2fPt88rbqcxpc%3d",274,"Columbia B",-73,"Division I","Metro East","Eastern Metro East DI",9,10,70,0.191311673183753
"141","Liberty (Lady Flames)","College","Women","Lynchburg","VA","/teams/events/Eventteam/?TeamId=y2g25rzxV5gvqTouSG06wtCnLu%2begtAwV3a%2bUiN06tI%3d",141,"Liberty",789,"Division I","Atlantic Coast","Virginia DI",12,16,137,0.18894366745371
"142","Oregon State  (Dinos)","College","Women","Corvallis","OR","/teams/events/Eventteam/?TeamId=%2bBZoTsgx0pRD52TMy5dPNJf2flKRLHPA8Ttbp8s3DNw%3d",118,"Oregon State",942,"Division I","Northwest","Cascadia DI",12,12,200,0.187646934262002
"143","Vermont-B (Vermont B)","College","Women","Burlington","VT","/teams/events/Eventteam/?TeamId=C3TbQp4B4Iz5Ud77K69S8FvUalzH6htiJUNmE2Hssao%3d",249,"Vermont B",214,"Developmental","New England","New England Dev",11,6,279,0.187461348611023
"144","John Brown (Savage Skies)","College","Women","Siloam Springs","AR","/teams/events/Eventteam/?TeamId=wQ0OvE4M9ZsJoucmiSn0e3C1hQdQ5PVDS%2f7Z%2b2ik2IQ%3d",98,"John Brown",1074,"Division III","South Central","South Central DIII",13,4,125,0.187265099451761
"145","Tennessee (Big Orange Screw)","College","Women","Knoxville","TN","/teams/events/Eventteam/?TeamId=Guqh8iuRqYBohcy57lxCJtecDMTFaQwLXjx3kYnjAm8%3d",143,"Tennessee",786,"Division I","Southeast","Southern Appalachian DI",7,13,255,0.180882664412892
"146","Carleton College-Eclipse (Eclipse)","College","Women","Weybridge","MN","/teams/events/Eventteam/?TeamId=awhFlW7DRur7p249o3kANvtMfAD9BFmr7roLtD69mAI%3d",131,"Carleton College-Eclipse",861,"Division III","North Central","North Central DIII",15,12,45,0.180734292584712
"147","Arizona State (Caliente)","College","Women","Tempe","AZ","/teams/events/Eventteam/?TeamId=PpaX25Zzu%2fwei7sDtjuWKi4WYWfEAAk7nFNYnHBaQlc%3d",82,"Arizona State",1149,"Division I","Southwest","Desert DI",18,11,13,0.176989945219312
"148","George Mason (Extinction)","College","Women","Fairfax","VA","/teams/events/Eventteam/?TeamId=qyWDhpB4PyZhG6rlYGbSVs9ehlSOxkTWrDguY94siNU%3d",242,"George Mason",267,"Division I","Atlantic Coast","Virginia DI",9,23,94,0.17363390598307
"149","Mississippi (Landsharks)","College","Women","Oxford","MS","/teams/events/Eventteam/?TeamId=xB%2fLv1NDtqjOX7BnTGMkKss6QGxO6BvqjKSHbqY6hOg%3d",108,"Mississippi",1028,"Division I","Southeast","Gulf Coast DI",10,9,158,0.173037580162483
"150","Maryland-Baltimore County (Shazam)","College","Women","Baltimore","MD","/teams/events/Eventteam/?TeamId=%2f65GWawVdghJy1SS9zQhm2QkcoSsHnAC5gXBbUvVS2M%3d",216,"Maryland-Baltimore County",413,"Division I","Atlantic Coast","Colonial DI",8,10,146,0.172522562504341
"151","Wisconsin-La Crosse (Galaxy)","College","Women","La Crosse","WI","/teams/events/Eventteam/?TeamId=9IeIAdBJ5PNiSYW5bpaMt%2bUllEHLy7owfPOJOj2V5jU%3d",146,"Wisconsin-La Crosse",775,"Division I","North Central","Lake Superior DI",8,10,310,0.169581131022052
"152","Skidmore (Skidmore College Thoroughbears )","College","Women","Saratoga Springs","NY","/teams/events/Eventteam/?TeamId=kU5L4I9tTPu2s1ADMtbP7Mo2%2fqydrZzv2EPnxVKomLk%3d",161,"Skidmore",694,"Division III","Metro East","Eastern Metro East DIII",8,13,231,0.166692383930359
"153","Richmond (Richmond Redhots)","College","Women","Richmond","VA","/teams/events/Eventteam/?TeamId=V4H%2fiDIeb6k6d3pWHss1DCM52t2%2bBA4Q5BCAWnbpIss%3d",166,"Richmond",658,"Division III","Atlantic Coast","Atlantic Coast DIII",10,5,219,0.163054981066027
"154","Messiah (Falcons)","College","Women","Mechanicsburg","PA","/teams/events/Eventteam/?TeamId=jTPxScZMDhjU4N9tBZ6WxBaJt3a2XAquD%2bqnJZsahCY%3d",218,"Messiah",405,"Division III","Ohio Valley","Pennsylvania DIII",7,12,149,0.160971003039386
"155","Franciscan University of Steubenville (Franciscan FIRE)","College","Women","Steubenville","OH","/teams/events/Eventteam/?TeamId=AlCHcSXjAHeaWTw7f%2bS0HYYPClL1fU%2f5W%2bmNy6QpUO0%3d",NA,NA,NA,NA,NA,NA,4,3,93,0.157636599038221
"156","Alabama (Ramma Jamma)","College","Women","Tuscaloosa","AL","/teams/events/Eventteam/?TeamId=acSpveXnWUW45tl11yJDReTUnckoce%2fZ3vnMLgkB%2ff4%3d",109,"Alabama",1020,"Division I","Southeast","Gulf Coast DI",11,12,4,0.155440679302209
"157","Indiana (Calamity Jane)","College","Women","Bloomington","IN","/teams/events/Eventteam/?TeamId=mqv2yXavFE7Rhhtj4oDMd2CxkNOiwzb929dYvd39u0o%3d",169,"Indiana",625,"Division I","Great Lakes","Eastern Great Lakes DI",9,11,119,0.155001292706719
"158","Wisconsin-Eau Claire (SOL)","College","Women","Eau Claire","WI","/teams/events/Eventteam/?TeamId=ery8Motmjvk%2bX0JFhodBIOEcbctCCnDt2jWALb3bI2c%3d",102,"Wisconsin-Eau Claire",1050,"Division I","North Central","Lake Superior DI",14,10,308,0.154239993780511
"159","Virginia Tech (Burnettes)","College","Women","Blacksburg","VA","/teams/events/Eventteam/?TeamId=AXjNHmrkYlEPAh3q6003pIh5Q9Y3y84PPge9zRLgH80%3d",186,"Virginia Tech",550,"Division I","Atlantic Coast","Virginia DI",8,17,287,0.152879270758078
"160","Salisbury (Flash)","College","Women","Salisbury","MD","/teams/events/Eventteam/?TeamId=ofb54%2fHbxcfQa1H2mM%2bvylhK4GHOqGoyey1aWsuvwqo%3d",258,"Salisbury",163,"Division I","Atlantic Coast","Colonial DI",8,12,224,0.151067346468611
"161","Scranton (University of Scranton Women's Team)","College","Women","Scranton","PA","/teams/events/Eventteam/?TeamId=9%2bWmdQg47lHy5%2blsCiER%2b1yWAjZMoXRN3NZe4PuvBdQ%3d",271,"Scranton",37,"Division III","Ohio Valley","Pennsylvania DIII",5,2,227,0.150613945876318
"162","Xavier (Ignition)","College","Women","Cincinnati","OH","/teams/events/Eventteam/?TeamId=W4Zsn6wtOl23tXna74VquclbQ%2bHD0u2xgz0Z5sg%2fhWI%3d",210,"Xavier",440,"Division III","Ohio Valley","Ohio DIII",9,8,317,0.145262523181743
"163","North Park (Allihopa)","College","Women","Chicago","IL","/teams/events/Eventteam/?TeamId=6CQYcmn92USfDXlDuROB06Eziia2qjCMUY%2fJXfBxOC4%3d",122,"North Park",901,"Division III","Great Lakes","Great Lakes DIII",14,6,178,0.144375664495279
"164","Alabama-Birmingham (Ember)","College","Women","Birmingham","AL","/teams/events/Eventteam/?TeamId=7%2b5fv2qzDJ23G7LBr23qJ3n9EdnEO9Dh8E4gbGO6HV8%3d",151,"Alabama-Birmingham",762,"Division I","Southeast","Gulf Coast DI",8,11,2,0.140869226437701
"165","St Benedict (Rapture)","College","Women","St. Joseph","MN","/teams/events/Eventteam/?TeamId=ytYKKx6gkJC6dPjTrGNHfRNQZMvzueHqdlaWJEJAvPc%3d",170,"St Benedict",621,"Division III","North Central","North Central DIII",11,4,238,0.139940252506364
"166","Lewis & Clark (Artemis)","College","Women","Portland","OR","/teams/events/Eventteam/?TeamId=j3XW9677AOqQyiNg1ra%2flYBgaH911Jiy2Zhesm%2bXYFY%3d",119,"Lewis & Clark",940,"Division III","Northwest","Northwest DIII",14,10,136,0.139916317537522
"167","Appalachian State (Nonads)","College","Women","Boone","NC","/teams/events/Eventteam/?TeamId=TTzn9pweyxxDp20DMEzrI%2bGlGmT4CiGRWz6VreMuv4w%3d",107,"Appalachian State",1032,"Division I","Atlantic Coast","Carolina DI",6,11,10,0.138477697442151
"168","California-Santa Cruz (Sol)","College","Women","Santa Cruz","CA","/teams/events/Eventteam/?TeamId=fQtZcp5K1u2ZC7JBkoMcYXo5UhhWZ4zubY37he4xZ8E%3d",95,"California-Santa Cruz",1100,"Division I","Southwest","NorCal DI",14,18,42,0.133525644378201
"169","Montana (MT PillowFight)","College","Women","Missoula","MT","/teams/events/Eventteam/?TeamId=2ixCQPpGAwayIqOtAr7Ew1zlomc7%2feUOdwPGPBNJX%2f0%3d",184,"Montana",571,"Division I","Northwest","Big Sky DI",1,5,164,0.132484996082056
"170","Arkansas (SoCo)","College","Women","Fayetteville","AR","/teams/events/Eventteam/?TeamId=ttts%2fIdjGG9gl5a9Ir0BIvlyrlZ3vIKQIIKSIHC82hQ%3d",126,"Arkansas",881,"Division I","South Central","Ozarks DI",12,15,14,0.128994706745737
"171","Vermont-C (Vermont C )","College","Women","Burlington","VT","/teams/events/Eventteam/?TeamId=MWKyyb1hRc%2bY5pYs0rr7n93vDpiXJM73xHRHvXrfP4k%3d",283,"Vermont C",-167,"Developmental","New England","New England Dev",3,9,280,0.125060900278387
"172","Ithaca (Kweezy)","College","Women","Ithaca","NY","/teams/events/Eventteam/?TeamId=w5TTV0HgG3BxFnzDWbkZgo1hY4eK23Z%2btOTCv85hF9A%3d",214,"Ithaca",425,"Division III","Metro East","Western NY DIII",7,17,122,0.125015229860362
"173","Bentley (WoBUS)","College","Women","Waltham","MA","/teams/events/Eventteam/?TeamId=evNQyUCwcuwzVEywGGqXGdnOznSIRFNf4LV9lTGiCNI%3d",172,"Bentley",612,"Division III","New England","Metro Boston DIII",2,5,20,0.124604412477391
"174","Texas-Dallas (MonStars)","College","Women","Richardson","TX","/teams/events/Eventteam/?TeamId=lHUXfd5foVap%2bsjFdJD8%2flWg4fWP3pk5uRrczb0nJsM%3d",113,"Texas-Dallas",977,"Division I","South Central","Texas DI",15,10,257,0.122952157784388
"175","Northern Arizona (Jines in the Pines)","College","Women","Flagstaff","AZ","/teams/events/Eventteam/?TeamId=HHg4AhGwRnShzKw5aVPsCH8zXDFCYQu8NRilk0nFVts%3d",87,"Northern Arizona",1134,"Division I","Southwest","Desert DI",11,11,182,0.121880268177442
"176","Air Force (Kiwi)","College","Women","USAF Academy","CO","/teams/events/Eventteam/?TeamId=VphID%2b8OHAEP6ifRM84FhNV%2brkSMi9Q3EqwjS5vVBys%3d",145,"Air Force",781,"Division III","South Central","South Central DIII",10,9,1,0.120129076514594
"177","Utah State (Utah State)","College","Women","Logan","UT","/teams/events/Eventteam/?TeamId=wf%2fX0kENo%2f9jfaRG7vuiXCooHd%2fWZFFOvMTbHSVVNJA%3d",257,"Utah State",166,"","Northwest","Big Sky DI",2,11,275,0.118050862454952
"178","Pittsburgh-B (High Voltage)","College","Women","Pittsburgh","PA","/teams/events/Eventteam/?TeamId=lmtaQ3B7E2Sk85iuiJZfSxQr8AbnkEKA37W3ufhG8no%3d",219,"Pittsburgh B",402,"Division I","Ohio Valley","Pennsylvania DI",8,10,207,0.116626665168947
"179","Claremont (Claremont Greenshirts)","College","Women","Claremont","CA","/teams/events/Eventteam/?TeamId=2PQ%2f%2biMGcpJ%2bSaMkPqxovDj1J6e73iJwCm1LHEKDFm8%3d",115,"Claremont",948,"Division III","Southwest","SoCal DI",6,12,59,0.116625047414292
"180","Truman State (TSUnami Women's Ultimate)","College","Women","Kirksville","MO","/teams/events/Eventteam/?TeamId=XWb4RxsN%2b53SA7OwcaImPnipEiSF7HkdRwe5DeJCObo%3d",132,"Truman State",860,"Division III","South Central","South Central DIII",11,11,266,0.116389523979203
"181","Chico State  (Chico Chicas)","College","Women","Chico","CA","/teams/events/Eventteam/?TeamId=l7a1Ucv1byrDIbyXqtp7B3R0TY6xrejuP7DacYrO58E%3d",81,"Chico State",1153,"Division I","Southwest","NorCal DI",13,21,56,0.115563358306365
"182","Allegheny (Hellbenderitas)","College","Women","Meadville","PA","/teams/events/Eventteam/?TeamId=4Lus3gXoGTXUiMMG4zRPwTV7Smw%2fP9zRs3H49vLRT%2fw%3d",239,"Allegheny",275,"Division III","Ohio Valley","Pennsylvania DIII",8,10,5,0.11096621085953
"183","Hamilton (Hot Saucers)","College","Women","Clinton","NY","/teams/events/Eventteam/?TeamId=uVnqA95FRNMnsCgzIXY3hUGS6B8Rru7BTnsMwdq40PE%3d",158,"Hamilton",714,"Division III","Metro East","Western NY DIII",9,6,108,0.109434615855716
"184","Wooster (Betty Gone Wild)","College","Women","Wooster","OH","/teams/events/Eventteam/?TeamId=G71hc4PInLTostF1O%2fhgLwyQXBHaT%2bjewQeaBRDVluE%3d",261,"Wooster",155,"Division III","Ohio Valley","Ohio DIII",5,9,315,0.100839327599482
"185","South Florida (Scallywenches)","College","Women","Tampa","FL","/teams/events/Eventteam/?TeamId=zl7mDEETS3U0MNW42ivgystEdDeInGP2EyGLPVij4iU%3d",165,"South Florida",663,"Division I","Southeast","Florida DI",9,22,235,0.0984229798811299
"186","Missouri S&T (Miner Threat)","College","Women","Rolla","MO","/teams/events/Eventteam/?TeamId=eedtU7RvGaYW%2fpGCFLt5Rv6BwipgjvL7XHmu8ZRK3Os%3d",NA,NA,NA,NA,NA,NA,6,9,161,0.097454976700445
"187","Gonzaga (ZULU)","College","Women","Spokane","WA","/teams/events/Eventteam/?TeamId=ZlQ02Zs72PexkfxBKeNSXS%2bIbTrIjFooviHkuNXcF94%3d",200,"Gonzaga",492,"Division I","Northwest","Big Sky DI",4,6,105,0.0969548719104086
"188","Ohio State-B (Fever-B)","College","Women","Columbus","OH","/teams/events/Eventteam/?TeamId=oqSZO46VIzppREzUMs%2fRKZBtP%2flc3W0803Os%2bouJGPU%3d",269,"Ohio State B",54,"Developmental","Ohio Valley","Ohio DI",8,16,195,0.0955582461439404
"189","Kentucky (KULT)","College","Women","Lexington","KY","/teams/events/Eventteam/?TeamId=ThE225BhrJVj8NaLVdzFqddwHRynQ6ZpRhkilKKNbnw%3d",185,"Kentucky",557,"Division I","Great Lakes","Eastern Great Lakes DI",6,14,132,0.0942148416456103
"190","DePaul (Laser Chains)","College","Women","Chicago","IL","/teams/events/Eventteam/?TeamId=1z%2bmBSuoK1lTOMOlIIGbUTwXOS97cVh7xS1nsactaNw%3d",155,"DePaul",738,"Division I","Great Lakes","Illinois DI",12,8,80,0.0931564720746641
"191","Macalester (Pursesnatchers)","College","Women","Saint Paul","MN","/teams/events/Eventteam/?TeamId=hz%2fxm5yHM1Qm42qVhGqYdhy9Z3%2f%2bEafveJNyggKrYpc%3d",217,"Macalester",412,"Division III","North Central","North Central DIII",6,4,141,0.0930972698752434
"192","SUNY-Fredonia (Turtlicious Turtles)","College","Women","Fredonia","NY","/teams/events/Eventteam/?TeamId=xL836SG1keroCD4FWnBnXLcZqCbAID4jcWwTF30g9qk%3d",222,"SUNY-Fredonia",384,"Division III","Metro East","Western NY DIII",9,13,246,0.0928331027501815
"193","Bates B (Coldfront B)","College","Women","Lewiston","ME","/teams/events/Eventteam/?TeamId=vQ78lu8dA2%2bwJXg2YrvoDIjQ0xGKlaRb70zAxUp4nlQ%3d",226,"Bates B",356,"Developmental","New England","New England Dev",1,7,18,0.091869859606308
"194","Georgia Tech-B (Wreck B )","College","Women","Atlanta","GA","/teams/events/Eventteam/?TeamId=xeivm7vdezskWsCrfwbcA%2bigLVbFm0uyypsLwObipnM%3d",240,"Georgia Tech B",271,"Division I","Southeast","Southern Appalachian DI",7,10,103,0.0910468286801377
"195","Virginia Commonwealth (Vendetta)","College","Women","Richmond","VA","/teams/events/Eventteam/?TeamId=wTH0mn68wvHC%2bbjG9UJv0BNDNW0peSDPRpmxIvzfRwk%3d",180,"Virginia Commonwealth",591,"Division I","Atlantic Coast","Virginia DI",7,14,286,0.0906080382452784
"196","St Olaf (Vortex)","College","Women","Northfield","MN","/teams/events/Eventteam/?TeamId=ydg7RiDRLzL3l2KBYU4l0BLqPwkwSUg2bbb8r0xIwT4%3d",76,"St Olaf",1210,"Division III","North Central","North Central DIII",8,7,239,0.0898265920065431
