"Rank","Team","Wins","Losses","Rating","City","State"
1,"Toro",7,0,28.8693811783159,"Durham","NC"
2,"Slow White",16,4,14.6192112476989,"Boston","MA"
3,"Wild Card",14,0,11.0431177708201,"Boston","MA"
4,"Columbus Cocktails",8,0,9.59725671536545,"Columbus","OH"
5,"AMP",5,2,9.44870682876533,"Philadelphia","PA"
6,"Seattle Mixtape",4,2,8.59767528601268,"Seattle","WA"
7,"BFG",5,2,6.92114654705788,"Seattle","WA"
8,"The Administrators",4,0,5,"Willamette Valley","OR"
9,"Toast",7,1,4.47573367933245,"Grand Rapids","MI"
10,"Drag'n Thrust",4,2,4.38684081342686,"Minneapolis","MN"
11,"shame.",10,3,3.75580512686228,"Fort Collins","CO"
12,"Steamboat",4,3,2.64840481346804,"Cincinnati","OH"
13,"Northern Comfort",6,2,2.59821109713236,"Milwaukee","WI"
14,"Charlotte Storm",6,1,2.50098848342558,"Charlotte","NC"
15,"Impact",3,0,2.409375,"Wichita","KS"
16,"Love Tractor",8,4,2.35389914519651,"Denver","CO"
17,"7 Figures",1,0,2,"Los Angeles","CA"
17,"American Barbecue",1,0,2,"San Francisco","CA"
17,"Fifth Element",1,0,2,"Louisville","KY"
17,"Mischief",1,0,2,"San Francisco Bay Area","CA"
18,"Blackbird",3,3,1.86639588036178,"San Francisco","CA"
19,"tHUMP",2,1,1.59952536339365,"Houston","TX"
20,"Snake Country Bromance",5,1,1.59164473905952,"SOMERVILLE","MA"
21,"Public Enemy",3,6,1.39321568291756,"Dallas/Fort Worth","TX"
22,"NOISE",3,3,1.34969319092735,"Madison","WI"
23,"Swing State",11,1,1.34440730156703,"Orlando","FL"
24,"The Chad Larson Experience",3,3,1.25692343960697,"Ames","IA"
25,"Blitzkrieg",2,1,1.253125,"Kansas City","MO"
26,"BW Ultimate",1,0,1.16666666666667,"Sunnyvale","CA"
26,"Freakshow",2,0,1.16666666666667,"Newark","DE"
27,"Murmur",9,4,1.0919644512116,"Athens","GA"
28,"Risky Business",2,1,1.06674577276772,"Dallas","TX"
29,"Ambiguous Grey",3,3,1.02234134160753,"Washington","DC"
30,"Freetail",2,1,0.99199050726787,"San Antonio","TX"
31,"Jared Lorenzen Project",5,2,0.976127964338478,"Atlanta","GA"
32,"Method",5,1,0.972796175997369,"Huntsville","AL"
33,"Metro North",5,2,0.96873064566092,"Mianus","CT"
34,"Battleship",13,8,0.954086626569349,"St-Jean-sur-Richelieu","Quebec"
35,"G-Unit",2,4,0.902559177513138,"Gainesville","FL"
36,"BoyShe",6,2,0.885843920142251,"Boise","ID"
37,"Hybrid",6,2,0.838161952323631,"Ann Arbor","MI"
38,"Geekshow",0,2,0.833333333333333,"Newark","DE"
38,"Pegasus",0,1,0.833333333333333,"Seattle","WA"
39,"Alloy",2,4,0.763497030232538,"Pittsburgh","PA"
40,"Jughandle",4,3,0.750569931059292,"Princeton","NJ"
41,"No Touching!",1,5,0.622659765612101,"Twin Cities","MN"
42,"LoveShack",6,1,0.582971870571657,"Atlanta","GA"
43,"Bozos",5,3,0.558797681013976,"Bozeman","MT"
44,"Cahoots",6,1,0.548791106235683,"Asheville","NC"
45,"UNION",3,4,0.543127234954708,"Toronto","Ontario"
46,"Goose Lee",6,1,0.49622022865311,"Cincinnati","OH"
47,"Possum",2,5,0.488765424078123,"Greenville","SC"
48,"Malice in Wonderland",5,2,0.477288610803891,"Raleigh","NC"
49,"TAU",5,2,0.406448601039923,"Winston Salem","NC"
50,"XIST",5,1,0.384267766087648,"New York","NY"
51,"American Hyperbole",4,3,0.373008362795313,"Baltimore","MD"
52,"Minnesota Star Power",7,0,0.34986175960224,"Minneapolis/ St. Paul","MN"
53,"Moontower",0,3,0.341738356570749,"Austin","TX"
54,"Mixed on the Rock",1,2,0.290625,"Little Rock","AR"
55,"Anchor",6,2,0.281855239572653,"Halifax","Nova Scotia"
56,"Mad Udderburn",5,3,0.244686958467877,"Madison","WI"
57,"Sir Walter Rowdy",4,3,0.239398222988595,"Raleigh","NC"
58,"rubber duck ultimate.",6,4,0.226950525271263,"Fayetteville","AR"
59,"Tex Mix",2,1,0.226878271644008,"Dallas","TX"
60,"The Feminists",3,4,0.219582197145803,"New York","NY"
61,"Boomtown",3,0,0.212562726191159,"Tulsa","OK"
62,"Rubix",3,3,0.188393600451711,"Phoenix","AZ"
63,"Ant Madness",3,4,0.1768798999603,"Arlington","VA"
64,"Tyrannis",3,4,0.170002370663465,"Charlottesville","VA"
65,"Los  Heros",3,5,0.169104693224073,"Bloomington","IN"
