"Rank","Team","Wins","Losses","Rating","City","State"
1,"Brute Squad",11,2,15.4509465809108,"Boston","MA"
2,"Molly Brown",11,2,15.2595595379376,"Denver/Boulder","CO"
3,"Seattle Riot",17,3,12.5464785974902,"Seattle","WA"
4,"Club Deportivo Revolution",5,2,8.26034744638131,"Medellin","Colombia"
5,"Fury",9,4,7.53138040696979,"San Francisco","CA"
6,"Scandal",16,5,3.96452741119086,"Washington","DC"
7,"Traffic",3,4,3.45051263006619,"Vancouver","BC"
8,"MUD",2,5,3.21147354608366,"Edogawa-ku","Tokyo"
9,"Showdown",9,11,2.53732062552778,"Texas City","TX"
10,"Underground",14,7,1.6375676200225,"Seattle","WA"
11,"Heist",10,9,1.52632427029648,"Madison","WI"
12,"Schwa",10,10,1.48000775262307,"Portland","OR"
13,"Nightlock",11,10,1.33219545501152,"Bay Area","CA"
14,"Ozone",9,3,1.22714218788757,"Atlanta","GA"
15,"Pop",12,7,1.16144532556114,"Minneapolis","MN"
16,"Nemesis",15,6,0.945417761073042,"Chicago","IL"
17,"Rival",11,7,0.93715337374576,"Columbus/Ann Arbor","OH"
18,"6ixers",11,3,0.676493547295054,"Toronto","Ontario"
19,"Siege",13,6,0.652504915203778,"Boston","MA"
20,"Wildfire",8,11,0.491446118380119,"San Diego","CA"
21,"LOL",7,4,0.471531035453131,"Oakland","CA"
22,"BENT",7,12,0.391785490485151,"New York","NY"
23,"Phoenix",12,5,0.35830861180971,"Durham","NC"
24,"Iceni",0,7,0.306267092281526,"London","SW4 8QW"
25,"Iris",10,3,0.161706896807346,"Québec","Quebec"
26,"Elevate",16,5,0.161439346910326,"Salt Lake City","UT"
27,"Hot Metal",11,9,0.145327770903619,"Pittsburgh","PA"
28,"Green",13,0,0.139273627259192,"Philadelphia","PA"
29,"Sneaky House Hippos",2,6,0.130468480505775,"Vancouver","British Columbia"
30,"uno",2,5,0.102089030761703,"Toyota","Aichi"
31,"Grit",11,10,0.0876462673786,"Washington","DC"
32,"FAB",13,4,0.0870340920178865,"Bay Area","CA"
33,"Wicked",12,5,0.0761368082255243,"Kansas City","KS"
34,"Venus",3,4,0.0528341417232128,"Montreal","Quebec"
35,"Notorious C.L.E.",8,11,0.0419630077050927,"Cleveland","OH"
36,"Viva",4,14,0.0397681828829501,"Los Angeles","CA"
37,"Portland Ivy",9,5,0.0381386216357833,"Portland","OR"
38,"Deadly Viper Assassination Squad",7,10,0.0360955173336837,"Oakland","CA"
39,"Fusion",3,4,0.033824205295592,"Winnipeg","Manitoba"
40,"Stella",4,3,0.026425400361336,"Ottawa","Ontario"
41,"Salty",3,4,0.0236430430049553,"Halifax","Nova scotia"
42,"Virginia Rebellion",8,11,0.0183620614582817,"Richmond","VA"
43,"Dish",15,4,0.0179003120321812,"Chicago","IL"
44,"PPF",4,3,0.0173823930346031,"Kitchener-Waterloo","Ontario"
45,"Outbreak",13,6,0.016295808612904,"Atlanta","GA"
46,"Colorado Small Batch",8,9,0.014156462349839,"Denver","CO"
47,"Steel",16,10,0.0129003604719857,"Birmingham","AL"
48,"Jackwagon",6,7,0.0116990081418493,"Boulder/Denver","CO"
49,"Tabby Rosa",15,5,0.0112406020452927,"Gainesville","FL"
50,"Zephyr",2,5,0.0111753955682077,"Vancouver","British Columbia"
51,"Seattle Soul",4,3,0.0105219813333483,"Seattle","WA"
52,"Pine Baroness",10,11,0.00776458660226995,"Princeton","NJ"
53,"Seattle Beat",3,4,0.00764636570006019,"Seattle","WA"
54,"Tempo",1,3,0.00710949173908025,"Bay Area","CA"
55,"Maeve",5,9,0.00687645123459755,"Dallas","TX"
56,"Trainwreck",3,8,0.00649356822606753,"Fort Collins","CO"
57,"Phoenix Uprising",4,8,0.00599227548960921,"Phoenix","AZ"
58,"Indy Rogue",11,7,0.00538806340565149,"Indianapolis","IN"
59,"Backhanded",5,14,0.00522290525792485,"Baltimore/Washington","DC"
60,"fiasco",12,7,0.00516138629297582,"Miami","FL"
61,"Vice",9,8,0.00415327591351228,"Cambridge","MA"
62,"Sureshot",13,7,0.00405273678205345,"Cincinnati","OH"
63,"Further",2,5,0.00356341901911278,"Eugene","OR"
64,"Queen Cake",8,7,0.00289025181029309,"New Orleans","LA"
65,"Suffrage",11,8,0.00261721656625901,"Washington","DC"
66,"Helix",13,7,0.00250185726463915,"Chicago","IL"
67,"Brooklyn Book Club",12,6,0.0021525845560653,"Brooklyn","NY"
68,"Inferno",4,10,0.00178468776928694,"Houston","TX"
69,"Wendigo",0,7,0.00170951099627455,"Vancouver","British Columbia"
70,"Storm",3,4,0.00162312304502322,"Montreal","Quebec"
71,"Venom",2,10,0.0013653086401227,"Tucson","AZ"
72,"Monsoon Ultimate",4,7,0.00128511038832163,"Flagstaff","AZ"
73,"Jinx",8,2,0.00119517616882016,"Portland","ME"
74,"Boomslang",7,8,0.00103416880936821,"Albany","NY"
75,"Encore",3,10,0.000974444247315119,"Nashville","TN"
76,"Snap",6,6,0.000822857221971211,"Minneapolis","MN"
77,"Sparks",7,5,0.000766894823799475,"Cincinnati","OH"
78,"Broad City",9,11,0.000717013322518615,"Philadelphia","PA"
79,"Independence",4,9,0.000458877461806358,"Philadelphia","PA"
80,"Lockdown",2,13,0.000444083856910089,"Madison","WI"
81,"MystiKuE",5,8,0.000430852787784707,"Milwaukee","WI"
82,"Mystik",4,3,0.000326079321118044,"Montréal","Québec"
83,"Salt City Spirit",5,8,0.000291798668729706,"Syracuse","NY"
84,"Rogue",3,9,0.0002779542590897,"Chapel Hill","NC"
85,"Hoax",4,14,0.000271595405594107,"Charleston","SC"
86,"EXO",3,4,0.000263005200133998,"Sherbrooke","Québec"
87,"Crackle",6,6,0.000246885584719992,"Minneapolis","MN"
88,"Baywatch",2,11,0.000164418304246331,"New Britain","CT"
89,"Honey Pot",3,16,9.12228065632622e-05,"Chattanooga","TN"
90,"Roc Paper Scissors",2,5,5.73655743247998e-05,"Rochester","NY"
91,"Frenzy",3,14,3.85232745225396e-05,"Chicago","IL"
92,"HOPE",1,6,1.77583073689198e-05,"Providence","RI"
93,"Dinosaur",0,12,1.2814598282796e-05,"New York","NY"
94,"Orbit",0,7,9.54658700495258e-06,"Atlanta","GA"
95,"Autonomous",1,11,3.1619650771095e-06,"Ann Arbor/Detroit","MI"
96,"Filthy Gorgeous",1,5,1.46423305878448e-06,"Saint Louis","MO"
97,"Clemson (Tiger Alumni)",0,0,0,"Clemson","SC"
97,"Huck the Patriarchy",5,2,0,"Seattle","WA"
97,"PLU Alum",0,0,0,"Tacoma","WA"
97,"Temptress",0,8,0,"Dallas","TX"
