"","Team","Wins","Losses","Competition Level","Gender Division","City","State","Links","Index","Rating"
"1","Revolver",6,0,"Club","Men","San Francisco","CA","/teams/events/Eventteam/?TeamId=fn46UKAFqMQu4al4CM3PRJdSxtda9UycrHYWmN22f3w%3d",536,54.1131841796979
"2","Sockeye",5,2,"Club","Men","Seattle","WA","/teams/events/Eventteam/?TeamId=nLV6BNojqM3Jln3k%2bPjf6l8JebYv7DpGw3aBieBXkWQ%3d",597,35.4589125089258
"3","North Carolina (Darkside)",39,8,"College","Men","Chapel Hill","NC","/teams/events/Eventteam/?TeamId=vI99IYpnl7lsznHrJX7LkkugCocbEmeBuwYqfHnOJ%2f8%3d",446,33.0775487495838
"4","Carleton College (Carleton College (CUT))",33,9,"College","Men","Northfield","MN","/teams/events/Eventteam/?TeamId=iEbc40ZlaSQ96hP4uLRrLTbfxO85c5QJRJqYYmD0Du4%3d",120,28.5322655171972
"5","Massachusetts (Zoodisc)",31,4,"College","Men","Amherst","MA","/teams/events/Eventteam/?TeamId=xo4%2fRBC6DCwAgyGkNlrh5Jd%2fAgMMkCvzBxM6cX8V%2fRw%3d",389,28.2250497600098
"6","Pittsburgh (En Sabah Nur)",36,5,"College","Men","Pittsburgh","PA","/teams/events/Eventteam/?TeamId=YJKP2Ma0SbX%2bRSPzeNdLksaAijbBqVZyFDrQB%2byY60w%3d",505,27.7004024017542
"7","Ironside",9,3,"Club","Men","Boston","MA","/teams/events/Eventteam/?TeamId=%2bSUfrgoltBmV2%2bdmQfg34xSS4wdzXWNVd5wZMF6P5Cg%3d",327,25.4179451695007
"8","Minnesota (Grey Duck)",33,6,"College","Men","Minneapolis","MN","/teams/events/Eventteam/?TeamId=jGSHS2DOBZZZQyS0kuiXB8UYOqnKf60nCFGiVhspSbo%3d",412,19.0652804142523
"9","Oregon (Ego)",35,9,"College","Men","Eugene","OR","/teams/events/Eventteam/?TeamId=0jLwmETaV%2fD03DR0Ot%2f5Z7%2bUzrYlQ%2f3NDAR26ipknaw%3d",485,18.5207608628134
"10","Wisconsin (Hodags)",32,12,"College","Men","Madison","WI","/teams/events/Eventteam/?TeamId=r%2fiifMqBwegjH9eydr5Is1ImvkBwn2J%2bPyCrKK2T1%2bA%3d",775,18.2403427144454
"11","Dig",6,0,"Club","Men","Boston","MA","/teams/events/Eventteam/?TeamId=Dzhy%2fP4l1AkN%2baNOOVXQIFcuTLuLT2fj6Y5JGRaE5Ks%3d",205,18.1791539274301
"12","Truck Stop",5,1,"Club","Men","Washington","DC","/teams/events/Eventteam/?TeamId=GlZmN2k2HxVu0P1LIZU2Fj4uMb1C2R9DheSG6aVOGBA%3d",695,16.076064842618
"13","North Carolina-Wilmington (Seamen)",32,11,"College","Men","Wilmington","NC","/teams/events/Eventteam/?TeamId=FvIbY2%2bFftyWL9gjTzN0Ig%2fChVW1cT%2bowFuGDwV3%2fk0%3d",445,15.0366973583376
"14","Beach Boys USA",6,0,"Beach","Men","Lots of Cities","WA","/teams/events/Eventteam/?TeamId=XqYNM%2b4vfu0O35zQ8xab2IMPYgrWb0fmcZvyxKH3QpA%3d",44,14.4611055151357
"15","HIGH FIVE",5,2,"Club","Men","Ohio","MI","/teams/events/Eventteam/?TeamId=sOVWbibsDCXnU0MbzmrKJnOZWFVnKh1rgFwbtpzIVWA%3d",297,13.4556015887153
"16","Rhino",9,4,"Club","Men","Portland","OR","/teams/events/Eventteam/?TeamId=Y%2fxYChpuTSQxNxhI9aVaqALPQNQ7fN6exClWhQOysuM%3d",537,12.4344898483318
"17","Black Penguins Alumni",8,0,"Club","Men","Bourbonnais","IL","/teams/events/Eventteam/?TeamId=DKZfndjos18Fr%2f7lMabyEK4%2fhOJvFVumDLszmr3zFCM%3d",62,12.0112151353822
"18","Washington (Sundodgers)",29,13,"College","Men","Seattle","WA","/teams/events/Eventteam/?TeamId=7fAZ7vZGbu4H9hgu4YNumWccDVsrtfw5hVFh9O6rA%2bI%3d",734,11.9687897329053
"19","Colorado (Mamabird)",27,10,"College","Men","Boulder","CO","/teams/events/Eventteam/?TeamId=GAT6WBHUZCfT%2fTQNIekbK4Zco%2bopLKvmonlrfnsM3Gs%3d",164,10.4814887749066
"20","Cal Poly-SLO (SLOCORE)",30,17,"College","Men","San Luis Obispo","CA","/teams/events/Eventteam/?TeamId=upONuvObIX0TM7S2QuPFQ6%2bzUsEb4Mq3%2fxwncss5NEo%3d",98,10.0348808327399
"21","Johnny Bravo",4,2,"Club","Men","Denver","CO","/teams/events/Eventteam/?TeamId=YcB%2bMxeL23ZPIj2NpWeEcARylQQ%2bTblm%2fkARdbjNXz0%3d",337,9.08271547415066
"22","British Columbia (Thunderbirds)",24,14,"College","Men","Vancouver","BC","/teams/events/Eventteam/?TeamId=O8qD5sxMQuQNaVYulq3Jq0R6fv6H4DE1bfgN1KUj4kM%3d",85,8.93480861153996
"23","Patrol",3,3,"Club","Men","Philadelphia","PA","/teams/events/Eventteam/?TeamId=htx5aQWPiNwx9iv%2bpcBgQMN3RgXCXTrUgLax%2fcLHAzE%3d",495,8.7899699779179
"24","Stanford (Stanford Bloodthirsty)",28,11,"College","Men","Stanford","CA","/teams/events/Eventteam/?TeamId=GF3P5U1mOM9XI4LJr%2bd0K9pTOWqGL2sh5hg2ANzKsJQ%3d",626,8.63768190823222
"25","Brigham Young (CHI)",22,6,"College","Men","Provo","UT","/teams/events/Eventteam/?TeamId=kB9yug7FXzHWqdcGUE7djiAcTF7pFOBRrxC1ZYbxWs8%3d",84,8.28594773214676
"26","Michigan (MagnUM)",30,8,"College","Men","Ann Arbor","MI","/teams/events/Eventteam/?TeamId=ULaD2lgbfs6ahV7nzCknxa9Dtw8%2bPtQpidFY%2bCm2d0g%3d",399,8.05144083670644
"27","Georgia (Jojah)",25,8,"College","Men","Athens","GA","/teams/events/Eventteam/?TeamId=Z8icJNv%2btXdqQAD9V0ujRC5vt%2bRltwBAQaoTdO98Nl4%3d",260,7.43505149561889
"28","PoNY",3,3,"Club","Men","New York","NY","/teams/events/Eventteam/?TeamId=CS%2b50CwPTL4OiMctJQSiTdljaiSuQAmDAIsGOnlcl%2bw%3d",508,7.36386340170796
"29","Auburn (Aetos)",29,16,"College","Men","Auburn","AL","/teams/events/Eventteam/?TeamId=t9l5eJtNdev%2bjDQ9ssYoEi9Otfbn4IeepbeItME4Lrs%3d",35,7.19349893335924
"30","Doublewide",4,3,"Club","Men","Austin","TX","/teams/events/Eventteam/?TeamId=9zm2hW3MY%2finB61r3OorJx9EB1XAvgqiDf8icaBAnn4%3d",208,6.74669645981327
"31","North Carolina State (NCSU Wolfpack)",30,13,"College","Men","Raleigh","NC","/teams/events/Eventteam/?TeamId=p1F2WSKSvCBiLVuHNC74p5lbXlbe6nY%2fXKbZZ3fH2Ls%3d",447,6.46137328911646
"32","Central Florida (Dogs of War)",27,15,"College","Men","Orlando","FL","/teams/events/Eventteam/?TeamId=bRUy5IJ2D7vkDhVw1uWDjAYV%2foM1Oed%2bDTLmfKTSlxg%3d",132,6.29384313319388
"33","Colorado State (Hibida)",25,15,"College","Men","Fort Collins","CO","/teams/events/Eventteam/?TeamId=p0aJHW8jJAKNh4%2fbu2WxWU8fx8OcpcUaF5174PtoigM%3d",168,5.99025389464831
"34","Florida (Florida)",29,12,"College","Men","Gainesville","FL","/teams/events/Eventteam/?TeamId=p6Oa%2fO5c4opxvVr%2bnt556ig40ZsdI4NLAfq5Oc1NiUc%3d",232,5.34643429540204
"35","Texas A&M (Dozen)",25,12,"College","Men","COLLEGE STATION","TX","/teams/events/Eventteam/?TeamId=ccEBsqjDHLttzd5CiUTrJB68eTa8BXzfbxueOSSJUko%3d",676,5.28747608331842
"36","Chain Lightning",7,5,"Club","Men","Atlanta","GA","/teams/events/Eventteam/?TeamId=RqrRBpAINVrLozzmBjaiZUno3AGEponAB%2bkb615xFdY%3d",135,4.9411589561038
"37","Oregon State (Beavers)",28,21,"College","Men","Corvallis","OR","/teams/events/Eventteam/?TeamId=KK9IlE32pAzCH4xAy%2bN2lJKVus6hjjCV%2bu8zX4bboVs%3d",487,4.85537122180459
"38","Florida United",6,0,"Club","Men","Florida","FL","/teams/events/Eventteam/?TeamId=BMlPTy%2bPzGSPqU3zFgHcSezwdIlsj6nZeo3ivtWKN50%3d",239,4.77937721681971
"39","Guerrilla",2,5,"Club","Men","Oakland","CA","/teams/events/Eventteam/?TeamId=x3C13KT%2fFu5Rm5Ah95mu1UIIYIokej%2f1y%2f2tl6F5jHc%3d",286,4.53092690650548
"40","Franciscan (Fatal)",35,1,"College","Men","Steubenville","OH","/teams/events/Eventteam/?TeamId=2CG0W5AyqCIKg59Z88pq7v0HTQTk1%2bI%2fOgRAenSAIaM%3d",244,4.38314773230515
"41","Connecticut (UConn Grind)",24,20,"College","Men","Storrs","CT","/teams/events/Eventteam/?TeamId=YYnZYOyp3grP1GuSgf90imP3KKBYrG6C3NUoIhxf65k%3d",174,4.20651582740969
"42","Florida State (DUF)",19,17,"College","Men","TALLAHASSEE","FL","/teams/events/Eventteam/?TeamId=Jjdh%2fXtnfhVHWcjlZqdfm3BtjB50AjaNgx%2frE6YoiSE%3d",236,3.97385895275099
"43","Chicago Machine",2,4,"Club","Men","Chicago","IL","/teams/events/Eventteam/?TeamId=FlSNdyuw316eIBmyPOnE3cq9RphUqMKedbk%2fXxp5GRI%3d",140,3.67107845075222
"44","Virginia (Night Train)",26,9,"College","Men","Charlottesville","VA","/teams/events/Eventteam/?TeamId=DJE01suwRGBprWcMy3TCAdenbIvzWGYPXgPwAqYowhM%3d",723,3.65870011365397
"45","California-Santa Barbara (Black Tide)",21,17,"College","Men","Goleta","CA","/teams/events/Eventteam/?TeamId=nelFhkhjgGclVCvGljw%2fHnNM7puXeb56ng695eGpy6E%3d",110,3.38125242141396
"46","Southern California (USC Lockdown)",25,10,"College","Men","Los Angeles","CA","/teams/events/Eventteam/?TeamId=CxR4R4GqVpPdk%2b%2bJ9Fd8LgQMMKPk5yIgX6QA4gjkaFc%3d",608,3.3269234043046
"47","Case Western Reserve (Fighting Gobies[A])",22,13,"College","Men","Cleveland","OH","/teams/events/Eventteam/?TeamId=rM4XY89tFm7AEQ3s7Cm87hmWl3Oe2j2OTZ3I49m3rMc%3d",124,3.25518479821697
"48","Brown (Brownian Motion)",14,17,"College","Men","Providence","RI","/teams/events/Eventteam/?TeamId=OUvScYkbw0BFIf8OR05004gIdCq5%2bEKKkgCM0P3ASIw%3d",90,3.21048003608356
