"","Team","Wins","Losses","Competition Level","Gender Division","City","State","Links","Index","Rating"
"1","Revolver",21,3,"Club","Men","San Francisco","CA","/teams/events/Eventteam/?TeamId=fn46UKAFqMQu4al4CM3PRJdSxtda9UycrHYWmN22f3w%3d",240,32.3966283553179
"2","Sockeye",21,6,"Club","Men","Seattle","WA","/teams/events/Eventteam/?TeamId=nLV6BNojqM3Jln3k%2bPjf6l8JebYv7DpGw3aBieBXkWQ%3d",279,27.7306543792537
"3","Ring of Fire",23,3,"Club","Men","Raleigh","NC","/teams/events/Eventteam/?TeamId=LOeSLHPk%2f3Rvxd09lpfuSIQ%2bHRiDNk%2fHcFbSmSR6zZ8%3d",244,17.3605303622594
"4","Ironside",22,8,"Club","Men","Boston","MA","/teams/events/Eventteam/?TeamId=%2bSUfrgoltBmV2%2bdmQfg34xSS4wdzXWNVd5wZMF6P5Cg%3d",164,15.635382400936
"5","Beach Boys USA",6,0,"Beach","Men","Lots of Cities","WA","/teams/events/Eventteam/?TeamId=XqYNM%2b4vfu0O35zQ8xab2IMPYgrWb0fmcZvyxKH3QpA%3d",20,14.4611055151357
"6","Truck Stop",20,5,"Club","Men","Washington","DC","/teams/events/Eventteam/?TeamId=GlZmN2k2HxVu0P1LIZU2Fj4uMb1C2R9DheSG6aVOGBA%3d",321,13.6371797807292
"7","HIGH FIVE",19,7,"Club","Men","Ohio","MI","/teams/events/Eventteam/?TeamId=sOVWbibsDCXnU0MbzmrKJnOZWFVnKh1rgFwbtpzIVWA%3d",149,12.1175278885286
"8","Dig",24,5,"Club","Men","Boston","MA","/teams/events/Eventteam/?TeamId=Dzhy%2fP4l1AkN%2baNOOVXQIFcuTLuLT2fj6Y5JGRaE5Ks%3d",94,11.6665252175078
"9","Chicago Machine",14,10,"Club","Men","Chicago","IL","/teams/events/Eventteam/?TeamId=FlSNdyuw316eIBmyPOnE3cq9RphUqMKedbk%2fXxp5GRI%3d",62,10.4408830186607
"10","Florida United",19,2,"Club","Men","Florida","FL","/teams/events/Eventteam/?TeamId=BMlPTy%2bPzGSPqU3zFgHcSezwdIlsj6nZeo3ivtWKN50%3d",115,9.01998739693984
"11","Johnny Bravo",16,8,"Club","Men","Denver","CO","/teams/events/Eventteam/?TeamId=YcB%2bMxeL23ZPIj2NpWeEcARylQQ%2bTblm%2fkARdbjNXz0%3d",170,8.86644296508541
"12","GOAT",19,7,"Club","Men","Toronto","Ontario","/teams/events/Eventteam/?TeamId=VS518Hjv%2bvf0wRYxOnX8%2fn%2fZ2ZnUf6owxnyF6C%2b8Mvg%3d",128,8.38162647792841
"13","PoNY",15,10,"Club","Men","New York","NY","/teams/events/Eventteam/?TeamId=CS%2b50CwPTL4OiMctJQSiTdljaiSuQAmDAIsGOnlcl%2bw%3d",223,7.74431344928373
"14","Sub Zero",16,11,"Club","Men","Minneapolis","MN","/teams/events/Eventteam/?TeamId=LyCRgAI6nBt10H3%2fep8iZFymshbgTGNCYR6Z8fX4hu4%3d",295,6.75234524540076
"15","Patrol",16,10,"Club","Men","Philadelphia","PA","/teams/events/Eventteam/?TeamId=htx5aQWPiNwx9iv%2bpcBgQMN3RgXCXTrUgLax%2fcLHAzE%3d",216,6.71380729486405
"16","SoCal Condors",17,7,"Club","Men","Calico","CA","/teams/events/Eventteam/?TeamId=NlsAuSglWyT7OIZyfNLfcXj1HjZcsy8%2bhqmbN7s0jeM%3d",278,6.15185871395581
"17","Doublewide",13,6,"Club","Men","Austin","TX","/teams/events/Eventteam/?TeamId=9zm2hW3MY%2finB61r3OorJx9EB1XAvgqiDf8icaBAnn4%3d",99,5.40642895139387
"18","Medicine Men",27,13,"Club","Men","Baltimore","MD","/teams/events/Eventteam/?TeamId=BHltHXwXEnNrYwUA6iprHaqmD0vD6c9cgxPwRj7XxoY%3d",188,5.28024318362464
"19","Guerrilla",18,15,"Club","Men","Oakland","CA","/teams/events/Eventteam/?TeamId=x3C13KT%2fFu5Rm5Ah95mu1UIIYIokej%2f1y%2f2tl6F5jHc%3d",141,5.26703151643873
"20","Rhino",17,11,"Club","Men","Portland","OR","/teams/events/Eventteam/?TeamId=Y%2fxYChpuTSQxNxhI9aVaqALPQNQ7fN6exClWhQOysuM%3d",241,5.06410670037662
"21","Chain Lightning",19,12,"Club","Men","Atlanta","GA","/teams/events/Eventteam/?TeamId=RqrRBpAINVrLozzmBjaiZUno3AGEponAB%2bkb615xFdY%3d",60,4.93343995053478
"22","Pittsburgh Temper",16,10,"Club","Men","Pittsburgh","PA","/teams/events/Eventteam/?TeamId=dpW9OTY3r8hjCZdNLtAb8BYTbaQ%2frUquSkdVaOtdasg%3d",220,4.02866659748136
"23","Inception",20,9,"Club","Men","Denver","CO","/teams/events/Eventteam/?TeamId=6x4u8PXP3bJOE1my%2f58zQB1agYlhEbSkcZHq%2fFX%2bIjE%3d",160,3.79185788820735
