"Rank","Team","Wins","Losses","Rating","City","State"
1,"Slow White",21,6,30.7990826194785,"Boston","MA"
2,"Wild Card",20,0,28.8656188450449,"Boston","MA"
3,"Seattle Mixtape",10,3,24.7132932266496,"Seattle","WA"
4,"AMP",11,3,24.0157021116369,"Philadelphia","PA"
5,"Drag'n Thrust",9,4,11.9457509537758,"Minneapolis","MN"
6,"BFG",5,2,9.34606974505169,"Seattle","WA"
7,"Mischief",10,4,8.27149183574438,"San Francisco Bay Area","CA"
8,"Steamboat",7,7,6.04589637156372,"Cincinnati","OH"
9,"Metro North",10,4,5.96935575597541,"Mianus","CT"
10,"NOISE",7,6,5.40758100935328,"Madison","WI"
11,"The Administrators",4,0,5.26605283923163,"Willamette Valley","OR"
12,"shame.",10,3,5.2194078703576,"Fort Collins","CO"
13,"Toro",11,2,4.9056504082483,"Durham","NC"
14,"Blackbird",8,5,4.78242541427868,"San Francisco","CA"
15,"Polar Bears",6,1,4.02487421059192,"Berkeley","CA"
16,"Love Tractor",8,4,3.35544903047015,"Denver","CO"
17,"Snake Country Bromance",5,1,2.61495406197977,"SOMERVILLE","MA"
18,"XIST",12,1,2.35148113254056,"New York","NY"
19,"7 Figures",7,3,2.27488733116052,"Los Angeles","CA"
20,"BoyShe",10,5,2.27117257452436,"Boise","ID"
21,"SHINSHU LOOSE-Upper",2,5,2.15315210792753,"Matsumoto","Nagano"
22,"Public Enemy",3,6,2.06366972203613,"Dallas/Fort Worth","TX"
23,"Battleship",13,8,1.84234161079179,"St-Jean-sur-Richelieu","Quebec"
24,"The Chad Larson Experience",3,3,1.80377093009562,"Ames","IA"
25,"Ambiguous Grey",3,3,1.60538141710838,"Washington","DC"
26,"Birdfruit",7,1,1.56614716837485,"Seattle","WA"
27,"UNION",5,8,1.49581469762236,"Toronto","Ontario"
28,"G-Unit",2,4,1.39637905603272,"Gainesville","FL"
29,"Swing State",15,3,1.22683203962419,"Orlando","FL"
30,"Alloy",2,4,1.19576170291472,"Pittsburgh","PA"
31,"Freakshow",2,0,1.16666666666667,"Newark","DE"
32,"Bozos",9,6,1.11848663059252,"Bozeman","MT"
33,"Team Mexico",1,6,1.07027075021176,"Ciudad de Mexico","Mex"
34,"Charlotte Storm",10,4,1.02709300353372,"Charlotte","NC"
35,"Bucket",5,1,0.901050891374644,"Atlanta","GA"
36,"Jared Lorenzen Project",11,2,0.852871753813705,"Atlanta","GA"
37,"Geekshow",0,2,0.833333333333333,"Newark","DE"
38,"No Touching!",1,5,0.832472087840946,"Twin Cities","MN"
39,"UPA",4,2,0.811496113467334,"Chicago","IL"
40,"BW Ultimate",7,6,0.756607462413492,"Sunnyvale","CA"
41,"The Feminists",7,7,0.695191293618226,"New York","NY"
42,"Bang!",4,3,0.688961521194212,"West Chester","PA"
43,"Jughandle",9,5,0.681579320674629,"Princeton","NJ"
44,"Columbus Cocktails",12,3,0.680338210221818,"Columbus","OH"
45,"Cosa Nostra",5,5,0.663736276878371,"Austin","TX"
46,"Minnesota Star Power",9,4,0.591866829011536,"Minneapolis/ St. Paul","MN"
47,"Method",12,1,0.585825144790688,"Huntsville","AL"
48,"Murmur",16,4,0.5493196851572,"Athens","GA"
49,"Anchor",6,2,0.53331556379638,"Halifax","Nova Scotia"
50,"Donuts",5,2,0.485318333289561,"Bay Area","CA"
51,"Heartless",16,5,0.474224655667649,"Burlington","VT"
52,"Sellout",8,1,0.409633837775314,"Austin/Houston/Dallas","TX"
53,"Titan NE",14,7,0.386546005849672,"Bar Harbor","ME"
54,"Distelfink",5,2,0.37446050990262,"Lancaster","PA"
55,"PleasureTown",4,10,0.341911917186549,"Boston","MA"
56,"Garbage Plates",12,2,0.337876441622041,"Rochester","NY"
57,"Family Style",5,6,0.333371563709281,"Los Angeles","CA"
58,"Classy",4,3,0.293541035265169,"San Francisco","CA"
59,"Cahoots",11,2,0.291961056160301,"Asheville","NC"
60,"Long Beach Legacy",2,1,0.278523779528769,"Long Beach","CA"
61,"American Barbecue",4,3,0.27275761622962,"San Francisco","CA"
62,"Dub Club",3,4,0.271932176193825,"West Chester","PA"
63,"Hybrid",12,3,0.27097177019306,"Ann Arbor","MI"
64,"Toast",7,1,0.263969254850793,"Grand Rapids","MI"
65,"Tequila Mockingbird",8,6,0.263819164927478,"Chicago-apolis","IN"
66,"Rubix",3,3,0.260988074826547,"Phoenix","AZ"
67,"Sparkle Ponies",4,3,0.240400219618025,"Rockville","MD"
68,"Mesteño",3,3,0.204919249795241,"Denver","CO"
69,"Ant Madness",10,4,0.187879129605533,"Arlington","VA"
70,"Grand Army",5,10,0.173421232603424,"Brooklyn","NY"
71,"tHUMP",7,2,0.171956222270141,"Houston","TX"
72,"Platypi",4,4,0.169789068103988,"Chico","CA"
73,"Northern Comfort",11,4,0.167001684345563,"Milwaukee","WI"
74,"TAU",5,2,0.163069245150677,"Winston Salem","NC"
75,"8 Bit Heroes",10,3,0.161634061133299,"Frederick","MD"
76,"Clue",4,3,0.157520346758577,"Philadelphia","PA"
77,"Firefly",3,4,0.147968903172393,"San Francisco","CA"
78,"Pegasus",2,5,0.144202742743679,"Seattle","WA"
79,"Risky Business",7,3,0.143252594144791,"Dallas","TX"
80,"Darkwing",8,11,0.141616641533792,"Mansfield","MA"
81,"Alternative Stacks",12,9,0.140301975493854,"Fairfield","CT"
82,"Alchemy",4,3,0.137384033650948,"San Francisco","CA"
83,"Buffalo Lake Effect",14,6,0.135568224128736,"Buffalo","NY"
84,"LoveShack",9,5,0.128656988149595,"Atlanta","GA"
85,"Crash",2,11,0.128092439699775,"Kitchener-Waterloo-Guelph","Ontario"
86,"Bird",8,5,0.12062286832941,"Minneapolis","MN"
87,"Cutthroat",7,5,0.119252532859914,"Reno","NV"
88,"Malice in Wonderland",5,2,0.116391809416673,"Raleigh","NC"
89,"Sunken Circus",13,13,0.115461278487953,"Portland","ME"
