"Rank","Team","Wins","Losses","Rating","City","State"
1,"Wild Card",25,2,28.1064058323373,"Boston","MA"
2,"Slow White",21,6,27.0652124472394,"Boston","MA"
3,"Seattle Mixtape",10,3,22.0422330375031,"Seattle","WA"
4,"AMP",11,3,21.2050538694059,"Philadelphia","PA"
5,"BFG",10,3,13.764750582185,"Seattle","WA"
6,"Drag'n Thrust",9,4,11.086736162898,"Minneapolis","MN"
7,"NOISE",11,8,8.58812817440853,"Madison","WI"
8,"shame.",15,5,8.10667189751137,"Fort Collins","CO"
9,"Mischief",10,4,6.97417907861765,"San Francisco Bay Area","CA"
10,"Toro",18,3,6.04704355326265,"Durham","NC"
11,"Love Tractor",12,6,5.78628974036975,"Denver","CO"
12,"Steamboat",7,7,5.69395983310389,"Cincinnati","OH"
13,"Metro North",10,4,5.19280638616057,"Mianus","CT"
14,"Public Enemy",7,8,3.88112796393117,"Dallas/Fort Worth","TX"
15,"Blackbird",8,5,3.79727793015584,"San Francisco","CA"
16,"The Chad Larson Experience",7,5,3.66078421660516,"Ames","IA"
17,"XIST",18,2,3.40363144212199,"New York","NY"
18,"Ambiguous Grey",5,7,3.39213511394214,"Washington","DC"
19,"Alloy",6,7,3.34539034123787,"Pittsburgh","PA"
20,"BoyShe",19,9,3.03137798316144,"Boise","ID"
21,"7 Figures",13,3,2.74217478752512,"Los Angeles","CA"
22,"Polar Bears",9,4,2.70852097392833,"Berkeley","CA"
23,"Snake Country Bromance",5,1,2.30716430718503,"SOMERVILLE","MA"
24,"UPA",6,6,2.0830518579307,"Chicago","IL"
25,"G-Unit",3,9,2.06694211741034,"Gainesville","FL"
26,"No Touching!",4,8,1.94081766485699,"Twin Cities","MN"
27,"Bozos",13,8,1.91575832383863,"Bozeman","MT"
28,"SHINSHU LOOSE-Upper",2,5,1.91008667282164,"Matsumoto","Nagano"
29,"Charlotte Storm",15,5,1.79860807826136,"Charlotte","NC"
30,"Columbus Cocktails",19,3,1.68388820840871,"Columbus","OH"
31,"Birdfruit",12,3,1.59189762198157,"Seattle","WA"
