"Rank","Team","Wins","Losses","Rating","City","State"
1,"Johnny Walker",15,2,0.0122461199563394,"Denver/Boulder","CO"
2,"No Country",15,2,0.00545767029871015,"Brattleboro","VT"
3,"Shadows",9,2,0.0040235133944974,"Oakland","CA"
4,"Endless Sunset",10,8,0.00278753632600878,"San Diego","CA"
5,"Reckon",9,3,0.00253030529176692,"GA/TN/etc","GA"
6,"ShutDown",5,2,0.0014008625231278,"Washington","DC"
7,"GrandMaster Flash",8,13,0.00121882978858089,"Orlando","FL"
8,"Hootenanny",11,9,0.00110264648890278,"Raleigh","NC"
9,"Kalakala",9,7,0.000943710631924343,"Seattle","WA"
10,"Bighorn",7,5,0.00068218115053414,"Boulder","CO"
11,"Old Man Winter",7,4,0.000648824962287365,"chicago","IL"
12,"projectile dysfunction team HELM",6,5,0.000434369580971054,"columbus","OH"
13,"Critical Mass",3,8,0.000198799824492385,"Northampton","MA"
14,"Sick Hammers",3,7,0.000192994981969655,"Austin","TX"
15,"Rust",2,4,9.97594111783284e-05,"Birmingham","AL"
16,"Goatswitcher",0,5,8.89678556803301e-05,"Montgomery","AL"
17,"Moscow State",2,3,8.47399166074214e-05,"New York","NY"
18,"DinoSlam",1,1,8.43604183301163e-05,"Portland","OR"
19,"Borderline",4,4,6.90746365589224e-05,"Maritimes","Nova Scotia"
20,"Age Against the Machine",2,3,6.58689218211036e-05,"Cincinnati","OH"
21,"Old Growth (OG)",2,10,5.21473216723251e-05,"Silicon Valley","CA"
22,"Brooklyn",0,4,8.09489456388433e-06,"Brooklyn, USA","NY"
23,"Grandmasters of the Universe",1,5,3.96416874283993e-06,"Winnipeg","Manitoba"
24,"Big D N R",0,4,0,"Dallas","TX"
24,"Cal Grand Masters",0,5,0,"San Diego","CA"
24,"Legion",0,2,0,"Vancouver","British Columbia"
24,"Rust Belt",0,4,0,"Greater Detroit","MI"
24,"Surly",6,0,0,"Minneapolis","MN"
