"","Team","Wins","Losses","Competition Level","Gender Division","City","State","Links","Index","Rating"
"1","Sockeye",11,3,"Club","Men","Seattle","WA","/teams/events/Eventteam/?TeamId=nLV6BNojqM3Jln3k%2bPjf6l8JebYv7DpGw3aBieBXkWQ%3d",617,59.7640326280638
"2","Revolver",11,2,"Club","Men","San Francisco","CA","/teams/events/Eventteam/?TeamId=fn46UKAFqMQu4al4CM3PRJdSxtda9UycrHYWmN22f3w%3d",551,51.1880374614791
"3","North Carolina (Darkside)",39,8,"College","Men","Chapel Hill","NC","/teams/events/Eventteam/?TeamId=vI99IYpnl7lsznHrJX7LkkugCocbEmeBuwYqfHnOJ%2f8%3d",458,32.7563389975132
"4","Carleton College (Carleton College (CUT))",33,9,"College","Men","Northfield","MN","/teams/events/Eventteam/?TeamId=iEbc40ZlaSQ96hP4uLRrLTbfxO85c5QJRJqYYmD0Du4%3d",123,28.2549268316945
"5","Massachusetts (Zoodisc)",31,4,"College","Men","Amherst","MA","/teams/events/Eventteam/?TeamId=xo4%2fRBC6DCwAgyGkNlrh5Jd%2fAgMMkCvzBxM6cX8V%2fRw%3d",401,27.9505205497557
"6","Pittsburgh (En Sabah Nur)",36,5,"College","Men","Pittsburgh","PA","/teams/events/Eventteam/?TeamId=YJKP2Ma0SbX%2bRSPzeNdLksaAijbBqVZyFDrQB%2byY60w%3d",518,27.4312080753978
"7","Truck Stop",10,3,"Club","Men","Washington","DC","/teams/events/Eventteam/?TeamId=GlZmN2k2HxVu0P1LIZU2Fj4uMb1C2R9DheSG6aVOGBA%3d",717,19.4302800176226
"8","Minnesota (Grey Duck)",33,6,"College","Men","Minneapolis","MN","/teams/events/Eventteam/?TeamId=jGSHS2DOBZZZQyS0kuiXB8UYOqnKf60nCFGiVhspSbo%3d",424,18.8797760144762
"9","Oregon (Ego)",35,9,"College","Men","Eugene","OR","/teams/events/Eventteam/?TeamId=0jLwmETaV%2fD03DR0Ot%2f5Z7%2bUzrYlQ%2f3NDAR26ipknaw%3d",497,18.3358414319552
"10","Wisconsin (Hodags)",32,12,"College","Men","Madison","WI","/teams/events/Eventteam/?TeamId=r%2fiifMqBwegjH9eydr5Is1ImvkBwn2J%2bPyCrKK2T1%2bA%3d",796,18.0623101595867
