"Rank","Team","Wins","Losses","Rating","City","State"
1,"Seattle Riot",15,1,22.5766618291797,"Seattle","WA"
2,"Brute Squad",7,2,18.0632599202651,"Boston","MA"
3,"Molly Brown",8,1,17.3266261231595,"Denver/Boulder","CO"
4,"Fury",6,3,6.2818952832919,"San Francisco","CA"
5,"Club Deportivo Revolution",1,2,4.24838941515387,"Medellin","Colombia"
6,"Ozone",9,3,2.07782395579337,"Atlanta","GA"
7,"MUD",2,1,1.83949994810216,"Edogawa-ku","Tokyo"
8,"Scandal",7,3,1.34997243018998,"Washington","DC"
9,"Schwa",6,8,1.34718445762315,"Portland","OR"
10,"Nightlock",8,7,1.25591947448894,"Bay Area","CA"
11,"Underground",9,5,1.22677453166639,"Seattle","WA"
12,"Traffic",1,2,1.19543240979041,"Vancouver","BC"
13,"Clemson (Tiger Alumni)",6,1,0.926633058616851,"Clemson","SC"
14,"Siege",9,4,0.750826098482011,"Boston","MA"
15,"Rival",9,3,0.505708615881295,"Columbus/Ann Arbor","OH"
16,"LOL",7,4,0.482634371293151,"Oakland","CA"
17,"Heist",4,5,0.443973152706024,"Madison","WI"
18,"Showdown",3,6,0.382596784190862,"Texas City","TX"
19,"Pop",7,5,0.326752955118603,"Minneapolis","MN"
20,"6ixers",5,2,0.231617687671328,"Toronto","Ontario"
21,"Wildfire",4,9,0.197852900597368,"San Diego","CA"
22,"Grit",6,1,0.186609909013378,"Washington","DC"
23,"Nemesis",9,6,0.176759963564687,"Chicago","IL"
24,"Hot Metal",7,6,0.147167720812866,"Pittsburgh","PA"
25,"Sneaky House Hippos",2,6,0.139370111679316,"Vancouver","British Columbia"
26,"BENT",1,5,0.134056290742624,"New York","NY"
27,"Wicked",11,0,0.124855333110698,"Kansas City","KS"
28,"Elevate",10,5,0.0960894220479196,"Salt Lake City","UT"
29,"Venus",3,4,0.0888792818648842,"Montreal","Quebec"
30,"Iceni",0,3,0.0881800630999757,"London","SW4 8QW"
31,"Phoenix",9,2,0.0873702333201704,"Durham","NC"
32,"FAB",8,3,0.0614937509044583,"Bay Area","CA"
33,"Iris",10,3,0.0613747645832983,"Québec","Quebec"
34,"Viva",4,14,0.0445374233063934,"Los Angeles","CA"
35,"uno",1,2,0.0440923284859234,"Toyota","Aichi"
36,"Salty",3,4,0.0397612803685469,"Halifax","Nova scotia"
37,"Notorious C.L.E.",7,6,0.0350812619523948,"Cleveland","OH"
38,"Fusion",3,4,0.0337886697493865,"Winnipeg","Manitoba"
39,"PPF",4,3,0.0328155562987381,"Kitchener-Waterloo","Ontario"
40,"Green",6,0,0.0279272490727524,"Philadelphia","PA"
41,"Dish",8,4,0.0267907245084926,"Chicago","IL"
42,"Deadly Viper Assassination Squad",3,8,0.0261921745163881,"Oakland","CA"
43,"Colorado Small Batch",7,4,0.0177802053176082,"Denver","CO"
44,"Portland Ivy",4,3,0.0175535732374426,"Portland","OR"
45,"Stella",4,3,0.0122533943964731,"Ottawa","Ontario"
46,"Steel",16,10,0.0120740220547718,"Birmingham","AL"
47,"Seattle Soul",4,3,0.0110382579123865,"Seattle","WA"
48,"Pine Baroness",5,9,0.0105606584193485,"Princeton","NJ"
49,"Phoenix Uprising",4,2,0.0104202414037044,"Phoenix","AZ"
50,"Zephyr",2,5,0.0102943559965548,"Vancouver","British Columbia"
51,"Indy Rogue",11,7,0.00997895147228623,"Indianapolis","IN"
52,"Tabby Rosa",15,5,0.00906238633706836,"Gainesville","FL"
53,"Virginia Rebellion",6,7,0.00867407064156514,"Richmond","VA"
54,"Seattle Beat",3,4,0.007900597547599,"Seattle","WA"
55,"PLU Alum",0,4,0.00736835615938436,"Tacoma","WA"
56,"Tempo",1,3,0.00729821687907989,"Bay Area","CA"
57,"Maeve",4,4,0.0063866774316925,"Dallas","TX"
58,"Jackwagon",3,3,0.0051208574411426,"Boulder/Denver","CO"
59,"Outbreak",10,3,0.00470813151950259,"Atlanta","GA"
60,"Sureshot",8,5,0.00430059526191624,"Cincinnati","OH"
61,"Vice",4,6,0.00381412944116887,"Cambridge","MA"
62,"Further",2,5,0.00378827921527401,"Eugene","OR"
63,"Storm",3,4,0.00288933518790893,"Montreal","Quebec"
64,"fiasco",7,5,0.00260915644501616,"Miami","FL"
65,"Queen Cake",8,7,0.00253309903213554,"New Orleans","LA"
66,"Suffrage",7,5,0.0023564164670658,"Washington","DC"
67,"Wendigo",0,7,0.0017356769286704,"Vancouver","British Columbia"
68,"Brooklyn Book Club",7,4,0.00170341739279646,"Brooklyn","NY"
69,"Jinx",8,2,0.00169203956505629,"Portland","ME"
70,"Backhanded",4,8,0.0012780579463189,"Baltimore/Washington","DC"
71,"Broad City",6,7,0.00106435233581893,"Philadelphia","PA"
72,"Venom",1,5,0.00105015002987504,"Tucson","AZ"
73,"Monsoon Ultimate",2,3,0.0010012479431344,"Flagstaff","AZ"
74,"Encore",3,10,0.000936641628459036,"Nashville","TN"
75,"Helix",8,5,0.000617814241991741,"Chicago","IL"
76,"Mystik",4,3,0.000557154447371159,"Montréal","Québec"
77,"Sparks",7,5,0.000543273652272388,"Cincinnati","OH"
78,"Boomslang",4,4,0.000507726770243731,"Albany","NY"
79,"Inferno",1,7,0.000448401736223631,"Houston","TX"
80,"Trainwreck",1,4,0.000442424696050685,"Fort Collins","CO"
81,"Salt City Spirit",3,4,0.000363899130299526,"Syracuse","NY"
82,"EXO",3,4,0.000354837048025989,"Sherbrooke","Québec"
83,"Lockdown",2,7,0.000243090641430751,"Madison","WI"
84,"Rogue",3,9,0.000200321203011692,"Chapel Hill","NC"
85,"Hoax",4,14,0.000186970138875069,"Charleston","SC"
86,"MystiKuE",3,3,0.000146852271992782,"Milwaukee","WI"
87,"Honey Pot",3,16,7.24024320934921e-05,"Chattanooga","TN"
