"Rank","Team","Wins","Losses","Rating","City","State"
1,"Sockeye",11,3,51.8298991829086,"Seattle","WA"
2,"Revolver",11,2,44.4682806476191,"San Francisco","CA"
3,"HIGH FIVE",14,6,18.1078071553077,"Ohio","MI"
4,"Truck Stop",10,3,16.5994366557375,"Washington","DC"
5,"Ironside",13,6,14.1845422817614,"Boston","MA"
6,"Dig",11,1,10.4183442739897,"Boston","MA"
7,"Ring of Fire",5,2,9.89340869918308,"Raleigh","NC"
8,"Sub Zero",8,5,9.16991561344249,"Minneapolis","MN"
9,"Johnny Bravo",8,5,8.06118295513576,"Denver","CO"
10,"Patrol",7,6,7.1454200266575,"Philadelphia","PA"
11,"PoNY",7,6,6.8258466307341,"New York","NY"
12,"Doublewide",8,5,5.17129055635806,"Austin","TX"
13,"Medicine Men",14,6,5.09674700920707,"Baltimore","MD"
14,"Florida United",10,1,4.1718496103703,"Florida","FL"
15,"Rhino",10,9,3.98768878892311,"Portland","OR"
16,"Chain Lightning",9,10,3.87139843581574,"Atlanta","GA"
17,"Chicago Machine",6,7,3.32021566798592,"Chicago","IL"
18,"Guerrilla",5,9,3.16286439200424,"Oakland","CA"
19,"CUS Bologna",1,6,2.59106282639709,"Bologna","Emilia Romagna"
20,"Inception",13,6,2.32339005667793,"Denver","CO"
21,"SoCal Condors",6,0,2.13165252443452,"Calico","CA"
22,"Freaks",20,4,2.11422566494867,"Huntsville","AL"
23,"GOAT",4,2,2.0860938304521,"Toronto","Ontario"
24,"Richmond Floodwall",15,4,2.06188927134552,"Richmond","VA"
25,"Mad Men",16,5,1.84276933612565,"Madison","WI"
26,"Pittsburgh Temper",5,2,1.78473098254843,"Pittsburgh","PA"
27,"Clapham Ultimate",2,5,1.70847802882793,"London","UK"
28,"Brickyard",16,4,1.66467558721874,"Indianapolis","IN"
29,"Madison Club",4,8,1.58424095086832,"Madison","WI"
30,"Smokestack",11,8,1.56319586053964,"Cleveland","OH"
31,"Garden State Ultimate",19,8,1.31721243716414,"Princeton","NJ"
32,"Prairie Fire",5,14,1.23228280876075,"Kansas City","KS"
33,"Black Market",19,8,1.18706244834337,"Lombard","IL"
34,"Furious George",3,9,1.151149840599,"Vancouver","BC"
35,"Illusion",17,4,0.986518881045791,"Iowa City","IA"
36,"Ironmen",14,10,0.85774674903103,"Birmingham","AL"
37,"Turbine",10,8,0.835859177980475,"Durham","NC"
38,"Lost Boys",13,7,0.651851855849215,"South Carolina","SC"
39,"Inside Rakete",0,7,0.647846394529772,"Darmstadt","Hesse"
40,"General Strike",4,3,0.617464348057244,"Winnipeg","Manitoba"
41,"Haymaker",13,9,0.533950992960261,"Chicago","IL"
42,"MKE",16,5,0.529498965172382,"Milwaukee","WI"
43,"Beachfront Property",11,17,0.487758854489454,"Chicago","IL"
44,"Cash Crop",7,3,0.453350093857563,"Triangle","NC"
45,"Voodoo",11,2,0.439501361128712,"Seattle","WA"
46,"Dark Star",17,1,0.433792957739634,"Eugene","OR"
47,"Sprawl",13,0,0.430901521695208,"Phoenix","AZ"
48,"Blade",4,10,0.403984711303612,"Nashville","TN"
49,"Bullet",11,14,0.336032308781449,"Atlanta","GA"
50,"Kentucky Flying Circus",16,10,0.322152211072847,"Louisville","KY"
51,"Colt",12,4,0.285321750040423,"Southington","CT"
52,"Cerberus",12,14,0.285155796546946,"Athens","GA"
53,"Omen",16,6,0.279553579862551,"Orlando","FL"
54,"Big Wrench",5,14,0.277067043473704,"Somerville","MA"
55,"CITYWIDE Special",8,7,0.272081089379661,"Philadelphia","PA"
56,"Rush Hour",12,9,0.271398393279565,"Atlanta","GA"
57,"Enigma",11,15,0.269552108402357,"Dayton","OH"
58,"John Doe",4,7,0.260160574234953,"Washington","DC"
59,"Schweingeist",12,9,0.25078664380551,"Cincinnati","OH"
60,"Blueprint",15,9,0.243178403006358,"NYC","NY"
61,"CaSTLe",6,9,0.219023882785804,"St. Louis","MO"
62,"Streetgang",9,4,0.203276652212897,"San Diego","CA"
63,"Black Market X",6,0,0.202139935273388,"Lombard","IL"
64,"Oakgrove Boys",6,6,0.198337311073056,"ARLINGTON","VA"
65,"Phoenix",2,4,0.192707046994013,"Ottawa, ON","Ontario"
66,"Imperial",7,8,0.184131510757798,"Saint Paul","MN"
67,"Wisconsin Hops",7,8,0.178126874624766,"Stevens Point","WI"
68,"Pesterbug",14,5,0.177920776227062,"Pawtucket","RI"
69,"Rougaroux",9,6,0.169133352741605,"Baton Rouge/New Orleans","LA"
70,"The Roofing Co.",8,7,0.157978141934632,"Indianapolis","IN"
71,"Four",7,6,0.154025781656866,"Ann Arbor","MI"
