"Rank","Team","Wins","Losses","Rating","City","State"
1,"Revolver",6,0,54.1131841796979,"San Francisco","CA"
2,"Sockeye",5,2,35.4589125089258,"Seattle","WA"
3,"Ironside",9,3,25.4179451695007,"Boston","MA"
4,"Dig",6,0,18.1791539274301,"Boston","MA"
5,"Truck Stop",5,1,16.076064842618,"Washington","DC"
6,"HIGH FIVE",5,2,13.4556015887153,"Ohio","MI"
7,"Rhino",9,4,12.4344898483318,"Portland","OR"
8,"Black Penguins Alumni",8,0,12.0112151353822,"Bourbonnais","IL"
9,"Johnny Bravo",4,2,9.08271547415066,"Denver","CO"
10,"Patrol",3,3,8.7899699779179,"Philadelphia","PA"
11,"PoNY",3,3,7.36386340170796,"New York","NY"
12,"Doublewide",4,3,6.74669645981327,"Austin","TX"
13,"Chain Lightning",7,5,4.9411589561038,"Atlanta","GA"
14,"Florida United",6,0,4.77937721681971,"Florida","FL"
15,"Guerrilla",2,5,4.53092690650548,"Oakland","CA"
16,"Chicago Machine",2,4,3.67107845075222,"Chicago","IL"
17,"Sprawl",7,0,3.19118564917488,"Phoenix","AZ"
18,"Voodoo",6,1,2.98084783589432,"Seattle","WA"
19,"Dallas United: Outlaws",3,0,2.0682737473904,"Dallas","TX"
20,"Singlewide",3,0,1.91244725738397,"Austin","TX"
21,"Furious George",1,5,1.85191893421072,"Vancouver","BC"
22,"Madison Club",1,5,1.84921754506916,"Madison","WI"
23,"Papa Bear",2,1,1.82172995780591,"Houston","TX"
24,"Spring Creek Ascension",3,1,1.69379566805846,"Tomball","TX"
25,"Streetgang",5,2,1.44548353191429,"San Diego","CA"
26,"Freaks",14,0,1.33646963559727,"Huntsville","AL"
27,"Prairie Fire",1,5,1.0994866012409,"Kansas City","KS"
28,"Rawhide",1,2,0.881719728601253,"Tulsa","OK"
29,"Inception",5,0,0.629121644631581,"Denver","CO"
30,"Medicine Men",6,1,0.50124934123042,"Baltimore","MD"
31,"Lost Boys",13,7,0.497417841134699,"South Carolina","SC"
32,"Reaper Alum",8,0,0.484671250367382,"Charleston","IL"
33,"Ironmen",11,3,0.277660446678359,"Birmingham","AL"
34,"Sundowners",4,3,0.277583761842109,"Santa Barbara","CA"
35,"Mad Men",7,0,0.232001768383259,"Madison","WI"
36,"Choice City Hops",6,6,0.217798616792973,"Fort Collins","CO"
37,"Illusion",12,1,0.214326582464011,"Iowa City","IA"
38,"AndyGator",0,3,0.214135021097047,"Baton Rouge","LA"
39,"Rush Hour",12,9,0.208195812764555,"Atlanta","GA"
40,"Cash Crop",3,1,0.20084558934193,"Triangle","NC"
41,"Turbine",5,6,0.195739594780344,"Durham","NC"
42,"Dallas United: Neato Banditos",1,2,0.189970968162839,"Dallas","TX"
43,"The Killjoys",2,5,0.189969170932466,"Orem","UT"
44,"Bullet",10,9,0.186380845149088,"Atlanta","GA"
45,"General Strike",4,3,0.175731963588506,"Winnipeg","Manitoba"
46,"SA Spares",0,3,0.166239887787056,"San Antonio","TX"
47,"Smokestack",6,1,0.16413197249235,"Cleveland","OH"
48,"Garden State Ultimate",9,5,0.158540629405372,"Princeton","NJ"
