"Rank","Team","Wins","Losses","Rating","City","State"
1,"Revolver",6,0,22.4079650095115,"San Francisco","CA"
2,"Freaks",14,0,19.8718637989657,"Huntsville","AL"
3,"Sockeye",5,2,14.6646197820769,"Seattle","WA"
4,"Black Penguins Alumni",8,0,11.9942071181345,"Bourbonnais","IL"
5,"Illusion",6,0,10.4129345882497,"Iowa City","IA"
6,"Ironside",9,3,10.4110243834751,"Boston","MA"
7,"Dig",6,0,7.25931350726988,"Boston","MA"
8,"Truck Stop",5,1,6.65112219495892,"Washington","DC"
9,"HIGH FIVE",5,2,5.58918930757112,"Ohio","MI"
10,"Lost Boys",10,4,5.56403651025879,"South Carolina","SC"
11,"Rhino",9,4,5.19648412868886,"Portland","OR"
12,"Black Market",5,1,4.1925094310805,"Lombard","IL"
13,"Johnny Bravo",4,2,3.76888094680496,"Denver","CO"
14,"Patrol",3,3,3.65362667780222,"Philadelphia","PA"
15,"Ironmen",11,3,3.65323155525731,"Birmingham","AL"
16,"Sprawl",7,0,3.42145319490519,"Phoenix","AZ"
17,"Voodoo",6,1,3.20509714138537,"Seattle","WA"
18,"PoNY",3,3,3.04444488345527,"New York","NY"
19,"Doublewide",4,3,2.79571933139894,"Austin","TX"
20,"MKE",5,1,2.54805576835127,"Milwaukee","WI"
21,"Dallas United: Outlaws",3,0,2.0682737473904,"Dallas","TX"
22,"Omen",12,3,1.97807396987303,"Orlando","FL"
23,"Singlewide",3,0,1.91244725738397,"Austin","TX"
24,"Guerrilla",2,5,1.88208811941233,"Oakland","CA"
25,"Rush Hour",8,6,1.83569313498908,"Atlanta","GA"
26,"Papa Bear",2,1,1.82172995780591,"Houston","TX"
27,"Spring Creek Ascension",3,1,1.69379566805846,"Tomball","TX"
28,"Bullet",7,7,1.62418083788795,"Atlanta","GA"
29,"Streetgang",5,2,1.55103297327756,"San Diego","CA"
30,"Chicago Machine",2,4,1.52309700886813,"Chicago","IL"
31,"Mango Tree",4,3,1.19540163771063,"Ann Arbor","MI"
32,"Cerberus",6,7,1.09338049917695,"",""
33,"Rougaroux",5,5,1.05348376004871,"Baton Rouge/New Orleans","LA"
34,"Chain Lightning",2,4,1.05079078170047,"Atlanta","GA"
35,"Rawhide",1,2,0.881719728601253,"Tulsa","OK"
36,"Furious George",1,5,0.7735948931687,"Vancouver","BC"
37,"Madison Club",1,5,0.772612461118763,"Madison","WI"
38,"Inception-C",5,0,0.754226358772038,"Denver","CO"
39,"Plex",5,4,0.643614044238663,"Dallas","TX"
40,"Reaper Alum",8,0,0.481987828129336,"Charleston","IL"
41,"Black Market X",6,0,0.480864385950315,"Lombard","IL"
42,"Prairie Fire",1,5,0.459829087436077,"Kansas City","KS"
43,"Schweingeist",7,7,0.455691077183256,"Cincinnati","OH"
44,"Kentucky Flying Circus",7,5,0.426854675428167,"Louisville","KY"
45,"Holy City Heathens",3,4,0.382418836761722,"Charleston","SC"
46,"Sundowners",4,3,0.300868359355447,"Santa Barbara","CA"
47,"War Machine",6,8,0.298835839196849,"",""
48,"The Roofing Co.",4,0,0.279099240074527,"Indianapolis","IN"
49,"Choice City Hops",6,6,0.248159401994692,"Fort Collins","CO"
50,"Chattanooga Gentlemen's Club",6,8,0.230136101505257,"Chattanooga","TN"
51,"AndyGator",0,3,0.214135021097047,"Baton Rouge","LA"
52,"The Killjoys",2,5,0.204299823289707,"Orem","UT"
53,"Dallas United: Neato Banditos",1,2,0.189970968162839,"Dallas","TX"
54,"BaNC",3,4,0.166772254522464,"Charlotte","NC"
55,"SA Spares",0,3,0.166239887787056,"San Antonio","TX"
56,"Enigma",3,4,0.157634752569608,"Dayton","OH"
57,"Chimney",8,4,0.151166950412678,"Cleveland","OH"
58,"Green River Swordfish",5,2,0.149446042055538,"Davis","CA"
59,"Memphis Belle",1,6,0.14661972368279,"Memphis","TN"
60,"Dallas United: Desperados",1,2,0.145718208491559,"Dallas","TX"
61,"Syndicate",5,6,0.140040963245887,"Colorado Springs","CO"
62,"Dreadnought",2,5,0.134475475871859,"Fayetteville","AR"
63,"Supercell",1,2,0.111784826047902,"Oklahoma City","OK"
64,"H.O.G. Ultimate",0,7,0.0978737566527548,"Macon","GA"
65,"PowderHogs",3,2,0.0947173754033791,"Salt Lake City","UT"
66,"""Parkland"" PLU Alumni",5,2,0.0939540339108423,"Parkland","WA"
67,"UpRoar",7,1,0.0937431463341849,"Tampa Bay","FL"
68,"Rip City Ultimate",5,8,0.089438554628139,"Portland","OR"
69,"Thundersnow",2,5,0.0872005836732293,"Flagstaff","AZ"
70,"Dark Star",6,1,0.0770258164435494,"Eugene","OR"
71,"ISO Atmo",3,9,0.0730138695041402,"Boulder","CO"
72,"Republic",3,4,0.0639494946759598,"Los Angeles","CA"
73,"Scythe",2,3,0.0581787191180107,"Omaha","NE"
74,"Deaf Fruit",1,2,0.0516877637130802,"Lubbock","TX"
75,"T.R.W.F.B.",4,1,0.0479648145835859,"Seattle","WA"
76,"Four",3,3,0.0458951583563365,"Ann Arbor","MI"
77,"Low Five",5,6,0.045149118194015,"Columbus","OH"
78,"Hammerhead",3,5,0.0420575702666777,"Jacksonville","FL"
79,"Rampage",1,4,0.0406008688226968,"Huntsville","AL"
80,"El Niño",6,2,0.0293739602209765,"West Fort Miami","FL"
81,"Dirty D",3,4,0.0277277157465716,"Greater Detroit","MI"
82,"Black Lung",0,7,0.0268926793843533,"Lexington","KY"
83,"Ham",4,3,0.0253320450826764,"Bellingham","WA"
84,"Shrimp Boat",5,3,0.0250087682168798,"TALLAHASSEE","FL"
85,"SmokeStack",1,4,0.0247360696917883,"Kansas City","KS"
86,"Blackfish",3,2,0.0236366378638574,"Vancouver","BC"
87,"Ghost Train",5,3,0.022386443041718,"Seattle","WA"
88,"Blade",3,7,0.0195073834380135,"Nashville","TN"
89,"Warchild",5,3,0.0185794275568731,"Boise","ID"
90,"Miami Alumni",5,2,0.0180112075870309,"Oxford","OH"
91,"Slag Dump",0,5,0.010833266741621,"Pittsburgh","PA"
92,"Flicky Stardust and the Cutters From Mars",2,5,0.010769410454122,"Eugene","OR"
93,"Tyranny",2,6,0.0106279796699486,"Tampa","FL"
94,"Refinery",4,4,0.0104027489253351,"Vancouver","BC"
95,"Vicious Cycle",2,6,0.00839871534280547,"Gainesville","FL"
96,"Black Market Y",1,4,0.00702651183599828,"Lombard","IL"
97,"Space Coast Ultimate",1,7,0.00633430957099014,"Melbourne","FL"
98,"Union",2,5,0.00508915724751785,"Seattle","WA"
99,"Transatlantic Danger Zone",0,4,0.00331540235903659,"CIncinnati","OH"
100,"AK Pipeline",0,6,0.00228186120882337,"Akron","OH"
101,"Brawl",0,7,0.00174444894118323,"Tempe","AZ"
102,"Midnight Meat Train",1,3,0.00113546206479788,"Grand Rapids","MI"
103,"SURE",2,5,0.00112363121793069,"Seattle","WA"
104,"spokane flatline",1,5,0.00106121810647856,"spokane","WA"
105,"Black Market II",2,4,0.000865056063677267,"Lombard","IL"
106,"Medicine Men",6,1,1.18422581743575e-16,"Baltimore","MD"
107,"Garden State Ultimate",9,5,3.40125734904975e-17,"Princeton","NJ"
108,"Smokestack",6,1,3.1475001260642e-17,"Cleveland","OH"
109,"Turbine",2,5,1.29493599994513e-17,"Durham","NC"
110,"Big Wrench",5,8,1.02277024630762e-17,"Somerville","MA"
111,"Blueprint",6,8,7.66921877691812e-18,"NYC","NY"
112,"Colt",4,3,7.09901658749608e-18,"Southington","CT"
113,"CITYWIDE Special",4,3,7.06593558170202e-18,"Philadelphia","PA"
114,"Pesterbug",9,4,4.95079231425351e-18,"Pawtucket","RI"
115,"Club M - Manic",5,2,4.49125212205714e-18,"montreal","quebec"
116,"Grand Trunk",2,4,3.5742464193858e-18,"Toronto","ON"
117,"Beachfront Property",2,5,3.56270100495241e-18,"Chicago","IL"
118,"Bruises",3,4,2.31816591276485e-18,"Boston","MA"
119,"Shade",4,3,2.04473885979724e-18,"New York","NY"
120,"Deathsquad",8,5,2.0054566659572e-18,"Needham","MA"
121,"Red Tide",7,6,1.51325455764655e-18,"Portland","ME"
122,"Westchester Magma Bears",6,7,7.1066254088373e-19,"Yorktown Heights","NY"
123,"Breakers",1,6,5.64135491849646e-19,"Providence","RI"
124,"Red Circus",1,5,3.9939815564849e-19,"Halifax","Nova Scotia"
125,"JAWN",4,2,2.3106685973558e-19,"Philadelphia","PA"
126,"Dredge",4,3,1.75304139143689e-19,"Rhinebeck","NY"
127,"Connecticut Connvicts",6,7,1.19391683517677e-19,"Manchester","CT"
128,"Sherbrooke Gentlemen's Club",4,3,8.61886135841254e-20,"Sherbrooke","QC"
129,"Somerville Boys and Girls",3,4,7.69318023235637e-20,"Somerville","MA"
130,"Shrike",4,1,2.75053843778397e-20,"Ottawa","ON"
131,"Xavier's School for Gifted Youngsters",2,4,2.04639530762467e-20,"Syracuse","NY"
132,"Garden Party",2,4,1.13232336205412e-20,"New Brunswick","NJ"
133,"East Rock Candy Mountain",1,5,7.11300803044211e-21,"New Haven","CT"
134,"Mutiny",2,4,4.25848153200599e-21,"Burlington","VT"
135,"Club M - Magma",1,5,1.19541337716197e-21,"Montreal","Québec"
136,"Allen's Army",0,6,0,"Orono","ME"
