"Rank","Team","Wins","Losses","Rating","City","State"
1,"Sockeye",11,3,60.9644140928644,"Seattle","WA"
2,"Revolver",11,2,52.2091361343619,"San Francisco","CA"
3,"Truck Stop",10,3,19.8091643662736,"Washington","DC"
4,"Ironside",13,6,17.8211361484743,"Boston","MA"
5,"HIGH FIVE",8,6,13.3253901017487,"Ohio","MI"
6,"Ring of Fire",5,2,11.3154241314628,"Raleigh","NC"
7,"Johnny Bravo",8,5,9.50698946125998,"Denver","CO"
8,"Patrol",7,6,9.15020826680697,"Philadelphia","PA"
9,"Dig",6,0,8.84225035434373,"Boston","MA"
10,"Rhino",9,4,5.65145971352657,"Portland","OR"
11,"Sub Zero",3,4,5.27539919020846,"Minneapolis","MN"
12,"PoNY",3,3,4.43430187882458,"New York","NY"
13,"Doublewide",4,3,3.37259224771955,"Austin","TX"
14,"CUS Bologna",1,6,2.98181719478659,"Bologna","Emilia Romagna"
15,"Florida United",6,0,2.74701989352506,"Florida","FL"
16,"Chain Lightning",7,5,2.71061552637438,"Atlanta","GA"
17,"Guerrilla",2,5,2.18575002724464,"Oakland","CA"
18,"Clapham Ultimate",2,5,2.07434343522632,"London","UK"
19,"Chicago Machine",2,4,1.85024064876801,"Chicago","IL"
20,"Medicine Men",10,3,1.48757624886542,"Baltimore","MD"
21,"Freaks",18,2,1.46877616363796,"Huntsville","AL"
22,"Richmond Floodwall",15,4,1.43853519898549,"Richmond","VA"
23,"Sprawl",7,0,1.17708660628707,"Phoenix","AZ"
24,"SoCal Condors",6,0,1.145963484162,"Calico","CA"
25,"Voodoo",6,1,1.10802232274779,"Seattle","WA"
26,"GOAT",4,2,1.10271892138427,"Toronto","Ontario"
27,"Furious George",1,5,0.988158034268693,"Vancouver","BC"
28,"Pittsburgh Temper",5,2,0.948379838995299,"Pittsburgh","PA"
29,"Prairie Fire",4,9,0.914882127900419,"Kansas City","KS"
30,"Mad Men",16,5,0.901241921166187,"Madison","WI"
31,"Madison Club",1,5,0.860058138420224,"Madison","WI"
32,"Inception",9,3,0.837123797089577,"Denver","CO"
33,"Inside Rakete",0,7,0.816104333906704,"Darmstadt","Hesse"
34,"Garden State Ultimate",19,8,0.695187389109081,"Princeton","NJ"
35,"Brickyard",10,4,0.588293343137218,"Indianapolis","IN"
36,"Streetgang",5,2,0.533471689738244,"San Diego","CA"
37,"Turbine",10,8,0.494452416362525,"Durham","NC"
38,"Illusion",17,4,0.460993729020644,"Iowa City","IA"
39,"Smokestack",8,5,0.452288592512672,"Cleveland","OH"
40,"Black Market",14,7,0.422618218234988,"Lombard","IL"
