"Rank","Team","Wins","Losses","Rating","City","State"
1,"Revolver",16,3,36.6078925057158,"San Francisco","CA"
2,"Sockeye",16,4,36.5968814493092,"Seattle","WA"
3,"Ring of Fire",18,3,19.8170803604717,"Raleigh","NC"
4,"Ironside",17,8,15.3592301454724,"Boston","MA"
5,"Truck Stop",15,5,15.0866121296611,"Washington","DC"
6,"HIGH FIVE",14,6,13.4384709653451,"Ohio","MI"
7,"Dig",19,4,11.959723815615,"Boston","MA"
8,"Chicago Machine",9,10,10.4746193056675,"Chicago","IL"
9,"Johnny Bravo",12,7,9.67107750519414,"Denver","CO"
10,"PoNY",11,8,9.54729153299643,"New York","NY"
11,"GOAT",14,5,7.82924198951869,"Toronto","Ontario"
12,"Sub Zero",9,10,7.62975956989416,"Minneapolis","MN"
13,"Florida United",15,1,7.4775714869188,"Florida","FL"
14,"Patrol",10,9,6.61157813548256,"Philadelphia","PA"
15,"Medicine Men",22,11,5.64008764170655,"Baltimore","MD"
16,"Guerrilla",13,13,5.39921206552302,"Oakland","CA"
17,"SoCal Condors",13,5,5.34719903269844,"Calico","CA"
18,"Doublewide",8,5,4.85841021334404,"Austin","TX"
19,"Chain Lightning",14,10,4.43580734361312,"Atlanta","GA"
20,"Pittsburgh Temper",12,8,3.41998580696399,"Pittsburgh","PA"
21,"Rhino",12,9,3.1940314847842,"Portland","OR"
22,"Inception",17,6,3.14105787502038,"Denver","CO"
23,"Freaks",25,4,2.96490892497888,"Huntsville","AL"
24,"Richmond Floodwall",21,6,2.95778455108949,"Richmond","VA"
25,"Madison Club",6,12,2.44049842778406,"Madison","WI"
26,"Mockingbird",7,0,2.31985117033507,"montréal","QC"
27,"Mad Men",23,5,2.29704769307805,"Madison","WI"
28,"Brickyard",23,4,2.17717075634912,"Indianapolis","IN"
29,"Furious George",6,12,2.17053326052163,"Vancouver","BC"
30,"Garden State Ultimate",25,8,2.12677612981952,"Princeton","NJ"
31,"Cash Crop",13,5,2.08876890951281,"Triangle","NC"
32,"Smokestack",17,10,1.93844834723002,"Cleveland","OH"
33,"Sprawl",18,2,1.74993201560007,"Phoenix","AZ"
34,"Voodoo",17,2,1.73884405775563,"Seattle","WA"
35,"CUS Bologna",1,6,1.50865235306618,"Bologna","Emilia Romagna"
36,"Black Market",25,9,1.42718432522142,"Lombard","IL"
37,"Turbine",15,11,1.42255693174841,"Durham","NC"
38,"Illusion",23,4,1.34390725584512,"Iowa City","IA"
39,"Lost Boys",17,9,1.19616145159789,"South Carolina","SC"
40,"Prairie Fire",5,14,1.19044286082249,"Kansas City","KS"
41,"Pesterbug",17,9,1.18873641039612,"Pawtucket","RI"
42,"Clapham Ultimate",2,5,1.1598688144816,"London","UK"
43,"Ironmen",18,11,1.12006262184068,"Birmingham","AL"
44,"General Strike",9,4,1.09745425123821,"Winnipeg","Manitoba"
45,"Colt",19,4,1.08545602987173,"Southington","CT"
46,"Dark Star",18,2,1.08023266779088,"Eugene","OR"
47,"MKE",22,6,0.778260131392464,"Milwaukee","WI"
48,"Streetgang",15,6,0.759836676652907,"San Diego","CA"
49,"Beachfront Property",17,19,0.743930305697056,"Chicago","IL"
50,"Club M - Manic",11,4,0.741879963919553,"Montreal","quebec"
51,"Big Wrench",9,17,0.6622431050098,"Somerville","MA"
52,"CITYWIDE Special",13,9,0.662057175740005,"Philadelphia","PA"
53,"Haymaker",17,12,0.662029385433744,"Chicago","IL"
54,"John Doe",9,10,0.643092104087338,"Washington","DC"
55,"Blueprint",20,10,0.631083622727036,"NYC","NY"
56,"Bullet",13,17,0.554134491479536,"Atlanta","GA"
57,"Blade",5,15,0.527403905933846,"Nashville","TN"
58,"Kentucky Flying Circus",23,11,0.526705690305572,"Louisville","KY"
59,"Oakgrove Boys",12,8,0.520773954676577,"ARLINGTON","VA"
60,"Bruises",15,9,0.489042953085683,"Boston","MA"
61,"Red Circus",4,9,0.487683060082479,"Halifax","Nova Scotia"
62,"Inside Rakete",0,7,0.48230384411248,"Darmstadt","Hesse"
63,"Republic",10,10,0.467593488092051,"Los Angeles","CA"
64,"Schweingeist",18,10,0.464518248025127,"Cincinnati","OH"
65,"Deathsquad",15,11,0.462202545992499,"Needham","MA"
66,"Sundowners",13,7,0.458987787091422,"Santa Barbara","CA"
67,"Boston Baked Beans",5,2,0.442655422098275,"Boston","MA"
68,"Enigma",16,18,0.387325231507704,"Dayton","OH"
69,"Green River Swordfish",13,7,0.383537180185054,"Davis","CA"
70,"Four",13,8,0.379321222187833,"Ann Arbor","MI"
71,"Rush Hour",15,12,0.374621684693822,"Atlanta","GA"
72,"Brickhouse",7,7,0.363888897328186,"Durham","NC"
73,"Cerberus",15,16,0.35749184753749,"Athens","GA"
74,"Omen",21,7,0.356249077029249,"Orlando","FL"
75,"Red Tide",13,12,0.353669805618088,"Portland","ME"
76,"CaSTLe",11,11,0.331577858137846,"St. Louis","MO"
77,"Phoenix",7,6,0.331302720778064,"Ottawa, ON","Ontario"
78,"Breakers",9,15,0.325708593450552,"Providence","RI"
79,"Choice City Hops",13,10,0.323475610945127,"Fort Collins","CO"
80,"Singlewide",14,1,0.316812362708213,"Austin","TX"
81,"Right Coast",3,5,0.314045211144052,"Wilmington","NC"
82,"Shade",16,8,0.310176606556442,"New York","NY"
