"","Team","Wins","Losses","Competition Level","Gender Division","City","State","Links","Index","Rating"
"1","Brute Squad",22,3,"Club","Women","Boston","MA","/teams/events/Eventteam/?TeamId=Sxpi5zVqJGEk4DHzBJdmM1Q2SDo%2b%2fGlGymP%2bwSmieMg%3d",10,19.3553600095932
"2","Molly Brown",23,4,"Club","Women","Denver/Boulder","CO","/teams/events/Eventteam/?TeamId=Bf3z2v0awy9RJ4JFuuZCeAoTTO27o2Di8KoNazLDeVY%3d",48,19.1879871523393
"3","Seattle Riot",27,4,"Club","Women","Seattle","WA","/teams/events/Eventteam/?TeamId=W15t1DXc%2btTL6TaVyjrijmSgRpmOV46Kuhld3LmQefU%3d",78,18.8989598224856
"4","Fury",18,6,"Club","Women","San Francisco","CA","/teams/events/Eventteam/?TeamId=t8LIQi81cNpXfjcuLGw%2bI1rQCEv9mukQpvCtyYmPdv0%3d",27,11.9320084435221
"5","Scandal",25,8,"Club","Women","Washington","DC","/teams/events/Eventteam/?TeamId=kUfEboVoZOC0HIKfwGFApaHPHcO3hGkG3n4iHHF6eTs%3d",75,6.09291441928708
"6","Club Deportivo Revolution",5,2,"Club","Women","Medellin","Colombia","/teams/events/Eventteam/?TeamId=t08fEffRI4ac%2bOChcXuXtowfvIL3nhgH%2f%2fDMLsI6fNw%3d",12,5.40382047505471
"7","Traffic",9,9,"Club","Women","Vancouver","BC","/teams/events/Eventteam/?TeamId=ZB55pipWbFG1jlGT2fGobxhJYdZ3NctS7GIg1HKW69A%3d",93,2.7086358848624
"8","Heist",17,13,"Club","Women","Madison","WI","/teams/events/Eventteam/?TeamId=kjieS94dxFWzE%2fszZye8eiZZ3kv7dt5l3IQ59gKvYnM%3d",31,2.18449408537849
"9","Underground",24,13,"Club","Women","Seattle","WA","/teams/events/Eventteam/?TeamId=0%2bfEnfDFFsOMjx6uE%2fETJr7Qa2wNA81LCqLMHRGmwFo%3d",95,2.14563873748482
"10","MUD",2,5,"Club","Women","Edogawa-ku","Tokyo","/teams/events/Eventteam/?TeamId=2OBqFFhWdrsvLe1LicoF0KC84wI7edoJYWbYuWdUxMM%3d",50,2.07670449376686
"11","Nightlock",16,17,"Club","Women","Bay Area","CA","/teams/events/Eventteam/?TeamId=5vS07KrGoIIi1IjM6HFvkCIDl3mJBgTfsHNLPGIuekU%3d",54,1.83909234099889
"12","Showdown",13,13,"Club","Women","Texas City","TX","/teams/events/Eventteam/?TeamId=o1qZD8HxaYTLlvli8gnlAu0M3rQfojXYZ%2fEd4STKtZk%3d",80,1.70508185439897
"13","Ozone",17,8,"Club","Women","Atlanta","GA","/teams/events/Eventteam/?TeamId=Hjw%2fBOsdgs30bMpje5%2ba9vvOD6w03SaVfuS8ejhIXnY%3d",58,1.59881864356252
"14","Schwa",13,12,"Club","Women","Portland","OR","/teams/events/Eventteam/?TeamId=ZDpaf4%2bYo8F5M3pUa3Ys7%2fw3TvgY8324rQyEAj3OzH0%3d",76,1.35764939897231
"15","Pop",24,8,"Club","Women","Minneapolis","MN","/teams/events/Eventteam/?TeamId=emx9NFiSTpKcSiIEG6YAmRPH9OqWZ246vkMkRj7dBqA%3d",64,1.16467715963774
"16","Rival",16,7,"Club","Women","Columbus/Ann Arbor","OH","/teams/events/Eventteam/?TeamId=YEuqlS%2fJ5lH0T%2fIKyERLvU%2bboao7c%2bwIggBop%2fT13KA%3d",69,0.854553605823402
"17","Nemesis",24,7,"Club","Women","Chicago","IL","/teams/events/Eventteam/?TeamId=JOqjM%2fHNtv%2bTBkxAkBC1HQrM4mIUHYQgDb4qG8ydji4%3d",53,0.831785258466058
"18","6ixers",19,4,"Club","Women","Toronto","Ontario","/teams/events/Eventteam/?TeamId=eC%2bv%2bTHjcdcfCBFZIs%2fXo6qP8B7LMaR%2ffg3LZNOmNjg%3d",1,0.671232268086851
"19","LOL",13,6,"Club","Women","Oakland","CA","/teams/events/Eventteam/?TeamId=RvUktxth31oAnwKx9YKQnEN%2fY7ZHcZbn4GENwm18MC0%3d",46,0.580028933877816
"20","Siege",23,9,"Club","Women","Boston","MA","/teams/events/Eventteam/?TeamId=uPpS4ST1U8DZArCoZDEbnsADEc2AuCJ3F7kAOfXvPF8%3d",81,0.556680139117364
"21","BENT",14,15,"Club","Women","New York","NY","/teams/events/Eventteam/?TeamId=ooBQTxN2XtOSbUSLJATRmHeWoFzxp5rqNgWEykTDaZ0%3d",5,0.394812856834733
"22","Phoenix",20,6,"Club","Women","Durham","NC","/teams/events/Eventteam/?TeamId=Klcqo%2fq8tiQXx%2fS7WKkdDpCFdlrNsPeU6ZBLMHNeri4%3d",59,0.363199051070947
"23","Wildfire",11,14,"Club","Women","San Diego","CA","/teams/events/Eventteam/?TeamId=U5QM7yDKRF0BG0eDvAii%2fO6bh%2bz0bOFNyZHsduRQsrI%3d",104,0.360024806700022
"24","Iceni",0,7,"Club","Women","London","SW4 8QW","/teams/events/Eventteam/?TeamId=pCTTVNHmgVDohSkk9kiC%2bIiD1900XLEMmr5lMZpNrpk%3d",38,0.28994943568632
"25","Sneaky House Hippos",8,10,"Club","Women","Vancouver","British Columbia","/teams/events/Eventteam/?TeamId=lo5B%2fR4pC7jEetBDk3vsuGaVYWqpCDRGiFM3JbrfJ90%3d",83,0.280247534283765
"26","Huck the Patriarchy",5,2,"Club","Women","Seattle","WA","/teams/events/Eventteam/?TeamId=HkoVVxslU7HeAuBDHeoMiuy0DzqEGZmyOemnztj%2bKDA%3d",37,0.144679232870882
"27","Hot Metal",20,12,"Club","Women","Pittsburgh","PA","/teams/events/Eventteam/?TeamId=NmUcA3XL521B4QcEk5sAXflWhx43wtje1eKqH6m5lGY%3d",36,0.113887965755543
"28","uno",2,5,"Club","Women","Toyota","Aichi","/teams/events/Eventteam/?TeamId=BmGT80BgJa6gdj7lwy3viZrmw9XY0TOls0bv1U3RrpY%3d",96,0.0966498118954401
