"Rank","Team","Wins","Losses","Rating","City","State"
1,"Brute Squad",6,0,30.2104997256726,"Boston","MA"
2,"Seattle Riot",13,1,16.0196353513149,"Seattle","WA"
3,"Molly Brown",6,1,5.45272284591941,"Denver/Boulder","CO"
4,"Fury",4,2,3.58705620191296,"San Francisco","CA"
5,"Schwa",6,8,3.05142737824455,"Portland","OR"
6,"Ozone",9,3,2.04086896164991,"Atlanta","GA"
7,"Nightlock",8,7,1.84652902198804,"Bay Area","CA"
8,"Underground",9,5,1.74359196425754,"Seattle","WA"
9,"Scandal",5,3,1.13124642292401,"Washington","DC"
10,"Clemson (Tiger Alumni)",6,1,0.926633058616851,"Clemson","SC"
11,"Rival",9,3,0.81944232167018,"Columbus/Ann Arbor","OH"
12,"LOL",7,4,0.785737084760611,"Oakland","CA"
13,"Siege",9,4,0.573867354825274,"Boston","MA"
14,"Pop",7,5,0.518411880982061,"Minneapolis","MN"
15,"Wildfire",4,9,0.342352190458837,"San Diego","CA"
16,"6ixers",5,2,0.319777041911704,"Toronto","Ontario"
17,"Heist",3,3,0.301584699062036,"Madison","WI"
18,"Nemesis",9,6,0.286626122989141,"Chicago","IL"
19,"Sneaky House Hippos",2,6,0.283556082536157,"Vancouver","British Columbia"
20,"Club Deportivo Revolution",0,1,0.259679949403526,"Medellin","Colombia"
21,"BENT",1,5,0.252172654469857,"New York","NY"
22,"Wicked",11,0,0.196908667689572,"Kansas City","KS"
23,"Elevate",10,5,0.15304179384167,"Salt Lake City","UT"
24,"Grit",6,1,0.146415536020456,"Washington","DC"
25,"Hot Metal",7,6,0.122434710612187,"Pittsburgh","PA"
26,"Showdown",2,4,0.108687968538875,"Texas City","TX"
27,"FAB",8,3,0.0953803031057834,"Bay Area","CA"
28,"Phoenix",9,2,0.0868152248660897,"Durham","NC"
29,"Iris",10,3,0.0855480430183156,"Québec","Quebec"
30,"Venus",3,4,0.0687550672017238,"Montreal","Quebec"
31,"Viva",4,14,0.0580989462997703,"Los Angeles","CA"
32,"Fusion",3,4,0.0502538573732168,"Winnipeg","Manitoba"
33,"Deadly Viper Assassination Squad",3,8,0.0422653478284371,"Oakland","CA"
34,"Dish",8,4,0.0419658465137869,"Chicago","IL"
35,"Green",6,0,0.0340413294363492,"Philadelphia","PA"
36,"Notorious C.L.E.",7,6,0.0333835790968201,"Cleveland","OH"
37,"Salty",3,4,0.0305603398623986,"Halifax","Nova scotia"
38,"Portland Ivy",4,3,0.0281451566398969,"Portland","OR"
39,"Colorado Small Batch",7,4,0.0280793282307192,"Denver","CO"
40,"PPF",4,3,0.0254030746896531,"Kitchener-Waterloo","Ontario"
41,"Seattle Soul",4,3,0.0176917686072659,"Seattle","WA"
42,"Zephyr",2,5,0.0164349745162463,"Vancouver","British Columbia"
43,"Phoenix Uprising",4,2,0.0163564487278376,"Phoenix","AZ"
44,"Indy Rogue",11,7,0.0151770476400841,"Indianapolis","IN"
45,"Stella",4,3,0.0132506318551356,"Ottawa","Ontario"
46,"Seattle Beat",3,4,0.0126867958403777,"Seattle","WA"
47,"Steel",16,10,0.0124239000972904,"Birmingham","AL"
48,"Tempo",1,3,0.0118296278109918,"Bay Area","CA"
49,"Tabby Rosa",15,5,0.0100246710836715,"Gainesville","FL"
50,"Virginia Rebellion",6,7,0.0090683451793131,"Richmond","VA"
51,"Pine Baroness",5,9,0.00821006607013286,"Princeton","NJ"
52,"Jackwagon",3,3,0.00808041178420741,"Boulder/Denver","CO"
53,"PLU Alum",0,4,0.00736835615938436,"Tacoma","WA"
54,"Further",2,5,0.00597333134374044,"Eugene","OR"
55,"Sureshot",8,5,0.00587176238176123,"Cincinnati","OH"
56,"Maeve",4,4,0.00550872714415541,"Dallas","TX"
57,"Outbreak",10,3,0.00516558114997776,"Atlanta","GA"
58,"Queen Cake",8,7,0.00300719843773889,"New Orleans","LA"
59,"Vice",4,6,0.00299574331744651,"Cambridge","MA"
60,"fiasco",7,5,0.0028411885297781,"Miami","FL"
61,"Wendigo",0,7,0.00278659651714692,"Vancouver","British Columbia"
62,"Storm",3,4,0.00230852398064625,"Montreal","Quebec"
63,"Suffrage",7,5,0.0022425636732283,"Washington","DC"
64,"Monsoon Ultimate",2,3,0.00158092337287479,"Flagstaff","AZ"
65,"Backhanded",4,8,0.00150893802076838,"Baltimore/Washington","DC"
66,"Jinx",8,2,0.00148496131022352,"Portland","ME"
67,"Brooklyn Book Club",7,4,0.00145190725397147,"Brooklyn","NY"
68,"Venom",1,5,0.00130242747361464,"Tucson","AZ"
69,"Encore",3,10,0.00110796733899848,"Nashville","TN"
70,"Broad City",6,7,0.000904128704996895,"Philadelphia","PA"
71,"Sparks",7,5,0.000793534465366675,"Cincinnati","OH"
72,"Helix",8,5,0.000715826605507944,"Chicago","IL"
73,"Trainwreck",1,4,0.000698129188395285,"Fort Collins","CO"
74,"Inferno",1,7,0.000643571020141925,"Houston","TX"
75,"Mystik",4,3,0.000498155339835238,"Montréal","Québec"
76,"Boomslang",4,4,0.00047506037182148,"Albany","NY"
77,"Lockdown",2,7,0.000382326344218464,"Madison","WI"
78,"Salt City Spirit",3,4,0.000343477115041901,"Syracuse","NY"
79,"EXO",3,4,0.000335266899895257,"Sherbrooke","Québec"
80,"Rogue",3,9,0.00021536903471423,"Chapel Hill","NC"
81,"Hoax",4,14,0.000200675368461896,"Charleston","SC"
82,"MystiKuE",3,3,0.000199757520967666,"Milwaukee","WI"
83,"Honey Pot",3,16,8.10543854713604e-05,"Chattanooga","TN"
84,"Crackle",2,3,7.4812265158778e-05,"Minneapolis","MN"
85,"Snap",3,2,6.82924430441798e-05,"Minneapolis","MN"
86,"Baywatch",1,6,5.53402523747877e-05,"New Britain","CT"
87,"Independence",2,4,4.85279838900052e-05,"Philadelphia","PA"
88,"HOPE",1,6,3.2257325648584e-05,"Providence","RI"
89,"Orbit",0,7,7.34946511579121e-06,"Atlanta","GA"
90,"Frenzy",2,9,4.58070148505526e-06,"Chicago","IL"
91,"Autonomous",1,11,5.81097087047358e-07,"Ann Arbor/Detroit","MI"
92,"Filthy Gorgeous",1,5,2.69092524030153e-07,"Saint Louis","MO"
93,"Dinosaur",0,6,0,"New York","NY"
93,"Huck the Patriarchy",5,2,0,"Seattle","WA"
93,"Temptress",0,2,0,"Dallas","TX"
